citing_pat	cited_pat	year(patent.date)
4225345	4011291	1980
4225345	4158689	1980
4404166	4011291	1983
4626406	4011291	1986
5262122	4011291	1993
5059625	4011389	1991
5147456	4011389	1992
5227242	4011389	1993
5227242	4376149	1993
7465757	4011389	2008
7465757	4086279	2008
5937622	4011491	1999
5937622	4162436	1999
4303873	4011491	1981
4922184	4011507	1990
4945261	4011507	1990
5097143	4011507	1992
5039961	4011531	1991
5381573	4011610	1995
4122565	4011610	1978
4122565	4047773	1978
4334330	4011610	1982
4123844	4011616	1978
5967784	4011616	1999
7434288	4011616	2008
4348178	4011616	1982
8359692	4011616	2013
6302929	4011843	2001
6302929	4133847	2001
6302929	4158551	2001
6302929	4246082	2001
6302929	4276131	2001
4925196	4011848	1990
6668561	4011963	2003
4444456	4012150	1984
5622537	4012211	1997
5702494	4012211	1997
5702494	4264346	1997
5702494	4276071	1997
5762669	4012211	1998
5762670	4012211	1998
5792227	4012211	1998
5800587	4012211	1998
D404807	4012211	1999
D404807	4160684	1999
D407808	4012211	1999
D407808	4160684	1999
5858044	4012211	1999
5858044	4160684	1999
6007608	4012211	1999
6007608	4160684	1999
6015452	4012211	2000
6015452	4160684	2000
6019809	4012211	2000
4200615	4012211	1980
4200615	4131300	1980
6379410	4012211	2002
6379410	4208197	2002
6379627	4012211	2002
6379627	4322385	2002
7700137	4012508	2010
7850998	4012508	2010
4801611	4012523	1989
4801611	4067998	1989
5036105	4012523	1991
5036105	4067998	1991
5162365	4012523	1992
5162365	4067998	1992
5410330	4012674	1995
5717424	4012674	1998
5617489	4012715	1997
6690420	4012715	2004
4908875	4012715	1990
5700692	4012745	1997
6611573	4012745	2003
6609583	4012807	2003
6892843	4012807	2005
6892843	4069550	2005
5646216	4012838	1997
5328362	4012838	1994
5809684	4012863	1998
5809684	4085536	1998
5337510	4012863	1994
5337510	4173091	1994
5337510	4261130	1994
5337510	4395841	1994
6658800	4012872	2003
7434359	4012872	2008
7434359	4309852	2008
6996942	4012872	2006
6996942	4309852	2006
4104018	4012904	1978
5256352	4012904	1993
5839341	4012975	1998
6755110	4012975	2004
7168356	4012975	2007
5054347	4012975	1991
5056392	4012975	1991
5081891	4012975	1992
5131303	4012975	1992
5195413	4012975	1993
5329835	4012975	1994
7874194	4012975	2011
4223583	4012982	1980
4281574	4012982	1981
6080924	4012983	2000
8614386	4012983	2013
6561229	4013102	2003
4616055	4013102	1986
6526750	4013117	2003
5228541	4013143	1993
5253735	4013143	1993
5403973	4013188	1995
4523689	4013188	1985
8251236	4013188	2012
7798359	4013188	2010
8100277	4013188	2012
4684554	4013188	1987
4772650	4013188	1988
5012946	4013188	1991
5012946	4189060	1991
7780024	4013188	2010
6902075	4013188	2005
4962854	4013214	1990
5121835	4013214	1992
8141519	4013254	2012
5765914	4013257	1998
5765914	4314728	1998
5765914	4373692	1998
5765914	4375301	1998
5765914	4390206	1998
5765914	4438898	1998
5772282	4013257	1998
5772282	4314728	1998
5772282	4373692	1998
5772282	4375301	1998
5772282	4390206	1998
5772282	4438898	1998
6585320	4013257	2003
6585320	4214726	2003
6585320	4314728	2003
6585320	4373692	2003
6585320	4375301	2003
6585320	4390206	2003
6585320	4438898	2003
5262437	4013695	1993
5262437	4024167	1993
5262437	4051160	1993
5262437	4105682	1993
5262437	4122100	1993
5641349	4013799	1997
5718770	4013799	1998
5720822	4013799	1998
5830884	4013799	1998
5932017	4013799	1999
6221420	4013799	2001
6261376	4013799	2001
6451121	4013799	2002
6827218	4013799	2004
7389877	4013799	2008
5507203	4014219	1996
4083286	4014238	1978
6472940	4014238	2002
4308467	4014238	1981
4649553	4014238	1987
6967529	4014238	2005
6876243	4014238	2005
7102428	4014238	2006
7106122	4014238	2006
6894558	4014238	2005
7081790	4014238	2006
7038533	4014238	2006
7598808	4014238	2009
7336131	4014238	2008
4964344	4014267	1990
4964344	4064970	1990
8000837	4014430	2011
8000837	4015723	2011
8000837	4015732	2011
8000837	4260309	2011
8000837	4379335	2011
5641089	4014465	1997
6530500	4014465	2003
6634525	4014465	2003
7325687	4014465	2008
7703641	4014465	2010
7032756	4014465	2006
6929478	4014540	2005
5011133	4014540	1991
6817849	4014633	2004
5677367	4014703	1997
5677367	4411742	1997
4191582	4014703	1980
4524176	4014854	1985
4600738	4014854	1986
6592988	4014880	2003
6740413	4014880	2004
6784237	4014880	2004
7678941	4014880	2010
6924329	4014880	2005
7361706	4014880	2008
7893144	4014880	2011
4302413	4014965	1981
4302413	4161502	1981
5939460	4015014	1999
5990137	4015014	1999
4228186	4015014	1980
4228186	4017540	1980
7858666	4015014	2010
8614253	4015014	2013
4829164	4015109	1989
5015840	4015122	1991
5281809	4015122	1994
5302942	4015122	1994
6044538	4015319	2000
4117640	4015388	1978
6523311	4015388	2003
4898408	4015454	1990
5370486	4015503	1994
4143578	4015503	1979
4143578	4056862	1979
5893694	4015650	1999
6758645	4015650	2004
7698798	4015650	2010
7802952	4015650	2010
7114900	4015650	2006
7575404	4015650	2009
7237314	4015650	2007
7059816	4015650	2006
4757653	4015687	1988
7946084	4015687	2011
5205093	4015687	1993
5257766	4015687	1993
4787311	4015701	1988
4787311	4331328	1988
4787311	4451027	1988
4979730	4015701	1990
4979730	4331328	1990
4979730	4451027	1990
4616771	4015760	1986
4616771	4055285	1986
4616771	4132335	1986
4616771	4265383	1986
4616771	4277009	1986
4616771	4406386	1986
4869479	4015760	1989
4869479	4218599	1989
D582498	4015796	2008
4084791	4015825	1978
6095523	4015849	2000
D469817	4015849	2003
7270211	4015859	2007
4726263	4015871	1988
5409368	4015872	1995
5409368	4124242	1995
5824249	4015872	1998
6010020	4015876	2000
7066529	4015876	2006
7066529	4040223	2006
4420183	4015876	1983
7014253	4015876	2006
7256576	4016130	2007
5011736	4016138	1991
5741854	4016139	1998
6740696	4016139	2004
4381364	4016139	1983
4381364	4028336	1983
6022897	4016184	2000
6022897	4049678	2000
7903403	4016357	2011
7259963	4016357	2007
7630198	4016357	2009
7898799	4016357	2011
5546717	4016357	1996
8170724	4016357	2012
8081459	4016357	2011
8537539	4016357	2013
8472181	4016357	2013
7403391	4016357	2008
4192992	4016403	1980
6246769	4016404	2001
7389267	4016404	2008
4166299	4016611	1979
5363694	4016743	1994
8161800	4016743	2012
7013902	4016809	2006
7013902	4440185	2006
4932314	4016841	1990
4932314	4031868	1990
4932314	4241705	1990
6299144	4016845	2001
6649670	4016894	2003
6946500	4016894	2005
7119132	4016894	2006
7939584	4016894	2011
7271205	4016894	2007
7588406	4016991	2009
8596953	4016991	2013
6450753	4016991	2002
7837428	4016991	2010
7172382	4016991	2007
7699575	4016991	2010
5738298	4017041	1998
6484968	4017041	2002
7497403	4017041	2009
7753316	4017041	2010
5275358	4017041	1994
8469315	4017041	2013
8191908	4017092	2012
8317205	4017092	2012
4915012	4017110	1990
4428689	4017127	1984
4477197	4017127	1984
5895111	4017130	1999
5895111	4393323	1999
5895111	4432044	1999
5902034	4017130	1999
5902034	4393323	1999
5902034	4432044	1999
6302557	4017130	2001
6302557	4393323	2001
6302557	4432044	2001
5301092	4017130	1994
5301092	4393323	1994
5301092	4432044	1994
6798570	4017188	2004
4710036	4017480	1987
4710036	4146080	1987
4719076	4017480	1988
4719076	4146080	1988
4720199	4017480	1988
4720199	4146080	1988
4732491	4017480	1988
4732491	4146080	1988
4836307	4017480	1989
6839585	4017756	2005
8494195	4017834	2013
8385573	4017834	2013
7410168	4017834	2008
5729249	4017858	1998
5805137	4017858	1998
7696876	4017858	2010
6597347	4017858	2003
6812842	4017858	2004
6822570	4017858	2004
4394831	4017858	1983
7289839	4017858	2007
8196589	4017858	2012
7657301	4017858	2010
7657302	4017858	2010
7657303	4017858	2010
7135978	4017858	2006
8452375	4017858	2013
8244330	4017858	2012
8616974	4017858	2013
7535363	4017858	2009
5347289	4017858	1994
6838990	4017858	2005
7778687	4017858	2010
8340742	4017858	2012
RE40891	4017858	2009
7176798	4017858	2007
5533241	4017947	1996
4997114	4017990	1991
4194260	4018014	1980
4217737	4018014	1980
4217737	4055028	1980
4217737	4055919	1980
4151709	4018043	1979
5832715	4018043	1998
4891936	4018043	1990
4891936	4404806	1990
4932207	4018043	1990
5058375	4018043	1991
5058375	4263780	1991
5113647	4018043	1992
5174108	4018043	1992
5187932	4018043	1993
5233825	4018043	1993
5305608	4018043	1994
5598753	4018111	1997
4161896	4018111	1979
6077267	4018111	2000
6077267	4057890	2000
5624218	4018133	1997
5120174	4018133	1992
5302069	4018133	1994
5302069	4123961	1994
8057144	4018133	2011
5311271	4018182	1994
D676858	4018182	2013
4619649	4018226	1986
8292863	4018226	2012
8292863	4293609	2012
8292863	4379103	2012
6267319	4018242	2001
4333742	4018242	1982
4401218	4018337	1983
5938065	4018354	1999
6715195	4018354	2004
4752101	4018415	1988
7900854	4018460	2011
7900854	4077611	2011
4591194	4018460	1986
5851044	4018472	1998
D403999	4018472	1999
D413846	4018472	1999
6099064	4018472	2000
6099065	4018472	2000
6367860	4018472	2002
D478303	4018472	2003
D478538	4018472	2003
4966404	4018472	1990
5108142	4018472	1992
5130906	4018472	1992
4111763	4018631	1978
4373006	4018631	1983
4645131	4018633	1987
4645131	4090874	1987
4645131	4129443	1987
4160743	4018671	1979
6358401	4018671	2002
6358401	4082513	2002
7470406	4018671	2008
7470406	4082513	2008
7632395	4018671	2009
7632395	4082513	2009
6407272	4018708	2002
4360691	4018815	1982
6262117	4018918	2001
5073544	4018918	1991
8557281	4018918	2013
8557281	4289757	2013
5690944	4018927	1997
5853742	4018927	1998
5534358	4018949	1996
7771537	4018949	2010
7771537	4289061	2010
7771537	4438724	2010
8384192	4018949	2013
8384192	4289061	2013
8384192	4438724	2013
8518184	4018949	2013
8518184	4289061	2013
8518184	4438724	2013
7594331	4019291	2009
8570152	4019291	2013
8617687	4019291	2013
8540921	4019291	2013
8419402	4019291	2013
8500066	4019291	2013
5499278	4019338	1996
4238933	4019338	1980
4279128	4019338	1981
4215671	4019493	1980
6405724	4019493	2002
7857873	4019493	2010
5355919	4019548	1994
8141623	4019569	2012
8141623	4363441	2012
4239251	4019754	1980
4239251	4119166	1980
4438944	4019754	1984
4438944	4042255	1984
4500056	4019754	1985
5607134	4019765	1997
5988710	4019765	1999
7137655	4019765	2006
4883297	4019765	1989
4883297	4199179	1989
4934638	4019765	1990
5131701	4019765	1992
4847044	4019874	1989
5102431	4019883	1992
5362355	4019935	1994
5486254	4019935	1996
4303461	4019935	1981
4188188	4020005	1980
6033888	4020005	2000
RE37606	4020005	2002
RE37941	4020005	2002
4639255	4020005	1987
4373009	4020216	1983
5135516	4020216	1992
4172776	4020256	1979
4273831	4020256	1981
4194109	4020310	1980
4254824	4020310	1981
6501057	4020310	2002
7435930	4020310	2008
7435930	4110587	2008
7497352	4020310	2009
7497352	4110587	2009
7432479	4020310	2008
7432479	4110587	2008
8247750	4020310	2012
6953919	4020310	2005
6953919	4110587	2005
6836120	4020413	2004
D393373	4020511	1998
D670524	4020511	2012
5491866	4020521	1996
5742972	4020521	1998
5842490	4020521	1998
6006394	4020521	1999
8448285	4020521	2013
8448285	4234087	2013
4925370	4020634	1990
4171079	4020661	1979
4598561	4020661	1986
5391844	4020686	1995
5391844	4144747	1995
5391844	4181011	1995
5391844	4338825	1995
5442146	4020686	1995
5442146	4144747	1995
5442146	4181011	1995
5442146	4338825	1995
4125168	4020686	1978
4125168	4065962	1978
4143727	4020686	1979
4146100	4020686	1979
4150729	4020686	1979
4150729	4065962	1979
4179004	4020686	1979
4792005	4020686	1988
5313023	4020686	1994
5313023	4144747	1994
5313023	4181011	1994
5313023	4338825	1994
5509341	4020732	1996
5856627	4020732	1999
6054643	4020732	2000
6245977	4020732	2001
6797871	4020732	2004
4711150	4020732	1987
7977557	4020732	2011
4280656	4020823	1981
4280656	4043313	1981
4822351	4020839	1989
5169388	4020839	1992
5169388	4194640	1992
5415262	4020937	1995
5415262	4159656	1995
5415262	4430064	1995
RE363634	4020937	1999
RE363634	4159656	1999
RE363634	4430064	1999
5896971	4020937	1999
5896971	4132301	1999
4838457	4020978	1989
7482047	4020978	2009
7740151	4020978	2010
6786834	4021038	2004
6786834	4340227	2004
6546597	4021072	2003
5323511	4021072	1994
5323511	4356592	1994
4131970	4021073	1979
4202574	4021073	1980
4469370	4021073	1984
4469370	4067605	1984
4469370	4216983	1984
4838054	4021073	1989
4838054	4116027	1989
4838056	4021073	1989
4838056	4116027	1989
4841755	4021073	1989
4841755	4116027	1989
4850208	4021073	1989
4850208	4116027	1989
4850209	4021073	1989
4850209	4116027	1989
4969916	4021073	1990
4969916	4116027	1990
5118144	4021073	1992
7214029	4021135	2007
8573933	4021135	2013
4156579	4021135	1979
4218175	4021135	1980
7843077	4021135	2010
4411588	4021135	1983
8021100	4021135	2011
4600360	4021135	1986
4720640	4021135	1988
7980811	4021135	2011
7976268	4021135	2011
7976269	4021135	2011
7976270	4021135	2011
5137417	4021135	1992
8376686	4021135	2013
5087801	4021145	1992
5087801	4064755	1992
5587193	4021176	1996
4544680	4021385	1985
4544680	4228247	1985
4547528	4021385	1985
4547528	4228247	1985
5238606	4021385	1993
5256333	4021385	1993
5338478	4021385	1994
4379220	4021643	1983
5805455	4021644	1998
6272394	4021644	2001
6385505	4021644	2002
6609047	4021644	2003
6760643	4021644	2004
4737910	4021644	1988
5406173	4021679	1995
5598042	4021679	1997
6888323	4021679	2005
7626339	4021679	2009
6555966	4021679	2003
6614013	4021679	2003
6617560	4021679	2003
7277012	4021679	2007
4433328	4021679	1984
7164110	4021679	2007
6885300	4021679	2005
8466626	4021679	2013
4837455	4021679	1989
7405524	4021679	2008
7190126	4021679	2007
6933486	4021679	2005
8067906	4021679	2011
8253340	4021679	2012
4220084	4021681	1980
4220084	4023489	1980
4220084	4133262	1980
5593085	4021910	1997
4302256	4021910	1981
4709461	4021910	1987
4851057	4021910	1989
4975124	4021910	1990
4975124	4171562	1990
5570529	4021954	1996
5758448	4021954	1998
6276088	4021954	2001
6345464	4021954	2002
6637141	4021954	2003
5577355	4021967	1996
4259818	4021967	1981
4669410	4021967	1987
D635692	4021967	2011
4407096	4021970	1983
6289756	4022078	2001
4610179	4022078	1986
4610179	4487303	1986
5307013	4022078	1994
4824314	4022099	1989
4824314	4478544	1989
7819613	4022099	2010
4770212	4022113	1988
5065789	4022113	1991
6971328	4022146	2005
7072754	4022146	2006
4220112	4022147	1980
6034466	4022166	2000
6026845	4022243	2000
5109900	4022259	1992
4519373	4022298	1985
7055657	4022298	2006
7055657	4269289	2006
4658567	4022317	1987
8138417	4022317	2012
4960450	4022348	1990
5011120	4022359	1991
4378201	4022381	1983
4390324	4022381	1983
4416588	4022381	1983
4615485	4022381	1986
4615485	4106699	1986
7540721	4022381	2009
5163820	4022381	1992
5186615	4022381	1993
5535454	4022466	1996
5666670	4022466	1997
6655655	4022496	2003
8491016	4022496	2013
5286040	4022496	1994
6857670	4022499	2005
5060987	4022499	1991
4118146	4022542	1978
4278400	4022542	1981
4802823	4022542	1989
4818183	4022548	1989
7395676	4022548	2008
7238006	4022548	2007
7201563	4022548	2007
5344287	4022548	1994
4512836	4022864	1985
8585944	4022875	2013
7824851	4022889	2010
7824851	4239753	2010
6982253	4022889	2006
6982253	4477442	2006
7144873	4022889	2006
7144873	4477442	2006
7135464	4022889	2006
7135464	4477442	2006
4132113	4023018	1979
7498748	4023090	2009
5428927	4023314	1995
7318321	4023378	2008
7318321	4117697	2008
7318321	4124996	2008
4324133	4023404	1982
6769312	4023404	2004
6845675	4023404	2005
4523523	4023489	1985
4630210	4023489	1986
4631681	4023489	1986
4635205	4023489	1987
4636959	4023489	1987
4646635	4023489	1987
4665353	4023489	1987
4138203	4023542	1979
4232697	4023584	1980
4232697	4090524	1980
4232697	4119111	1980
6401745	4023584	2002
6401745	4119111	2002
6547284	4023584	2003
5518528	4023701	1996
5676735	4023701	1997
5704965	4023701	1998
5704967	4023701	1998
5707424	4023701	1998
5851270	4023701	1998
5916245	4023701	1999
5935305	4023701	1999
5980608	4023701	1999
5985008	4023701	1999
6019823	4023701	2000
6027547	4023701	2000
6070576	4023701	2000
6083298	4023701	2000
6125131	4023701	2000
6132492	4023701	2000
6204180	4023701	2001
6406519	4023701	2002
7857880	4023701	2010
6540819	4023701	2003
6660063	4023701	2003
7494530	4023701	2009
7455719	4023701	2008
6991671	4023701	2006
D545393	4023701	2007
8506689	4023701	2013
8282714	4023701	2012
7501010	4023701	2009
8002880	4023701	2011
7972421	4023701	2011
4293107	4023746	1981
4293107	4065072	1981
D436445	4023762	2001
4823962	4023762	1989
7410139	4023762	2008
D577282	4023762	2008
6039658	4023810	2000
7997996	4023810	2011
7997996	4037847	2011
5118112	4023810	1992
5118112	4037847	1992
5782637	4023914	1998
5782637	4074950	1998
5782637	4076064	1998
5782637	4150702	1998
5782637	4171012	1998
5782637	4181457	1998
5782637	4220187	1998
5782637	4293262	1998
5782637	4351626	1998
5782637	4396321	1998
5782637	4423893	1998
4351649	4023940	1982
6886986	4023988	2005
4137164	4024328	1979
4137165	4024328	1979
4141827	4024328	1979
4317980	4024371	1982
5245546	4024371	1993
4222236	4024706	1980
6391822	4024706	2002
6923292	4024790	2005
6863060	4024790	2005
7883461	4024872	2011
8313431	4024872	2012
8313431	4428364	2012
7892172	4024872	2011
8496581	4024872	2013
8496581	4428364	2013
7377898	4024872	2008
5653705	4024872	1997
5672168	4024872	1997
5957913	4024872	1999
6024736	4024872	2000
6315770	4024872	2001
6319246	4024872	2001
8357086	4024872	2013
8357086	4428364	2013
8109873	4024872	2012
8109873	4428364	2012
8226552	4024872	2012
8226552	4428364	2012
7909760	4024872	2011
7815567	4024872	2010
7727146	4024872	2010
8308639	4024872	2012
8308639	4428364	2012
7878974	4024872	2011
7736306	4024872	2010
7749415	4024872	2010
8235054	4024872	2012
8235054	4428364	2012
8267858	4024872	2012
8267858	4428364	2012
8343047	4024872	2013
8343047	4428364	2013
8414487	4024872	2013
8414487	4428364	2013
7951076	4024872	2011
8262568	4024872	2012
8262568	4428364	2012
8187177	4024872	2012
8187177	4428364	2012
4991593	4024872	1991
7704207	4024872	2010
7650887	4024872	2010
7473221	4024872	2009
8016755	4024872	2011
8016755	4428364	2011
7481765	4024872	2009
8105234	4024872	2012
8105234	4428364	2012
8480575	4024872	2013
8480575	4428364	2013
7913697	4024872	2011
7163510	4024872	2007
6840951	4024872	2005
8388526	4024872	2013
8388526	4428364	2013
8070676	4024872	2011
8070676	4428364	2011
7238154	4024872	2007
8157835	4024872	2012
8157835	4428364	2012
4655076	4024882	1987
4655076	4107604	1987
7582172	4024902	2009
4327156	4024902	1982
4327156	4140170	1982
7560001	4024902	2009
4554218	4024902	1985
4554218	4140170	1985
7520944	4024902	2009
7618499	4024902	2009
5030519	4024902	1991
7896982	4024902	2011
7157158	4024902	2007
RE44385	4024902	2013
7368022	4024902	2008
7604876	4024902	2009
8002911	4024902	2011
7591910	4024902	2009
4413814	4025062	1983
8315526	4025197	2012
6035877	4025208	2000
6035877	4243339	2000
6675546	4025208	2004
7044146	4025208	2006
7044146	4243339	2006
8496547	4025208	2013
4201512	4025225	1980
4218177	4025225	1980
6174127	4025225	2001
6238177	4025225	2001
6328527	4025225	2001
6568900	4025225	2003
6568900	4255081	2003
4307995	4025225	1981
4347032	4025225	1982
4347033	4025225	1982
4416582	4025225	1983
8267645	4025225	2012
4276185	4025359	1981
6016977	4025438	2000
7178676	4025438	2007
7582209	4025438	2009
4828698	4025438	1989
4959144	4025438	1990
4988440	4025438	1991
4995975	4025438	1991
5308508	4025438	1994
5308508	4485011	1994
7147773	4025438	2006
5747492	4025629	1998
5852008	4025629	1998
5891876	4025629	1999
8258145	4025629	2012
7989462	4025629	2011
7618975	4025629	2009
7090380	4025663	2006
4371825	4025697	1983
4371825	4100332	1983
4371825	4129817	1983
6242712	4025754	2001
6242712	4308845	2001
4782219	4025761	1988
5157243	4025761	1992
4223830	4025791	1980
4236068	4025791	1980
6671646	4025791	2003
6671646	4258421	2003
4398172	4025791	1983
4398172	4121102	1983
4398172	4207468	1983
4398172	4258421	1983
4398172	4325146	1983
7557696	4025791	2009
7557696	4258421	2009
8106757	4025791	2012
8106757	4258421	2012
8358210	4025791	2013
8358210	4121102	2013
8358210	4207468	2013
7769499	4025791	2010
7769499	4258421	2010
4843639	4025791	1989
8390455	4025791	2013
8390455	4121102	2013
8390455	4207468	2013
8223021	4025791	2012
8223021	4121102	2012
8223021	4207468	2012
7564375	4025791	2009
7564375	4258421	2009
7808369	4025791	2010
7808369	4258421	2010
8542122	4025791	2013
8542122	4121102	2013
8542122	4207468	2013
7362229	4025791	2008
7362229	4258421	2008
7117121	4025791	2006
7117121	4258421	2006
8115635	4025791	2012
8115635	4121102	2012
8115635	4207468	2012
7680595	4025791	2010
7680595	4258421	2010
7944345	4025791	2011
7944345	4258421	2011
8400296	4025791	2013
8400296	4258421	2013
5426353	4025830	1995
4250441	4025830	1981
4788558	4025830	1988
D435284	4026055	2000
6381895	4026055	2002
6381895	4299044	2002
5538464	4026074	1996
6379234	4026074	2002
7166794	4026178	2007
5525750	4026178	1996
4220069	4026178	1980
4378722	4026178	1983
4408513	4026178	1983
4463648	4026178	1984
7399918	4026178	2008
7259318	4026178	2007
5168117	4026178	1992
7227076	4026178	2007
5292998	4026178	1994
7952014	4026178	2011
6888057	4026178	2005
7220912	4026178	2007
7220913	4026178	2007
5385075	4026185	1995
8115088	4026185	2012
4838308	4026193	1989
6089148	4026204	2000
4643104	4026220	1987
D680353	4026220	2013
4549498	4026231	1985
8468964	4026231	2013
4205662	4026268	1980
4212292	4026268	1980
4389452	4026268	1983
4426995	4026268	1984
4247182	4026269	1981
4256088	4026269	1981
7398779	4026269	2008
7398779	4219387	2008
4098261	4026272	1978
4453535	4026272	1984
5462555	4026294	1995
5584840	4026294	1996
5913862	4026294	1999
6241740	4026294	2001
6527786	4026294	2003
4428374	4026294	1984
4556058	4026294	1985
4569346	4026294	1986
4589416	4026294	1986
4716886	4026294	1988
5127915	4026294	1992
4301715	4026325	1981
6085784	4026328	2000
6085784	4290445	2000
6220279	4026328	2001
6347453	4026455	2002
6347453	4269262	2002
4611761	4026473	1986
4189172	4026584	1980
5403082	4026616	1995
5924779	4026616	1999
5924779	4061379	1999
6036286	4026616	2000
6036286	4061379	2000
4365854	4026616	1982
7261384	4026616	2007
4491375	4026616	1985
5245801	4026616	1993
5895284	4026624	1999
5895284	4273403	1999
7108538	4026624	2006
5584652	4026659	1996
5688104	4026659	1997
4326180	4026659	1982
5090866	4026659	1992
5097660	4026659	1992
6737134	4026747	2004
4690831	4026747	1987
4865905	4026747	1989
4865905	4064027	1989
4865905	4163081	1989
4865905	4163082	1989
5639844	4026835	1997
5639844	4026843	1997
4183870	4026909	1980
4183870	4107216	1980
4455186	4026976	1984
5885567	4027021	1999
5958514	4027073	1999
5958514	4355135	1999
6001163	4027073	1999
6001163	4355135	1999
6015843	4027073	2000
6346331	4027073	2002
6346331	4355135	2002
6420451	4027073	2002
6468587	4027073	2002
7988881	4027073	2011
7014918	4027073	2006
7014918	4355135	2006
7001642	4027073	2006
7001642	4355135	2006
7105598	4027073	2006
7105598	4355135	2006
7097704	4027073	2006
7097704	4355135	2006
6899948	4027073	2005
5735285	4027146	1998
6264614	4027146	2001
6685633	4027146	2004
8509882	4027146	2013
8301232	4027146	2012
4843328	4027146	1989
6919676	4027191	2005
4142203	4027236	1979
4152639	4027236	1979
4176315	4027236	1979
4225817	4027236	1980
4862142	4027236	1989
8344737	4027236	2013
8193802	4027236	2012
4905765	4027302	1990
5123490	4027302	1992
5883394	4027377	1999
5949084	4027377	1999
7625520	4027377	2009
6182851	4027379	2001
6405423	4027379	2002
5860518	4027404	1999
5860518	4249318	1999
5860518	4337046	1999
7547211	4027404	2009
4911642	4027404	1990
6408552	4027410	2002
7263794	4027410	2007
8303017	4027436	2012
7950408	4027436	2011
4361408	4027470	1982
6063744	4027512	2000
7849941	4027547	2010
7465859	4027570	2008
RE43075	4027570	2012
4433603	4027570	1984
4793236	4027570	1988
5125311	4027570	1992
5305819	4027570	1994
4191134	4027630	1980
4459943	4027630	1984
4466386	4027630	1984
4466386	4030456	1984
7316207	4027630	2008
6042329	4027771	2000
8336913	4027771	2012
7191872	4027771	2007
5486049	4027858	1996
5538748	4027858	1996
5776534	4027858	1998
5919509	4027858	1999
4804171	4027867	1989
4077646	4027899	1978
4662500	4027899	1987
4662500	4184579	1987
5098113	4027899	1992
6981374	4027953	2006
7093817	4027953	2006
7117673	4027953	2006
7082890	4027953	2006
6972659	4027953	2005
7350762	4027953	2008
7748405	4027953	2010
8127543	4027953	2012
7017345	4027953	2006
7303776	4028024	2007
5422160	4028024	1995
5459983	4028024	1995
6960157	4028024	2005
8034390	4028024	2011
7337594	4028024	2008
7356980	4028024	2008
6869633	4028024	2005
7703636	4028024	2010
7441388	4028024	2008
6871676	4028024	2005
7891289	4028024	2011
7981455	4028024	2011
6090083	4028037	2000
6325778	4028037	2001
6355014	4028037	2002
6475185	4028037	2002
6689098	4028037	2004
6786888	4028037	2004
6926729	4028037	2005
5789085	4028085	1998
5849110	4028085	1998
5849110	4311738	1998
5853815	4028085	1998
5869140	4028085	1999
5869140	4311738	1999
5939197	4028085	1999
5939197	4311738	1999
6506499	4028085	2003
6605365	4028085	2003
6605365	4311738	2003
5128494	4028085	1992
5128494	4298558	1992
4655863	4028157	1987
5514265	4028247	1996
4337158	4028247	1982
4253972	4028333	1981
4322543	4028419	1982
5724700	4028770	1998
4644706	4028861	1987
4644706	4036244	1987
4644706	4092992	1987
7469690	4028892	2008
D559635	4028892	2008
5637046	4028965	1997
4701379	4029045	1987
4701379	4323420	1987
5505216	4029113	1996
5526831	4029113	1996
5558901	4029113	1996
5665333	4029113	1997
5680876	4029113	1997
5755243	4029113	1998
5780099	4029113	1998
5888480	4029113	1999
5961958	4029113	1999
5967153	4029113	1999
5980868	4029113	1999
4548219	4029113	1985
4617950	4029113	1986
4638823	4029113	1987
5094255	4029113	1992
5226435	4029113	1993
5284169	4029113	1994
5311889	4029113	1994
5353820	4029113	1994
5357990	4029113	1994
7849661	4029113	2010
5860661	4029180	1999
5248939	4029180	1993
5248939	4415054	1993
7798309	4029199	2010
5391133	4029312	1995
5637064	4029312	1997
5716305	4029312	1998
5769762	4029312	1998
6312364	4029312	2001
6319176	4029312	2001
4311306	4029312	1982
4632391	4029312	1986
4674432	4029312	1987
4695051	4029312	1987
4854576	4029312	1989
7201711	4029312	2007
8591387	4029312	2013
4905992	4029312	1990
5050870	4029312	1991
5050870	4108146	1991
5072935	4029312	1991
7244220	4029312	2007
7364536	4029312	2008
5860654	4029318	1999
6220976	4029318	2001
6220976	4295648	2001
6543778	4029318	2003
6761357	4029318	2004
D550980	4029318	2007
7959154	4029318	2011
8608170	4029318	2013
5767767	4029337	1998
5786751	4029337	1998
6186596	4029358	2001
6543856	4029358	2003
6561589	4029358	2003
7523994	4029358	2009
7850248	4029358	2010
8313150	4029358	2012
4451122	4029393	1984
4451122	4093355	1984
5774982	4029426	1998
7633722	4029426	2009
7633722	4243339	2009
7686555	4029426	2010
7686555	4243339	2010
4679545	4029451	1987
4679545	4390125	1987
6294563	4029681	2001
6294563	4097489	2001
6294563	4288616	2001
5096811	4029694	1992
5091569	4029812	1992
5091569	4076841	1992
5091569	4078084	1992
7071158	4029812	2006
7071158	4076841	2006
7071158	4078084	2006
5332458	4029846	1994
4255922	4030244	1981
4442650	4030256	1984
6635414	4030314	2003
4336691	4030314	1982
4531373	4030314	1985
7137261	4030314	2006
8028532	4030314	2011
6996995	4030314	2006
6945056	4030314	2005
5520133	4030443	1996
4336772	4030456	1982
7185738	4030565	2007
7185738	4319663	2007
4943035	4030565	1990
4180146	4030576	1979
