citing_pat	cited_pat	year(patent.date)
6484590	4455877	2002
6651512	4440027	2003
6651512	4455877	2003
6658945	4440027	2003
6658945	4455877	2003
4594504	4440027	1986
7866598	4440037	2011
8544445	4440116	2013
6286471	4440120	2001
5005532	4440120	1991
5907981	4440123	1999
5907981	4480607	1999
4841975	4440168	1989
6575171	4440181	2003
6971879	4440181	2005
4800904	4440181	1989
7946848	4440181	2011
5954070	4440185	1999
6062239	4440185	2000
6125863	4440185	2000
5025818	4440185	1991
5095927	4440185	1992
6390185	4440217	2002
5630646	4440372	1997
4763957	4440451	1988
4730967	4440535	1988
5942026	4440553	1999
5055963	4440553	1991
7558044	4440553	2009
5315834	4440553	1994
6850403	4440553	2005
5785723	4440555	1998
5785723	4488889	1998
7537645	4440555	2009
7150260	4440555	2006
7347883	4440555	2008
6238555	4440603	2001
6270680	4440603	2001
7544289	4440603	2009
8431020	4440603	2013
5876835	4440708	1999
6696167	4440708	2004
4824058	4440812	1989
5074502	4440812	1991
6630643	4441008	2003
4604513	4441008	1986
8507786	4441113	2013
8507786	4471155	2013
D628332	4441113	2010
D628332	4471155	2010
8258000	4441113	2012
8258000	4471155	2012
7939454	4441113	2011
7939454	4471155	2011
8436445	4441113	2013
8436445	4471155	2013
8084291	4441113	2011
8084291	4471155	2011
8084292	4441113	2011
8084292	4471155	2011
8476104	4441113	2013
8476104	4471155	2013
8236597	4441113	2012
8236597	4471155	2012
D625695	4441113	2010
D625695	4471155	2010
8076176	4441113	2011
8076176	4471155	2011
D632415	4441113	2011
D632415	4471155	2011
D652262	4441113	2012
D652262	4471155	2012
8557625	4441113	2013
8557625	4471155	2013
8017860	4441113	2011
8017860	4471155	2011
8314326	4441113	2012
8314326	4471155	2012
8067263	4441113	2011
8067263	4471155	2011
8383450	4441113	2013
8383450	4471155	2013
8193028	4441113	2012
8193028	4471155	2012
7919400	4441113	2011
7919400	4471155	2011
8178370	4441113	2012
8178370	4471155	2012
8105437	4441113	2012
8105437	4471155	2012
8263494	4441113	2012
8263494	4471155	2012
8461061	4441113	2013
8461061	4471155	2013
8207008	4441113	2012
8207008	4471155	2012
8394662	4441113	2013
8394662	4471155	2013
8617917	4441113	2013
8617917	4471155	2013
8088640	4441113	2012
8088640	4471155	2012
8318531	4441113	2012
8318531	4471155	2012
8058092	4441113	2011
8058092	4471155	2011
8071179	4441113	2011
8071179	4471155	2011
8501507	4441113	2013
8501507	4471155	2013
8501521	4441113	2013
8501521	4471155	2013
8071421	4441113	2011
8071421	4471155	2011
8287942	4441113	2012
8287942	4471155	2012
D627696	4441113	2010
D627696	4471155	2010
D662040	4441113	2012
D662040	4471155	2012
D662041	4441113	2012
D662041	4471155	2012
8398772	4441113	2013
8398772	4471155	2013
8377736	4441113	2013
8377736	4471155	2013
8168463	4441113	2012
8168463	4471155	2012
8344243	4441113	2013
8344243	4471155	2013
8075723	4441113	2011
8075723	4471155	2011
8425739	4441113	2013
8425739	4471155	2013
8614396	4441113	2013
8614396	4471155	2013
8440903	4441113	2013
8440903	4471155	2013
8435822	4441113	2013
8435822	4471155	2013
8435826	4441113	2013
8435826	4471155	2013
8183066	4441113	2012
8183066	4471155	2012
8198122	4441113	2012
8198122	4471155	2012
8512528	4441113	2013
8512528	4471155	2013
5819524	4441156	1998
5850733	4441156	1998
6070404	4441156	2000
8479492	4441156	2013
7540141	4441156	2009
4796194	4441207	1989
4796194	4459663	1989
4965842	4441207	1990
5109430	4441207	1992
5619877	4441349	1997
5758531	4441349	1998
5871399	4441349	1999
4687556	4441349	1987
5226237	4441388	1993
8286590	4441458	2012
6439158	4441458	2002
6463878	4441458	2002
4523357	4441458	1985
6817442	4441580	2004
7637364	4441601	2009
6386437	4441649	2002
7607567	4441649	2009
5139196	4441649	1992
5695116	4441653	1997
5695116	4460121	1997
6330157	4441653	2001
6330157	4460121	2001
7044896	4441707	2006
D593167	4441707	2009
5797823	4441707	1998
6280365	4441707	2001
7344485	4441707	2008
4540173	4441707	1985
8256031	4441707	2012
8083653	4441707	2011
7762932	4441707	2010
5234395	4441707	1993
7806814	4441707	2010
7278960	4441707	2007
7651448	4441707	2010
8043197	4441707	2011
7785244	4441707	2010
8177248	4441710	2012
8240691	4441710	2012
8109515	4441715	2012
7438290	4441715	2008
5118111	4441715	1992
5073252	4441995	1991
8002200	4442003	2011
5252210	4442003	1993
8424780	4442003	2013
D413895	4442318	1999
5995599	4442318	1999
D427588	4442318	2000
6084952	4442318	2000
4620064	4442318	1986
5008648	4442427	1991
8528869	4442427	2013
5991465	4442543	1999
6028611	4442543	2000
6157394	4442543	2000
RE38911	4442543	2005
6468307	4442553	2002
7150759	4442553	2006
6755859	4442553	2004
6755859	4485499	2004
8425597	4442553	2013
8486142	4442553	2013
4585455	4442553	1986
8343216	4442553	2013
8343217	4442553	2013
8048156	4442553	2011
8545556	4442553	2013
8241355	4442553	2012
7326246	4442553	2008
8062362	4442553	2011
8034108	4442553	2011
8052752	4442553	2011
8585759	4442553	2013
8465544	4442553	2013
7713299	4442553	2010
8043372	4442553	2011
7763069	4442553	2010
7025783	4442553	2006
5862932	4442567	1999
4783090	4442567	1988
5323990	4442567	1994
4630335	4442569	1986
5832594	4442584	1998
5365826	4442753	1994
5365826	4454799	1994
4494441	4442753	1985
5476203	4442961	1995
5820002	4442961	1998
5941542	4442961	1999
6164683	4442961	2000
6190290	4442961	2001
6283310	4442961	2001
6425509	4442961	2002
6439397	4442961	2002
6460708	4442961	2002
6585285	4442961	2003
6601712	4442961	2003
4524893	4442961	1985
6938782	4442961	2005
D669398	4442961	2012
7059626	4442961	2006
8397386	4443017	2013
6726396	4443025	2004
4759563	4443025	1988
4856804	4443025	1989
5265900	4443025	1993
6382005	4443033	2002
6379013	4443057	2002
6402328	4443057	2002
6625378	4443057	2003
6733160	4443057	2004
6742904	4443057	2004
7361875	4443057	2008
4705473	4443177	1987
4774035	4443177	1988
5135377	4443177	1992
5178886	4443177	1993
8152975	4443318	2012
D429312	4443336	2000
D433729	4443336	2000
6331246	4443336	2001
7514006	4443336	2009
6565743	4443336	2003
7163618	4443336	2007
8313644	4443336	2012
8313644	4444358	2012
8287729	4443336	2012
5273649	4443336	1993
5504111	4443476	1996
5504111	4447451	1996
5489529	4443539	1996
5629189	4443539	1997
5691139	4443539	1997
5710033	4443539	1998
5817794	4443539	1998
6331421	4443539	2001
6642029	4443539	2003
5139936	4443539	1992
5252476	4443539	1993
5254463	4443539	1993
8178644	4443563	2012
8178644	4476292	2012
5517956	4443652	1996
7687234	4443652	2010
4542640	4443791	1985
6878177	4443791	2005
4625483	4443986	1986
5608997	4443990	1997
6460583	4443990	2002
5367984	4444148	1994
5167204	4444148	1992
5193488	4444148	1993
5329879	4444148	1994
5353743	4444148	1994
6058955	4444216	2000
4823912	4444291	1989
D537958	4444291	2007
4863081	4444344	1989
6073372	4444354	2000
7857172	4444358	2010
8221598	4444629	2012
5377256	4444661	1994
5853587	4444661	1998
4980067	4444661	1990
7919667	4444830	2011
8247641	4444830	2012
8497410	4444830	2013
4962996	4444940	1990
6646059	4444961	2003
7588780	4444961	2009
8513322	4444961	2013
7939578	4444961	2011
8101197	4444961	2012
7276254	4444961	2007
6781426	4445093	2004
5705444	4445106	1998
5638643	4445301	1997
6098345	4445301	2000
6460451	4445427	2002
5845597	4445457	1998
6161417	4445457	2000
6604486	4445457	2003
6976448	4445457	2005
6386417	4445602	2002
6609643	4445602	2003
6905054	4445602	2005
5685834	4445604	1997
6692349	4445637	2004
8408393	4445691	2013
6146721	4445691	2000
4644165	4445773	1987
5519274	4445792	1996
6135640	4445792	2000
RE39190	4445792	2006
6964522	4445792	2005
6872076	4445863	2005
6362250	4445863	2002
6264781	4445957	2001
6397914	4445957	2002
4718693	4445957	1988
4718693	4489922	1988
4726924	4445957	1988
8123510	4445957	2012
4883552	4445957	1989
4892600	4445957	1990
4900499	4445957	1990
4988278	4445957	1991
8353694	4445957	2013
5445721	4445997	1995
5445721	4466877	1995
5518592	4445997	1996
4944986	4446171	1990
5120605	4446171	1992
6929861	4446171	2005
5069636	4446332	1991
5705978	4446447	1998
6452427	4446447	2002
6465271	4446447	2002
4560968	4446449	1985
D424787	4446573	2000
6092240	4446573	2000
D572431	4446573	2008
D572433	4446573	2008
7571495	4446573	2009
7712154	4446573	2010
5515250	4446608	1996
4719704	4446608	1988
7117624	4446644	2006
7591098	4446644	2009
7360333	4446644	2008
7325352	4446644	2008
7310903	4446644	2007
5900533	4446719	1999
6148658	4446719	2000
6202470	4446719	2001
4636088	4446719	1987
4730109	4446719	1988
5622088	4446759	1997
8079339	4446825	2011
5775599	4446837	1998
5803151	4446906	1998
5921312	4446906	1999
6588489	4446906	2003
6234909	4446955	2001
5289956	4446996	1994
7182295	4447024	2007
4934629	4447024	1990
5592726	4447077	1997
6450553	4447077	2002
7559745	4447188	2009
7851691	4447277	2010
7834263	4447277	2010
6942728	4447277	2005
6942728	4489742	2005
8455751	4447277	2013
7836883	4447449	2010
7748379	4447449	2010
8398580	4447449	2013
7827986	4447449	2010
8096968	4447449	2012
6959708	4447449	2005
7845347	4447449	2010
7845348	4447449	2010
8464711	4447449	2013
5688781	4447451	1997
4885216	4447503	1989
6743962	4447664	2004
6768035	4447664	2004
7250691	4447738	2007
5384489	4447738	1995
5584655	4447738	1996
6155047	4447738	2000
7719127	4447738	2010
7067937	4447738	2006
8288880	4447738	2012
6927503	4447738	2005
6963802	4447738	2005
7902688	4447738	2011
8080895	4447738	2011
4756666	4447738	1988
8324750	4447738	2012
7974742	4447738	2011
8333564	4447738	2012
7308361	4447738	2007
8072086	4447738	2011
6617488	4447775	2003
6101748	4447860	2000
7496441	4447860	2009
7667904	4447860	2010
6293043	4447979	2001
4794719	4447979	1989
6725619	4448007	2004
4620403	4448007	1986
7805902	4448007	2010
5027573	4448007	1991
7398623	4448007	2008
D589334	4448007	2009
5931086	4448012	1999
8375728	4448028	2013
4626611	4448028	1986
8495884	4448028	2013
8613200	4448028	2013
8069674	4448028	2011
5073312	4448028	1991
8222512	4448028	2012
8261868	4448028	2012
8079223	4448028	2011
8445772	4448028	2013
4691605	4448101	1987
8175120	4448155	2012
7377112	4448176	2008
7498009	4448176	2009
6073362	4448209	2000
D408702	4448230	1999
5894764	4448230	1999
6301996	4448230	2001
6339974	4448230	2002
5381887	4448302	1995
5139375	4448337	1992
4973336	4448586	1990
4582584	4448654	1986
4672042	4448691	1987
4672042	4451374	1987
4672042	4474664	1987
4952055	4448691	1990
5032283	4448691	1991
5305071	4448691	1994
5371261	4448694	1994
6262216	4448694	2001
6410675	4448694	2002
6429275	4448694	2002
6486286	4448694	2002
6486287	4448694	2002
6743882	4448694	2004
7129307	4448694	2006
7125947	4448694	2006
7098286	4448694	2006
6063369	4448708	2000
4757014	4448884	1988
4829001	4448884	1989
4855234	4448884	1989
5767681	4449100	1998
4783991	4449100	1988
4611429	4449267	1986
4660323	4449267	1987
4780986	4449319	1988
4858376	4449319	1989
5052147	4449319	1991
8613168	4449337	2013
8615936	4449337	2013
8601749	4449337	2013
5479750	4449342	1996
4644720	4449342	1987
4967529	4449342	1990
6883880	4449342	2005
6398679	4449423	2002
6421903	4449423	2002
6926632	4449423	2005
7540815	4449423	2009
7574925	4449507	2009
6899088	4449507	2005
5394863	4449519	1995
6575187	4449692	2003
5388478	4449722	1995
6631951	4449751	2003
4784201	4449756	1988
4874209	4449765	1989
4582423	4449815	1986
5100310	4449898	1992
4975110	4450001	1990
5098467	4450001	1992
5098468	4450001	1992
5419926	4450191	1995
7297190	4450191	2007
7244775	4450255	2007
5657532	4450346	1997
6054651	4450376	2000
5549443	4450400	1996
5612606	4450400	1997
5631536	4450400	1997
5760569	4450400	1998
5927938	4450400	1999
5951229	4450400	1999
5998963	4450400	1999
8307967	4450400	2012
6287253	4450431	2001
8111165	4450431	2012
D570337	4450431	2008
4588978	4450431	1986
8416088	4450431	2013
6018844	4450601	2000
7024719	4450601	2006
7024719	4489458	2006
6892414	4450601	2005
6892414	4489458	2005
D510815	4450639	2005
5285566	4450639	1994
7182147	4450727	2007
5713250	4450727	1998
5257207	4450727	1993
7954557	4450727	2011
4684390	4450741	1987
4699643	4450741	1987
4781746	4450741	1988
4791845	4450741	1988
4924740	4450741	1990
5054356	4450748	1991
8448795	4450772	2013
8409418	4450786	2013
8323735	4450786	2012
8425753	4450786	2013
8425753	4488942	2013
5592767	4450955	1997
5881484	4450955	1999
D420271	4450955	2000
6155410	4450955	2000
6182829	4450955	2001
6427837	4450955	2002
6622410	4450955	2003
D509847	4450955	2005
7648747	4450974	2010
5564235	4451022	1996
5648009	4451022	1997
5866026	4451022	1999
5939104	4451022	1999
6007321	4451022	1999
5813327	4451027	1998
5944304	4451027	1999
6550764	4451027	2003
6644660	4451027	2003
6792332	4451027	2004
7611139	4451027	2009
6742793	4451063	2004
4838567	4451063	1989
4838567	4463962	1989
5257847	4451063	1993
5257847	4463962	1993
6629728	4451083	2003
7055900	4451083	2006
4786104	4451083	1988
5356205	4451083	1994
7677371	4451095	2010
5505305	4451321	1996
5687848	4451321	1997
5704480	4451321	1998
4765942	4451321	1988
4836765	4451321	1989
6627070	4451361	2003
4670357	4451361	1987
6100522	4451374	2000
4957620	4451374	1990
4957620	4474664	1990
7691952	4451374	2010
7087162	4451381	2006
4992208	4451381	1991
8550238	4451381	2013
7947391	4451543	2011
4948484	4451543	1990
8303840	4451543	2012
7947263	4451627	2011
7998466	4451627	2011
8044234	4451627	2011
7858078	4451627	2010
7910129	4451627	2011
8357361	4451627	2013
8449714	4451627	2013
8288477	4451627	2012
7489136	4451785	2009
5410808	4451966	1995
8129613	4451970	2012
7989729	4451970	2011
7989729	4464823	2011
5055416	4451970	1991
8318240	4451970	2012
7979969	4451970	2011
7733111	4451970	2010
7733111	4464823	2010
8338209	4451970	2012
4571828	4451981	1986
5160627	4451981	1992
7377083	4452026	2008
8418983	4452027	2013
8418984	4452027	2013
8413312	4452027	2013
8464496	4452027	2013
8240109	4452027	2012
8256169	4452027	2012
8316590	4452027	2012
7640701	4452027	2010
8413946	4452027	2013
4979820	4452071	1990
6150594	4452121	2000
5638787	4452198	1997
5893348	4452198	1999
5313921	4452198	1994
5269396	4452347	1993
5364012	4452375	1994
4875597	4452375	1989
5180190	4452375	1993
5343729	4452375	1994
7456244	4452375	2008
7560524	4452375	2009
5713327	4452396	1998
6517167	4452493	2003
4961611	4452493	1990
6099211	4452554	2000
6099214	4452554	2000
6263929	4452554	2001
8324605	4452592	2012
7688619	4452592	2010
7655154	4452715	2010
8394287	4452715	2013
8206607	4452715	2012
8431038	4452715	2013
6825349	4452788	2004
8324224	4452788	2012
7125993	4452788	2006
6977300	4452788	2005
5716829	4452903	1998
4778752	4452903	1988
5151266	4452903	1992
5844212	4453067	1998
8290085	4453264	2012
5353347	4453264	1994
D443003	4453341	2001
4861310	4453341	1989
6020560	4453353	2000
6239357	4453353	2001
6455117	4453353	2002
6812400	4453353	2004
6390061	4453517	2002
7315779	4453517	2008
4741254	4453527	1988
4979581	4453606	1990
6124554	4453607	2000
4899840	4453607	1990
4687176	4453653	1987
7568275	4453694	2009
8528956	4453759	2013
5449250	4453857	1995
4586849	4453857	1986
4844840	4453857	1989
5685275	4453896	1997
4757795	4453896	1988
4833040	4453976	1989
7829125	4454118	2010
5662937	4454118	1997
5374059	4454187	1994
5618041	4454187	1997
5622776	4454187	1997
5645501	4454187	1997
5671923	4454187	1997
5730669	4454187	1998
5772524	4454187	1998
5785607	4454187	1998
5803828	4454187	1998
5813921	4454187	1998
5816934	4454187	1998
5827129	4454187	1998
5895329	4454187	1999
5910054	4454187	1999
RE37702	4454187	2002
4711685	4454187	1987
5340651	4454187	1994
5403551	4454235	1995
5637467	4454235	1997
6342183	4454235	2002
7410807	4454235	2008
6964752	4454235	2005
7537733	4454235	2009
5859082	4454254	1999
5854386	4454255	1998
5990232	4454255	1999
4954560	4454255	1990
4954560	4458038	1990
4954561	4454255	1990
4954561	4458038	1990
6889547	4454760	2005
5589648	4454775	1996
7441472	4454775	2008
6796194	4454775	2004
4663126	4454775	1987
6508244	4454793	2003
5269356	4454793	1993
7140286	4454793	2006
4612896	4454841	1986
6214210	4455212	2001
7215766	4455677	2007
7203322	4455677	2007
7907721	4455677	2011
4675912	4455684	1987
4991230	4455684	1991
7025811	4455823	2006
6074450	4455823	2000
7584609	4455824	2009
6953328	4455824	2005
7331174	4455824	2008
8004103	4455824	2011
7737572	4455824	2010
7258532	4455824	2007
7059123	4455824	2006
5058384	4455828	1991
7644633	4455877	2010
5223763	4455877	1993
5788689	4455896	1998
6613085	4455896	2003
4920832	4455896	1990
5063796	4455896	1991
5168780	4455896	1992
7128200	4456118	2006
7080726	4456118	2006
7059466	4456118	2006
7077259	4456118	2006
6221457	4456258	2001
4953870	4456258	1990
5104125	4456258	1992
5108108	4456258	1992
D556830	4456258	2007
6676144	4456282	2004
4705456	4456432	1987
8529228	4456432	2013
4518320	4456434	1985
7479168	4456541	2009
5552956	4456802	1996
4788859	4456829	1988
4899296	4456829	1990
5293162	4456829	1994
4929111	4457061	1990
5315745	4457061	1994
5660050	4457138	1997
6286322	4457138	2001
6422035	4457138	2002
4735059	4457138	1988
4862702	4457138	1989
7441435	4457153	2008
4684357	4457269	1987
6640800	4457290	2003
6672303	4457290	2004
4584984	4457290	1986
4759338	4457290	1988
8261731	4457290	2012
7162294	4457315	2007
8565878	4457315	2013
5406955	4457315	1995
5433209	4457315	1995
6041257	4457315	2000
6047207	4457315	2000
8050751	4457315	2011
6664893	4457315	2003
6665385	4457315	2003
6694177	4457315	2004
6801137	4457315	2004
7415304	4457315	2008
4628327	4457315	1986
8160686	4457315	2012
4796620	4457315	1989
8160687	4457315	2012
RE43767	4457315	2012
4998535	4457315	1991
6945939	4457315	2005
8600489	4457315	2013
5205295	4457315	1993
8588896	4457315	2013
5259387	4457315	1993
8290129	4457315	2012
6957107	4457315	2005
7248921	4457315	2007
7130396	4457315	2006
7002468	4457315	2006
8494630	4457315	2013
8265737	4457315	2012
8265749	4457315	2012
6940403	4457315	2005
8425414	4457315	2013
D424856	4457484	2000
D436486	4457484	2001
6748688	4457484	2004
7434699	4457484	2008
7673759	4457484	2010
6286814	4457492	2001
6561487	4457492	2003
6769668	4457492	2004
5054011	4457501	1991
6910246	4457530	2005
5372373	4457536	1994
5372373	4458913	1994
5372373	4480852	1994
6173482	4457555	2001
7484761	4457555	2009
4725100	4457560	1988
4732506	4457645	1988
4802787	4457645	1989
5154535	4457645	1992
4597595	4457728	1986
8544654	4457838	2013
7791860	4457953	2010
7791861	4457953	2010
6368365	4457953	2002
6627252	4457953	2003
6643119	4457953	2003
6804108	4457953	2004
7920371	4457953	2011
6955694	4457953	2005
4623951	4457953	1986
7859826	4457953	2010
6946007	4457953	2005
7722686	4457953	2010
8072734	4457953	2011
6569517	4457977	2003
5362676	4458297	1994
5367208	4458297	1994
5371390	4458297	1994
5371390	4467400	1994
5371390	4479088	1994
5377124	4458297	1994
5377124	4467400	1994
5377124	4479088	1994
5400262	4458297	1995
5400262	4467400	1995
5400262	4479088	1995
5438166	4458297	1995
5438166	4467400	1995
5438166	4486705	1995
5479113	4458297	1995
5479113	4467400	1995
5498990	4458297	1996
5498990	4467400	1996
5504354	4458297	1996
5504354	4467400	1996
5504354	4479088	1996
5510730	4458297	1996
5510730	4467400	1996
5537108	4458297	1996
5544069	4458297	1996
5544069	4467400	1996
5544069	4479088	1996
5557136	4458297	1996
5572409	4458297	1996
5576554	4458297	1996
5576554	4467400	1996
5592632	4458297	1997
5592632	4467400	1997
5600265	4458297	1997
5613077	4458297	1997
5613077	4467400	1997
5623160	4458297	1997
5640308	4458297	1997
5654564	4458297	1997
5654564	4467400	1997
5654564	4479088	1997
5655113	4458297	1997
5655113	4467400	1997
5666480	4458297	1997
5666480	4467400	1997
5691209	4458297	1997
5701027	4458297	1997
5726482	4458297	1998
5729152	4458297	1998
5729152	4467400	1998
5737587	4458297	1998
5737587	4467400	1998
5786268	4458297	1998
5831467	4458297	1998
5831467	4467400	1998
5843799	4458297	1998
5843799	4467400	1998
5880512	4458297	1999
5973340	4458297	1999
5973340	4467400	1999
5973340	4479088	1999
5973340	4486705	1999
6097077	4458297	2000
6111756	4458297	2000
6160276	4458297	2000
6160276	4467400	2000
6160276	4479088	2000
6160420	4458297	2000
6160420	4467400	2000
6160420	4479088	2000
6255602	4458297	2001
6272577	4458297	2001
6272577	4467400	2001
6393504	4458297	2002
6393504	4467400	2002
6717864	4458297	2004
6717864	4467400	2004
6754746	4458297	2004
6754746	4467400	2004
7634707	4458297	2009
7634707	4467400	2009
4717988	4458297	1988
4717988	4467400	1988
6911730	4458297	2005
4855871	4458297	1989
7750446	4458297	2010
4956602	4458297	1990
4956602	4467400	1990
7014472	4458297	2006
5036163	4458297	1991
5055973	4458297	1991
5066831	4458297	1991
5295082	4458297	1994
5319238	4458297	1994
6891272	4458297	2005
5321322	4458297	1994
5329153	4458297	1994
7307293	4458297	2007
7989929	4458297	2011
5493754	4458377	1996
4784426	4458377	1988
7363680	4458377	2008
4934017	4458377	1990
D510782	4458377	2005
6622345	4458379	2003
7730584	4458379	2010
8511287	4458655	2013
6820598	4458655	2004
7249596	4458655	2007
6913004	4458655	2005
4516553	4458712	1985
4744505	4458749	1988
4858686	4458749	1989
5240114	4458846	1993
5472622	4458889	1995
5575923	4458889	1996
5656161	4458889	1997
4637597	4458889	1987
5713584	4458906	1998
6814362	4458906	2004
4753356	4458906	1988
7219905	4458906	2007
5493881	4458930	1996
5066062	4458930	1991
8517452	4458937	2013
8403401	4458937	2013
8403401	4462628	2013
8419109	4458937	2013
7938967	4459139	2011
5458586	4459139	1995
8062273	4459139	2011
5722962	4459139	1998
7892197	4459139	2011
8540699	4459139	2013
8500994	4459139	2013
7846141	4459139	2010
8038886	4459139	2011
8343346	4459139	2013
4787894	4459139	1988
8187466	4459139	2012
8608715	4459139	2013
5023551	4459139	1991
8585646	4459139	2013
8506684	4459139	2013
7776028	4459139	2010
8545464	4459139	2013
7708724	4459139	2010
8414550	4459139	2013
7998125	4459139	2011
5609798	4459219	1997
5160664	4459219	1992
5344319	4459219	1994
6579096	4459277	2003
5167952	4459277	1992
6960084	4459277	2005
4638064	4459411	1987
5488382	4459595	1996
7333153	4459595	2008
7580482	4459595	2009
8194791	4459595	2012
7180942	4459595	2007
RE42558	4459595	2011
6917336	4459595	2005
7003548	4459663	2006
5884300	4459663	1999
5893906	4459663	1999
4646238	4459663	1987
5153825	4459663	1992
5172313	4459663	1992
7379781	4459663	2008
7840757	4459663	2010
7434314	4459735	2008
7845132	4459735	2010
8104156	4459735	2012
5638767	4459992	1997
4974593	4459992	1990
4984424	4460015	1991
4869408	4460115	1989
5730343	4460116	1998
5845828	4460116	1998
4997029	4460125	1991
8489543	4460205	2013
7941798	4460205	2011
D401486	4460211	1998
6412304	4460211	2002
5795299	4460224	1998
4712977	4460312	1987
6152721	4460324	2000
6276916	4460324	2001
6491509	4460324	2002
6540496	4460324	2003
7669830	4460324	2010
5289388	4460324	1994
5395344	4460356	1995
6629959	4460356	2003
8235970	4460356	2012
6860871	4460356	2005
5087248	4460356	1992
7534231	4460356	2009
7066908	4460356	2006
6018723	4460604	2000
6119103	4460604	2000
6658393	4460604	2003
8082207	4460604	2011
4874661	4460638	1989
4898754	4460638	1990
4909872	4460638	1990
4909872	4460639	1990
4909872	4460640	1990
4923719	4460638	1990
4923719	4460639	1990
4923719	4460640	1990
4960629	4460638	1990
4960629	4460639	1990
4960629	4460640	1990
5130194	4460639	1992
5130194	4460640	1992
5122226	4460640	1992
4590301	4460678	1986
5674285	4460713	1997
5007929	4460713	1991
5014564	4461122	1991
5123220	4461130	1992
5311712	4461130	1994
5789040	4461239	1998
7337843	4461277	2008
5177977	4461277	1993
6899097	4461277	2005
7192220	4461362	2007
7090436	4461362	2006
7341405	4461362	2008
5699677	4461446	1997
4676473	4461446	1987
5419467	4461454	1995
5000360	4461454	1991
4629184	4461473	1986
4768778	4461473	1988
4822035	4461473	1989
5024434	4461473	1991
6164697	4461491	2000
D419438	4461790	2000
4969821	4461790	1990
D646967	4461790	2011
D588450	4461790	2009
D631342	4461790	2011
5426543	4462053	1995
5426543	4472750	1995
4530019	4462053	1985
4587581	4462053	1986
4688119	4462053	1987
4825310	4462053	1989
4825310	4472750	1989
4879612	4462053	1989
5008765	4462053	1991
5170299	4462053	1992
5229895	4462053	1993
5229895	4472750	1993
4847727	4462055	1989
4970711	4462055	1990
6378213	4462156	2002
7695750	4462156	2010
7357952	4462156	2008
6442889	4462182	2002
8490323	4462182	2013
7921593	4462182	2011
6003303	4462208	1999
8397784	4462272	2013
6267664	4462303	2001
4658710	4462306	1987
7140362	4462306	2006
4506686	4462328	1985
4821665	4462328	1989
8459196	4462328	2013
6712040	4462357	2004
5211152	4462380	1993
8221454	4462395	2012
5366457	4462395	1994
5527323	4462395	1996
5643319	4462395	1997
5681331	4462395	1997
6190401	4462395	2001
6666872	4462395	2003
7608092	4462395	2009
4872451	4462395	1989
4901712	4462395	1990
7695503	4462395	2010
7914539	4462395	2011
5246441	4462395	1993
5261914	4462395	1993
5264680	4462395	1993
8308780	4462395	2012
5352230	4462395	1994
7776077	4462395	2010
8240355	4462454	2012
7014915	4462454	2006
4653933	4462497	1987
5275027	4462497	1994
6131727	4462523	2000
7963567	4462620	2011
5054820	4462620	1991
4836568	4462628	1989
5147112	4462639	1992
6252202	4462963	2001
5714188	4463026	1998
5517172	4463341	1996
6298066	4463341	2001
7546215	4463426	2009
4739651	4463601	1988
4870857	4463601	1989
4754689	4463655	1988
5052138	4463655	1991
5058385	4463657	1991
6102216	4463684	2000
D514366	4463684	2006
6371332	4463905	2002
4767060	4463905	1988
4779803	4463905	1988
7946604	4463962	2011
5915830	4463962	1999
D491509	4463962	2004
4888669	4463962	1989
8152187	4463962	2012
7360779	4463962	2008
4812883	4464047	1989
4812883	4484813	1989
5006889	4464047	1991
5006889	4484813	1991
6066843	4464049	2000
6010082	4464186	2000
5082890	4464487	1992
5932671	4464508	1999
5815040	4464634	1998
6144256	4464634	2000
6268770	4464634	2001
6611169	4464634	2003
7270640	4464634	2007
4797630	4464634	1989
4991221	4464634	1991
4991221	4483016	1991
8075505	4464634	2011
8035616	4464651	2011
5781107	4464651	1998
4890108	4464651	1989
7817135	4464651	2010
5006766	4464651	1991
4703513	4464788	1987
4817175	4464788	1989
5187777	4464789	1993
5187777	4484349	1993
7051988	4464802	2006
4564981	4464811	1986
4610055	4464811	1986
7581591	4464826	2009
6433264	4464970	2002
4836116	4465022	1989
4989469	4465042	1991
5819760	4465085	1998
4993441	4465085	1991
6481784	4465087	2002
D605723	4465087	2009
5803458	4465283	1998
5049077	4465462	1991
5074786	4465462	1991
5137449	4465462	1992
7922488	4465462	2011
4682952	4465464	1987
5182150	4465464	1993
5696058	4465601	1997
5707610	4465661	1998
5707610	4476107	1998
4835002	4465661	1989
5736619	4465804	1998
5543475	4465815	1996
5543476	4465815	1996
5677395	4465815	1997
5700882	4465815	1997
5910563	4465815	1999
5235006	4465815	1993
5576249	4465894	1996
6040579	4465894	2000
4593456	4465894	1986
4849028	4465894	1989
5156688	4465894	1992
5156688	4489742	1992
6100463	4465895	2000
5031689	4465895	1991
5757269	4465997	1998
5825288	4465997	1998
8269627	4465997	2012
4760380	4465997	1988
7151449	4465997	2006
5243325	4465997	1993
5659990	4466206	1997
7730751	4466259	2010
6553794	4466259	2003
6588241	4466259	2003
7143614	4466259	2006
7963132	4466259	2011
7204106	4466259	2007
4864834	4466259	1989
8230707	4466259	2012
7191623	4466259	2007
7614266	4466259	2009
7647796	4466259	2010
7500371	4466259	2009
7111479	4466259	2006
7415852	4466259	2008
