treatment	grant_year
4183496	1980
4183501	1980
4183512	1980
4183524	1980
4183526	1980
4183528	1980
4183581	1980
4183587	1980
4183709	1980
4183789	1980
4183793	1980
4183812	1980
4183821	1980
4183860	1980
4183862	1980
4183892	1980
4183957	1980
4184025	1980
4184035	1980
4184166	1980
4184227	1980
4184232	1980
4184253	1980
4184360	1980
4184377	1980
4184382	1980
4184417	1980
4184461	1980
4184520	1980
4184523	1980
4184550	1980
4184564	1980
4184579	1980
4184668	1980
4184684	1980
4184686	1980
4184826	1980
4184929	1980
4184934	1980
4185060	1980
4185061	1980
4185128	1980
4185152	1980
4185186	1980
4185340	1980
4185368	1980
4185370	1980
4185514	1980
4185515	1980
4185594	1980
4185607	1980
4185615	1980
4185661	1980
4185668	1980
4185717	1980
4185726	1980
4185728	1980
4185735	1980
4185802	1980
4185844	1980
4185855	1980
4185868	1980
4185932	1980
4185935	1980
4186068	1980
4186096	1980
4186097	1980
4186102	1980
4186117	1980
4186127	1980
4186153	1980
4186156	1980
4186191	1980
4186208	1980
4186233	1980
4186250	1980
4186270	1980
4186279	1980
4186286	1980
4186355	1980
4186380	1980
4186476	1980
4186524	1980
4186565	1980
4186573	1980
4186575	1980
4186595	1980
4186598	1980
4186602	1980
4186618	1980
4186645	1980
4186708	1980
4186709	1980
4186710	1980
4186722	1980
4186817	1980
4186882	1980
4186883	1980
4186942	1980
4186947	1980
4186951	1980
4186958	1980
4186967	1980
4187033	1980
4187051	1980
4187065	1980
4187070	1980
4187076	1980
4187142	1980
4187188	1980
4187224	1980
4187256	1980
4187274	1980
4187311	1980
4187348	1980
4187350	1980
4187357	1980
4187379	1980
4187407	1980
4187644	1980
4187646	1980
4187659	1980
4187717	1980
4187749	1980
4187766	1980
4187777	1980
4187875	1980
4187884	1980
4187954	1980
4187966	1980
4187967	1980
4187975	1980
4187978	1980
4187999	1980
4188051	1980
4188107	1980
4188162	1980
4188163	1980
4188210	1980
4188246	1980
4188324	1980
4188332	1980
4188346	1980
4188405	1980
4188409	1980
4188440	1980
4188468	1980
4188481	1980
4188527	1980
4188549	1980
4188655	1980
4188700	1980
4188712	1980
4188724	1980
4188743	1980
4188755	1980
4188765	1980
4188784	1980
4188805	1980
4188806	1980
4188821	1980
4188871	1980
4188877	1980
4188879	1980
4188925	1980
4188939	1980
4189038	1980
4189058	1980
4189060	1980
4189069	1980
4189078	1980
4189095	1980
4189134	1980
4189161	1980
4189179	1980
4189249	1980
4189250	1980
4189251	1980
4189273	1980
4189279	1980
4189290	1980
4189315	1980
4189335	1980
4189343	1980
4189345	1980
4189353	1980
4189430	1980
4189454	1980
4189481	1980
4189510	1980
4189572	1980
4189579	1980
4189588	1980
4189596	1980
4189609	1980
4189629	1980
4189804	1980
4189821	1980
4189876	1980
4189885	1980
4189898	1980
4189919	1980
4189981	1980
4190028	1980
4190029	1980
4190030	1980
4190092	1980
4190093	1980
4190139	1980
4190140	1980
4190193	1980
4190212	1980
4190267	1980
4190406	1980
4190408	1980
4190471	1980
4190533	1980
4190605	1980
4190668	1980
4190830	1980
4190914	1980
4190939	1980
4190973	1980
4191096	1980
4191110	1980
4191126	1980
4191129	1980
4191146	1980
4191150	1980
4191151	1980
4191161	1980
4191177	1980
4191239	1980
4191279	1980
4191340	1980
4191342	1980
4191348	1980
4191386	1980
4191392	1980
4191399	1980
4191409	1980
4191417	1980
4191428	1980
4191536	1980
4191563	1980
4191599	1980
4191677	1980
4191691	1980
4191707	1980
4191718	1980
4191820	1980
4191822	1980
4191824	1980
4191837	1980
4191878	1980
4191940	1980
4191957	1980
4192052	1980
4192055	1980
4192161	1980
4192189	1980
4192396	1980
4192401	1980
4192427	1980
4192441	1980
4192462	1980
4192530	1980
4192532	1980
4192561	1980
4192615	1980
4192701	1980
4192747	1980
4192750	1980
4192795	1980
4192799	1980
4192808	1980
4192885	1980
4192911	1980
4192929	1980
4192932	1980
4192948	1980
4193039	1980
4193060	1980
4193067	1980
4193113	1980
4193179	1980
4193233	1980
4193268	1980
4193289	1980
4193295	1980
4193314	1980
4193326	1980
4193334	1980
4193380	1980
4193436	1980
4193486	1980
4193492	1980
4193500	1980
4193586	1980
4193611	1980
4193612	1980
4193618	1980
4193628	1980
4193642	1980
4193672	1980
4193721	1980
4193724	1980
4193731	1980
4193784	1980
4193786	1980
4193833	1980
4193885	1980
4193896	1980
4193919	1980
4193947	1980
4193948	1980
4193960	1980
4194000	1980
4194043	1980
4194048	1980
4194053	1980
4194096	1980
4194173	1980
4194248	1980
4194274	1980
4194304	1980
4194322	1980
4194334	1980
4194338	1980
4194341	1980
4194370	1980
4194371	1980
4194395	1980
4194410	1980
4194437	1980
4194480	1980
4194520	1980
4194522	1980
4194547	1980
4194571	1980
4194585	1980
4194596	1980
4194597	1980
4194604	1980
4194640	1980
4194658	1980
4194663	1980
4194716	1980
4194717	1980
4194747	1980
4194767	1980
4194786	1980
4194804	1980
4194815	1980
4194826	1980
4194860	1980
4194862	1980
4194972	1980
4195049	1980
4195053	1980
4195059	1980
4195119	1980
4195154	1980
4195169	1980
4195176	1980
4195178	1980
4195232	1980
4195256	1980
4195281	1980
4195347	1980
4195401	1980
4195448	1980
4195478	1980
4195510	1980
4195540	1980
4195552	1980
4195592	1980
4195594	1980
4195604	1980
4195605	1980
4195616	1980
4195618	1980
4195639	1980
4195652	1980
4195678	1980
4195736	1980
4195767	1980
4195783	1980
4195785	1980
4195866	1980
4195875	1980
4195920	1980
4195938	1980
4195954	1980
4195969	1980
4195971	1980
4196025	1980
4196128	1980
4196131	1980
4196132	1980
4196143	1980
4196148	1980
4196153	1980
4196154	1980
4196156	1980
4196182	1980
4196213	1980
4196270	1980
4196283	1980
4196293	1980
4196312	1980
4196336	1980
4196414	1980
4196480	1980
4196487	1980
4196493	1980
4196514	1980
4196561	1980
4196653	1980
4196657	1980
4196702	1980
4196744	1980
4196829	1980
4196855	1980
4196896	1980
4196926	1980
4196947	1980
4197040	1980
4197058	1980
4197059	1980
4197154	1980
4197205	1980
4197207	1980
4197208	1980
4197230	1980
4197257	1980
4197262	1980
4197308	1980
4197363	1980
4197367	1980
4197620	1980
4197650	1980
4197674	1980
4197705	1980
4197706	1980
4197708	1980
4197709	1980
4197718	1980
4197720	1980
4197736	1980
4197756	1980
4197760	1980
4197764	1980
4197767	1980
4197817	1980
4197822	1980
4197829	1980
4197874	1980
4197886	1980
4197890	1980
4197897	1980
4197899	1980
4197926	1980
4197952	1980
4197996	1980
4197997	1980
4198048	1980
4198077	1980
4198078	1980
4198111	1980
4198131	1980
4198132	1980
4198190	1980
4198255	1980
4198269	1980
4198442	1980
4198464	1980
4198489	1980
4198500	1980
4198511	1980
4198525	1980
4198670	1980
4198671	1980
4198712	1980
4198713	1980
4198715	1980
4198718	1980
4198743	1980
4198751	1980
4198773	1980
4198797	1980
4198842	1980
4198845	1980
4198846	1980
4198913	1980
4198931	1980
4198932	1980
4198944	1980
4198946	1980
4198947	1980
4198962	1980
4199039	1980
4199042	1980
4199047	1980
4199051	1980
4199159	1980
4199161	1980
4199165	1980
4199168	1980
4199179	1980
4199206	1980
4199212	1980
4199304	1980
4199323	1980
4199330	1980
4199389	1980
4199394	1980
4199423	1980
4199424	1980
4199477	1980
4199489	1980
4199507	1980
4199511	1980
4199522	1980
4199524	1980
4199536	1980
4199561	1980
4199581	1980
4199583	1980
4199589	1980
4199613	1980
4199615	1980
4199625	1980
4199628	1980
4199647	1980
4199822	1980
4199833	1980
4199881	1980
4199903	1980
4199942	1980
4199992	1980
4199993	1980
4200027	1980
4200046	1980
4200056	1980
4200063	1980
4200067	1980
4200081	1980
4200129	1980
4200173	1980
4200174	1980
4200182	1980
4200183	1980
4200185	1980
4200231	1980
4200234	1980
4200299	1980
4200308	1980
4200311	1980
4200399	1980
4200407	1980
4200588	1980
4200598	1980
4200671	1980
4200688	1980
4200718	1980
4200720	1980
4200739	1980
4200740	1980
4200749	1980
4200816	1980
4200900	1980
4200967	1980
4200996	1980
4201052	1980
4201056	1980
4201153	1980
4201192	1980
4201232	1980
4201271	1980
4201284	1980
4201313	1980
4201330	1980
4201394	1980
4201401	1980
4201403	1980
4201415	1980
4201451	1980
4201490	1980
4201509	1980
4201521	1980
4201593	1980
4201675	1980
4201677	1980
4201684	1980
4201729	1980
4201733	1980
4201742	1980
4201764	1980
4201799	1980
4201830	1980
4201873	1980
4201926	1980
4202063	1980
4202120	1980
4202125	1980
4202127	1980
4202201	1980
4202207	1980
4202219	1980
4202239	1980
4202300	1980
4202313	1980
4202318	1980
4202328	1980
4202389	1980
4202395	1980
4202406	1980
4202493	1980
4202496	1980
4202528	1980
4202572	1980
4202586	1980
4202604	1980
4202649	1980
4202651	1980
4202809	1980
4202811	1980
4202812	1980
4202956	1980
4202970	1980
4202971	1980
4202972	1980
4203039	1980
4203052	1980
4203059	1980
4203138	1980
4203170	1980
4203240	1980
4203258	1980
4203287	1980
4203288	1980
4203388	1980
4203393	1980
4203397	1980
4203422	1980
4203424	1980
4203465	1980
4203482	1980
4203541	1980
4203600	1980
4203609	1980
4203615	1980
4203618	1980
4203639	1980
4203710	1980
4203762	1980
4203805	1980
4203807	1980
4203875	1980
4203900	1980
4203903	1980
4203924	1980
4203936	1980
4203938	1980
4203958	1980
4204003	1980
4204048	1980
4204057	1980
4204079	1980
4204102	1980
4204257	1980
4204261	1980
4204307	1980
4204349	1980
4204353	1980
4204356	1980
4204357	1980
4204369	1980
4204371	1980
4204373	1980
4204375	1980
4204412	1980
4204454	1980
4204481	1980
4204500	1980
4204507	1980
4204555	1980
4204561	1980
4204598	1980
4204602	1980
4204611	1980
4204666	1980
4204679	1980
4204688	1980
4204708	1980
4204746	1980
4204783	1980
4204812	1980
4204833	1980
4204886	1980
4204918	1980
4205009	1980
4205011	1980
4205014	1980
4205015	1980
4205016	1980
4205022	1980
4205178	1980
4205179	1980
4205188	1980
4205211	1980
4205237	1980
4205246	1980
4205325	1980
4205386	1980
4205387	1980
4205401	1980
4205441	1980
4205454	1980
4205478	1980
4205499	1980
4205603	1980
4205614	1980
4205644	1980
4205648	1980
4205705	1980
4205735	1980
4205740	1980
4205744	1980
4205784	1980
4205849	1980
4205859	1980
4205866	1980
4205883	1980
4205956	1980
4206055	1980
4206105	1980
4206123	1980
4206131	1980
4206146	1980
4206158	1980
4206198	1980
4206303	1980
4206304	1980
4206311	1980
4206338	1980
4206437	1980
4206455	1980
4206518	1980
4206535	1980
4206576	1980
4206596	1980
4206598	1980
4206635	1980
4206647	1980
4206662	1980
4206728	1980
4206732	1980
4206735	1980
4206743	1980
4206764	1980
4206781	1980
4206800	1980
4206813	1980
4206834	1980
4206838	1980
4206872	1980
4206888	1980
4206927	1980
4206932	1980
4206939	1980
4206943	1980
4206945	1980
4206946	1980
4206953	1980
4207002	1980
4207033	1980
4207038	1980
4207049	1980
4207066	1980
4207071	1980
4207239	1980
4207242	1980
4207257	1980
4207273	1980
4207280	1980
4207320	1980
4207420	1980
4207422	1980
4207468	1980
4207501	1980
4207511	1980
4207536	1980
4207563	1980
4207564	1980
4207565	1980
4207567	1980
4207610	1980
4207611	1980
4207630	1980
4207660	1980
4207678	1980
4207717	1980
4207718	1980
4207719	1980
4207747	1980
4207780	1980
4207799	1980
4207877	1980
4207972	1980
4207975	1980
4208061	1980
4208075	1980
4208190	1980
4208197	1980
4208226	1980
4208229	1980
4208258	1980
4208266	1980
4208293	1980
4208374	1980
4208388	1980
4208409	1980
4208427	1980
4208454	1980
4208463	1980
4208465	1980
4208473	1980
4208503	1980
4208512	1980
4208538	1980
4208568	1980
4208759	1980
4208773	1980
4208776	1980
4208778	1980
4208786	1980
4208797	1980
4208798	1980
4208805	1980
4208832	1980
4208861	1980
4208896	1980
4208900	1980
4208907	1980
4208941	1980
4208960	1980
4208972	1980
4208981	1980
4208982	1980
4208991	1980
4208995	1980
4209027	1980
4209031	1980
4209037	1980
4209062	1980
4209080	1980
4209084	1980
4209088	1980
4209101	1980
4209106	1980
4209139	1980
4209142	1980
4209158	1980
4209177	1980
4209179	1980
4209181	1980
4209182	1980
4209209	1980
4209230	1980
4209281	1980
4209284	1980
4209473	1980
4209522	1980
4209595	1980
4209611	1980
4209615	1980
4209637	1980
4209643	1980
4209645	1980
4209675	1980
4209723	1980
4209832	1980
4209865	1980
4209869	1980
4210060	1980
4210062	1980
4210085	1980
4210093	1980
4210170	1980
4210194	1980
4210195	1980
4210217	1980
4210220	1980
4210238	1980
4210244	1980
4210305	1980
4210363	1980
4210367	1980
4210382	1980
4210405	1980
4210406	1980
4210452	1980
4210463	1980
4210515	1980
4210552	1980
4210574	1980
4210597	1980
4210614	1980
4210621	1980
4210645	1980
4210685	1980
4210723	1980
4210728	1980
4210748	1980
4210758	1980
4211075	1980
4211082	1980
4211104	1980
4211119	1980
4211125	1980
4211143	1980
4211152	1980
4211166	1980
4211247	1980
4211256	1980
4211285	1980
4211344	1980
4211357	1980
4211400	1980
4211417	1980
4211427	1980
4211430	1980
4211449	1980
4211510	1980
4211549	1980
4211701	1980
4211706	1980
4211713	1980
4211714	1980
4211770	1980
4211775	1980
4211800	1980
4211822	1980
4211838	1980
4211841	1980
4211853	1980
4211873	1980
4211879	1980
4211884	1980
4211930	1980
4211966	1980
4212061	1980
4212085	1980
4212138	1980
4212195	1980
4212210	1980
4212269	1980
4212271	1980
4212277	1980
4212281	1980
4212318	1980
4212372	1980
4212381	1980
4212485	1980
4212533	1980
4212564	1980
4212620	1980
4212669	1980
4212811	1980
4212833	1980
4212884	1980
4212888	1980
4212900	1980
4212941	1980
4212968	1980
4212980	1980
4212985	1980
4212986	1980
4212987	1980
4213021	1980
4213039	1980
4213066	1980
4213082	1980
4213108	1980
4213169	1980
4213180	1980
4213202	1980
4213210	1980
4213226	1980
4213272	1980
4213309	1980
4213326	1980
4213336	1980
4213355	1980
4213376	1980
4213415	1980
4213426	1980
4213427	1980
4213428	1980
4213435	1980
4213441	1980
4213442	1980
4213477	1980
4213481	1980
4213493	1980
4213523	1980
4213564	1980
4213595	1980
4213620	1980
4213645	1980
4213652	1980
4213734	1980
4213742	1980
4213744	1980
4213779	1980
4213831	1980
4213833	1980
4213886	1980
4213894	1980
4213964	1980
4214051	1980
4214052	1980
4214096	1980
4214121	1980
4214298	1980
4214307	1980
4214329	1980
4214447	1980
4214513	1980
4214531	1980
4214660	1980
4214700	1980
4214726	1980
4214737	1980
4214781	1980
4214792	1980
4214801	1980
4214971	1980
4214972	1980
4215026	1980
4215029	1980
4215114	1980
4215117	1980
4215204	1980
4215214	1980
4215222	1980
4215240	1980
4215274	1980
4215299	1980
4215330	1980
4215394	1980
4215401	1980
4215445	1980
4215446	1980
4215594	1980
4215603	1980
4215605	1980
4215622	1980
4215718	1980
4215720	1980
4215752	1980
4215772	1980
4215783	1980
4215898	1980
4215962	1980
4215968	1980
4216041	1980
4216086	1980
4216090	1980
4216093	1980
4216107	1980
4216154	1980
4216159	1980
4216245	1980
4216272	1980
4216316	1980
4216336	1980
4216424	1980
4216425	1980
4216471	1980
4216512	1980
4216600	1980
4216606	1980
4216634	1980
4216666	1980
4216707	1980
4216752	1980
4216806	1980
4216809	1980
4216849	1980
4216868	1980
4216951	1980
4216962	1980
4216983	1980
4217003	1980
4217065	1980
4217073	1980
4217121	1980
4217208	1980
4217289	1980
4217314	1980
4217315	1980
4217320	1980
4217324	1980
4217362	1980
4217364	1980
4217374	1980
4217379	1980
4217390	1980
4217391	1980
4217392	1980
4217394	1980
4217501	1980
4217526	1980
4217626	1980
4217668	1980
4217706	1980
4217719	1980
4217723	1980
4217771	1980
4217792	1980
4217811	1980
4217812	1980
4217813	1980
4217831	1980
4217867	1980
4217877	1980
4217892	1980
4217908	1980
4217920	1980
4217926	1980
4217964	1980
4217969	1980
4217970	1980
4217978	1980
4217992	1980
4217996	1980
4218019	1980
4218021	1980
4218033	1980
4218051	1980
4218073	1980
4218074	1980
4218075	1980
4218076	1980
4218088	1980
4218092	1980
4218093	1980
4218166	1980
4218176	1980
4218193	1980
4218220	1980
4218224	1980
4218250	1980
4218329	1980
4218330	1980
4218354	1980
4218378	1980
4218401	1980
4218406	1980
4218422	1980
4218436	1980
4218516	1980
4218544	1980
4218599	1980
4218647	1980
4218694	1980
4218785	1980
4218798	1980
4218800	1980
4218811	1980
4218815	1980
4218840	1980
4218899	1980
4218926	1980
4218942	1980
4219046	1980
4219104	1980
4219111	1980
4219136	1980
4219149	1980
4219155	1980
4219184	1980
4219187	1980
4219194	1980
4219229	1980
4219234	1980
4219246	1980
4219291	1980
4219293	1980
4219387	1980
4219401	1980
4219410	1980
4219502	1980
4219503	1980
4219519	1980
4219569	1980
4219630	1980
4219641	1980
4219662	1980
4219706	1980
4219709	1980
4219725	1980
4219737	1980
4219902	1980
4219903	1980
4220053	1980
4220136	1980
4220138	1980
4220143	1980
4220187	1980
4220192	1980
4220218	1980
4220223	1980
4220243	1980
4220294	1980
4220332	1980
4220354	1980
4220367	1980
4220373	1980
4220435	1980
4220533	1980
4220618	1980
4220648	1980
4220664	1980
4220676	1980
4220692	1980
4220730	1980
4220732	1980
4220739	1980
4220758	1980
4220786	1980
4220796	1980
4220797	1980
4220840	1980
4220846	1980
4221040	1980
4221046	1980
4221055	1980
4221093	1980
4221162	1980
4221199	1980
4221200	1980
4221201	1980
4221213	1980
4221246	1980
4221289	1980
4221311	1980
4221326	1980
4221331	1980
4221354	1980
4221422	1980
4221436	1980
4221437	1980
4221455	1980
4221456	1980
4221459	1980
4221508	1980
4221596	1980
4221663	1980
4221688	1980
4221691	1980
4221693	1980
4221751	1980
4221854	1980
4221861	1980
4221868	1980
4221883	1980
4221895	1980
4221913	1980
4221953	1980
4221974	1980
4221976	1980
4221985	1980
4222002	1980
4222026	1980
4222132	1980
4222145	1980
4222202	1980
4222260	1980
4222281	1980
4222283	1980
4222310	1980
4222319	1980
4222348	1980
4222354	1980
4222473	1980
4222481	1980
4222491	1980
4222496	1980
4222508	1980
4222509	1980
4222519	1980
4222542	1980
4222554	1980
4222600	1980
4222601	1980
4222696	1980
4222751	1980
4222793	1980
4222796	1980
4222838	1980
4222840	1980
4222883	1980
4222884	1980
4222886	1980
4222953	1980
4222981	1980
4222997	1980
4223025	1980
4223072	1980
4223092	1980
4223157	1980
4223195	1980
4223210	1980
4223227	1980
4223249	1980
4223260	1980
4223293	1980
4223309	1980
4223421	1980
4223483	1980
4223511	1980
4223541	1980
4223568	1980
4223569	1980
4223590	1980
4223630	1980
4223648	1980
4223651	1980
4223745	1980
4223774	1980
4223780	1980
4223783	1980
4223827	1980
4223880	1980
4223885	1980
4223911	1980
4223943	1980
4223975	1980
4223983	1980
4224044	1980
4224068	1980
4224069	1980
4224123	1980
4224129	1980
4224161	1980
4224318	1980
4224468	1980
4224628	1980
4224738	1980
4224753	1980
4224808	1980
4224830	1980
4224837	1980
4224838	1980
4224839	1980
4224860	1980
4224908	1980
4224910	1980
4224913	1980
4224933	1980
4225068	1980
4225108	1980
4225121	1980
4225142	1980
4225156	1980
4225163	1980
4225171	1980
4225200	1980
4225260	1980
4225282	1980
4225354	1980
4225383	1980
4225397	1980
4225406	1980
4225424	1980
4225507	1980
4225508	1980
4225536	1980
4225546	1980
4225559	1980
4225681	1980
4225720	1980
4225759	1980
4225799	1980
4226016	1980
4226026	1980
4226037	1980
4226090	1980
4226123	1980
4226159	1980
4226269	1980
4226292	1980
4226319	1980
4226321	1980
4226331	1980
4226348	1980
4226399	1980
4226430	1980
4226433	1980
4226462	1980
4226477	1980
4226493	1980
4226522	1980
4226523	1980
4226566	1980
4226608	1980
4226772	1980
4226790	1980
4226814	1980
4226898	1980
4226914	1980
4226918	1980
4226923	1980
4226936	1980
4226984	1980
4227104	1980
4227241	1980
4227242	1980
4227276	1980
4227282	1980
4227294	1980
4227338	1980
4227386	1980
4227445	1980
4227484	1980
4227494	1980
4227495	1980
4227505	1980
4227509	1980
4227547	1980
4227559	1980
4227562	1980
4227589	1980
4227666	1980
4227694	1980
4227725	1980
4227732	1980
4227738	1980
4227739	1980
4227760	1980
4227761	1980
4227775	1980
4227838	1980
4227839	1980
4227842	1980
4227877	1980
4227889	1980
4227904	1980
4228061	1980
4228095	1980
4228096	1980
4228104	1980
4228108	1980
4228128	1980
4228247	1980
4228346	1980
4228388	1980
4228512	1980
4228572	1980
4228587	1980
4228613	1980
4228616	1980
4228653	1980
4228664	1980
4228669	1980
4228675	1980
4228705	1980
4228706	1980
4228724	1980
4228726	1980
4228738	1980
4228751	1980
4228767	1980
4228771	1980
4228772	1980
4228775	1980
4228788	1980
4228842	1980
4228880	1980
4228883	1980
4228898	1980
4228934	1980
4228947	1980
4228958	1980
4229017	1980
4229018	1980
4229116	1980
4229128	1980
4229131	1980
4229132	1980
4229244	1980
4229245	1980
4229256	1980
4229267	1980
4229362	1980
4229377	1980
4229410	1980
4229457	1980
4229554	1980
4229572	1980
4229603	1980
4229672	1980
4229724	1980
4229728	1980
4229863	1980
4229872	1980
4229906	1980
4229916	1980
4229919	1980
4229924	1980
4229942	1980
4229976	1980
4229992	1980
4229996	1980
4230003	1980
4230053	1980
4230055	1980
4230062	1980
4230076	1980
4230149	1980
4230227	1980
4230266	1980
4230276	1980
4230312	1980
4230342	1980
4230345	1980
4230427	1980
4230462	1980
4230506	1980
4230521	1980
4230572	1980
4230599	1980
4230629	1980
4230632	1980
4230645	1980
4230651	1980
4230653	1980
4230673	1980
4230707	1980
4230816	1980
4230900	1980
4230930	1980
4230983	1980
4230984	1980
4231077	1980
4231082	1980
4231163	1980
4231193	1980
4231222	1980
4231223	1980
4231225	1980
4231254	1980
4231267	1980
4231285	1980
4231342	1980
4231501	1980
4231525	1980
4231540	1980
4231554	1980
4231588	1980
4231608	1980
4231609	1980
4231630	1980
4231693	1980
4231765	1980
4231883	1980
4231902	1980
4231907	1980
4231910	1980
4232003	1980
4232021	1980
4232055	1980
4232125	1980
4232127	1980
4232129	1980
4232148	1980
4232164	1980
4232175	1980
4232211	1980
4232256	1980
4232287	1980
4232319	1980
4232354	1980
4232356	1980
4232370	1980
4232372	1980
4232441	1980
4232534	1980
4232538	1980
4232549	1980
4232571	1980
4232585	1980
4232592	1980
4232652	1980
4232755	1980
4232800	1980
4232803	1980
4232830	1980
4232871	1980
4232880	1980
4232882	1980
4232883	1980
4232891	1980
4232991	1980
4233033	1980
4233071	1980
4233075	1980
4233124	1980
4233188	1980
4233189	1980
4233197	1980
4233225	1980
4233262	1980
4233415	1980
4233425	1980
4233467	1980
4233532	1980
4233697	1980
4233698	1980
4233719	1980
4233720	1980
4233838	1980
4233851	1980
4233859	1980
4233888	1980
4233893	1980
4233907	1980
4233952	1980
4234041	1980
4234087	1980
4234120	1980
4234176	1980
4234207	1980
4234210	1980
4234276	1980
4234280	1980
4234307	1980
4234377	1980
4234404	1980
4234414	1980
4234429	1980
4234447	1980
4234492	1980
4234493	1980
4234521	1980
4234541	1980
4234556	1980
4234697	1980
4234713	1980
4234952	1980
4234976	1980
4235025	1980
4235056	1980
4235064	1980
4235092	1980
4235093	1980
4235101	1980
4235104	1980
4235116	1980
4235117	1980
4235123	1980
4235127	1980
4235143	1980
4235148	1980
4235154	1980
4235160	1980
4235167	1980
4235185	1980
4235201	1980
4235204	1980
4235212	1980
4235223	1980
4235225	1980
4235301	1980
4235310	1980
4235312	1980
4235374	1980
4235375	1980
4235391	1980
4235409	1980
4235421	1980
4235424	1980
4235447	1980
4235453	1980
4235455	1980
4235456	1980
4235466	1980
4235495	1980
4235537	1980
4235563	1980
4235577	1980
4235580	1980
4235583	1980
4235617	1980
4235765	1980
4235779	1980
4235781	1980
4235783	1980
4235788	1980
4235822	1980
4235857	1980
4235887	1980
4235972	1980
4235997	1980
4235998	1980
4236000	1980
4236019	1980
4236025	1980
4236040	1980
4236127	1980
4236269	1980
4236283	1980
4236289	1980
4236348	1980
4236622	1980
4236623	1980
4236634	1980
4236638	1980
4236722	1980
4236735	1980
4236737	1980
4236772	1980
4236885	1980
4236898	1980
4236913	1980
4236941	1980
4236973	1980
4237049	1980
4237059	1980
4237076	1980
4237078	1980
4237097	1980
4237098	1980
4237099	1980
4237110	1980
4237171	1980
4237197	1980
4237241	1980
4237277	1980
4237303	1980
4237304	1980
4237342	1980
4237517	1980
4237657	1980
4237702	1980
4237716	1980
4237722	1980
4237749	1980
4237783	1980
4237830	1980
4237924	1980
4237934	1980
4237984	1980
4238013	1980
4238015	1980
4238050	1980
4238107	1980
4238110	1980
4238113	1980
4238140	1980
4238168	1980
4238169	1980
4238398	1980
4238414	1980
4238450	1980
4238454	1980
4238456	1980
4238550	1980
4238605	1980
4238623	1980
4238624	1980
4238651	1980
4238662	1980
4238878	1980
4238886	1980
4238975	1980
4238976	1980
4238991	1980
4239010	1980
4239023	1980
4239027	1980
4239097	1980
4239136	1980
4239138	1980
4239139	1980
4239153	1980
4239253	1980
4239279	1980
4239309	1980
4239415	1980
4239512	1980
4239530	1980
4239571	1980
4239591	1980
4239674	1980
4239694	1980
4239724	1980
4239733	1980
4239753	1980
4239780	1980
4239804	1980
4239808	1980
4239820	1980
4239824	1980
4239863	1980
4239867	1980
4239909	1980
4240056	1980
4240279	1980
4240365	1980
4240382	1980
4240394	1980
4240395	1980
4240404	1980
4240467	1980
4240483	1980
4240516	1980
4240517	1980
4240532	1980
4240542	1980
4240555	1980
4240569	1980
4240571	1980
4240573	1980
4240574	1980
4240677	1980
4240801	1980
4240807	1980
4240832	1980
4240953	1980
4241034	1980
4241080	1980
4241088	1980
4241104	1980
4241127	1980
4241129	1980
4241133	1980
4241145	1980
4241150	1980
4241196	1980
4241205	1980
4241224	1980
4241357	1980
4241457	1980
4241484	1980
4241542	1980
4241580	1980
4241597	1980
4241600	1980
4241649	1980
4241705	1980
4241710	1980
4241711	1980
4241714	1980
4241721	1980
4241726	1980
4241774	1980
4241819	1980
4241825	1980
4241858	1980
4241860	1980
4241870	1980
4241887	1980
4241937	1980
4241938	1980
4241954	1980
4241957	1980
4241963	1980
4241965	1980
4241997	1980
4242099	1980
4242140	1980
4242205	1980
4242222	1980
4242227	1980
4242268	1980
4242285	1980
4242290	1980
4242342	1980
4242408	1980
4242416	1980
4242439	1980
4242456	1980
4242463	1980
4242473	1980
4242532	1980
4242672	1980
4242684	1980
4242728	1980
4242772	1981
4242793	1981
4242833	1981
4242882	1981
4242883	1981
4242914	1981
4242924	1981
4242946	1981
4242951	1981
4242994	1981
4243018	1981
4243060	1981
4243072	1981
4243090	1981
4243094	1981
4243125	1981
4243155	1981
4243156	1981
4243195	1981
4243213	1981
4243218	1981
4243235	1981
4243264	1981
4243271	1981
4243277	1981
4243330	1981
4243339	1981
4243340	1981
4243366	1981
4243412	1981
4243424	1981
4243491	1981
4243538	1981
4243592	1981
4243611	1981
4243706	1981
4243721	1981
4243722	1981
4243756	1981
4243764	1981
4243765	1981
4243781	1981
4243792	1981
4243872	1981
4243989	1981
4244023	1981
4244034	1981
4244089	1981
4244107	1981
4244108	1981
4244115	1981
4244127	1981
4244135	1981
4244155	1981
4244159	1981
4244187	1981
4244188	1981
4244213	1981
4244214	1981
4244233	1981
4244268	1981
4244281	1981
4244303	1981
4244338	1981
4244403	1981
4244471	1981
4244474	1981
4244477	1981
4244501	1981
4244627	1981
4244631	1981
4244782	1981
4244790	1981
4244798	1981
4244820	1981
4244832	1981
4244833	1981
4244849	1981
4244875	1981
4244883	1981
4244901	1981
4244902	1981
4245004	1981
4245012	1981
4245063	1981
4245068	1981
4245087	1981
4245312	1981
4245314	1981
4245315	1981
4245317	1981
4245370	1981
4245464	1981
4245481	1981
4245482	1981
4245516	1981
4245521	1981
4245534	1981
4245548	1981
4245562	1981
4245592	1981
4245603	1981
4245604	1981
4245605	1981
4245611	1981
