treatment	grant_year
4010201	1977
4010243	1977
4010269	1977
4010386	1977
4010410	1977
4010526	1977
4010650	1977
4010658	1977
4010659	1977
4010668	1977
4010671	1977
4010684	1977
4010717	1977
4010721	1977
4010791	1977
4010838	1977
4010841	1977
4010888	1977
4010927	1977
4010929	1977
4010941	1977
4010949	1977
4010961	1977
4010969	1977
4010977	1977
4010979	1977
4010987	1977
4011077	1977
4011107	1977
4011160	1977
4011168	1977
4011176	1977
4011189	1977
4011191	1977
4011197	1977
4011249	1977
4011257	1977
4011291	1977
4011337	1977
4011362	1977
4011376	1977
4011389	1977
4011476	1977
4011491	1977
4011507	1977
4011531	1977
4011555	1977
4011610	1977
4011616	1977
4011635	1977
4011643	1977
4011644	1977
4011645	1977
4011654	1977
4011655	1977
4011723	1977
4011725	1977
4011770	1977
4011772	1977
4011773	1977
4011800	1977
4011843	1977
4011848	1977
4011903	1977
4011963	1977
4012043	1977
4012150	1977
4012162	1977
4012211	1977
4012343	1977
4012375	1977
4012413	1977
4012427	1977
4012431	1977
4012493	1977
4012508	1977
4012509	1977
4012520	1977
4012523	1977
4012541	1977
4012612	1977
4012674	1977
4012682	1977
4012709	1977
4012715	1977
4012745	1977
4012748	1977
4012807	1977
4012838	1977
4012863	1977
4012869	1977
4012872	1977
4012880	1977
4012904	1977
4012942	1977
4012975	1977
4012982	1977
4012983	1977
4013029	1977
4013047	1977
4013054	1977
4013102	1977
4013117	1977
4013143	1977
4013154	1977
4013188	1977
4013213	1977
4013214	1977
4013218	1977
4013254	1977
4013257	1977
4013302	1977
4013307	1977
4013332	1977
4013570	1977
4013683	1977
4013688	1977
4013693	1977
4013695	1977
4013707	1977
4013728	1977
4013730	1977
4013799	1977
4013802	1977
4013808	1977
4013850	1977
4013862	1977
4014145	1977
4014184	1977
4014219	1977
4014223	1977
4014238	1977
4014267	1977
4014297	1977
4014300	1977
4014312	1977
4014430	1977
4014465	1977
4014480	1977
4014515	1977
4014540	1977
4014593	1977
4014619	1977
4014630	1977
4014633	1977
4014703	1977
4014760	1977
4014761	1977
4014840	1977
4014845	1977
4014854	1977
4014875	1977
4014880	1977
4014888	1977
4014891	1977
4014932	1977
4014965	1977
4014993	1977
4015014	1977
4015037	1977
4015094	1977
4015109	1977
4015122	1977
4015163	1977
4015282	1977
4015313	1977
4015317	1977
4015319	1977
4015362	1977
4015367	1977
4015385	1977
4015388	1977
4015408	1977
4015454	1977
4015503	1977
4015647	1977
4015650	1977
4015687	1977
4015692	1977
4015701	1977
4015723	1977
4015732	1977
4015760	1977
4015761	1977
4015796	1977
4015812	1977
4015825	1977
4015849	1977
4015859	1977
4015871	1977
4015872	1977
4015876	1977
4016021	1977
4016084	1977
4016110	1977
4016130	1977
4016136	1977
4016137	1977
4016138	1977
4016139	1977
4016165	1977
4016171	1977
4016184	1977
4016192	1977
4016357	1977
4016380	1977
4016403	1977
4016404	1977
4016457	1977
4016585	1977
4016608	1977
4016611	1977
4016634	1977
4016686	1977
4016743	1977
4016781	1977
4016809	1977
4016841	1977
4016845	1977
4016894	1977
4016898	1977
4016938	1977
4016950	1977
4016991	1977
4017041	1977
4017092	1977
4017100	1977
4017110	1977
4017125	1977
4017127	1977
4017130	1977
4017164	1977
4017188	1977
4017262	1977
4017315	1977
4017346	1977
4017410	1977
4017448	1977
4017480	1977
4017492	1977
4017535	1977
4017538	1977
4017540	1977
4017570	1977
4017571	1977
4017606	1977
4017630	1977
4017746	1977
4017756	1977
4017772	1977
4017834	1977
4017858	1977
4017922	1977
4017947	1977
4017979	1977
4017990	1977
4018011	1977
4018014	1977
4018024	1977
4018043	1977
4018090	1977
4018099	1977
4018101	1977
4018102	1977
4018108	1977
4018111	1977
4018119	1977
4018133	1977
4018141	1977
4018147	1977
4018182	1977
4018193	1977
4018195	1977
4018226	1977
4018242	1977
4018317	1977
4018319	1977
4018328	1977
4018337	1977
4018354	1977
4018415	1977
4018428	1977
4018460	1977
4018472	1977
4018631	1977
4018632	1977
4018633	1977
4018671	1977
4018699	1977
4018708	1977
4018788	1977
4018803	1977
4018804	1977
4018815	1977
4018837	1977
4018918	1977
4018927	1977
4018949	1977
4018976	1977
4019004	1977
4019017	1977
4019023	1977
4019128	1977
4019291	1977
4019329	1977
4019330	1977
4019338	1977
4019400	1977
4019475	1977
4019482	1977
4019493	1977
4019548	1977
4019569	1977
4019599	1977
4019612	1977
4019628	1977
4019754	1977
4019765	1977
4019789	1977
4019874	1977
4019883	1977
4019935	1977
4020005	1977
4020010	1977
4020030	1977
4020034	1977
4020044	1977
4020085	1977
4020097	1977
4020167	1977
4020173	1977
4020216	1977
4020238	1977
4020243	1977
4020256	1977
4020310	1977
4020344	1977
4020413	1977
4020511	1977
4020512	1977
4020521	1977
4020536	1977
4020539	1977
4020579	1977
4020602	1977
4020609	1977
4020617	1977
4020630	1977
4020634	1977
4020661	1977
4020683	1977
4020686	1977
4020708	1977
4020732	1977
4020753	1977
4020823	1977
4020839	1977
4020870	1977
4020894	1977
4020918	1977
4020937	1977
4020946	1977
4020955	1977
4020960	1977
4020978	1977
4021027	1977
4021038	1977
4021072	1977
4021073	1977
4021077	1977
4021085	1977
4021133	1977
4021135	1977
4021145	1977
4021176	1977
4021200	1977
4021385	1977
4021441	1977
4021467	1977
4021478	1977
4021530	1977
4021575	1977
4021643	1977
4021644	1977
4021679	1977
4021681	1977
4021706	1977
4021910	1977
4021924	1977
4021942	1977
4021954	1977
4021956	1977
4021967	1977
4021970	1977
4022012	1977
4022078	1977
4022099	1977
4022113	1977
4022134	1977
4022146	1977
4022147	1977
4022166	1977
4022170	1977
4022172	1977
4022243	1977
4022259	1977
4022298	1977
4022308	1977
4022317	1977
4022321	1977
4022348	1977
4022356	1977
4022359	1977
4022381	1977
4022385	1977
4022448	1977
4022466	1977
4022494	1977
4022496	1977
4022499	1977
4022539	1977
4022542	1977
4022548	1977
4022571	1977
4022583	1977
4022642	1977
4022644	1977
4022759	1977
4022760	1977
4022761	1977
4022864	1977
4022875	1977
4022889	1977
4022904	1977
4022996	1977
4023018	1977
4023090	1977
4023286	1977
4023314	1977
4023378	1977
4023395	1977
4023403	1977
4023404	1977
4023489	1977
4023542	1977
4023554	1977
4023584	1977
4023638	1977
4023643	1977
4023692	1977
4023701	1977
4023746	1977
4023762	1977
4023810	1977
4023812	1977
4023856	1977
4023863	1977
4023914	1977
4023940	1977
4023945	1977
4023988	1977
4024091	1977
4024108	1977
4024112	1977
4024167	1977
4024184	1977
4024205	1977
4024238	1977
4024328	1977
4024329	1977
4024371	1977
4024483	1977
4024484	1977
4024485	1977
4024657	1977
4024706	1977
4024778	1977
4024790	1977
4024807	1977
4024825	1977
4024849	1977
4024872	1977
4024877	1977
4024882	1977
4024902	1977
4025062	1977
4025069	1977
4025197	1977
4025208	1977
4025225	1977
4025289	1977
4025359	1977
4025438	1977
4025449	1977
4025484	1977
4025558	1977
4025559	1977
4025580	1977
4025629	1977
4025663	1977
4025697	1977
4025754	1977
4025756	1977
4025761	1977
4025791	1977
4025830	1977
4025887	1977
4026009	1977
4026055	1977
4026074	1977
4026075	1977
4026113	1977
4026114	1977
4026122	1977
4026178	1977
4026185	1977
4026193	1977
4026204	1977
4026220	1977
4026231	1977
4026255	1977
4026256	1977
4026268	1977
4026269	1977
4026272	1977
4026294	1977
4026325	1977
4026328	1977
4026378	1977
4026399	1977
4026408	1977
4026409	1977
4026455	1977
4026460	1977
4026468	1977
4026473	1977
4026509	1977
4026533	1977
4026584	1977
4026616	1977
4026624	1977
4026659	1977
4026747	1977
4026757	1977
4026835	1977
4026842	1977
4026843	1977
4026844	1977
4026845	1977
4026846	1977
4026899	1977
4026909	1977
4026919	1977
4026941	1977
4026964	1977
4026976	1977
4027003	1977
4027021	1977
4027073	1977
4027136	1977
4027146	1977
4027191	1977
4027236	1977
4027302	1977
4027377	1977
4027379	1977
4027404	1977
4027410	1977
4027422	1977
4027436	1977
4027470	1977
4027512	1977
4027516	1977
4027538	1977
4027547	1977
4027548	1977
4027570	1977
4027574	1977
4027630	1977
4027634	1977
4027675	1977
4027721	1977
4027756	1977
4027757	1977
4027759	1977
4027771	1977
4027813	1977
4027829	1977
4027858	1977
4027867	1977
4027899	1977
4027953	1977
4028024	1977
4028037	1977
4028062	1977
4028085	1977
4028099	1977
4028100	1977
4028157	1977
4028225	1977
4028247	1977
4028312	1977
4028326	1977
4028327	1977
4028333	1977
4028336	1977
4028350	1977
4028356	1977
4028419	1977
4028512	1977
4028642	1977
4028762	1977
4028770	1977
4028778	1977
4028784	1977
4028799	1977
4028848	1977
4028856	1977
4028861	1977
4028892	1977
4028899	1977
4028922	1977
4028941	1977
4028965	1977
4028966	1977
4028972	1977
4029045	1977
4029113	1977
4029167	1977
4029168	1977
4029180	1977
4029185	1977
4029192	1977
4029199	1977
4029233	1977
4029291	1977
4029312	1977
4029318	1977
4029337	1977
4029338	1977
4029349	1977
4029358	1977
4029393	1977
4029426	1977
4029445	1977
4029451	1977
4029472	1977
4029532	1977
4029548	1977
4029549	1977
4029610	1977
4029611	1977
4029681	1977
4029685	1977
4029691	1977
4029693	1977
4029694	1977
4029703	1977
4029812	1977
4029814	1977
4029846	1977
4029872	1977
4029873	1977
4029874	1977
4029879	1977
4029925	1977
4029931	1977
4030176	1977
4030182	1977
4030244	1977
4030256	1977
4030297	1977
4030299	1977
4030314	1977
4030351	1977
4030352	1977
4030423	1977
4030432	1977
4030443	1977
4030456	1977
4030517	1977
4030565	1977
4030576	1977
4030606	1977
4030609	1977
4030647	1977
4030648	1977
4030650	1977
4030658	1977
4030662	1977
4030668	1977
4030713	1977
4030719	1977
4030728	1977
4030756	1977
4030757	1977
4030781	1977
4030788	1977
4030795	1977
4030860	1977
4030869	1977
4030938	1977
4030947	1977
4031044	1977
4031069	1977
4031070	1977
4031071	1977
4031072	1977
4031081	1977
4031101	1977
4031121	1977
4031122	1977
4031142	1977
4031147	1977
4031267	1977
4031268	1977
4031277	1977
4031304	1977
4031344	1977
4031359	1977
4031405	1977
4031442	1977
4031569	1977
4031572	1977
4031622	1977
4031652	1977
4031685	1977
4031762	1977
4031783	1977
4031791	1977
4031792	1977
4031814	1977
4031829	1977
4031868	1977
4031876	1977
4031907	1977
4031908	1977
4031918	1977
4031947	1977
4031950	1977
4031986	1977
4032003	1977
4032018	1977
4032084	1977
4032198	1977
4032246	1977
4032451	1977
4032466	1977
4032502	1977
4032507	1977
4032542	1977
4032543	1977
4032559	1977
4032560	1977
4032561	1977
4032576	1977
4032770	1977
4032829	1977
4032996	1977
4032999	1977
4033018	1977
4033055	1977
4033126	1977
4033138	1977
4033168	1977
4033200	1977
4033207	1977
4033232	1977
4033245	1977
4033272	1977
4033301	1977
4033303	1977
4033314	1977
4033321	1977
4033329	1977
4033379	1977
4033393	1977
4033403	1977
4033407	1977
4033425	1977
4033426	1977
4033431	1977
4033436	1977
4033440	1977
4033444	1977
4033448	1977
4033495	1977
4033497	1977
4033536	1977
4033569	1977
4033605	1977
4033615	1977
4033627	1977
4033630	1977
4033663	1977
4033766	1977
4033802	1977
4033816	1977
4033828	1977
4033851	1977
4033902	1977
4033931	1977
4033949	1977
4033989	1977
4034026	1977
4034027	1977
4034069	1977
4034087	1977
4034099	1977
4034137	1977
4034140	1977
4034177	1977
4034212	1977
4034265	1977
4034268	1977
4034342	1977
4034354	1977
4034434	1977
4034456	1977
4034464	1977
4034478	1977
4034509	1977
4034519	1977
4034520	1977
4034521	1977
4034560	1977
4034595	1977
4034620	1977
4034696	1977
4034723	1977
4034730	1977
4034772	1977
4034784	1977
4034792	1977
4034823	1977
4034824	1977
4034848	1977
4034865	1977
4034883	1977
4034903	1977
4034913	1977
4034970	1977
4035017	1977
4035021	1977
4035027	1977
4035094	1977
4035215	1977
4035224	1977
4035227	1977
4035236	1977
4035249	1977
4035254	1977
4035255	1977
4035335	1977
4035348	1977
4035355	1977
4035407	1977
4035416	1977
4035431	1977
4035467	1977
4035591	1977
4035644	1977
4035706	1977
4035797	1977
4035850	1977
4035865	1977
4035866	1977
4035910	1977
4035917	1977
4035960	1977
4035964	1977
4035976	1977
4035980	1977
4036078	1977
4036091	1977
4036104	1977
4036110	1977
4036125	1977
4036177	1977
4036213	1977
4036236	1977
4036244	1977
4036285	1977
4036319	1977
4036329	1977
4036467	1977
4036484	1977
4036486	1977
4036505	1977
4036525	1977
4036570	1977
4036573	1977
4036615	1977
4036709	1977
4036710	1977
4036711	1977
4036729	1977
4036756	1977
4036809	1977
4036854	1977
4036879	1977
4036925	1977
4036977	1977
4036997	1977
4037198	1977
4037229	1977
4037274	1977
4037279	1977
4037323	1977
4037326	1977
4037342	1977
4037356	1977
4037411	1977
4037447	1977
4037577	1977
4037590	1977
4037624	1977
4037643	1977
4037649	1977
4037679	1977
4037691	1977
4037696	1977
4037714	1977
4037727	1977
4037755	1977
4037815	1977
4037847	1977
4037851	1977
4037868	1977
4037882	1977
4038126	1977
4038143	1977
4038188	1977
4038226	1977
4038228	1977
4038245	1977
4038248	1977
4038265	1977
4038365	1977
4038389	1977
4038393	1977
4038398	1977
4038427	1977
4038465	1977
4038478	1977
4038611	1977
4038730	1977
4038735	1977
4038736	1977
4038743	1977
4038746	1977
4038756	1977
4038770	1977
4038774	1977
4038798	1977
4038807	1977
4038890	1977
4038894	1977
4038908	1977
4038916	1977
4039001	1977
4039073	1977
4039074	1977
4039097	1977
4039215	1977
4039227	1977
4039230	1977
4039233	1977
4039261	1977
4039345	1977
4039353	1977
4039381	1977
4039504	1977
4039505	1977
4039507	1977
4039551	1977
4039601	1977
4039606	1977
4039666	1977
4039722	1977
4039727	1977
4039737	1977
4039756	1977
4039779	1977
4039790	1977
4039842	1977
4039993	1977
4040130	1977
4040152	1977
4040186	1977
4040223	1977
4040254	1977
4040272	1977
4040315	1977
4040339	1977
4040389	1977
4040401	1977
4040501	1977
4040535	1977
4040559	1977
4040576	1977
4040591	1977
4040597	1977
4040632	1977
4040647	1977
4040660	1977
4040686	1977
4040689	1977
4040714	1977
4040764	1977
4040821	1977
4040933	1977
4040935	1977
4040955	1977
4040998	1977
4041012	1977
4041013	1977
4041055	1977
4041057	1977
4041073	1977
4041178	1977
4041226	1977
4041241	1977
4041301	1977
4041302	1977
4041322	1977
4041325	1977
4041395	1977
4041554	1977
4041596	1977
4041601	1977
4041612	1977
4041632	1977
4041647	1977
4041655	1977
4041703	1977
4041730	1977
4041742	1977
4041891	1977
4041899	1977
4041930	1977
4041943	1977
4041945	1977
4041984	1977
4041994	1977
4041996	1977
4042046	1977
4042058	1977
4042083	1977
4042113	1977
4042134	1977
4042169	1977
4042174	1977
4042187	1977
4042199	1977
4042209	1977
4042255	1977
4042258	1977
4042270	1977
4042326	1977
4042416	1977
4042451	1977
4042459	1977
4042470	1977
4042499	1977
4042560	1977
4042563	1977
4042606	1977
4042607	1977
4042608	1977
4042692	1977
4042709	1977
4042712	1977
4042746	1977
4042752	1977
4042899	1977
4042997	1977
4043015	1977
4043020	1977
4043091	1977
4043122	1977
4043124	1977
4043125	1977
4043127	1977
4043229	1977
4043239	1977
4043247	1977
4043252	1977
4043256	1977
4043290	1977
4043313	1977
4043339	1977
4043351	1977
4043354	1977
4043359	1977
4043362	1977
4043378	1977
4043463	1977
4043472	1977
4043514	1977
4043529	1977
4043567	1977
4043579	1977
4043590	1977
4043592	1977
4043594	1977
4043603	1977
4043625	1977
4043626	1977
4043635	1977
4043643	1977
4043715	1977
4043762	1977
4043772	1977
4043870	1977
4043895	1977
4043993	1977
4043994	1977
4044070	1977
4044106	1977
4044113	1977
4044148	1977
4044159	1977
4044175	1977
4044216	1977
4044227	1977
4044322	1977
4044435	1977
4044440	1977
4044444	1977
4044508	1977
4044518	1977
4044531	1977
4044534	1977
4044564	1977
4044620	1977
4044624	1977
4044627	1977
4044628	1977
4044638	1977
4044679	1977
4044691	1977
4044734	1977
4044751	1977
4044776	1977
4044813	1977
4044853	1977
4044859	1977
4044861	1977
4044876	1977
4044897	1977
4044927	1977
4044934	1977
4044948	1977
4045016	1977
4045036	1977
4045048	1977
4045053	1977
4045071	1977
4045079	1977
4045080	1977
4045108	1977
4045212	1977
4045277	1977
4045384	1977
4045405	1977
4045406	1977
4045449	1977
4045510	1977
4045519	1977
4045631	1977
4045715	1977
4045797	1977
4045829	1977
4045831	1977
4045836	1977
4045921	1977
4045928	1977
4045966	1977
4045987	1977
4045988	1977
4046019	1977
4046032	1977
4046039	1977
4046040	1977
4046090	1977
4046098	1977
4046107	1977
4046112	1977
4046114	1977
4046123	1977
4046140	1977
4046152	1977
4046153	1977
4046212	1977
4046213	1977
4046239	1977
4046241	1977
4046244	1977
4046263	1977
4046272	1977
4046278	1977
4046293	1977
4046322	1977
4046332	1977
4046349	1977
4046371	1977
4046393	1977
4046402	1977
4046415	1977
4046487	1977
4046488	1977
4046497	1977
4046513	1977
4046647	1977
4046656	1977
4046658	1977
4046701	1977
4046718	1977
4046723	1977
4046795	1977
4046800	1977
4046910	1977
4046915	1977
4046946	1977
4046961	1977
4047088	1977
4047229	1977
4047233	1977
4047263	1977
4047334	1977
4047341	1977
4047433	1977
4047512	1977
4047628	1977
4047633	1977
4047696	1977
4047723	1977
4047732	1977
4047749	1977
4047773	1977
4047825	1977
4047827	1977
4047852	1977
4047864	1977
4047902	1977
4048000	1977
4048002	1977
4048006	1977
4048068	1977
4048087	1977
4048193	1977
4048194	1977
4048213	1977
4048237	1977
4048288	1977
4048297	1977
4048331	1977
4048335	1977
4048382	1977
4048393	1977
4048394	1977
4048410	1977
4048432	1977
4048484	1977
4048561	1977
4048704	1977
4048719	1977
4048729	1977
4048768	1977
4048820	1977
4048883	1977
4048964	1977
4049085	1977
4049093	1977
4049094	1977
4049102	1977
4049113	1977
4049131	1977
4049166	1977
4049171	1977
4049226	1977
4049229	1977
4049285	1977
4049286	1977
4049288	1977
4049289	1977
4049354	1977
4049362	1977
4049400	1977
4049404	1977
4049407	1977
4049525	1977
4049526	1977
4049600	1977
4049604	1977
4049617	1977
4049620	1977
4049623	1977
4049624	1977
4049625	1977
4049626	1977
4049627	1977
4049648	1977
4049678	1977
4049693	1977
4049694	1977
4049695	1977
4049696	1977
4049699	1977
4049700	1977
4049703	1977
4049736	1977
4049814	1977
4049840	1977
4049841	1977
4049849	1977
4049852	1977
4049877	1977
4049880	1977
4049889	1977
4049939	1977
4050042	1977
4050093	1977
4050139	1977
4050168	1977
4050180	1977
4050205	1977
4050245	1977
4050249	1977
4050250	1977
4050275	1977
4050277	1977
4050319	1977
4050328	1977
4050350	1977
4050402	1977
4050405	1977
4050420	1977
4050424	1977
4050425	1977
4050427	1977
4050438	1977
4050439	1977
4050472	1977
4050483	1977
4050493	1977
4050494	1977
4050500	1977
4050571	1977
4050575	1977
4050583	1977
4050606	1977
4050607	1977
4050633	1977
4050643	1977
4050666	1977
4050689	1977
4050697	1977
4050711	1977
4050712	1977
4050713	1977
4050746	1977
4050876	1977
4050889	1977
4050922	1977
4050932	1977
4050983	1977
4050995	1977
4050996	1977
4051009	1977
4051032	1977
4051072	1977
4051073	1977
4051082	1977
4051101	1977
4051105	1977
4051160	1977
4051162	1977
4051218	1977
4051238	1977
4051286	1977
4051297	1977
4051306	1977
4051361	1977
4051434	1977
4051504	1977
4051525	1977
4051594	1977
4051595	1977
4051619	1977
4051626	1977
4051638	1977
4051684	1977
4051730	1977
4051777	1977
4051779	1977
4051784	1977
4051821	1977
4051832	1977
4051840	1977
4051860	1977
4051875	1977
4051934	1977
4051936	1977
4051969	1977
4051970	1977
4052077	1977
4052084	1977
4052111	1977
4052124	1977
4052141	1977
4052171	1977
4052227	1977
4052241	1977
4052254	1977
4052312	1977
4052316	1977
4052345	1977
4052357	1977
4052385	1977
4052394	1977
4052420	1977
4052437	1977
4052464	1977
4052490	1977
4052495	1977
4052502	1977
4052529	1977
4052538	1977
4052552	1977
4052564	1977
4052775	1977
4052801	1977
4052857	1977
4052883	1977
4052905	1977
4052967	1977
4052998	1977
4053001	1977
4053049	1977
4053070	1977
4053102	1977
4053146	1977
4053157	1977
4053163	1977
4053164	1977
4053173	1977
4053193	1977
4053230	1977
4053252	1977
4053253	1977
4053267	1977
4053371	1977
4053385	1977
4053389	1977
4053404	1977
4053423	1977
4053470	1977
4053485	1977
4053500	1977
4053502	1977
4053543	1977
4053611	1977
4053633	1977
4053683	1977
4053736	1977
4053790	1977
4053966	1977
4053978	1977
4054006	1977
4054065	1977
4054091	1977
4054100	1977
4054108	1977
4054109	1977
4054116	1977
4054193	1977
4054194	1977
4054200	1977
4054248	1977
4054275	1977
4054278	1977
4054289	1977
4054300	1977
4054302	1977
4054303	1977
4054309	1977
4054318	1977
4054325	1977
4054339	1977
4054417	1977
4054466	1977
4054533	1977
4054544	1977
4054546	1977
4054578	1977
4054602	1977
4054621	1977
4054691	1977
4054733	1977
4054737	1977
4054746	1977
4055028	1977
4055083	1977
4055088	1977
4055096	1977
4055100	1977
4055158	1977
4055173	1977
4055196	1977
4055212	1977
4055213	1977
4055228	1977
4055232	1977
4055246	1977
4055276	1977
4055284	1977
4055285	1977
4055386	1977
4055563	1977
4055602	1977
4055609	1977
4055717	1977
4055718	1977
4055772	1977
4055792	1977
4055886	1977
4055890	1977
4055919	1977
4055977	1977
4056066	1977
4056085	1977
4056088	1977
4056089	1977
4056178	1977
4056183	1977
4056188	1977
4056220	1977
4056268	1977
4056273	1977
4056275	1977
4056281	1977
4056329	1977
4056340	1977
4056368	1977
4056493	1977
4056499	1977
4056531	1977
4056554	1977
4056555	1977
4056556	1977
4056557	1977
4056589	1977
4056677	1977
4056731	1977
4056747	1977
4056861	1977
4056862	1977
4056864	1977
4056869	1977
4056872	1977
4056901	1977
4056938	1977
4056940	1977
4056961	1977
4056977	1977
4056979	1977
4056993	1977
4057027	1977
4057108	1977
4057114	1977
4057120	1977
4057129	1977
4057134	1977
4057137	1977
4057190	1977
4057192	1977
4057209	1977
4057236	1977
4057265	1977
4057301	1977
4057304	1977
4057307	1977
4057317	1977
4057355	1977
4057517	1977
4057528	1977
4057531	1977
4057564	1977
4057566	1977
4057572	1977
4057574	1977
4057595	1977
4057633	1977
4057645	1977
4057667	1977
4057709	1977
4057866	1977
4057890	1977
4057946	1977
4057962	1977
4057994	1977
4058064	1977
4058070	1977
4058173	1977
4058196	1977
4058243	1977
4058256	1977
4058266	1977
4058332	1977
4058380	1977
4058468	1977
4058513	1977
4058520	1977
4058533	1977
4058538	1977
4058551	1977
4058564	1977
4058792	1977
4058888	1977
4058983	1977
4058999	1977
4059005	1977
4059025	1977
4059055	1977
4059056	1977
4059071	1977
4059091	1977
4059124	1977
4059136	1977
4059144	1977
4059175	1977
4059177	1977
4059194	1977
4059207	1977
4059256	1977
4059278	1977
4059295	1977
4059301	1977
4059315	1977
4059330	1977
4059361	1977
4059366	1977
4059391	1977
4059518	1977
4059545	1977
4059552	1977
4059614	1977
4059669	1977
4059712	1977
4059820	1977
4059854	1977
4059864	1977
4059876	1977
4059943	1977
4059990	1977
4060003	1977
4060022	1977
4060023	1977
4060036	1977
4060058	1977
4060146	1977
4060170	1977
4060260	1977
4060280	1977
4060294	1977
4060337	1977
4060338	1977
4060340	1977
4060371	1977
4060381	1977
4060414	1977
4060505	1977
4060534	1977
4060578	1977
4060717	1977
4060719	1977
4060803	1977
4060859	1977
4060878	1977
4060935	1977
4060997	1977
4061002	1977
4061014	1977
4061034	1977
4061070	1977
4061076	1977
4061077	1977
4061121	1977
4061124	1977
4061165	1977
4061218	1977
4061350	1977
4061364	1977
4061379	1977
4061386	1977
4061402	1977
4061403	1977
4061452	1977
4061453	1977
4061593	1977
4061601	1977
4061639	1977
4061657	1977
4061665	1977
4061666	1977
4061709	1977
4061742	1977
4061756	1977
4061790	1977
4061791	1977
4061833	1977
4061841	1977
4061859	1977
4061866	1977
4061935	1977
4061947	1977
4061985	1977
4062083	1977
4062101	1977
4062147	1977
4062171	1977
4062217	1977
4062220	1977
4062224	1977
4062269	1977
4062272	1977
4062274	1977
4062292	1977
4062399	1977
4062421	1977
4062440	1977
4062472	1977
4062482	1977
4062500	1977
4062560	1977
4062587	1977
4062633	1977
4062637	1977
4062708	1977
4062718	1977
4062729	1977
4062808	1977
4062814	1977
4062823	1977
4062833	1977
4062835	1977
4062853	1977
4062880	1977
4062898	1977
4062910	1977
4062962	1977
4062975	1977
4062986	1977
4063026	1977
4063075	1977
4063146	1977
4063175	1977
4063210	1977
4063219	1977
4063333	1977
4063358	1977
4063455	1977
4063467	1977
4063490	1977
4063496	1977
4063581	1977
4063605	1977
4063611	1977
4063778	1977
4063783	1977
4063785	1977
4063841	1977
4063939	1977
4063969	1977
4064024	1977
4064027	1977
4064034	1977
4064155	1977
4064160	1977
4064187	1977
4064210	1977
4064248	1977
4064340	1977
4064341	1977
4064348	1977
4064382	1977
4064388	1977
4064413	1977
4064603	1977
4064621	1977
4064652	1977
4064683	1977
4064695	1977
4064716	1977
4064755	1977
4064773	1977
4064792	1977
4064835	1977
4064845	1977
4064862	1977
4064863	1977
4064894	1977
4064928	1977
4064967	1977
4064970	1977
4064980	1977
4064993	1977
4065006	1977
4065010	1977
4065012	1977
4065058	1977
4065070	1977
4065072	1977
4065100	1977
4065144	1977
4065146	1977
4065152	1977
4065153	1977
4065155	1977
4065171	1977
4065181	1977
4065182	1977
4065216	1977
4065222	1977
4065225	1977
4065249	1977
4065262	1977
4065425	1977
4065429	1977
4065499	1977
4065518	1977
4065556	1977
4065573	1977
4065628	1977
4065629	1977
4065631	1977
4065633	1977
4065721	1977
4065737	1977
4065750	1977
4065751	1977
4065823	1978
4065836	1978
4065869	1978
4065886	1978
4065918	1978
4065962	1978
4066007	1978
4066008	1978
4066054	1978
4066107	1978
4066196	1978
4066243	1978
4066245	1978
4066250	1978
4066300	1978
4066311	1978
4066363	1978
4066366	1978
4066367	1978
4066369	1978
4066590	1978
4066603	1978
4066613	1978
4066680	1978
4066684	1978
4066700	1978
4066701	1978
4066702	1978
4066721	1978
4066733	1978
4066765	1978
4066769	1978
4066771	1978
4066836	1978
4066898	1978
4066934	1978
4067061	1978
4067083	1978
4067098	1978
4067102	1978
4067106	1978
4067113	1978
4067119	1978
4067140	1978
4067152	1978
4067164	1978
4067167	1978
4067218	1978
4067219	1978
4067292	1978
4067310	1978
4067317	1978
4067383	1978
4067403	1978
4067434	1978
4067484	1978
4067525	1978
4067564	1978
4067567	1978
4067571	1978
4067586	1978
4067591	1978
4067598	1978
4067605	1978
4067608	1978
4067626	1978
4067631	1978
4067673	1978
4067701	1978
4067760	1978
4067810	1978
4067829	1978
4067830	1978
4067845	1978
4067874	1978
4067891	1978
4067896	1978
4067907	1978
4067943	1978
4067945	1978
4067956	1978
4067973	1978
4067983	1978
4067991	1978
4067995	1978
4067997	1978
4067998	1978
4068043	1978
4068044	1978
4068064	1978
4068083	1978
4068114	1978
4068118	1978
4068206	1978
4068212	1978
4068350	1978
4068354	1978
4068362	1978
4068407	1978
4068421	1978
4068437	1978
4068465	1978
4068499	1978
4068503	1978
4068519	1978
4068534	1978
4068537	1978
4068540	1978
4068630	1978
4068689	1978
4068750	1978
4068762	1978
4068775	1978
4068801	1978
4068871	1978
4068900	1978
4068930	1978
4069112	1978
4069224	1978
4069275	1978
4069332	1978
4069341	1978
4069346	1978
4069364	1978
4069382	1978
4069386	1978
4069389	1978
4069390	1978
4069536	1978
4069550	1978
4069557	1978
4069616	1978
4069620	1978
4069626	1978
4069718	1978
4069727	1978
4069755	1978
4069796	1978
4069798	1978
4069803	1978
4069824	1978
4069883	1978
4069939	1978
4069956	1978
4069974	1978
4069987	1978
4070027	1978
4070038	1978
4070041	1978
4070057	1978
4070058	1978
4070095	1978
4070122	1978
4070128	1978
4070315	1978
