patent_id	inventor_id
4172473	4172473-1
4172473	4172473-2
4172496	4150556-1
4172524	4044227-1
4172524	4168137-3
4172524	4044227-2
4172524	4172524-4
4172555	4117469-1
4172638	4172638-1
4172805	3900416-1
4172806	3900416-1
4172814	4090943-1
4172814	4090943-2
4172855	4172855-1
4172855	4005992-1
4172855	3960962-1
4172889	4118484-1
4172889	3894000-1
4172898	3862956-2
4172918	3948708-1
4172950	4018803-1
4172952	3864387-1
4172952	3904679-1
4173030	4001676-2
4173091	4173091-1
4173121	3860360-1
4173157	4173157-1
4173157	3929031-1
4173159	3884590-1
4173161	3867088-1
4173161	4158539-1
4173205	4142493-1
4173209	4113398-1
4173219	3871589-2
4173269	4173269-1
4173270	4173270-1
4173270	4173270-2
4173270	4173270-3
4173274	3863398-1
4173274	4154995-1
4173337	4173337-1
4173356	4173356-1
4173369	4079464-1
4173501	4173501-1
4173501	4159657-1
4173501	4173501-3
4173505	4173505-1
4173553	4173553-1
4173831	4173831-1
4173841	4173841-1
4173845	4173845-1
4173852	4173852-1
4173855	4173855-1
4173901	4173901-1
4173901	4173901-2
4173920	4173920-1
4173942	3960352-3
4173965	4173965-1
4173965	4173965-2
4174086	3960352-1
4174097	4093195-1
4174098	4174098-1
4174098	4174098-2
4174098	4174098-3
4174129	4174129-1
4174129	4108483-1
4174139	3915789-1
4174155	4174155-1
4174258	4125374-4
4174268	3928154-1
4174289	4001133-1
4174289	4099985-2
4174328	4015037-1
4174328	4174328-2
4174352	4014880-2
4174352	4144265-1
4174385	3955304-1
4174394	3869466-1
4174441	4109082-1
4174441	3957861-2
4174456	3904679-1
4174475	4084916-1
4174486	4042199-1
4174512	3862675-1
4174514	3979589-1
4174560	4174560-1
4174560	4043362-1
4174627	3858289-3
4174627	4174627-2
4174644	4174644-1
4174644	3858460-2
4174648	3947005-1
4174653	4158986-4
4174659	4174659-1
4174659	4174659-2
4174678	4174678-1
4174699	4054108-1
4174725	4174725-1
4174727	3890478-1
4174794	3940041-1
4174795	3938716-1
4174795	3938716-2
4174859	4174859-1
4174865	4069616-1
4174885	4097750-2
4174885	4140397-1
4174920	4174920-1
4174980	3975214-2
4174980	3920486-1
4174988	3952383-1
4174988	3952383-2
4175006	4029549-1
4175006	4175006-2
4175006	4124607-1
4175006	4029549-3
4175006	3915802-1
4175016	4121984-2
4175016	4175016-2
4175016	4175016-3
4175016	4017290-1
4175016	4140602-2
4175019	3924587-1
4175070	4175070-1
4175070	4175070-2
4175156	4175156-1
4175164	4175164-1
4175202	3864387-1
4175236	4175236-1
4175247	4175247-1
4175303	4175303-1
4175322	4175322-1
4175357	3978614-1
4175368	4134250-1
4175388	3935674-1
4175388	4175388-2
4175450	4175450-1
4175475	3942321-3
4175503	3913198-2
4175515	4175515-1
4175524	4175524-1
4175534	4113398-1
4175536	3866592-1
4175587	4175587-1
4175587	4175587-2
4175587	4175587-3
4175588	4019004-1
4175643	4175643-1
4175657	4175657-1
4175657	4175657-2
4175659	4175659-1
4175659	4175659-2
4175659	4086644-1
4175661	4175661-1
4175682	3940041-1
4175734	4171169-1
4175735	4175735-1
4175744	4175744-1
4175746	4175746-1
4175766	4175766-1
4175773	4159834-2
4175894	3884590-1
4175927	3873392-2
4175998	3874983-1
4175998	4175998-2
4176017	3945894-3
4176072	4116644-1
4176100	4176100-1
4176123	4029549-1
4176123	4039381-2
4176218	3948825-1
4176218	3887505-2
4176236	3864387-1
4176261	4176261-1
4176264	4176264-1
4176282	3904679-1
4176413	4145772-2
4176413	4145772-1
4176469	4176469-1
4176481	3879873-1
4176490	4176490-1
4176528	3882771-1
4176553	4176553-1
4176581	4176581-1
4176592	4176592-1
4176633	4176633-1
4176674	4176674-1
4176704	4176704-1
4176709	4176709-1
4176736	4176736-1
4176736	3885447-1
4176768	4014465-1
4176822	4175587-3
4176876	4176876-1
4176880	3874730-1
4176903	4176903-1
4176903	4176903-2
4176903	3905748-2
4176982	4176982-1
4177028	4177028-1
4177040	4177040-1
4177106	4062729-2
4177106	4097335-2
4177157	4177157-1
4177175	4177175-1
4177175	4035355-2
4177205	4177205-1
4177205	3879389-1
4177205	3879389-2
4177210	4177210-1
4177210	3967928-3
4177263	4177263-1
4177263	4053587-1
4177263	4177263-3
4177322	3873334-1
4177322	4039504-2
4177335	3875258-1
4177335	3875258-3
4177335	3957922-2
4177335	3957922-1
4177408	4155069-1
4177426	4177426-1
4177426	4177426-2
4177473	3868651-1
4177474	3868651-1
4177572	4177572-1
4177608	3981693-1
4177690	4177690-1
4177691	4177691-1
4177714	4122866-1
4177768	4127493-1
4177770	4177770-1
4177785	3897848-4
4177797	4099518-2
4177797	4099518-1
4177831	3965222-1
4177840	4100519-1
4177840	4177840-2
4177847	4177847-1
4177908	3859710-2
4177908	3859710-1
4177941	4161159-1
4177965	3864437-1
4178015	4178015-1
4178015	4178015-2
4178029	4178029-1
4178036	4178036-1
4178037	3874722-1
4178047	4178047-1
4178159	4178159-1
4178199	4178199-1
4178199	4178199-2
4178199	4178199-3
4178205	3873488-2
4178205	4178205-2
4178205	4178205-3
4178222	4178222-1
4178222	3924587-1
4178247	4105554-1
4178256	4053423-1
4178256	3900284-1
4178256	3927970-2
4178262	3931029-2
4178262	4178262-2
4178263	3867427-1
4178318	3919154-3
4178319	4178319-1
4178320	4178319-1
4178321	4178319-1
4178322	4178319-1
4178323	4178319-1
4178324	4178319-1
4178327	4049736-4
4178327	4049736-1
4178327	3919335-1
4178327	3919335-3
4178330	3978167-1
4178341	4003737-2
4178392	4178392-1
4178392	4178392-2
4178392	4178392-3
4178415	4178415-1
4178415	3868651-1
4178433	3876619-1
4178434	3931148-1
4178440	3873570-1
4178441	3873570-1
4178509	4150319-2
4178509	4178509-2
4178591	3920284-2
4178625	4178625-1
4178626	3882570-3
4178648	4178648-1
4178662	3939879-2
4178730	4042209-1
4178733	3978575-2
4178790	4178790-1
4178790	4178790-2
4178790	4159660-3
4178790	4178790-4
4178793	4178793-1
4178793	3953080-1
4178844	4178844-1
4178844	4178844-2
4178856	4178856-1
4178895	3965222-1
4178905	3868114-1
4179015	4179015-1
4179052	4179052-1
4179061	4010888-1
4179128	4179128-1
4179137	4075871-1
4179154	4132335-1
4179157	3871704-3
4179157	4154475-3
4179157	4104745-1
4179159	4179159-1
4179159	4179159-2
4179171	4179171-1
4179204	4179204-1
4179245	4179245-1
4179274	4179274-1
4179298	3956399-3
4179298	4179298-2
4179343	3915811-1
4179350	4179350-1
4179372	3910114-1
4179373	4179373-1
4179373	4179373-2
4179413	4179413-1
4179413	3880775-2
4179413	3880775-3
4179501	3862956-2
4179506	4061756-3
4179510	3910928-2
4179544	4094797-1
4179544	4026941-2
4179544	4024112-1
4179546	4179546-1
4179546	3945956-1
4179563	4061756-3
4179616	4096067-3
4179616	4179616-2
4179616	4179616-3
4179630	4179630-1
4179680	4179680-1
4179780	4117917-1
4179780	3858288-1
4179788	4115967-1
4179836	4179836-1
4179859	4179859-1
4179859	3866975-1
4179888	4060146-1
4179924	4130856-1
4179925	4066721-1
4179956	4179956-1
4180020	3873855-1
4180022	4175587-1
4180022	4175587-2
4180034	4122808-1
4180049	4180049-1
4180049	3894308-1
4180077	4180077-1
4180107	4041996-1
4180155	4105544-1
4180230	3940165-1
4180277	4037851-1
4180299	4180299-1
4180302	4180302-1
4180356	4180356-1
4180360	4180360-1
4180449	3941610-3
4180456	4090943-1
4180456	4090943-2
4180462	4137175-1
4180512	4018803-1
4180522	4180522-1
4180522	3862956-2
4180584	3862232-1
4180599	4180599-1
4180599	4180599-2
4180603	3920486-1
4180610	4143012-1
4180637	3901816-3
4180637	4025484-3
4180657	4109082-1
4180668	3862956-1
4180680	3987065-1
4180753	4180753-1
4180802	3964025-1
4180876	3939501-1
4180876	4145773-3
4180876	3882799-2
4180876	3908202-6
4180876	3883903-1
4180957	4180957-1
4180977	3983793-1
4180978	3929211-1
4180979	3901031-2
4181009	3882679-1
4181010	4181010-1
4181010	3861644-1
4181011	4020686-1
4181015	3889509-1
4181015	4127023-2
4181031	3954356-1
4181041	3918325-1
4181065	4114417-1
4181065	3965222-1
4181157	4181157-1
4181158	4181158-1
4181172	3937192-1
4181173	3866721-1
4181203	4138003-1
4181205	4181205-1
4181205	3925753-2
4181208	4181208-1
4181209	4181209-1
4181210	3860365-1
4181292	4181292-1
4181325	4169613-1
4181329	4059295-1
4181333	4003271-1
4181366	4181366-1
4181382	3891174-1
4181457	3895501-1
4181585	4181585-1
4181665	3910928-2
4181724	3865831-2
4181724	3865831-1
4181783	4178319-1
4181784	3940453-1
4181784	4178319-1
4181784	4181784-3
4181785	3940453-1
4181785	4181784-3
4181785	4178319-1
4181798	3997566-1
4181808	3957861-2
4181825	4176261-1
4181833	4181833-1
4181833	4181833-2
4181918	4181918-1
4181918	4181918-2
4181921	4181921-1
4181921	4181921-2
4181947	4181947-1
4181947	4181947-2
4181958	4181958-1
4181958	4096436-1
4181997	3936200-1
4182016	3913370-1
4182041	4182041-1
4182078	3888523-1
4182120	3873392-2
4182121	4088241-3
4182136	4009596-1
4182164	4182164-1
4182205	4182205-1
4182221	3893692-1
4182258	4182258-1
4182259	4182259-1
4182259	3945956-1
4182281	3867115-1
4182283	4182283-1
4182309	4182309-1
4182356	4182356-1
4182360	4100519-1
4182361	4182361-1
4182388	4182388-1
4182405	4182405-1
4182405	4156626-1
4182405	4182405-3
4182456	3893346-1
4182471	3940041-1
4182605	4021176-1
4182637	3873417-2
4182637	3954645-2
4182637	4007305-3
4182662	4025697-1
4182794	4120804-1
4182794	3900619-3
4182818	4169115-3
4182818	4169115-2
4182855	4107295-3
4182856	3900492-3
4182898	4182898-1
4182898	4182898-2
4182940	4182940-1
4182940	4182940-2
4182940	4182940-3
4182950	4182950-1
4183160	4183160-1
4183178	4183178-1
4183178	4183178-2
4183183	3869833-1
4183213	3873249-1
4183215	4183215-1
4183246	4183246-1
4183278	3922658-2
4183278	4160132-2
4183327	4183327-1
4183348	4183348-1
4183388	4183388-1
4183392	4183392-1
4183425	3946840-1
4183496	4183496-1
4183496	4183496-2
4183501	4183501-1
4183512	4183512-1
4183512	4183512-2
4183524	4070027-1
4183524	4070027-2
4183526	4183526-1
4183528	4183528-1
4183581	4183581-1
4183581	4183581-2
4183581	4005841-2
4183587	3860296-1
4183709	4183709-1
4183789	3870618-1
4183789	4101388-1
4183793	4126535-3
4183793	3960699-3
4183793	3909382-4
4183812	3858485-1
4183812	4167483-2
4183821	4183821-1
4183821	3931148-1
4183860	3988441-2
4183860	4086245-2
4183862	3987065-2
4183892	4052077-1
4183892	3913924-1
4183957	3927004-1
4184025	4178319-1
4184035	4184035-1
4184166	4184166-1
4184227	3883972-2
4184227	4120422-1
4184232	4184232-1
4184253	4175322-1
4184360	4184360-1
4184360	4001120-2
4184377	3882442-1
4184382	4184382-1
4184417	4184417-1
4184461	4184461-1
4184520	3939879-1
4184523	4098058-2
4184523	4098058-1
4184550	4184550-1
4184564	4134472-1
4184579	4154995-1
4184579	3863398-1
4184668	4184668-1
4184684	4184684-1
4184686	4184686-1
4184826	4184826-1
4184826	4184826-2
4184929	3866289-1
4184929	3866289-2
4184929	3909373-1
4184934	4125374-4
4184934	3866473-1
4185060	3871060-1
4185061	4084976-1
4185128	4013480-4
4185128	4171935-1
4185152	4185152-1
4185186	3869530-1
4185340	3939501-1
4185340	3908202-6
4185340	4185340-3
4185340	3883903-1
4185368	3900948-1
4185370	4185370-1
4185514	4185514-1
4185515	3929031-1
4185594	3975279-1
4185607	3869859-1
4185615	3872687-2
4185661	3903923-2
4185661	4170214-2
4185661	4185661-3
4185668	4185668-1
4185717	3865087-1
4185717	3996913-1
4185717	4185717-3
4185726	4132299-1
4185728	4057134-1
4185735	4044876-1
4185802	4185802-1
4185802	4185802-2
4185844	4185844-1
4185844	4185844-2
4185855	4159848-2
4185868	3964784-1
4185868	3964784-2
4185932	3978539-1
4185932	4185932-2
4185935	4185935-1
4186068	3878133-1
4186096	4137176-2
4186096	4186096-2
4186097	4137176-1
4186097	4186096-2
4186102	3867298-1
4186117	3860546-1
4186127	3865831-1
4186127	3886164-1
4186153	4186153-1
4186156	3873488-3
4186191	3872176-2
4186191	4144211-2
4186208	3862956-2
4186208	4180522-1
4186233	4117184-2
4186233	4117184-1
4186250	4067829-1
4186250	4088482-1
4186270	4186270-1
4186270	4014880-2
4186279	4186279-1
4186286	4186286-1
4186286	4186286-2
4186355	4064621-1
4186380	3990046-1
4186380	3990046-4
4186476	3988951-2
4186476	4186476-2
4186524	3908149-2
4186565	4186565-1
4186573	3938260-1
4186573	3890719-1
4186575	4186575-1
4186595	4186595-1
4186598	4050139-1
4186602	3862675-1
4186602	4034522-1
4186618	3885447-1
4186645	4137959-1
4186708	3933438-1
4186709	4186709-1
4186710	4186710-1
4186722	4186722-1
4186817	4132446-1
4186882	3884179-1
4186883	4186883-1
4186942	4186942-1
4186947	4186947-1
4186951	4186951-1
4186958	4186958-1
4186967	4186967-1
4187033	4187033-1
4187051	4187051-1
4187051	4107539-1
4187065	4187065-1
4187070	4187070-1
4187076	3922263-2
4187076	4187076-2
4187142	4178205-2
4187142	4178205-3
4187142	3873488-2
4187188	4187188-1
4187224	3879437-1
4187256	3867360-1
4187256	4096085-2
4187274	4187274-1
4187311	4061756-3
4187348	4187348-1
4187348	3906019-2
4187348	3933725-3
4187350	4187350-1
4187350	4187350-2
4187357	3875258-1
4187357	3875258-3
4187357	3957922-1
4187357	3957922-2
4187379	4061756-3
4187407	4187407-1
4187644	4173852-1
4187646	4038756-1
4187646	4038756-2
4187659	4110952-1
4187717	4187717-1
4187749	4187749-1
4187766	4187766-1
4187777	3866721-1
4187875	4183501-1
4187884	3930634-1
4187954	4187954-1
4187966	3882992-2
4187966	3882992-1
4187966	4187966-3
4187967	3859710-2
4187975	4187975-1
4187978	4187978-1
4187999	3875952-1
4188051	3907335-2
4188107	3944363-1
4188162	4188162-1
4188163	4188163-1
4188210	4188210-1
4188246	4188246-1
4188324	3878047-1
4188332	3904679-1
4188346	3862952-1
4188405	3862974-3
4188405	4069346-1
4188409	3929534-1
4188440	3948708-1
4188468	3864387-1
4188481	4109082-1
4188527	4188527-1
4188549	4128737-1
4188655	4188655-1
4188655	4188655-2
4188700	4188700-1
4188712	3880000-1
4188724	4051361-2
4188743	4103843-1
4188755	4173852-1
4188765	3922460-1
4188784	4088241-3
4188805	4139995-1
4188805	4188805-2
4188806	4139995-1
4188806	4188805-2
4188821	4089216-1
4188871	4188871-1
4188877	4188877-1
4188879	4188879-1
4188925	4113398-1
4188939	4188939-1
4188939	4188939-2
4189038	3893407-1
4189058	4189058-1
4189058	4189058-2
4189060	4189060-1
4189069	4159789-1
4189078	4153142-2
4189095	4189095-1
4189095	4189095-2
4189134	4189134-1
4189134	4189134-2
4189161	4189161-1
4189179	4189179-1
4189249	3981065-2
4189249	3909084-3
4189249	3909084-1
4189250	4189250-1
4189250	4189250-2
4189251	4136989-1
4189273	4189273-1
4189273	4189273-2
4189279	4008702-2
4189290	3941169-1
4189315	4188210-1
4189335	3902923-1
4189335	4182259-1
4189343	4189343-1
4189345	3873488-2
4189345	4178205-2
4189345	4178205-3
4189353	4116469-1
4189430	4041055-2
4189454	4189454-1
4189481	3934029-1
4189510	4187350-1
4189510	4187350-2
4189510	4189510-3
4189572	3875203-2
4189579	3900471-2
4189579	4058520-1
4189588	3919215-2
4189588	3933833-2
4189596	4189596-1
4189609	3931148-1
4189629	4045797-1
4189804	4082243-2
4189821	4127343-1
4189876	4005918-1
4189876	4189876-2
4189885	4189885-1
4189898	4189898-1
4189898	4189898-2
4189919	4060146-1
4189981	4005821-2
4190028	4167924-1
4190028	4167924-2
4190029	3872846-1
4190030	4190030-1
4190092	3909065-1
4190092	4185370-1
4190093	4190093-1
4190093	4190093-2
4190139	4046239-1
4190139	4190139-2
4190140	4046239-1
4190140	4190139-2
4190193	4190193-1
4190212	4190212-1
4190267	3858824-1
4190406	4190406-1
4190406	4120193-1
4190408	4190408-1
4190408	4190408-2
4190471	3862864-3
4190533	3899426-1
4190605	4190605-1
4190605	4190605-2
4190605	4190605-3
4190668	3875203-1
4190668	4075204-1
4190830	4190830-1
4190914	4190914-1
4190939	4190939-1
4190973	4190973-1
4191096	3965222-1
4191110	3864805-1
4191126	4191126-1
4191126	4191126-2
4191126	4191126-3
4191129	4191129-1
4191146	3872846-1
4191150	3896774-1
4191151	4191151-1
4191161	4191161-1
4191177	4191177-1
4191239	4074744-1
4191239	4074744-2
4191279	4191279-1
4191340	4191340-1
4191342	4191342-1
4191348	4191348-1
4191386	4191386-1
4191392	4169613-1
4191399	4153296-1
4191399	4129321-1
4191409	3865638-3
4191417	3924893-1
4191428	3892444-1
4191536	3873392-2
4191563	4028099-4
4191563	4028099-2
4191599	4023988-2
4191599	4023988-1
4191677	4164971-1
4191691	3957861-2
4191707	3904679-1
4191718	4191718-1
4191718	4191718-2
4191820	3931148-1
4191822	4109082-1
4191822	3957861-2
4191824	3879437-1
4191837	3904679-1
4191878	4044216-2
4191878	4039779-1
4191940	4191940-1
4191940	4191940-2
4191940	4167729-5
4191957	4191957-1
4191957	4191957-2
4192052	4005748-2
4192055	4005650-1
4192161	3898824-1
4192189	3893692-1
4192396	4192396-1
4192396	4192396-2
4192401	4111279-1
4192401	4192401-2
4192427	4192427-1
4192441	3859710-1
4192462	4192462-1
4192530	4190212-1
4192532	4192532-1
4192561	4192561-1
4192615	4192615-1
4192615	4192615-2
4192701	4192701-1
4192701	4192701-2
4192747	4159247-1
4192750	3888315-2
4192750	4062560-1
4192795	4192795-1
4192795	3919773-1
4192799	4192799-1
4192808	3957861-2
4192885	3862956-2
4192911	4169919-1
4192929	4192929-1
4192932	4192932-1
4192932	3926888-1
4192932	4178319-1
4192948	3904679-1
4193039	4158808-1
4193039	4096436-1
4193060	4160132-2
4193060	3922658-2
4193067	4193067-1
4193113	4193113-1
4193179	4193179-1
4193179	4193179-2
4193233	3862506-2
4193233	4193233-2
4193268	4106309-1
4193289	4001758-1
4193289	4001758-3
4193289	3915255-1
4193295	4193295-1
4193314	4193314-1
4193314	4193314-2
4193326	4016781-1
4193334	4158986-2
4193380	3960130-1
4193380	4114570-1
4193436	3954356-1
4193486	3938415-1
4193486	3924502-1
4193492	4044876-1
4193500	4123874-1
4193586	4193586-1
4193611	4004822-1
4193612	3921999-1
4193618	4193618-1
4193618	4193618-2
4193628	4176876-1
4193642	4143926-1
4193672	4193672-1
4193672	3971163-1
4193721	3860354-1
4193724	3903765-1
4193731	4193731-1
4193731	3949650-1
4193784	3921504-1
4193786	4193786-1
4193833	4193833-1
4193885	4122109-1
4193896	4096129-1
4193919	4193919-1
4193919	4193919-2
4193947	4193947-1
4193948	4193948-1
4193948	4007717-1
4193960	3915789-1
4194000	3919215-2
4194000	3933833-2
4194043	4194043-1
4194043	4194043-2
4194048	3900492-3
4194053	3933864-1
4194096	4194096-1
4194173	4170214-2
4194173	3903923-2
4194248	4194248-1
4194274	3859710-2
4194304	4194304-1
4194322	3932069-1
4194334	4023554-1
4194338	4142343-1
4194341	3859775-1
4194341	4194341-2
4194370	4009596-1
4194371	4009596-1
4194395	4176553-1
4194410	3885447-1
4194437	4194437-1
4194480	3956664-2
4194520	4082103-1
4194522	4194522-1
4194522	4022996-2
4194547	4194547-1
4194547	4194547-2
4194571	4159744-1
4194585	4194585-1
4194596	3966228-1
4194596	4088206-3
4194597	4194597-1
4194597	3934684-1
4194604	4194604-1
4194604	4014223-1
4194640	4089432-1
4194640	4089432-2
4194658	4194658-1
4194663	4158539-1
4194663	3867088-1
4194663	4194663-3
4194716	3861556-2
4194716	4045080-1
4194717	4194717-1
4194717	4194717-2
4194747	4099730-1
4194767	4194767-1
4194786	3985041-1
4194804	4194804-1
4194804	4194804-2
4194815	3971163-1
4194826	4158793-1
4194860	4194860-1
4194862	4188162-1
4194972	3880977-1
4194972	4105473-1
4194972	4194972-3
4195049	4044110-3
4195049	4044110-1
4195053	4195053-1
4195059	4195059-1
4195059	4195059-2
4195119	3880775-1
4195154	3876619-1
4195154	4024184-2
4195169	3867427-1
4195176	4117229-2
4195176	4117229-1
4195178	3997566-1
4195232	4195232-1
4195256	3941111-2
4195281	4190830-1
4195347	4195347-1
4195347	4195347-2
4195401	4051875-1
4195448	4044216-2
4195448	4039779-1
4195478	4167207-1
4195478	3873249-1
4195478	3885294-6
4195510	4195510-1
4195540	3885165-1
4195552	4100519-1
4195592	3862621-2
4195594	3862621-2
4195594	4019461-4
4195604	3872846-1
4195605	4195605-1
4195605	4195605-2
4195616	3987777-1
4195618	4195618-1
4195618	4195618-2
4195639	4125117-1
4195652	3938631-1
4195678	3989082-1
4195736	4195736-1
4195767	4195767-1
4195783	3982693-1
4195785	4195785-1
4195866	4195866-1
4195866	4195866-2
4195875	4195875-1
4195920	3924122-3
4195920	3924122-2
4195920	3924122-1
4195938	4046244-1
4195954	4085975-1
4195954	4195954-2
4195969	3939518-1
4195971	4066721-1
4196025	4196025-1
4196128	3862141-3
4196131	3900416-1
4196132	4196132-1
4196132	4196132-2
4196143	3875215-1
4196148	3965149-1
4196153	4169115-3
4196153	4169115-2
4196154	4172100-1
4196154	4169115-2
4196154	4169115-3
4196156	3885545-2
4196156	3888219-1
4196182	4158688-1
4196182	4196182-2
4196213	3882240-1
4196270	4178319-1
4196283	3957861-2
4196293	3927004-1
4196312	4164998-1
4196312	4164998-2
4196336	4196336-1
4196336	4196336-2
4196414	3867919-1
4196480	3921236-1
4196480	4144597-2
4196487	3870058-1
4196487	4196487-2
4196493	4120422-1
4196493	3883972-2
4196514	3870058-1
4196561	4196561-1
4196653	4158986-2
4196657	4196657-1
4196657	4196657-2
4196702	3933438-1
4196744	3982515-1
4196829	4033403-1
4196855	4161386-1
4196896	4196896-1
4196926	4196926-1
4196926	4196926-2
4196926	4196926-3
4196947	4196947-1
4197040	4004332-1
4197058	4197058-1
4197059	4197058-1
4197154	4197154-1
4197205	3899426-1
4197207	4167483-2
4197207	3858485-1
4197208	3899426-1
4197230	4035355-2
4197230	4177175-1
4197257	3879437-1
4197262	3875293-1
4197308	3862956-2
4197363	4169919-1
4197363	3976503-2
4197363	4197363-3
4197367	4179350-1
4197620	4197620-1
4197650	4181958-1
4197650	4197650-2
4197674	3903643-2
4197705	4197705-1
4197706	4197706-1
4197708	4197708-1
4197708	4007629-1
4197708	3866721-1
4197709	4007629-1
4197718	4123914-1
4197718	4197718-2
4197720	4197720-1
4197736	4006629-1
4197756	4098137-1
4197760	4000662-1
4197764	4197764-1
4197767	3872846-3
4197817	4197817-1
4197822	4169439-2
4197829	4197829-1
4197874	4100519-1
4197886	3965950-1
4197890	4197890-1
4197897	4197897-1
4197899	3913198-2
4197926	4197926-1
4197952	4101108-1
4197952	4197952-2
4197952	4197952-3
4197996	3932069-1
4197997	3955362-2
4197997	3920404-2
4198048	4144823-1
4198077	4015313-1
4198078	4068864-3
4198111	4198111-1
4198131	4026846-2
4198131	4198131-2
4198131	4198131-3
4198131	4198131-4
4198132	3971163-1
4198132	3971163-2
4198132	4193672-1
4198190	4198190-1
4198255	4127234-1
4198269	4156775-2
4198269	3901816-3
4198442	4021910-1
4198442	4021910-2
4198442	4145481-2
4198464	4183821-1
4198464	3931148-1
4198464	4024112-1
4198489	4177205-1
4198489	3879389-1
4198489	3879389-2
4198500	3980778-3
4198511	3920699-2
4198525	3997566-1
4198670	4112577-1
4198671	4198671-1
4198671	4198671-2
4198671	4198671-3
4198712	3875594-1
4198713	3875594-1
4198715	3960197-1
4198718	4198718-1
4198743	4179630-1
4198751	4198751-1
4198773	3859710-1
4198773	3859710-2
4198797	4007568-1
4198842	4198842-1
4198845	4198845-1
4198846	4198846-1
4198913	3990204-1
4198913	4198913-2
4198931	3867298-1
4198932	4198932-1
4198932	3873855-1
4198944	3867115-1
4198946	4135478-1
4198947	4135478-1
4198962	4198962-1
4199039	4035644-1
4199042	3878921-1
4199047	4199047-1
4199051	4199051-1
4199159	3934684-1
4199161	4199161-1
4199161	4199161-2
4199165	4098478-1
4199168	4199168-1
4199168	4199168-2
4199179	4199179-1
4199206	3870404-1
4199206	3990204-2
4199206	3990204-1
4199212	3911721-1
4199304	4199304-1
4199304	4199304-2
4199304	4199304-3
4199323	3897213-1
4199323	4148610-1
4199330	4199330-1
4199330	4199330-2
4199389	4078959-1
4199389	3976526-2
4199394	4199394-1
4199423	4112577-1
4199424	3866473-1
4199477	4051073-1
4199489	4076774-1
4199507	4107295-3
4199511	4171267-1
4199522	4151190-1
4199522	3901806-1
4199524	4177205-1
4199524	3879389-1
4199524	3879389-2
4199536	3863670-1
4199561	3901976-3
4199561	4014880-1
4199561	4088482-3
4199581	3869466-1
4199581	3875203-2
4199583	4199583-1
4199583	3859441-1
4199589	3862956-2
4199613	4046513-1
4199615	3944357-1
4199615	4138262-1
4199625	4199625-1
4199625	4016192-2
4199628	4199628-1
4199647	4094797-1
4199647	4024112-1
4199822	4199822-1
4199833	4199833-1
4199833	4199833-2
4199881	4199881-1
4199903	4173852-1
4199942	4199942-1
4199992	4185802-1
4199993	4199993-1
4200027	4200027-1
4200046	4200046-1
4200046	4200046-2
4200056	4046513-1
4200063	3933438-1
4200067	3982509-1
4200081	4029185-1
4200081	4093681-1
4200081	3955439-1
4200129	4200129-1
4200173	4194597-1
4200173	3934684-1
4200173	4200173-3
4200174	4200174-1
4200174	3961215-2
4200182	4130920-1
4200183	3980173-1
4200185	3980241-1
4200185	4200185-2
4200231	3861644-1
4200234	4200234-1
4200299	4200299-1
4200308	4159848-1
4200308	3954356-4
4200311	4142737-1
4200311	4200311-2
4200399	4200399-1
4200399	4200399-2
4200407	4136989-1
4200588	3862232-1
4200598	3863670-1
4200671	4117184-1
4200671	4117184-2
4200688	4088482-1
4200688	4067829-1
4200718	4169115-3
4200718	4172100-1
4200718	4200718-3
4200718	4169115-2
4200720	3901816-3
4200720	4025484-3
4200739	3873570-1
4200740	3980778-3
4200749	4200749-1
4200816	3869177-3
4200900	4200900-1
4200967	4021176-1
4200996	4167672-1
4201052	4201052-1
4201052	3923075-1
4201052	4201052-3
4201056	3941172-1
4201056	4201056-2
4201153	4201153-1
4201192	4201192-1
4201192	4131109-1
4201232	4046153-1
4201271	4201271-1
4201284	3859862-1
4201313	4107539-1
4201330	4010888-1
4201394	3909021-2
4201401	4201401-1
4201403	4201403-1
4201415	4201415-1
4201451	4027953-1
4201490	4201490-1
4201509	4201509-1
4201521	4072450-1
4201593	4015037-1
4201593	4201593-2
4201593	4174328-2
4201593	4160795-1
4201675	4201675-1
4201677	4015037-1
4201677	4174328-2
4201677	4160795-1
4201684	3867298-1
4201729	4200718-3
4201729	4169115-3
4201729	4172100-1
4201729	4169115-2
4201733	4081536-1
4201742	3879155-1
4201764	4016171-2
4201764	3897004-1
4201799	3930069-1
4201830	3995082-1
4201873	4049678-1
4201926	4102310-1
4202063	4202063-1
4202120	4202120-1
4202125	4202125-1
4202127	4128960-1
4202201	4114424-1
4202207	4202207-1
4202207	4202207-2
4202219	3894383-1
4202239	3954039-1
4202239	4202239-2
4202300	4202300-1
4202313	4202313-1
4202318	4202318-1
4202318	4202318-2
4202328	4202328-1
4202389	4202389-1
4202395	4202395-1
4202395	4202395-2
4202406	4202406-1
4202493	4141490-1
4202496	4105161-1
4202496	4202496-2
4202528	4127306-1
4202572	3884308-1
4202586	4202586-1
4202604	4202604-1
4202604	4202604-2
4202649	4202649-1
4202649	4202649-2
4202651	4202651-1
4202809	4014840-1
4202811	4202811-1
4202811	3873499-1
4202812	4202812-1
4202956	4202956-1
4202970	3980778-3
4202971	3873570-1
4202972	3957861-2
4203039	4203039-1
4203052	4042901-1
4203059	4203059-1
4203138	4203138-1
4203170	3885364-1
