patent_id	inventor_id
3922229	3922229-2
3922238	3882118-2
3922238	3879389-2
3922274	3919215-1
3922274	3919215-2
3922293	3890372-1
3922297	3862984-1
3922298	3864387-1
3922390	3873417-2
3922390	3922390-2
3922401	3895802-1
3922441	3922441-1
3922451	3922451-1
3922451	3922451-2
3922451	3873488-3
3922592	3922592-1
3922648	3877049-1
3922678	3922678-1
3922742	3921686-1
3922765	3922765-1
3922770	3878599-2
3922808	3916555-2
3922808	3916555-1
3922850	3922850-1
3922889	3922889-1
3922901	3922901-1
3922901	3922901-2
3922901	3922901-3
3922929	3874730-1
3923031	3923031-1
3923075	3923075-1
3923077	3863674-1
3923086	3923086-1
3923089	3878599-2
3923120	3923120-1
3923124	3923124-1
3923129	3923129-1
3923129	3923129-2
3923194	3923194-1
3923280	3923280-1
3923286	3923286-1
3923351	3890773-1
3923409	3923409-1
3923414	3868752-1
3923423	3923423-1
3923434	3896676-1
3923444	3923444-1
3923444	3886785-3
3923451	3923451-1
3923464	3888321-2
3923464	3923464-2
3923482	3923482-1
3923482	3923482-2
3923482	3923482-3
3923482	3923482-4
3923554	3923554-1
3923573	3874983-1
3923593	3923593-1
3923602	3907774-3
3923602	3907774-2
3923602	3880827-2
3923628	3923628-1
3923630	3923630-1
3923630	3909382-4
3923630	3923630-3
3923653	3923653-1
3923705	3923705-1
3923717	3901816-3
3923717	3900619-3
3923723	3879333-1
3923785	3923785-1
3923785	3923785-2
3923785	3923785-3
3923785	3923785-4
3923851	3923851-1
3923852	3923851-1
3923852	3923852-2
3923853	3923851-1
3923861	3864387-1
3923862	3864387-1
3923863	3864387-1
3923864	3864387-1
3923865	3864387-1
3923897	3923897-1
3923905	3862184-1
3923905	3875203-2
3923905	3875203-1
3923923	3923923-1
3923944	3923944-1
3923951	3923951-1
3924039	3924039-1
3924056	3924056-1
3924066	3924066-1
3924083	3924083-1
3924122	3924122-1
3924122	3924122-2
3924122	3924122-3
3924195	3882371-2
3924228	3924228-1
3924283	3924283-1
3924284	3924284-1
3924295	3924295-1
3924314	3919752-1
3924331	3924331-1
3924362	3924362-1
3924377	3924377-1
3924390	3884447-2
3924410	3924410-1
3924410	3901031-2
3924410	3901031-1
3924455	3924455-1
3924455	3924455-2
3924483	3924483-1
3924483	3924483-2
3924483	3924483-3
3924483	3889468-1
3924484	3885447-1
3924492	3924492-1
3924502	3924502-1
3924576	3896774-1
3924577	3888228-1
3924587	3924587-1
3924591	3924591-1
3924591	3924591-2
3924669	3924669-1
3924687	3924687-1
3924721	3924721-1
3924750	3924750-1
3924806	3924806-1
3924810	3924810-1
3924829	3924829-1
3924833	3924833-1
3924833	3924833-2
3924880	3872526-1
3924893	3924893-1
3924979	3924979-1
3924990	3884606-1
3925019	3897213-1
3925019	3925019-2
3925026	3878820-1
3925026	3925026-2
3925026	3925026-3
3925033	3925033-1
3925071	3925071-1
3925140	3867088-2
3925202	3899426-1
3925241	3867533-1
3925253	3865923-1
3925285	3925285-1
3925298	3860546-1
3925450	3879437-1
3925459	3879437-1
3925468	3862184-2
3925468	3862184-1
3925488	3865906-2
3925580	3925580-1
3925723	3925723-1
3925752	3925752-1
3925753	3925753-1
3925753	3925753-2
3925753	3925753-3
3925809	3925809-1
3925920	3925920-1
3925931	3890742-2
3925931	3890742-1
3925932	3890742-1
3925932	3890742-2
3925942	3925942-1
3926045	3889535-2
3926066	3890742-2
3926066	3926066-2
3926066	3890742-1
3926094	3926094-1
3926094	3926094-2
3926141	3906146-1
3926153	3873855-1
3926158	3918419-1
3926208	3926208-1
3926236	3926236-1
3926236	3878599-2
3926279	3926279-1
3926280	3926208-1
3926281	3887035-1
3926303	3926303-1
3926359	3858691-1
3926360	3926360-1
3926418	3866485-1
3926431	3904202-1
3926467	3926467-1
3926467	3926467-2
3926467	3926467-3
3926469	3926469-1
3926470	3882570-3
3926471	3926471-1
3926471	3926471-2
3926471	3926471-3
3926471	3926471-4
3926485	3894383-1
3926485	3890773-1
3926540	3926540-1
3926559	3897213-1
3926569	3884116-1
3926656	3926656-1
3926666	3926666-1
3926749	3922209-1
3926769	3923628-1
3926772	3860058-1
3926772	3860058-2
3926772	3891534-4
3926772	3860058-3
3926803	3901806-1
3926874	3926874-1
3926874	3926874-2
3926885	3865544-1
3926888	3926888-1
3926888	3919154-3
3926932	3867477-1
3927004	3927004-1
3927016	3862956-1
3927016	3917627-1
3927053	3927053-1
3927053	3927053-2
3927075	3862984-1
3927075	3862984-2
3927090	3862184-1
3927090	3862184-2
3927161	3927161-1
3927161	3927161-2
3927186	3927186-1
3927186	3927186-2
3927285	3927285-1
3927285	3927285-2
3927305	3927305-1
3927314	3927314-1
3927348	3927348-1
3927355	3927355-1
3927423	3875594-1
3927426	3927426-1
3927437	3927437-1
3927452	3926236-1
3927452	3878599-2
3927465	3878598-1
3927465	3878599-2
3927499	3861107-1
3927554	3927554-1
3927574	3869040-1
3927576	3927576-1
3927621	3927621-1
3927621	3927621-2
3927621	3927621-3
3927624	3883258-1
3927672	3927672-1
3927730	3927730-1
3927733	3875604-1
3927733	3875604-2
3927745	3927745-1
3927760	3926303-1
3927770	3927770-1
3927796	3927796-1
3927822	3927822-1
3927885	3887187-2
3927885	3871585-1
3927885	3871585-3
3927906	3927906-1
3927920	3862785-4
3927924	3920299-1
3927970	3900284-1
3927970	3927970-2
3927992	3927992-1
3928080	3928080-1
3928086	3928086-1
3928144	3889521-1
3928154	3928154-1
3928195	3928195-1
3928195	3928195-2
3928243	3928243-1
3928243	3928243-2
3928243	3928243-3
3928256	3882118-2
3928256	3879389-2
3928273	3919154-3
3928273	3926888-1
3928273	3880946-2
3928370	3928370-1
3928370	3928370-2
3928417	3864387-1
3928418	3864387-1
3928425	3862984-1
3928425	3862984-2
3928499	3928499-1
3928499	3888847-2
3928575	3885036-1
3928575	3928575-2
3928588	3903297-1
3928589	3928589-1
3928589	3928589-2
3928596	3900476-1
3928695	3898185-2
3928695	3909477-3
3928889	3928889-1
3928930	3928930-1
3928963	3928963-1
3928963	3928963-2
3928964	3888503-1
3928968	3902318-3
3928968	3902318-1
3928984	3928984-1
3929031	3929031-1
3929036	3929036-1
3929038	3863398-3
3929064	3929064-1
3929070	3877962-1
3929117	3888227-1
3929117	3859013-1
3929129	3929129-1
3929159	3929159-1
3929161	3888420-1
3929200	3916728-2
3929211	3929211-1
3929223	3898823-1
3929232	3929232-1
3929242	3929242-1
3929243	3864059-1
3929249	3868991-1
3929317	3904169-3
3929317	3904169-2
3929317	3904169-1
3929333	3929333-1
3929341	3929341-1
3929347	3921999-1
3929348	3868627-1
3929351	3866975-1
3929381	3892444-1
3929382	3869177-2
3929382	3929382-2
3929382	3869177-3
3929383	3869177-2
3929383	3869177-3
3929385	3929385-1
3929385	3929385-2
3929506	3876520-1
3929506	3923628-1
3929530	3869544-2
3929534	3929534-1
3929586	3929586-1
3929592	3929592-1
3929647	3929647-1
3929745	3901825-1
3929745	3929745-2
3929745	3884868-1
3929856	3929856-1
3929856	3929856-2
3929861	3862984-2
3929861	3862984-1
3929862	3890372-1
3929897	3929897-1
3929897	3929897-2
3929942	3897765-3
3929942	3885545-2
3929942	3885545-1
3930012	3882240-1
3930019	3862332-1
3930019	3891769-1
3930020	3870505-1
3930021	3870505-1
3930024	3929897-2
3930027	3887714-1
3930027	3887714-2
3930027	3930027-3
3930069	3930069-1
3930071	3860367-1
3930071	3887201-1
3930294	3863351-1
3930307	3866940-1
3930307	3895821-1
3930374	3930374-1
3930391	3898824-1
3930410	3930410-1
3930424	3930424-1
3930469	3861361-2
3930471	3907464-1
3930471	3930471-2
3930471	3930471-3
3930475	3885536-1
3930475	3930475-2
3930483	3930483-1
3930483	3930483-2
3930483	3930483-3
3930517	3930517-1
3930543	3930543-1
3930547	3917309-1
3930550	3930550-1
3930550	3930550-2
3930595	3930595-1
3930634	3930634-1
3930664	3930664-1
3930664	3930664-2
3930667	3930667-1
3930667	3930667-2
3930670	3930670-1
3930677	3907347-1
3930682	3880379-1
3930758	3885460-1
3930759	3873165-2
3930767	3858558-1
3930778	3930778-1
3930783	3873955-1
3930825	3885943-1
3930907	3928086-1
3930928	3930928-1
3930956	3930956-1
3930991	3930991-1
3931000	3931000-1
3931028	3888777-3
3931028	3888777-2
3931028	3888777-1
3931029	3931029-1
3931029	3931029-2
3931121	3931121-1
3931121	3931121-2
3931121	3931121-3
3931148	3931148-1
3931235	3931235-1
3931235	3900471-2
3931279	3864387-1
3931281	3890372-1
3931283	3862984-2
3931283	3862984-1
3931284	3862984-1
3931284	3862984-2
3931285	3890372-1
3931289	3904679-1
3931298	3916019-1
3931318	3870505-1
3931325	3875226-3
3931325	3900380-2
3931337	3931148-1
3931368	3931368-1
3931368	3931368-2
3931368	3931368-3
3931368	3931368-4
3931410	3882240-1
3931499	3931499-1
3931852	3887201-1
3931872	3931872-1
3931875	3858288-1
3931896	3931896-1
3931972	3931972-1
3931983	3931983-1
3931983	3931983-2
3931987	3931987-1
3931991	3874730-1
3931994	3931994-1
3932020	3932020-1
3932061	3869258-1
3932069	3932069-1
3932069	3932069-2
3932246	3886785-2
3932246	3886785-4
3932246	3886785-3
3932246	3885540-1
3932320	3932320-1
3932320	3932320-2
3932322	3932322-1
3932339	3884868-2
3932347	3932320-1
3932347	3932320-2
3932348	3932320-1
3932348	3932320-2
3932349	3932320-1
3932349	3932320-2
3932367	3873493-2
3932367	3873493-1
3932425	3862232-1
3932486	3890372-1
3932541	3932541-1
3932541	3875293-1
3932541	3876509-1
3932541	3876509-4
3932655	3932655-1
3932661	3870505-1
3932662	3859441-1
3932662	3870505-1
3932664	3875215-1
3932765	3932765-1
3932900	3932900-1
3932900	3932900-2
3932925	3932925-1
3932958	3932958-1
3932958	3932958-2
3932958	3932958-3
3932964	3932964-1
3932972	3932972-1
3932975	3861102-1
3932997	3878887-1
3933005	3933005-1
3933028	3933028-1
3933028	3868846-1
3933028	3933028-3
3933036	3933036-1
3933036	3861208-1
3933062	3933062-1
3933102	3933102-1
3933166	3933166-1
3933166	3933166-2
3933166	3933166-3
3933166	3933166-4
3933186	3933186-1
3933330	3879082-1
3933331	3933331-1
3933334	3933334-1
3933340	3933340-1
3933366	3933366-1
3933371	3933371-1
3933375	3933375-1
3933375	3858790-1
3933385	3933385-1
3933385	3933385-2
3933387	3933387-1
3933387	3933387-2
3933388	3933388-1
3933433	3933433-1
3933438	3933438-1
3933517	3933517-1
3933518	3933517-1
3933524	3933524-1
3933524	3933524-2
3933549	3881657-1
3933549	3933549-2
3933638	3933638-1
3933645	3933645-1
3933675	3933675-1
3933678	3933678-1
3933699	3879389-1
3933699	3879389-2
3933708	3933708-1
3933725	3906019-2
3933725	3906019-3
3933725	3933725-3
3933747	3933747-1
3933747	3933747-2
3933747	3919354-4
3933794	3917627-1
3933794	3862956-1
3933816	3862956-2
3933833	3919215-2
3933833	3933833-2
3933864	3933864-1
3933880	3873334-1
3933880	3933880-2
3933880	3933880-3
3933882	3933880-3
3933882	3873334-1
3933889	3892795-1
3933891	3862984-2
3933891	3862984-1
3933895	3864387-1
3933896	3864387-1
3933897	3864387-1
3933898	3864387-1
3933899	3864387-1
3933900	3864387-1
3933936	3876619-1
3933936	3933936-2
3933959	3933959-1
3933959	3933959-2
3934020	3862332-1
3934020	3891769-1
3934029	3934029-1
3934030	3934029-1
3934031	3934029-1
3934035	3934029-1
3934047	3934047-1
3934463	3934463-1
3934485	3934485-1
3934515	3865039-1
3934522	3934522-1
3934560	3934560-1
3934570	3906919-1
3934570	3906919-2
3934574	3895607-1
3934600	3934600-1
3934644	3934644-1
3934677	3889781-1
3934677	3876492-1
3934684	3934684-1
3934685	3934685-1
3934707	3934707-1
3934771	3934771-1
3934817	3934817-1
3934817	3934817-2
3934843	3875952-1
3934893	3934893-1
3934900	3934900-1
3934910	3934910-1
3934936	3866978-1
3934967	3864064-1
3934981	3934981-1
3934981	3934981-2
3935024	3907592-1
3935034	3935034-1
3935115	3935115-1
3935126	3917732-1
3935129	3935129-1
3935228	3859359-1
3935243	3867427-1
3935290	3935290-1
3935290	3885545-4
3935316	3859441-1
3935353	3867240-1
3935353	3935353-2
3935372	3935372-1
3935372	3935372-2
3935372	3935372-3
3935447	3906785-2
3935447	3906785-1
3935447	3906785-3
3935473	3935473-1
3935473	3905748-1
3935473	3905748-2
3935473	3873955-1
3935508	3926360-1
3935610	3935610-1
3935638	3935638-1
3935674	3935674-1
3935674	3935674-2
3935674	3935674-3
3935677	3935677-1
3935686	3935686-1
3935706	3935706-1
3935707	3935706-1
3935707	3935707-2
3935747	3935747-1
3935748	3935748-1
3935830	3906901-1
3935843	3933166-3
3935847	3861371-1
3935848	3861371-1
3935850	3872848-1
3935922	3935922-1
3935922	3935922-2
3935950	3935950-1
3935977	3935977-1
3936023	3936023-1
3936071	3936071-1
3936071	3936071-2
3936071	3936071-3
3936071	3925753-2
3936094	3936094-1
3936095	3913984-1
3936096	3936096-1
3936107	3936107-1
3936107	3936107-2
3936131	3936131-1
3936158	3936158-1
3936158	3936158-2
3936197	3936197-1
3936197	3936197-2
3936197	3936197-3
3936200	3936200-1
3936236	3936236-1
3936236	3936236-2
3936250	3936250-1
3936265	3936265-1
3936274	3936274-1
3936274	3936274-2
3936330	3871684-2
3936330	3862864-1
3936365	3901976-2
3936365	3936365-2
3936379	3922850-1
3936487	3864387-1
3936541	3936541-1
3936541	3936541-2
3936587	3888321-2
3936587	3923464-2
3936587	3899627-1
3936600	3936600-1
3936601	3936601-1
3936793	3936793-1
3936794	3936794-1
3936794	3911386-4
3936794	3932069-1
3936799	3936799-1
3936904	3870417-1
3936925	3936925-1
3936979	3894360-1
3937069	3901976-2
3937081	3937081-1
3937081	3937081-2
3937081	3937081-3
3937104	3937104-1
3937120	3937120-1
3937131	3937131-1
3937185	3937185-1
3937185	3937185-2
3937188	3937188-1
3937192	3937192-1
3937193	3937193-1
3937196	3885537-1
3937196	3937196-2
3937198	3910302-1
3937243	3937243-1
3937243	3937243-2
3937258	3937258-1
3937266	3860058-1
3937266	3860058-2
3937266	3891534-4
3937272	3937272-1
3937272	3937272-2
3937294	3937294-1
3937305	3937305-1
3937342	3937342-1
3937342	3937342-2
3937357	3937357-1
3937434	3937434-1
3937440	3937440-1
3937440	3937440-2
3937489	3937489-1
3937489	3937489-2
3937489	3937489-3
3937508	3937508-1
3937508	3937508-2
3937508	3897095-2
3937523	3881786-2
3937523	3937523-2
3937523	3937523-3
3937535	3858288-1
3937563	3937563-1
3937603	3937603-1
3937603	3937603-2
3937768	3937768-1
3937768	3880962-2
3937768	3937768-3
3937827	3937827-1
3937827	3937827-2
3937904	3917914-1
3937939	3922678-1
3937977	3937977-1
3937994	3937994-1
3937994	3937994-2
3938048	3938048-1
3938075	3938075-1
3938089	3938089-1
3938089	3938089-2
3938112	3905668-1
3938117	3886518-1
3938128	3938128-1
3938128	3938128-2
3938152	3938152-1
3938152	3938152-2
3938152	3938152-3
3938152	3938152-4
3938175	3938175-1
3938175	3938175-2
3938204	3861711-1
3938217	3938217-1
3938230	3938230-1
3938231	3868752-1
3938260	3938260-1
3938260	3890719-1
3938268	3938268-1
3938282	3938282-1
3938396	3859862-1
3938406	3938406-1
3938407	3938406-1
3938408	3886813-1
3938415	3938415-1
3938428	3880121-1
3938479	3938479-1
3938503	3938503-1
3938585	3877620-1
3938603	3938603-1
3938603	3938603-2
3938626	3868752-1
3938631	3938631-1
3938634	3918325-1
3938649	3938649-1
3938649	3938649-2
3938650	3938650-1
3938716	3938716-1
3938716	3938716-2
3938719	3938719-1
3938720	3938720-1
3938745	3903790-1
3938754	3901461-1
3938754	3858824-1
3938755	3901461-3
3938755	3858824-1
3938755	3901461-1
3938780	3938780-1
3938815	3861231-1
3938821	3888506-1
3938821	3938821-2
3938822	3904219-1
3938841	3897095-2
3938841	3897095-1
3938842	3938842-1
3938850	3938850-1
3938850	3938850-2
3938940	3873955-1
3939064	3939064-1
3939081	3939081-1
3939081	3939081-2
3939081	3939081-3
3939114	3932320-2
3939114	3932320-1
3939127	3873493-2
3939127	3873493-1
3939212	3875187-3
3939243	3939243-1
3939280	3939280-1
3939292	3939292-1
3939337	3939337-1
3939337	3939337-2
3939337	3939337-3
3939397	3939397-1
3939518	3939518-1
3939518	3939518-2
3939521	3921242-1
3939523	3939523-1
3939523	3939523-2
3939599	3913266-1
3939599	3939599-2
3939609	3939609-1
3939654	3939654-1
3939657	3918262-1
3939657	3939657-2
3939666	3870417-1
3939775	3939775-1
3939779	3866721-1
3939841	3859983-2
3939841	3859983-1
3939862	3916555-1
3939865	3906990-1
3939879	3939879-1
3939879	3939879-2
3939889	3939889-1
3939977	3939977-1
3939977	3939977-2
3939980	3939980-1
3939981	3939980-1
3940006	3864059-1
3940036	3940036-1
3940041	3940041-1
3940082	3876164-1
3940083	3858824-1
3940083	3901461-3
3940083	3901461-1
3940108	3933334-1
3940144	3940144-1
3940159	3866721-1
3940160	3940160-1
3940161	3860259-2
3940162	3927730-1
3940162	3940162-2
3940165	3940165-1
3940178	3940178-1
3940226	3940226-1
3940283	3907592-1
3940320	3940320-1
3940320	3940320-2
3940320	3940320-3
3940349	3940349-1
3940356	3940356-1
3940389	3862974-2
3940389	3940389-2
3940404	3886167-3
3940404	3886167-2
3940404	3940404-3
3940448	3940448-1
3940449	3875187-3
3940453	3940453-1
3940453	3873493-2
3940453	3940453-3
3940657	3940657-1
3940657	3940657-2
3940696	3940696-1
3940826	3940826-1
3940826	3940826-2
3940826	3940826-3
3940826	3938217-1
3940851	3935638-1
3940928	3896774-1
3940928	3901203-1
3940963	3939879-2
3941001	3941001-1
3941019	3941019-1
3941019	3941019-2
3941040	3941040-1
3941053	3941053-1
3941053	3880076-1
3941064	3941064-1
3941111	3941111-1
3941111	3941111-2
3941129	3941129-1
3941132	3941132-1
3941139	3941139-1
3941153	3941153-1
3941153	3941153-2
3941169	3941169-1
3941172	3941172-1
3941221	3866721-1
3941266	3941266-1
3941352	3862743-2
3941352	3862743-1
3941389	3941389-1
3941401	3860259-2
3941411	3866721-1
3941419	3941419-1
3941428	3941428-1
3941428	3941428-2
3941441	3862785-3
3941468	3941468-1
3941526	3941526-1
3941527	3941527-1
3941578	3870782-3
3941578	3935300-2
3941585	3867640-1
3941585	3876750-1
3941610	3941610-1
3941610	3941610-2
3941610	3941610-3
3941629	3938175-2
3941638	3941638-1
3941638	3941638-2
3941731	3932320-1
3941731	3932320-2
3941787	3915976-1
3941802	3882139-1
3941803	3882139-1
3941827	3941827-1
3942055	3942055-1
3942210	3921242-1
3942211	3921242-1
3942235	3878599-2
3942235	3942235-2
3942321	3942321-1
3942321	3942321-2
3942321	3942321-3
3942331	3860036-1
3942331	3942331-2
3942338	3942338-1
3942338	3942338-2
3942363	3858289-1
3942363	3858289-3
3942369	3942369-1
3942369	3942369-2
3942369	3942369-3
3942385	3942385-1
3942406	3942406-1
3942417	3942417-1
3942419	3942419-1
3942427	3905287-1
3942430	3942430-1
3942430	3942430-2
3942431	3942431-1
3942490	3942490-1
3942504	3942504-1
3942545	3942545-1
3942600	3942600-1
3942600	3942600-2
3942605	3942605-1
3942614	3942614-1
3942663	3942663-1
3942691	3942691-1
3942712	3942712-1
3942712	3942712-2
3942764	3942764-1
3942795	3942795-1
3942808	3942808-1
3942812	3942812-1
3942826	3913978-1
3942836	3907363-2
3942905	3942905-1
3942905	3942905-2
3942905	3942905-3
3942915	3942915-1
3942953	3942953-1
3943026	3943026-1
3943176	3900471-2
3943176	3914316-1
3943206	3886241-1
3943588	3943588-1
3943610	3860999-1
3943662	3943662-1
3943713	3915022-1
3943744	3872755-2
3943744	3872755-1
3943761	3938603-1
3943761	3943761-2
3943800	3943800-1
3943815	3943815-1
3943844	3911810-1
3943844	3943844-2
3943844	3943844-3
3943894	3943894-1
3944017	3944017-1
3944024	3944024-1
3944080	3944080-1
3944088	3944088-1
3944202	3901497-1
3944216	3944216-1
3944280	3944280-1
3944307	3944307-1
3944357	3944357-1
3944363	3944363-1
3944389	3934981-2
3944477	3909382-4
3944498	3885036-1
3944511	3877962-2
3944519	3873499-3
3944519	3873499-2
3944562	3878047-1
3944562	3878047-2
3944593	3864387-1
3944595	3864387-1
3944702	3866285-1
3944704	3944704-1
3944756	3944756-1
3944760	3889088-1
3944760	3944760-2
3944766	3944766-1
3944770	3944770-1
3944841	3909955-1
3944864	3934685-1
3945050	3945050-1
3945068	3945068-1
3945083	3945083-1
3945102	3945102-1
3945105	3945105-1
3945105	3945105-2
3945132	3945132-1
3945217	3945217-1
3945267	3945267-1
3945308	3945308-1
3945308	3945308-2
3945314	3890890-1
3945362	3892219-2
3945362	3892219-3
3945365	3945365-1
3945376	3945376-1
3945388	3945388-1
3945410	3945410-1
3945474	3945474-1
3945495	3945495-1
3945495	3945495-2
3945495	3945495-3
3945533	3945533-1
3945564	3945564-1
3945586	3945586-1
3945586	3865329-1
3945586	3865329-2
3945587	3888509-1
3945587	3873041-1
3945639	3945639-1
3945641	3945068-1
3945652	3873107-2
3945652	3873107-1
3945652	3873107-3
3945656	3945656-1
3945657	3861700-1
3945673	3909040-1
3945737	3890052-2
3945775	3861837-1
3945800	3945800-1
3945894	3945894-1
3945894	3909373-1
3945894	3945894-3
3945903	3945903-1
3945903	3945903-2
3945907	3878082-1
3945911	3892223-1
3945956	3945956-1
3945960	3915976-1
3945973	3876619-1
3945973	3945973-2
3946007	3862184-1
3946007	3862184-2
3946015	3946015-1
3946046	3873570-1
3946056	3903122-1
3946102	3903122-1
3946177	3946177-1
3946198	3911386-3
3946243	3946243-1
3946243	3946243-2
3946254	3925723-1
3946285	3873901-2
3946285	3946285-2
3946354	3946354-1
3946473	3946473-1
3946475	3868752-1
3946478	3942235-2
3946478	3878599-2
3946479	3942235-2
3946479	3878599-2
3946482	3890517-1
3946482	3890517-2
3946530	3946530-1
3946533	3923286-1
3946533	3946533-2
3946599	3946599-1
3946602	3946602-1
3946602	3946602-2
3946619	3865205-1
3946619	3946619-2
3946764	3946764-1
3946815	3946815-1
3946840	3946840-1
3946843	3946843-1
3946917	3946917-1
3946917	3946917-2
3946965	3912329-1
3947005	3947005-1
3947025	3947025-1
3947027	3947027-1
3947068	3947068-1
3947118	3947118-1
3947149	3881839-1
3947155	3894855-1
3947159	3947159-1
3947204	3884606-1
3947204	3947204-2
3947204	3883625-2
3947247	3947247-1
3947247	3947247-2
3947280	3947280-1
3947396	3947396-1
3947396	3947396-2
3947418	3867427-1
3947426	3947426-1
3947427	3867360-1
3947457	3947457-1
3947457	3947457-2
3947466	3882139-1
3947466	3862956-1
3947520	3862232-1
3947531	3947531-1
3947539	3947539-1
3947550	3947550-1
3947591	3947591-1
3947591	3887619-1
3947600	3947600-1
3947653	3872279-1
3947654	3872279-1
3947702	3947702-1
3947711	3937994-2
3947711	3937994-1
3947738	3903499-1
3947764	3947764-1
3947764	3947764-2
3947878	3911485-1
3947878	3911485-2
3947924	3947924-1
3947924	3947924-2
3947951	3947951-1
3947959	3879586-2
3947993	3930374-1
3948012	3861107-1
3948053	3861371-1
3948064	3948064-1
3948064	3948064-2
3948155	3948155-1
3948186	3948186-1
3948190	3948190-1
3948190	3948190-2
3948205	3948205-1
3948228	3948228-1
3948232	3933166-1
3948232	3933166-4
3948232	3933166-3
3948232	3933166-2
3948235	3861371-1
3948281	3948281-1
3948281	3948281-2
3948284	3948284-1
3948309	3891534-4
3948309	3860367-1
3948313	3878887-1
3948331	3893526-1
3948336	3948336-1
3948336	3948336-2
3948341	3944017-1
3948347	3948347-1
3948348	3948348-1
3948349	3948348-1
3948359	3925753-1
3948372	3872890-1
3948401	3948401-1
3948410	3948410-1
3948412	3948412-1
3948414	3948414-1
3948460	3948460-1
3948513	3948513-1
3948523	3948523-1
3948537	3948537-1
3948540	3948540-1
3948544	3937994-1
3948544	3937994-2
3948557	3861556-2
3948602	3934981-2
3948618	3873392-2
3948619	3948619-1
3948620	3948620-1
3948708	3948708-1
3948789	3948789-1
3948811	3948811-1
3948811	3863116-2
3948811	3948811-3
3948825	3948825-1
3948848	3873499-2
3948891	3867427-1
3948903	3873523-2
3948903	3873523-1
3948907	3867427-1
3948948	3875203-2
3948948	3875203-1
3948948	3862184-1
3948970	3890372-1
3948981	3862984-1
3948981	3862984-2
3949015	3949015-1
3949015	3949015-2
3949053	3942953-1
3949053	3949053-2
3949138	3949138-1
3949430	3908202-6
3949430	3883903-1
3949430	3939500-3
3949497	3949497-1
3949528	3949528-1
3949528	3949528-2
3949529	3881292-1
3949650	3949650-1
3949650	3866485-1
3949714	3888458-3
3949715	3949715-1
3949715	3949715-2
3949715	3949715-3
3949729	3949729-1
3949779	3902319-1
3949796	3949796-1
3949826	3929036-1
3949835	3949835-1
3949840	3949840-1
3949840	3936096-1
3949841	3934685-1
3949841	3949841-2
3949861	3949861-1
3949861	3949861-2
3949920	3865670-1
3949920	3949920-2
3950009	3888503-1
3950035	3905654-1
3950037	3938850-2
3950037	3938850-1
3950080	3950080-1
3950080	3950080-2
3950139	3950139-1
3950145	3873392-2
3950238	3888752-1
3950248	3915866-2
3950248	3915866-1
3950296	3947396-2
3950296	3947396-1
3950306	3875203-2
3950306	3950306-2
3950363	3904679-1
3950538	3862332-1
3950579	3893496-2
3950594	3879333-1
3950594	3950594-2
3950741	3891965-1
3950745	3889535-2
3951004	3951004-1
3951011	3951011-1
3951045	3951045-1
3951045	3951045-2
3951046	3881839-1
3951046	3951046-2
3951048	3951048-1
3951048	3951048-2
3951048	3908369-1
3951048	3951048-4
3951076	3951076-1
3951076	3906867-1
3951254	3951254-1
3951277	3951277-1
3951320	3940041-1
3951374	3951374-1
3951412	3951412-1
3951443	3951443-1
3951549	3951549-1
3951549	3951549-2
3951557	3890052-2
3951681	3951681-1
3951681	3951681-2
3951683	3876338-1
3951683	3876338-2
3951684	3951684-1
3951684	3951684-2
3951684	3951684-3
3951689	3951689-1
3951751	3923286-1
3951751	3946533-2
3951751	3889521-1
3951943	3951943-1
3951982	3946015-1
3952048	3890372-1
3952112	3952112-1
3952112	3952112-2
3952209	3952209-1
3952209	3952209-2
3952209	3952209-3
3952238	3864613-1
3952342	3952342-1
3952346	3923194-1
3952371	3867740-1
3952371	3867740-2
3952383	3952383-1
3952383	3952383-2
3952437	3944363-1
3952438	3952438-1
3952438	3883972-2
3952453	3952453-1
3952456	3952456-1
3952456	3952456-2
3952456	3952456-3
3952456	3952456-4
3952463	3952463-1
3952508	3952508-1
3952513	3921503-1
3952591	3906579-3
3952591	3952591-2
3952591	3906579-2
3952619	3952619-1
3952646	3952646-1
3952688	3870058-1
3952708	3893430-1
3952709	3890478-1
3952774	3952774-1
3952827	3873165-2
3952841	3866721-1
3952859	3938650-1
3952859	3952859-2
3952922	3952922-1
3952922	3952922-2
3952936	3901497-1
3952984	3952984-1
3952993	3952993-1
3952993	3952993-2
3953009	3953009-1
3953045	3953045-1
3953067	3953067-1
3953080	3953080-1
3953084	3909075-2
3953084	3909075-1
3953146	3953146-1
3953149	3953149-1
3953245	3891512-1
3953333	3899426-1
3953425	3862232-1
3953463	3886167-3
3953463	3940404-3
3953463	3886167-2
3953468	3886164-1
3953468	3894000-1
3953473	3880887-1
3953499	3862984-1
3953499	3862984-2
3953598	3865831-1
3953632	3953632-1
3953643	3919154-3
3953643	3926888-1
3953644	3932320-2
3953644	3953644-2
3953663	3953663-1
3953687	3953687-1
3953722	3953722-1
3953829	3953829-1
3953887	3953887-1
3953887	3878364-1
3953934	3953934-1
3953955	3899854-1
3953976	3953976-1
3953976	3953976-2
3953980	3953980-1
3953995	3953995-1
3953995	3953995-2
3954016	3954016-1
3954016	3954016-2
3954039	3954039-1
3954045	3954045-1
3954092	3889649-1
3954094	3954094-1
3954094	3954094-2
3954152	3876023-3
