patent_id	inventor_id
3921499	3921499-1
3921500	3921500-1
3921518	3921518-1
3921524	3921524-1
3921534	3860027-1
3921541	3921541-1
3921541	3921541-2
3921544	3882798-1
3921546	3921546-1
3921556	3921556-1
3921556	3921556-2
3921560	3868920-1
3921561	3921561-1
3921574	3865610-4
3921580	3921580-1
3921581	3921581-1
3921583	3921583-1
3921585	3921585-1
3921586	3921586-1
3921586	3921586-2
3921596	3921596-1
3921599	3898801-1
3921609	3921609-1
3921611	3885535-1
3921616	3921616-1
3921621	3910258-2
3921625	3921625-1
3921630	3880311-1
3921633	3885297-1
3921636	3876816-1
3921640	3921640-1
3921642	3921642-1
3921642	3893461-1
3921645	3921645-1
3921648	3918465-1
3921650	3921650-1
3921654	3921654-1
3921656	3921656-1
3921656	3863871-1
3921656	3921656-3
3921667	3921667-1
3921667	3921667-2
3921668	3921668-1
3921685	3921685-1
3921687	3921687-1
3921721	3921721-1
3921733	3872924-1
3921745	3874665-2
3921745	3867679-1
3921750	3911394-1
3921756	3921756-1
3921757	3921757-1
3921774	3867851-1
3921779	3921779-1
3921784	3878929-2
3921788	3921788-1
3921788	3921788-2
3921788	3921788-3
3921792	3921792-1
3921792	3921792-2
3921802	3921802-1
3921806	3921806-1
3921807	3921807-1
3921812	3921812-1
3921812	3921812-2
3921815	3921815-1
3921815	3921815-2
3921827	3921827-1
3921845	3921845-1
3921846	3921846-1
3921846	3921846-2
3921850	3879826-1
3921852	3921852-1
3921853	3877585-1
3921854	3921854-1
3921854	3921854-2
3921854	3871503-1
3921855	3921855-1
3921860	3874561-1
3921863	3921863-1
3921869	3921869-1
3921871	3921871-1
3921872	3921872-1
3921882	3921882-1
3921886	3876456-2
3921886	3861884-1
3921894	3918631-1
3921899	3921899-1
3921933	3921933-1
3921933	3921933-2
3921933	3921933-3
3921942	3921942-1
3921960	3921960-1
3921970	3921970-1
3921974	3877696-1
3921976	3921976-1
3921980	3921980-1
3921982	3871522-1
3921984	3921984-1
3921989	3912247-1
3922005	3871243-2
3922006	3922006-1
3922008	3922008-1
3922008	3922008-2
3922009	3922009-1
3922011	3922011-1
3922012	3922012-1
3922024	3922024-1
3922024	3922024-2
3922035	3922035-1
3922039	3922039-1
3922039	3922039-2
3922040	3922040-1
3922045	3922045-1
3922047	3906371-1
3922050	3922050-1
3922050	3922050-2
3922063	3916094-1
3922064	3922064-1
3922064	3876275-1
3922065	3899383-2
3922073	3922073-1
3922084	3918077-1
3922084	3918077-2
3922085	3922085-1
3922090	3922090-1
3922095	3922095-1
3922104	3922104-1
3922106	3922106-1
3922106	3922106-2
3922110	3894812-1
3922112	3922112-1
3922114	3885402-2
3922114	3913346-2
3922114	3885402-1
3922119	3922119-1
3922120	3922120-1
3922120	3922120-2
3922127	3922127-1
3922131	3871147-1
3922143	3922143-1
3922143	3922143-2
3922149	3922149-1
3922149	3922149-2
3922172	3922172-1
3922172	3922172-2
3922173	3922173-1
3922181	3895972-1
3922181	3895972-2
3922181	3895972-3
3922185	3922185-1
3922207	3922207-1
3922207	3922207-2
3922207	3922207-3
3922223	3922223-1
3922225	3922225-1
3922228	3887439-1
3922232	3922232-1
3922239	3892821-1
3922239	3892821-2
3922239	3864434-1
3922242	3922242-1
3922249	3922249-1
3922250	3907753-2
3922260	3862122-2
3922260	3862122-1
3922273	3859347-1
3922289	3859309-1
3922289	3872139-1
3922295	3922295-1
3922311	3922311-1
3922311	3894086-2
3922331	3890007-1
3922331	3922331-2
3922336	3873676-1
3922336	3873677-1
3922342	3922342-1
3922345	3922345-1
3922345	3859328-1
3922345	3922345-3
3922345	3922345-4
3922350	3922350-1
3922350	3922350-2
3922362	3922362-1
3922366	3900581-2
3922366	3900581-5
3922366	3900581-4
3922366	3900581-1
3922366	3881025-1
3922389	3922389-1
3922389	3922389-2
3922389	3894924-1
3922413	3922413-1
3922415	3878023-1
3922428	3922428-1
3922433	3922433-1
3922433	3922433-2
3922440	3922440-1
3922440	3922440-2
3922464	3922464-1
3922464	3922464-2
3922464	3922464-3
3922475	3922475-1
3922477	3922477-1
3922479	3922479-1
3922479	3922479-2
3922485	3922485-1
3922485	3867571-2
3922490	3922490-1
3922508	3922508-1
3922511	3922511-1
3922511	3922511-2
3922515	3863871-1
3922522	3922522-1
3922525	3898883-1
3922525	3898883-2
3922528	3922528-1
3922528	3922528-2
3922533	3886555-1
3922539	3922539-1
3922539	3922539-2
3922539	3922539-3
3922541	3900731-2
3922543	3922543-1
3922546	3874916-2
3922547	3859529-1
3922547	3859529-2
3922547	3922547-3
3922551	3922551-1
3922557	3921518-1
3922561	3922561-1
3922561	3922561-2
3922577	3863093-1
3922581	3890507-1
3922587	3922587-1
3922589	3922589-1
3922598	3922598-1
3922598	3922598-2
3922606	3922606-1
3922610	3903430-1
3922610	3922610-2
3922637	3922637-1
3922654	3922654-1
3922663	3922663-1
3922663	3922663-2
3922664	3922664-1
3922670	3922670-1
3922670	3866107-1
3922687	3882507-2
3922687	3882507-1
3922702	3922702-1
3922718	3922718-1
3922718	3922718-2
3922720	3922720-1
3922720	3922720-2
3922720	3886595-3
3922721	3922721-1
3922721	3922721-2
3922723	3922723-1
3922730	3922730-1
3922733	3922733-1
3922733	3922733-2
3922736	3922736-1
3922736	3922736-2
3922736	3922736-3
3922740	3922740-1
3922746	3922746-1
3922762	3922762-1
3922762	3922762-2
3922776	3922776-1
3922776	3922776-2
3922786	3922786-1
3922787	3922787-1
3922787	3905110-1
3922788	3922788-1
3922793	3902738-1
3922795	3922795-1
3922800	3922800-1
3922800	3922800-2
3922800	3922800-3
3922802	3922802-1
3922806	3922806-1
3922823	3922823-1
3922823	3922823-2
3922828	3922828-1
3922849	3906725-1
3922849	3922849-2
3922860	3922860-1
3922863	3922863-1
3922863	3922863-2
3922864	3922864-1
3922870	3922870-1
3922878	3922878-1
3922879	3908272-1
3922892	3922892-1
3922894	3894765-1
3922897	3922897-1
3922903	3922903-1
3922903	3922903-2
3922912	3922912-1
3922912	3922912-2
3922915	3922915-1
3922920	3922920-1
3922935	3922935-1
3922952	3922952-1
3922952	3922952-2
3922957	3878099-1
3922957	3922957-2
3922961	3922961-1
3922963	3922963-1
3922965	3890642-1
3922968	3908622-1
3922968	3922968-2
3922968	3922968-3
3922969	3886675-2
3922969	3922969-2
3922975	3882798-1
3922976	3922976-1
3922976	3922976-2
3922977	3871130-1
3922977	3871130-2
3922991	3922991-1
3922994	3922994-1
3922999	3922999-1
3923001	3923001-1
3923002	3917147-1
3923005	3923005-1
3923005	3923005-2
3923020	3923020-1
3923024	3923024-1
3923029	3923029-1
3923036	3890951-2
3923036	3890951-3
3923036	3890951-1
3923039	3923039-1
3923041	3923041-1
3923041	3920025-2
3923043	3923043-1
3923046	3923046-1
3923059	3858580-1
3923062	3923062-1
3923062	3923062-2
3923068	3923068-1
3923071	3897229-1
3923102	3923102-1
3923117	3923117-1
3923118	3923118-1
3923121	3923121-1
3923121	3923121-2
3923135	3923135-1
3923135	3923135-2
3923135	3923135-3
3923135	3923135-4
3923138	3892303-1
3923143	3923143-1
3923144	3868055-1
3923149	3923149-1
3923156	3923156-1
3923157	3923157-1
3923165	3891048-1
3923169	3923169-1
3923176	3901009-1
3923176	3881306-4
3923179	3923179-1
3923179	3923179-2
3923182	3923179-2
3923183	3923179-1
3923183	3923179-2
3923184	3923179-2
3923184	3923179-1
3923185	3923179-2
3923185	3923179-1
3923191	3918756-1
3923192	3922011-1
3923196	3923196-1
3923196	3923196-2
3923198	3923198-1
3923199	3923199-1
3923203	3913606-1
3923208	3923208-1
3923209	3923209-1
3923219	3896536-2
3923219	3923219-2
3923220	3858836-1
3923221	3923221-1
3923229	3923229-1
3923231	3923231-1
3923231	3923231-2
3923234	3923234-1
3923244	3904310-1
3923247	3923247-1
3923249	3923249-1
3923253	3923253-1
3923258	3923258-1
3923265	3923265-1
3923265	3923265-2
3923267	3923267-1
3923267	3923267-2
3923267	3923267-3
3923267	3923267-4
3923268	3923268-1
3923273	3865974-1
3923277	3919458-1
3923277	3919458-2
3923278	3885512-1
3923288	3923288-1
3923289	3910510-1
3923292	3923292-1
3923293	3923293-1
3923294	3923294-1
3923294	3923294-2
3923312	3889749-1
3923312	3923312-2
3923330	3923330-1
3923330	3923330-2
3923333	3923333-1
3923335	3923335-1
3923338	3921239-2
3923338	3921239-1
3923353	3923353-1
3923353	3923353-2
3923354	3923354-1
3923364	3923364-1
3923364	3923364-2
3923366	3923366-1
3923367	3923367-1
3923370	3923370-1
3923372	3895764-1
3923374	3916510-1
3923376	3916510-1
3923383	3907408-1
3923383	3923383-2
3923387	3923387-1
3923387	3923387-2
3923387	3923387-3
3923403	3923403-1
3923413	3923413-1
3923421	3923421-1
3923421	3923421-2
3923421	3923421-3
3923422	3923422-1
3923422	3923422-2
3923422	3923422-3
3923426	3916899-1
3923427	3878569-2
3923443	3923443-1
3923443	3923443-2
3923443	3923443-3
3923445	3880353-1
3923462	3923462-1
3923491	3882076-2
3923491	3873301-3
3923494	3871865-1
3923537	3923537-1
3923545	3923545-1
3923545	3923545-2
3923546	3923546-1
3923546	3909206-1
3923546	3923546-3
3923555	3882712-2
3923555	3880678-1
3923557	3859058-1
3923557	3923557-2
3923558	3882712-2
3923558	3880678-1
3923558	3867799-1
3923567	3905162-2
3923568	3879597-1
3923575	3923575-1
3923577	3923577-1
3923590	3888719-1
3923596	3923596-1
3923604	3923604-1
3923610	3923610-1
3923610	3923610-2
3923612	3923612-1
3923620	3923620-1
3923620	3923620-2
3923640	3923640-1
3923648	3923648-1
3923661	3923661-1
3923663	3923663-1
3923666	3923666-1
3923672	3923672-1
3923672	3923672-2
3923685	3923685-1
3923685	3923685-2
3923701	3923701-1
3923701	3923701-2
3923711	3923711-1
3923726	3923726-1
3923731	3859247-1
3923732	3923732-1
3923732	3884952-1
3923732	3865761-1
3923739	3923739-1
3923748	3923748-1
3923748	3923748-2
3923754	3923754-1
3923759	3904708-1
3923759	3923759-2
3923782	3878045-1
3923782	3923782-2
3923782	3878045-2
3923791	3884763-1
3923796	3875154-1
3923802	3898222-1
3923810	3865844-2
3923810	3920444-3
3923810	3920444-4
3923810	3920444-1
3923811	3920444-4
3923811	3865844-2
3923811	3920444-3
3923811	3920444-1
3923821	3923821-1
3923832	3923832-1
3923840	3865844-2
3923840	3865844-1
3923842	3873609-2
3923843	3873578-1
3923844	3886239-1
3923850	3884952-1
3923850	3865761-1
3923856	3867317-1
3923856	3903138-1
3923860	3923860-1
3923868	3860629-2
3923871	3860629-2
3923871	3860629-1
3923882	3923882-1
3923885	3920444-3
3923891	3923891-1
3923891	3867443-1
3923894	3923894-1
3923900	3917654-1
3923901	3923901-1
3923901	3923901-2
3923920	3923920-1
3923922	3923922-1
3923928	3923928-1
3923928	3923928-2
3923928	3923928-3
3923939	3923939-1
3923939	3867519-1
3923939	3916899-1
3923949	3923949-1
3923949	3923949-2
3923952	3923952-1
3923952	3923952-2
3923964	3870786-1
3923968	3923968-1
3923968	3923968-2
3923968	3923968-3
3923968	3923968-4
3924004	3924004-1
3924004	3924004-2
3924015	3900581-5
3924015	3900581-2
3924015	3900581-1
3924015	3881025-1
3924015	3900581-4
3924016	3924016-1
3924016	3924016-2
3924036	3924036-1
3924042	3883522-1
3924043	3924043-1
3924043	3922464-1
3924043	3924043-3
3924044	3922464-1
3924044	3924043-1
3924044	3924043-3
3924050	3911184-1
3924050	3924050-2
3924053	3924053-1
3924060	3924060-1
3924061	3911213-2
3924061	3911213-1
3924062	3908076-1
3924077	3924077-1
3924086	3924086-1
3924097	3924097-1
3924097	3924097-2
3924109	3924109-1
3924109	3924109-2
3924109	3924109-3
3924109	3924109-4
3924111	3924111-1
3924123	3906995-1
3924124	3924124-1
3924124	3906995-1
3924132	3924132-1
3924134	3924134-1
3924134	3924134-2
3924134	3924134-3
3924135	3924135-1
3924135	3924135-2
3924135	3924135-3
3924136	3924136-1
3924136	3924136-2
3924136	3924136-3
3924136	3924136-4
3924143	3924143-1
3924143	3924143-2
3924143	3924143-3
3924143	3924143-4
3924146	3924146-1
3924152	3924152-1
3924152	3924152-2
3924158	3885861-2
3924161	3924161-1
3924161	3923366-1
3924165	3924165-1
3924165	3924165-2
3924167	3924167-1
3924167	3924167-2
3924167	3924167-3
3924176	3875435-4
3924176	3859119-1
3924176	3875435-3
3924181	3924181-1
3924185	3866113-1
3924189	3924189-1
3924190	3924190-1
3924193	3873273-2
3924213	3924213-1
3924219	3924219-1
3924229	3924229-1
3924230	3885295-2
3924232	3924232-1
3924232	3924232-2
3924233	3924233-1
3924233	3924233-2
3924234	3924234-1
3924234	3906493-2
3924234	3924234-3
3924234	3924234-4
3924239	3859119-1
3924239	3924239-2
3924241	3924241-1
3924247	3898480-2
3924249	3924249-1
3924250	3924250-1
3924251	3911592-1
3924261	3863501-1
3924262	3924262-1
3924265	3924265-1
3924268	3924268-1
3924268	3924268-2
3924273	3924273-1
3924279	3861568-1
3924279	3861568-2
3924282	3924282-1
3924286	3924286-1
3924287	3924287-1
3924292	3881206-1
3924307	3924307-1
3924333	3924333-1
3924337	3924337-1
3924338	3924338-1
3924340	3924340-1
3924341	3924341-1
3924349	3924349-1
3924349	3924349-2
3924352	3902042-3
3924352	3902042-4
3924352	3902042-5
3924352	3866350-1
3924352	3866350-2
3924354	3924354-1
3924360	3924360-1
3924360	3924360-2
3924367	3924367-1
3924371	3924371-1
3924374	3924374-1
3924379	3924379-1
3924387	3924387-1
3924405	3924405-1
3924405	3924405-2
3924414	3924414-1
3924414	3866683-2
3924415	3924415-1
3924415	3924415-2
3924442	3924442-1
3924442	3924442-2
3924442	3924442-3
3924442	3924442-4
3924447	3924447-1
3924454	3898840-1
3924454	3921442-1
3924458	3924458-1
3924458	3879637-1
3924468	3924468-1
3924476	3924476-1
3924485	3924485-1
3924485	3924485-2
3924485	3877545-1
3924490	3924490-1
3924511	3924511-1
3924511	3924511-2
3924511	3876044-1
3924513	3924513-1
3924530	3876917-1
3924532	3878929-1
3924532	3869986-1
3924533	3876917-1
3924535	3924535-1
3924535	3924535-2
3924535	3924535-3
3924536	3924536-1
3924536	3908552-1
3924547	3924547-1
3924557	3924557-1
3924558	3924558-1
3924568	3877417-1
3924574	3892517-2
3924579	3924579-1
3924583	3924583-1
3924598	3861833-3
3924599	3908626-1
3924602	3924602-1
3924603	3924603-1
3924604	3924604-1
3924612	3924612-1
3924612	3895425-1
3924621	3924621-1
3924631	3924631-1
3924640	3918460-1
3924641	3924641-1
3924654	3924654-1
3924654	3924654-2
3924654	3924654-3
3924659	3924659-1
3924667	3905407-2
3924674	3884296-1
3924678	3871449-1
3924679	3924679-1
3924681	3865735-2
3924681	3865735-1
3924681	3865735-5
3924681	3865735-3
3924681	3924681-5
3924688	3924688-1
3924688	3924688-2
3924700	3924700-1
3924700	3924700-2
3924701	3924701-1
3924722	3911489-3
3924727	3882989-1
3924733	3924733-1
3924735	3924735-1
3924738	3924738-1
3924753	3924753-1
3924753	3890757-1
3924753	3924753-3
3924763	3924763-1
3924764	3924764-1
3924768	3924768-1
3924778	3924778-1
3924782	3924782-1
3924787	3924787-1
3924805	3924805-1
3924805	3924805-2
3924808	3924808-1
3924809	3885470-1
3924828	3924828-1
3924837	3924837-1
3924837	3876570-1
3924844	3924844-1
3924856	3866918-1
3924856	3867785-1
3924859	3924859-1
3924862	3924862-1
3924885	3913961-1
3924886	3913961-1
3924887	3913961-1
3924890	3924890-1
3924898	3883180-1
3924915	3924915-1
3924921	3924921-1
3924922	3924922-1
3924929	3924929-1
3924929	3924929-2
3924930	3924930-1
3924930	3924930-2
3924931	3904270-1
3924932	3924932-1
3924950	3917406-1
3924953	3924953-1
3924958	3924958-1
3924960	3924960-1
3924960	3924960-2
3924960	3924960-3
3924960	3896675-2
3924967	3924967-1
3924973	3859010-1
3924976	3924976-1
3924980	3924980-1
3924985	3924985-1
3924985	3924985-2
3924985	3924985-3
3924995	3924995-1
3924995	3924995-2
3924997	3924997-1
3924999	3924999-1
3924999	3924999-2
3925014	3925014-1
3925045	3867100-1
3925047	3874184-2
3925055	3897492-2
3925056	3886282-2
3925056	3881001-1
3925067	3925067-1
3925067	3880678-2
3925067	3874213-4
3925068	3925068-1
3925070	3925070-1
3925079	3925079-1
3925079	3925079-2
3925087	3925087-1
3925087	3925087-2
3925098	3880674-1
3925098	3898096-1
3925103	3925103-1
3925125	3925125-1
3925125	3860477-2
3925125	3860477-1
3925136	3861795-1
3925143	3925143-1
3925145	3888611-1
3925146	3925146-1
3925146	3925146-2
3925147	3925147-1
3925151	3925151-1
3925157	3879409-1
3925161	3925161-1
3925166	3925166-1
3925168	3900349-1
3925170	3925170-1
3925170	3925170-2
3925172	3925172-1
3925175	3887375-2
3925175	3887375-1
3925176	3925176-1
3925177	3925177-1
3925190	3925190-1
3925190	3925190-2
3925190	3925190-3
3925192	3925192-1
3925192	3919432-2
3925192	3925192-3
3925192	3869438-1
3925193	3925193-1
3925193	3925193-2
3925201	3925201-1
3925216	3925216-1
3925219	3925219-1
3925233	3925233-1
3925268	3896161-1
3925268	3925268-2
3925268	3925268-3
3925270	3873592-1
3925284	3896052-2
3925284	3925284-2
3925284	3896052-1
3925292	3925292-1
3925307	3925307-1
3925307	3925307-2
3925308	3925308-1
3925317	3867353-3
3925319	3925319-1
3925319	3925319-2
3925319	3925319-3
3925343	3869558-4
3925343	3925343-2
3925343	3869558-2
3925374	3878262-2
3925385	3920652-2
3925385	3865824-3
3925385	3865824-1
3925409	3925409-1
3925409	3860585-1
3925428	3925428-1
3925432	3925432-1
3925433	3925433-1
3925433	3925433-2
3925460	3860629-2
3925460	3860629-1
3925461	3860629-1
3925461	3860629-2
3925466	3873592-1
3925472	3925472-1
3925494	3887441-1
3925499	3864279-1
3925504	3892821-2
3925504	3892821-1
3925504	3864434-1
3925506	3883463-1
3925506	3925506-2
3925511	3901861-1
3925520	3896193-1
3925524	3925524-1
3925524	3925524-2
3925524	3925524-3
3925524	3925524-4
3925530	3925530-1
3925539	3925539-1
3925539	3925539-2
3925553	3925553-1
3925558	3865748-3
3925558	3925558-2
3925558	3925558-3
3925563	3925563-1
3925563	3925563-2
3925563	3925563-3
3925593	3863501-1
3925596	3925596-1
3925597	3878319-1
3925597	3925597-2
3925597	3925597-3
3925604	3925604-1
3925607	3925607-1
3925610	3925610-1
3925610	3925610-2
3925610	3925610-3
3925623	3925623-1
3925633	3925633-1
3925638	3925638-1
3925639	3925639-1
3925642	3925642-1
3925642	3925642-2
3925643	3925642-2
3925643	3925643-2
3925643	3925642-1
3925646	3925646-1
3925646	3925646-2
3925646	3889226-1
3925648	3900827-3
3925648	3860892-1
3925648	3889065-1
3925653	3925653-1
3925654	3925642-1
3925654	3925642-2
3925655	3870857-2
3925660	3925660-1
3925664	3925664-1
3925664	3925664-2
3925666	3925666-1
3925666	3925666-2
3925670	3863163-3
3925670	3925670-2
3925683	3911955-1
3925683	3904015-2
3925684	3916215-2
3925684	3903405-1
3925690	3898480-2
3925691	3903405-1
3925691	3916215-2
3925704	3925704-1
3925710	3925710-1
3925715	3925715-1
3925729	3925729-1
3925746	3898403-1
3925751	3925751-1
3925751	3922637-1
3925765	3925765-1
3925765	3925765-2
3925769	3924249-1
3925770	3925770-1
3925770	3925770-2
3925770	3925770-3
3925775	3925775-1
3925777	3925777-1
3925780	3925780-1
3925781	3925781-1
3925781	3925781-2
3925796	3925796-1
3925801	3925801-1
3925801	3925801-2
3925801	3925801-3
3925801	3925801-4
3925801	3925801-5
3925805	3861783-2
3925821	3925821-1
3925827	3925827-1
3925828	3925828-1
3925829	3925829-1
3925831	3925831-1
3925833	3925833-1
3925834	3900905-1
3925834	3925834-2
3925834	3900905-2
3925835	3876486-1
3925835	3925835-2
3925842	3925842-1
3925842	3925842-2
3925851	3925851-1
3925854	3898714-1
3925862	3924764-1
3925869	3925869-1
3925875	3925875-1
3925879	3925879-1
3925880	3911474-1
3925885	3925885-1
3925890	3925890-1
3925899	3925899-1
3925899	3863807-1
3925908	3925908-1
3925918	3891243-1
3925923	3925923-1
3925923	3925923-2
3925935	3925935-1
3925939	3925939-1
3925940	3925940-1
3925940	3925940-2
3925941	3925941-1
3925949	3925949-1
3925951	3875650-1
3925951	3925951-2
3925959	3925959-1
3925959	3925959-2
3925965	3925965-1
3925983	3925983-1
3925993	3925993-1
3926018	3926018-1
3926021	3926021-1
3926021	3926021-2
3926021	3926021-3
3926021	3892288-1
3926040	3926040-1
3926044	3896664-1
3926046	3926046-1
3926055	3875802-1
3926059	3926059-1
3926065	3926065-1
3926065	3926065-2
3926087	3926087-1
3926090	3926090-1
3926104	3926104-1
3926110	3869986-1
3926110	3926110-2
3926122	3891162-1
3926129	3872211-1
3926137	3926137-1
3926139	3926139-1
3926140	3926140-1
3926143	3926143-1
3926145	3926145-1
3926159	3896346-1
3926159	3926159-2
3926160	3926160-1
3926168	3926168-1
3926170	3926170-1
3926175	3926175-1
3926175	3926175-2
3926176	3875299-1
3926176	3893278-1
3926188	3926188-1
3926188	3923939-1
3926192	3926192-1
3926199	3926199-1
3926200	3926200-1
3926203	3926203-1
3926203	3926203-2
3926213	3926213-1
3926229	3926229-1
3926230	3926230-1
3926230	3926230-2
3926230	3926230-3
3926231	3926231-1
3926231	3926231-2
3926231	3926231-3
3926231	3926231-4
3926232	3882911-2
3926232	3882911-1
3926234	3926234-1
3926237	3926237-1
3926241	3926241-1
3926241	3926241-2
3926241	3926241-3
3926247	3926247-1
3926247	3926247-2
3926247	3926247-3
3926247	3926247-4
3926247	3926247-5
3926247	3926247-6
3926254	3926254-1
3926254	3926254-2
3926254	3926254-3
3926258	3926258-1
3926258	3881552-1
3926262	3926262-1
3926268	3926268-1
3926275	3926275-1
3926286	3926286-1
3926287	3926287-1
3926291	3921854-2
3926291	3871503-1
3926291	3926291-3
3926291	3926291-4
3926295	3926295-1
3926305	3923156-1
3926312	3879757-2
3926312	3879757-1
3926322	3926322-1
3926336	3926336-1
3926336	3926336-2
3926349	3878975-1
3926361	3926361-1
3926362	3926362-1
3926362	3926362-2
3926363	3926363-1
3926365	3926365-1
3926367	3860892-1
3926367	3926367-2
3926374	3873031-1
3926374	3873031-2
3926375	3873031-1
3926375	3873031-2
3926380	3926380-1
3926380	3926380-2
3926388	3926388-1
3926388	3926388-2
3926390	3926390-1
3926390	3926390-2
3926390	3926390-3
3926392	3872613-2
3926400	3926400-1
3926413	3926413-1
3926420	3926420-1
3926425	3926425-1
3926425	3926425-2
3926425	3926425-3
3926444	3926444-1
3926444	3926444-2
3926456	3926456-1
3926465	3926465-1
3926465	3926465-2
3926473	3926473-1
3926479	3920204-2
3926479	3926479-2
3926479	3920204-1
3926491	3926491-1
3926505	3926505-1
3926527	3878107-1
3926527	3926527-2
3926527	3878107-2
3926534	3926534-1
3926537	3926537-1
3926538	3926538-1
3926541	3926541-1
3926567	3926567-1
3926567	3859119-1
3926575	3917465-1
3926582	3926582-1
3926582	3926582-2
3926596	3926596-1
3926610	3865751-1
3926690	3879194-1
3926690	3879194-3
3926694	3909320-1
3926694	3895390-1
3926703	3862883-1
3926708	3905047-1
3926722	3926722-1
3926735	3876502-2
3926735	3876502-1
3926742	3922325-1
3926745	3926745-1
3926776	3926776-1
3926776	3926776-2
3926780	3867277-1
3926785	3926785-1
3926798	3926798-1
3926800	3918907-1
3926802	3926802-1
3926806	3926806-1
3926806	3926806-2
3926806	3926806-3
3926815	3926815-1
3926823	3923672-2
3926823	3926823-2
3926834	3904797-1
3926834	3926834-2
3926845	3862910-1
3926854	3885020-1
3926854	3926854-2
3926884	3926884-1
3926903	3926903-1
3926904	3926903-1
3926906	3926906-1
3926906	3926906-2
3926906	3926906-3
3926913	3904584-1
3926913	3926913-2
3926933	3860566-1
3926947	3926947-1
3926991	3860718-1
3926992	3891698-1
3927002	3862319-1
3927003	3923860-1
3927003	3927003-2
3927019	3859333-2
3927019	3927019-2
3927026	3927026-1
3927026	3927026-2
3927027	3927027-1
3927027	3904584-1
3927028	3873590-3
3927033	3904868-2
3927037	3862134-1
3927058	3927058-1
3927059	3927058-1
3927059	3927059-2
3927060	3927058-1
3927061	3867317-1
3927061	3903138-1
3927062	3860658-2
3927062	3876678-2
3927062	3876678-1
3927067	3903054-1
3927067	3862883-1
3927074	3879475-2
3927078	3927078-1
3927078	3927078-2
3927086	3860410-1
3927103	3927103-1
3927103	3927103-2
3927103	3927103-3
3927103	3927103-4
3927116	3927116-1
3927116	3927116-2
3927118	3927118-1
3927138	3862255-1
3927146	3882199-1
3927157	3927157-1
3927163	3917781-2
3927163	3917781-1
3927184	3925428-1
3927188	3860705-3
3927188	3927188-2
3927188	3860705-1
3927197	3927197-1
3927214	3883653-1
3927215	3883653-1
3927216	3865824-3
3927216	3897415-1
3927219	3860410-1
3927220	3860410-1
3927222	3927222-1
3927222	3927222-2
3927222	3927222-3
3927230	3885522-1
3927230	3885522-2
3927233	3927233-1
3927237	3927237-1
3927239	3924043-3
3927242	3927242-1
3927242	3874240-1
3927254	3927254-1
3927258	3927258-1
3927260	3927260-1
3927260	3927259-1
3927266	3895322-2
3927266	3860757-1
3927275	3927275-1
3927275	3927275-2
3927282	3860080-1
3927298	3866964-1
3927311	3927311-1
3927311	3927311-2
3927315	3927315-1
3927318	3908193-1
3927319	3927319-1
3927320	3927320-1
3927320	3927320-2
3927321	3925664-1
3927322	3859529-3
3927322	3861354-1
3927322	3873833-3
3927325	3927325-1
3927325	3927325-2
3927325	3927325-3
3927334	3927334-1
3927336	3927336-1
3927336	3927336-2
3927352	3862397-2
3927362	3927362-1
3927366	3927366-1
3927366	3927366-2
3927366	3927366-3
3927369	3909713-1
3927369	3927369-2
3927370	3927370-1
3927377	3927377-1
3927388	3927388-1
3927393	3858514-2
3927397	3927397-1
3927397	3860895-1
3927401	3867574-1
3927409	3927409-1
3927409	3921580-1
3927409	3927409-3
3927411	3927411-1
3927411	3927411-2
3927411	3927411-3
3927421	3927421-1
3927425	3927425-1
3927425	3922976-2
3927427	3927427-1
3927434	3927434-1
3927456	3927456-1
3927458	3927458-1
3927463	3905400-3
3927463	3876510-2
3927463	3905400-2
3927468	3927468-1
3927468	3927468-2
3927468	3927468-3
3927468	3873989-2
3927469	3927456-1
3927477	3927477-1
3927491	3927491-1
3927492	3927492-1
3927504	3927504-1
3927505	3866816-1
3927512	3897840-1
3927524	3921403-1
3927526	3927526-1
3927530	3859966-1
3927532	3927532-1
3927534	3927534-1
3927534	3927534-2
3927536	3927536-1
3927546	3927546-1
3927551	3896664-1
3927556	3927556-1
3927560	3927560-1
3927578	3927578-1
3927582	3906822-1
3927582	3906822-1
3927584	3875832-1
3927591	3877334-1
3927597	3879089-2
3927597	3879089-1
3927597	3879089-3
3927617	3927617-1
3927617	3927617-2
3927617	3878766-2
3927620	3927620-1
3927632	3927632-1
3927647	3927647-1
3927652	3927652-1
3927663	3927663-1
3927663	3927663-2
3927666	3880156-1
3927668	3927668-1
3927669	3927669-1
3927677	3927677-1
3927677	3882322-1
3927684	3927684-1
3927688	3927688-1
3927688	3927688-2
3927689	3927689-1
3927689	3927689-2
3927693	3927693-1
3927703	3912638-1
3927707	3877672-1
3927710	3927710-1
3927710	3888301-1
3927715	3909958-1
3927721	3927721-1
3927727	3927727-1
3927728	3927728-1
3927741	3858531-1
3927742	3927742-1
3927742	3927742-2
3927753	3927753-1
3927753	3927753-2
3927755	3927755-1
3927758	3917050-1
3927764	3927764-1
3927771	3881306-4
3927771	3901009-1
3927775	3927775-1
3927776	3877538-1
3927779	3927779-1
3927784	3927784-1
3927785	3927785-1
3927785	3927785-2
3927788	3927788-1
3927788	3927788-2
3927792	3927792-1
3927792	3927792-2
3927799	3927799-1
3927804	3927804-1
3927806	3858762-1
3927807	3927807-1
