control	grant_year
3948350	1976
3948382	1976
3948396	1976
3948407	1976
3948413	1976
3948416	1976
3948417	1976
3948419	1976
3948432	1976
3948455	1976
3948457	1976
3948464	1976
3948469	1976
3948471	1976
3948473	1976
3948474	1976
3948475	1976
3948485	1976
3948489	1976
3948492	1976
3948518	1976
3948538	1976
3948542	1976
3948543	1976
3948549	1976
3948556	1976
3948564	1976
3948580	1976
3948587	1976
3948601	1976
3948605	1976
3948607	1976
3948608	1976
3948623	1976
3948626	1976
3948628	1976
3948633	1976
3948678	1976
3948680	1976
3948697	1976
3948712	1976
3948723	1976
3948743	1976
3948774	1976
3948779	1976
3948785	1976
3948803	1976
3948806	1976
3948808	1976
3948819	1976
3948824	1976
3948829	1976
3948830	1976
3948840	1976
3948865	1976
3948872	1976
3948883	1976
3948885	1976
3948886	1976
3948910	1976
3948911	1976
3948919	1976
3948922	1976
3948934	1976
3948958	1976
3948961	1976
3948965	1976
3948974	1976
3948976	1976
3948977	1976
3948986	1976
3948987	1976
3948989	1976
3948994	1976
3948996	1976
3949025	1976
3949036	1976
3949040	1976
3949045	1976
3949048	1976
3949058	1976
3949065	1976
3949073	1976
3949084	1976
3949091	1976
3949099	1976
3949113	1976
3949117	1976
3949123	1976
3949129	1976
3949132	1976
3949144	1976
3949162	1976
3949181	1976
3949190	1976
3949191	1976
3949201	1976
3949202	1976
3949203	1976
3949208	1976
3949216	1976
3949220	1976
3949222	1976
3949223	1976
3949225	1976
3949229	1976
3949233	1976
3949239	1976
3949243	1976
3949260	1976
3949285	1976
3949298	1976
3949300	1976
3949308	1976
3949339	1976
3949350	1976
3949353	1976
3949359	1976
3949370	1976
3949378	1976
3949388	1976
3949394	1976
3949398	1976
3949420	1976
3949425	1976
3949445	1976
3949451	1976
3949452	1976
3949462	1976
3949465	1976
3949467	1976
3949470	1976
3949475	1976
3949500	1976
3949504	1976
3949524	1976
3949525	1976
3949527	1976
3949538	1976
3949540	1976
3949548	1976
3949554	1976
3949556	1976
3949561	1976
3949582	1976
3949593	1976
3949601	1976
3949605	1976
3949607	1976
3949609	1976
3949628	1976
3949635	1976
3949641	1976
3949642	1976
3949676	1976
3949682	1976
3949687	1976
3949702	1976
3949716	1976
3949734	1976
3949739	1976
3949742	1976
3949743	1976
3949747	1976
3949749	1976
3949758	1976
3949760	1976
3949768	1976
3949770	1976
3949780	1976
3949786	1976
3949791	1976
3949795	1976
3949807	1976
3949811	1976
3949815	1976
3949818	1976
3949822	1976
3949850	1976
3949854	1976
3949855	1976
3949860	1976
3949863	1976
3949869	1976
3949877	1976
3949883	1976
3949906	1976
3949912	1976
3949917	1976
3949922	1976
3949924	1976
3949926	1976
3949931	1976
3949939	1976
3949944	1976
3949951	1976
3949955	1976
3949958	1976
3949965	1976
3949966	1976
3949972	1976
3949982	1976
3949989	1976
3950017	1976
3950019	1976
3950024	1976
3950030	1976
3950033	1976
3950038	1976
3950047	1976
3950052	1976
3950056	1976
3950058	1976
3950059	1976
3950063	1976
3950069	1976
3950071	1976
3950072	1976
3950078	1976
3950099	1976
3950104	1976
3950105	1976
3950107	1976
3950109	1976
3950118	1976
3950123	1976
3950127	1976
3950129	1976
3950133	1976
3950134	1976
3950152	1976
3950157	1976
3950160	1976
3950179	1976
3950188	1976
3950193	1976
3950196	1976
3950213	1976
3950216	1976
3950224	1976
3950226	1976
3950233	1976
3950234	1976
3950246	1976
3950251	1976
3950264	1976
3950287	1976
3950291	1976
3950292	1976
3950298	1976
3950316	1976
3950350	1976
3950372	1976
3950390	1976
3950407	1976
3950421	1976
3950422	1976
3950444	1976
3950459	1976
3950477	1976
3950481	1976
3950494	1976
3950503	1976
3950525	1976
3950530	1976
3950547	1976
3950556	1976
3950558	1976
3950567	1976
3950571	1976
3950585	1976
3950588	1976
3950611	1976
3950613	1976
3950622	1976
3950632	1976
3950635	1976
3950636	1976
3950642	1976
3950650	1976
3950654	1976
3950658	1976
3950661	1976
3950667	1976
3950677	1976
3950678	1976
3950686	1976
3950703	1976
3950704	1976
3950708	1976
3950712	1976
3950729	1976
3950746	1976
3950747	1976
3950751	1976
3950763	1976
3950783	1976
3950786	1976
3950788	1976
3950792	1976
3950797	1976
3950800	1976
3950803	1976
3950804	1976
3950807	1976
3950809	1976
3950812	1976
3950813	1976
3950814	1976
3950816	1976
3950817	1976
3950818	1976
3950832	1976
3950841	1976
3950846	1976
3950848	1976
3950857	1976
3950870	1976
3950887	1976
3950890	1976
3950906	1976
3950917	1976
3950934	1976
3950958	1976
3950974	1976
3950980	1976
3950984	1976
3950994	1976
3950996	1976
3950997	1976
3950998	1976
3951030	1976
3951031	1976
3951053	1976
3951054	1976
3951066	1976
3951067	1976
3951068	1976
3951072	1976
3951073	1976
3951074	1976
3951080	1976
3951096	1976
3951099	1976
3951123	1976
3951125	1976
3951127	1976
3951143	1976
3951145	1976
3951154	1976
3951157	1976
3951161	1976
3951163	1976
3951170	1976
3951173	1976
3951174	1976
3951175	1976
3951186	1976
3951187	1976
3951202	1976
3951206	1976
3951212	1976
3951215	1976
3951221	1976
3951222	1976
3951238	1976
3951251	1976
3951265	1976
3951271	1976
3951273	1976
3951278	1976
3951279	1976
3951289	1976
3951297	1976
3951301	1976
3951302	1976
3951305	1976
3951306	1976
3951310	1976
3951312	1976
3951315	1976
3951319	1976
3951334	1976
3951339	1976
3951342	1976
3951343	1976
3951344	1976
3951358	1976
3951362	1976
3951370	1976
3951372	1976
3951383	1976
3951386	1976
3951387	1976
3951391	1976
3951395	1976
3951402	1976
3951405	1976
3951415	1976
3951418	1976
3951442	1976
3951444	1976
3951448	1976
3951449	1976
3951454	1976
3951456	1976
3951465	1976
3951487	1976
3951495	1976
3951497	1976
3951506	1976
3951511	1976
3951513	1976
3951514	1976
3951515	1976
3951521	1976
3951526	1976
3951536	1976
3951543	1976
3951545	1976
3951546	1976
3951553	1976
3951561	1976
3951565	1976
3951568	1976
3951572	1976
3951576	1976
3951589	1976
3951604	1976
3951606	1976
3951607	1976
3951608	1976
3951609	1976
3951614	1976
3951617	1976
3951618	1976
3951620	1976
3951622	1976
3951628	1976
3951644	1976
3951657	1976
3951676	1976
3951697	1976
3951711	1976
3951713	1976
3951718	1976
3951734	1976
3951764	1976
3951782	1976
3951794	1976
3951796	1976
3951804	1976
3951810	1976
3951815	1976
3951816	1976
3951820	1976
3951823	1976
3951833	1976
3951837	1976
3951854	1976
3951863	1976
3951864	1976
3951881	1976
3951885	1976
3951894	1976
3951895	1976
3951902	1976
3951906	1976
3951907	1976
3951922	1976
3951923	1976
3951933	1976
3951952	1976
3951980	1976
3952004	1976
3952020	1976
3952039	1976
3952043	1976
3952047	1976
3952052	1976
3952058	1976
3952064	1976
3952083	1976
3952114	1976
3952126	1976
3952133	1976
3952144	1976
3952151	1976
3952155	1976
3952156	1976
3952163	1976
3952169	1976
3952170	1976
3952186	1976
3952196	1976
3952205	1976
3952212	1976
3952217	1976
3952235	1976
3952244	1976
3952245	1976
3952262	1976
3952265	1976
3952269	1976
3952272	1976
3952279	1976
3952280	1976
3952283	1976
3952285	1976
3952290	1976
3952296	1976
3952299	1976
3952301	1976
3952302	1976
3952304	1976
3952324	1976
3952326	1976
3952334	1976
3952337	1976
3952338	1976
3952340	1976
3952343	1976
3952345	1976
3952352	1976
3952354	1976
3952356	1976
3952359	1976
3952374	1976
3952389	1976
3952394	1976
3952396	1976
3952400	1976
3952401	1976
3952410	1976
3952413	1976
3952414	1976
3952415	1976
3952419	1976
3952442	1976
3952446	1976
3952457	1976
3952474	1976
3952505	1976
3952512	1976
3952519	1976
3952526	1976
3952527	1976
3952543	1976
3952565	1976
3952575	1976
3952582	1976
3952598	1976
3952601	1976
3952611	1976
3952618	1976
3952623	1976
3952640	1976
3952647	1976
3952649	1976
3952653	1976
3952658	1976
3952659	1976
3952664	1976
3952678	1976
3952680	1976
3952694	1976
3952698	1976
3952702	1976
3952706	1976
3952716	1976
3952722	1976
3952725	1976
3952732	1976
3952747	1976
3952748	1976
3952751	1976
3952756	1976
3952757	1976
3952766	1976
3952769	1976
3952798	1976
3952800	1976
3952803	1976
3952806	1976
3952812	1976
3952817	1976
3952826	1976
3952830	1976
3952832	1976
3952864	1976
3952871	1976
3952876	1976
3952877	1976
3952878	1976
3952880	1976
3952881	1976
3952884	1976
3952888	1976
3952894	1976
3952899	1976
3952902	1976
3952908	1976
3952912	1976
3952914	1976
3952916	1976
3952917	1976
3952927	1976
3952948	1976
3952955	1976
3952956	1976
3952973	1976
3952974	1976
3952979	1976
3952981	1976
3952982	1976
3952998	1976
3952999	1976
3953014	1976
3953015	1976
3953025	1976
3953026	1976
3953029	1976
3953032	1976
3953042	1976
3953044	1976
3953047	1976
3953059	1976
3953062	1976
3953066	1976
3953072	1976
3953076	1976
3953086	1976
3953094	1976
3953098	1976
3953104	1976
3953105	1976
3953113	1976
3953127	1976
3953129	1976
3953138	1976
3953144	1976
3953154	1976
3953158	1976
3953192	1976
3953208	1976
3953214	1976
3953234	1976
3953249	1976
3953268	1976
3953273	1976
3953279	1976
3953287	1976
3953294	1976
3953295	1976
3953327	1976
3953338	1976
3953353	1976
3953354	1976
3953362	1976
3953364	1976
3953400	1976
3953406	1976
3953444	1976
3953466	1976
3953477	1976
3953478	1976
3953507	1976
3953532	1976
3953544	1976
3953551	1976
3953595	1976
3953616	1976
3953618	1976
3953634	1976
3953637	1976
3953642	1976
3953646	1976
3953647	1976
3953653	1976
3953670	1976
3953679	1976
3953682	1976
3953683	1976
3953688	1976
3953689	1976
3953697	1976
3953700	1976
3953708	1976
3953731	1976
3953734	1976
3953768	1976
3953769	1976
3953783	1976
3953788	1976
3953812	1976
3953825	1976
3953831	1976
3953833	1976
3953835	1976
3953838	1976
3953840	1976
3953841	1976
3953842	1976
3953844	1976
3953856	1976
3953866	1976
3953873	1976
3953889	1976
3953890	1976
3953894	1976
3953896	1976
3953906	1976
3953920	1976
3953923	1976
3953924	1976
3953925	1976
3953926	1976
3953937	1976
3953956	1976
3953958	1976
3953967	1976
3953972	1976
3953974	1976
3953993	1976
3953994	1976
3953996	1976
3954004	1976
3954011	1976
3954012	1976
3954013	1976
3954025	1976
3954032	1976
3954054	1976
3954058	1976
3954063	1976
3954064	1976
3954068	1976
3954085	1976
3954097	1976
3954101	1976
3954102	1976
3954118	1976
3954124	1976
3954128	1976
3954140	1976
3954142	1976
3954145	1976
3954160	1976
3954163	1976
3954169	1976
3954170	1976
3954171	1976
3954175	1976
3954178	1976
3954190	1976
3954199	1976
3954217	1976
3954223	1976
3954224	1976
3954226	1976
3954231	1976
3954232	1976
3954252	1976
3954265	1976
3954267	1976
3954279	1976
3954282	1976
3954283	1976
3954296	1976
3954297	1976
3954314	1976
3954319	1976
3954324	1976
3954325	1976
3954339	1976
3954345	1976
3954349	1976
3954363	1976
3954377	1976
3954384	1976
3954385	1976
3954389	1976
3954393	1976
3954420	1976
3954428	1976
3954438	1976
3954457	1976
3954458	1976
3954469	1976
3954475	1976
3954488	1976
3954494	1976
3954514	1976
3954518	1976
3954534	1976
3954550	1976
3954561	1976
3954568	1976
3954569	1976
3954578	1976
3954590	1976
3954594	1976
3954619	1976
3954622	1976
3954624	1976
3954628	1976
3954629	1976
3954636	1976
3954639	1976
3954644	1976
3954660	1976
3954661	1976
3954671	1976
3954684	1976
3954685	1976
3954693	1976
3954701	1976
3954718	1976
3954750	1976
3954766	1976
3954781	1976
3954786	1976
3954787	1976
3954788	1976
3954792	1976
3954798	1976
3954800	1976
3954818	1976
3954828	1976
3954842	1976
3954862	1976
3954914	1976
3954918	1976
3954931	1976
3954932	1976
3954934	1976
3954941	1976
3954954	1976
3954962	1976
3954963	1976
3954964	1976
3954965	1976
3954991	1976
3954994	1976
3954998	1976
3955008	1976
3955034	1976
3955051	1976
3955062	1976
3955068	1976
3955071	1976
3955072	1976
3955074	1976
3955075	1976
3955084	1976
3955089	1976
3955090	1976
3955099	1976
3955101	1976
3955103	1976
3955123	1976
3955135	1976
3955137	1976
3955140	1976
3955150	1976
3955161	1976
3955163	1976
3955172	1976
3955178	1976
3955183	1976
3955184	1976
3955189	1976
3955199	1976
3955203	1976
3955230	1976
3955239	1976
3955264	1976
3955267	1976
3955268	1976
3955271	1976
3955282	1976
3955290	1976
3955304	1976
3955305	1976
3955310	1976
3955318	1976
3955321	1976
3955328	1976
3955361	1976
3955365	1976
3955369	1976
3955377	1976
3955389	1976
3955397	1976
3955399	1976
3955405	1976
3955413	1976
3955414	1976
3955420	1976
3955426	1976
3955428	1976
3955443	1976
3955450	1976
3955455	1976
3955458	1976
3955466	1976
3955467	1976
3955471	1976
3955482	1976
3955486	1976
3955488	1976
3955492	1976
3955498	1976
3955505	1976
3955513	1976
3955525	1976
3955537	1976
3955542	1976
3955553	1976
3955566	1976
3955568	1976
3955570	1976
3955574	1976
3955580	1976
3955581	1976
3955587	1976
3955592	1976
3955593	1976
3955599	1976
3955600	1976
3955610	1976
3955622	1976
3955626	1976
3955650	1976
3955653	1976
3955668	1976
3955671	1976
3955672	1976
3955673	1976
3955709	1976
3955713	1976
3955715	1976
3955723	1976
3955724	1976
3955726	1976
3955727	1976
3955729	1976
3955730	1976
3955731	1976
3955740	1976
3955742	1976
3955762	1976
3955763	1976
3955777	1976
3955784	1976
3955787	1976
3955841	1976
3955859	1976
3955873	1976
3955878	1976
3955884	1976
3955885	1976
3955891	1976
3955896	1976
3955914	1976
3955930	1976
3955941	1976
3955992	1976
3955994	1976
3955998	1976
3956001	1976
3956012	1976
3956014	1976
3956015	1976
3956027	1976
3956030	1976
3956031	1976
3956042	1976
3956044	1976
3956055	1976
3956059	1976
3956060	1976
3956061	1976
3956062	1976
3956063	1976
3956069	1976
3956070	1976
3956071	1976
3956072	1976
3956076	1976
3956088	1976
3956093	1976
3956094	1976
3956096	1976
3956118	1976
3956122	1976
3956126	1976
3956137	1976
3956139	1976
3956167	1976
3956174	1976
3956177	1976
3956183	1976
3956198	1976
3956207	1976
3956232	1976
3956240	1976
3956241	1976
3956247	1976
3956257	1976
3956259	1976
3956284	1976
3956293	1976
3956305	1976
3956308	1976
3956315	1976
3956318	1976
3956338	1976
3956349	1976
3956356	1976
3956359	1976
3956364	1976
3956400	1976
3956401	1976
3956407	1976
3956411	1976
3956430	1976
3956432	1976
3956443	1976
3956445	1976
3956453	1976
3956460	1976
3956466	1976
3956486	1976
3956489	1976
3956500	1976
3956505	1976
3956507	1976
3956528	1976
3956534	1976
3956543	1976
3956567	1976
3956573	1976
3956588	1976
3956600	1976
3956615	1976
3956622	1976
3956623	1976
3956632	1976
3956638	1976
3956644	1976
3956665	1976
3956673	1976
3956681	1976
3956687	1976
3956690	1976
3956692	1976
3956695	1976
3956706	1976
3956712	1976
3956717	1976
3956742	1976
3956743	1976
3956749	1976
3956750	1976
3956766	1976
3956768	1976
3956769	1976
3956771	1976
3956775	1976
3956784	1976
3956785	1976
3956786	1976
3956787	1976
3956789	1976
3956801	1976
3956814	1976
3956816	1976
3956817	1976
3956825	1976
3956833	1976
3956836	1976
3956838	1976
3956841	1976
3956845	1976
3956858	1976
3956869	1976
3956895	1976
3956898	1976
3956915	1976
3956917	1976
3956920	1976
3956922	1976
3956927	1976
3956932	1976
3956937	1976
3956949	1976
3956954	1976
3956956	1976
3956960	1976
3956962	1976
3956966	1976
3956967	1976
3956981	1976
3956991	1976
3956997	1976
3957001	1976
3957013	1976
3957017	1976
3957019	1976
3957025	1976
3957029	1976
3957032	1976
3957033	1976
3957037	1976
3957053	1976
3957055	1976
3957056	1976
3957067	1976
3957095	1976
3957096	1976
3957105	1976
3957108	1976
3957114	1976
3957116	1976
3957117	1976
3957125	1976
3957132	1976
3957134	1976
3957175	1976
3957178	1976
3957183	1976
3957184	1976
3957194	1976
3957204	1976
3957205	1976
3957206	1976
3957209	1976
3957220	1976
3957228	1976
3957230	1976
3957241	1976
3957249	1976
3957251	1976
3957276	1976
3957277	1976
3957285	1976
3957286	1976
3957294	1976
3957296	1976
3957302	1976
3957308	1976
3957317	1976
3957327	1976
3957335	1976
3957337	1976
3957339	1976
3957341	1976
3957353	1976
3957359	1976
3957364	1976
3957369	1976
3957375	1976
3957382	1976
3957383	1976
3957384	1976
3957389	1976
3957391	1976
3957393	1976
3957395	1976
3957398	1976
3957401	1976
3957410	1976
3957416	1976
3957417	1976
3957432	1976
3957436	1976
3957507	1976
3957529	1976
3957530	1976
3957554	1976
3957557	1976
3957565	1976
3957580	1976
3957585	1976
3957589	1976
3957631	1976
3957634	1976
3957639	1976
3957647	1976
3957651	1976
3957668	1976
3957676	1976
3957688	1976
3957703	1976
3957709	1976
3957719	1976
3957724	1976
3957731	1976
3957733	1976
3957741	1976
3957781	1976
3957784	1976
3957797	1976
3957811	1976
3957840	1976
3957848	1976
3957849	1976
3957857	1976
3957859	1976
3957869	1976
3957875	1976
3957901	1976
3957907	1976
3957914	1976
3957926	1976
3957928	1976
3957930	1976
3957933	1976
3957934	1976
3957956	1976
3957960	1976
3957980	1976
3957994	1976
3958000	1976
3958006	1976
3958010	1976
3958012	1976
3958016	1976
3958025	1976
3958036	1976
3958038	1976
3958048	1976
3958064	1976
3958087	1976
3958096	1976
3958099	1976
3958105	1976
3958107	1976
3958109	1976
3958113	1976
3958118	1976
3958119	1976
3958124	1976
3958130	1976
3958133	1976
3958140	1976
3958143	1976
3958147	1976
3958157	1976
3958158	1976
3958159	1976
3958161	1976
3958165	1976
3958172	1976
3958176	1976
3958184	1976
3958188	1976
3958192	1976
3958193	1976
3958195	1976
3958212	1976
3958213	1976
3958214	1976
3958216	1976
3958217	1976
3958218	1976
3958219	1976
3958221	1976
3958239	1976
3958241	1976
3958251	1976
3958255	1976
3958262	1976
3958267	1976
3958275	1976
3958276	1976
3958279	1976
3958280	1976
3958289	1976
3958293	1976
3958294	1976
3958317	1976
3958332	1976
3958340	1976
3958347	1976
3958349	1976
3958352	1976
3958381	1976
3958388	1976
3958411	1976
3958428	1976
3958446	1976
3958447	1976
3958455	1976
3958456	1976
3958460	1976
3958468	1976
3958474	1976
3958477	1976
3958484	1976
3958490	1976
3958505	1976
3958522	1976
3958523	1976
3958528	1976
3958542	1976
3958558	1976
3958559	1976
3958564	1976
3958567	1976
3958568	1976
3958584	1976
3958587	1976
3958592	1976
3958597	1976
3958599	1976
3958617	1976
3958624	1976
3958635	1976
3958637	1976
3958638	1976
3958647	1976
3958650	1976
3958664	1976
3958690	1976
3958695	1976
3958708	1976
3958712	1976
3958727	1976
3958729	1976
3958737	1976
3958740	1976
3958753	1976
3958768	1976
3958770	1976
3958773	1976
3958777	1976
3958791	1976
3958792	1976
3958793	1976
3958794	1976
3958802	1976
3958808	1976
3958816	1976
3958819	1976
3958841	1976
3958842	1976
3958846	1976
3958847	1976
3958848	1976
3958849	1976
3958853	1976
3958856	1976
3958859	1976
3958867	1976
3958890	1976
3958893	1976
3958894	1976
3958895	1976
3958905	1976
3958922	1976
3958923	1976
3958944	1976
3958945	1976
3958946	1976
3958947	1976
3958948	1976
3958959	1976
3958967	1976
3959003	1976
3959006	1976
3959007	1976
3959010	1976
3959044	1976
3959045	1976
3959048	1976
3959052	1976
3959065	1976
3959069	1976
3959070	1976
3959071	1976
3959072	1976
3959077	1976
3959081	1976
3959089	1976
3959091	1976
3959107	1976
3959124	1976
3959126	1976
3959133	1976
3959146	1976
3959151	1976
3959171	1976
3959172	1976
3959178	1976
3959180	1976
3959190	1976
3959202	1976
3959231	1976
3959246	1976
3959271	1976
3959287	1976
3959304	1976
3959323	1976
3959334	1976
3959368	1976
3959383	1976
3959401	1976
3959412	1976
3959416	1976
3959418	1976
3959426	1976
3959442	1976
3959489	1976
3959500	1976
3959516	1976
3959523	1976
3959535	1976
3959539	1976
3959542	1976
3959548	1976
3959557	1976
3959558	1976
3959568	1976
3959582	1976
3959586	1976
3959591	1976
3959595	1976
3959598	1976
3959603	1976
3959604	1976
3959605	1976
3959609	1976
3959618	1976
3959628	1976
3959633	1976
3959649	1976
3959650	1976
3959651	1976
3959665	1976
3959680	1976
3959693	1976
3959699	1976
3959714	1976
3959732	1976
3959733	1976
3959739	1976
3959740	1976
3959741	1976
3959746	1976
3959764	1976
3959766	1976
3959768	1976
3959770	1976
3959774	1976
3959777	1976
3959781	1976
3959784	1976
3959785	1976
3959790	1976
3959803	1976
3959804	1976
3959806	1976
3959809	1976
3959815	1976
3959822	1976
3959826	1976
3959827	1976
3959831	1976
3959846	1976
3959871	1976
3959880	1976
3959883	1976
3959885	1976
3959886	1976
3959895	1976
3959908	1976
3959916	1976
3959918	1976
3959922	1976
3959937	1976
3959947	1976
3959948	1976
3959954	1976
3959958	1976
3959975	1976
3959987	1976
3959989	1976
3959995	1976
3959997	1976
3960001	1976
3960002	1976
3960004	1976
3960007	1976
3960009	1976
3960013	1976
3960014	1976
3960030	1976
3960033	1976
3960036	1976
3960047	1976
3960052	1976
3960070	1976
3960074	1976
3960080	1976
3960091	1976
3960093	1976
3960099	1976
3960104	1976
3960106	1976
3960107	1976
3960116	1976
3960117	1976
3960128	1976
3960132	1976
3960141	1976
3960142	1976
3960144	1976
3960145	1976
3960146	1976
3960155	1976
3960156	1976
3960159	1976
3960179	1976
3960181	1976
3960206	1976
3960208	1976
3960211	1976
3960212	1976
3960215	1976
3960218	1976
3960234	1976
3960236	1976
3960246	1976
3960252	1976
3960257	1976
3960269	1976
3960271	1976
3960272	1976
3960277	1976
3960282	1976
3960283	1976
3960284	1976
3960293	1976
3960294	1976
3960297	1976
3960302	1976
3960317	1976
3960319	1976
3960325	1976
3960327	1976
3960331	1976
3960333	1976
3960338	1976
3960342	1976
3960343	1976
3960348	1976
3960355	1976
3960356	1976
3960361	1976
3960363	1976
3960371	1976
3960398	1976
3960402	1976
3960416	1976
3960422	1976
3960425	1976
3960428	1976
3960429	1976
3960432	1976
3960437	1976
3960438	1976
3960440	1976
3960448	1976
3960449	1976
3960452	1976
3960465	1976
3960466	1976
3960497	1976
3960502	1976
3960504	1976
3960509	1976
3960512	1976
3960515	1976
3960525	1976
3960542	1976
3960552	1976
3960565	1976
3960613	1976
3960614	1976
3960629	1976
3960632	1976
3960643	1976
3960644	1976
3960657	1976
3960670	1976
3960715	1976
3960718	1976
3960719	1976
3960734	1976
3960739	1976
3960747	1976
3960754	1976
3960773	1976
3960781	1976
3960785	1976
3960801	1976
3960807	1976
3960832	1976
3960869	1976
3960881	1976
3960901	1976
3960907	1976
3960913	1976
3960917	1976
3960921	1976
3960922	1976
3960936	1976
3960937	1976
3960943	1976
3960944	1976
3960950	1976
3960951	1976
3960957	1976
3960963	1976
3960972	1976
3960973	1976
3960983	1976
3960992	1976
3960995	1976
3961007	1976
3961015	1976
3961035	1976
3961059	1976
3961065	1976
3961067	1976
3961081	1976
3961084	1976
3961096	1976
3961130	1976
3961132	1976
3961141	1976
3961153	1976
3961157	1976
3961163	1976
3961172	1976
3961176	1976
3961179	1976
3961180	1976
3961181	1976
3961182	1976
3961197	1976
3961198	1976
3961214	1976
3961224	1976
3961231	1976
3961237	1976
3961239	1976
3961274	1976
3961279	1976
3961282	1976
3961283	1976
3961284	1976
3961286	1976
3961291	1976
3961304	1976
3961305	1976
3961316	1976
3961320	1976
3961325	1976
3961329	1976
3961334	1976
3961335	1976
3961336	1976
3961350	1976
3961380	1976
3961383	1976
3961384	1976
3961385	1976
3961392	1976
3961393	1976
3961399	1976
3961409	1976
3961410	1976
3961415	1976
3961420	1976
3961425	1976
3961433	1976
3961443	1976
3961446	1976
3961455	1976
3961456	1976
3961462	1976
3961476	1976
3961479	1976
3961480	1976
3961483	1976
3961484	1976
3961500	1976
3961503	1976
3961507	1976
3961516	1976
3961520	1976
3961534	1976
3961550	1976
3961555	1976
3961568	1976
3961573	1976
3961575	1976
3961582	1976
3961584	1976
3961594	1976
3961603	1976
3961609	1976
3961624	1976
3961626	1976
3961628	1976
3961629	1976
3961636	1976
3961642	1976
3961654	1976
3961667	1976
3961670	1976
3961674	1976
3961681	1976
3961692	1976
3961701	1976
3961710	1976
3961716	1976
3961730	1976
3961745	1976
3961750	1976
3961752	1976
3961762	1976
3961772	1976
3961787	1976
3961790	1976
3961792	1976
3961794	1976
3961795	1976
3961796	1976
3961806	1976
3961810	1976
3961820	1976
3961822	1976
3961825	1976
3961826	1976
3961838	1976
3961850	1976
3961859	1976
3961876	1976
3961877	1976
3961893	1976
3961902	1976
3961910	1976
3961912	1976
3961918	1976
3961919	1976
3961925	1976
3961942	1976
3961961	1976
3961972	1976
3961980	1976
3961983	1976
3961986	1976
3961988	1976
3962019	1976
3962025	1976
3962026	1976
3962042	1976
3962044	1976
3962050	1976
3962066	1976
3962067	1976
3962072	1976
3962085	1976
3962099	1976
3962101	1976
3962102	1976
3962108	1976
3962111	1976
3962112	1976
3962113	1976
3962120	1976
3962124	1976
3962131	1976
3962134	1976
3962135	1976
3962182	1976
3962190	1976
3962195	1976
3962196	1976
3962225	1976
3962233	1976
3962234	1976
3962260	1976
3962264	1976
3962265	1976
3962305	1976
3962337	1976
3962339	1976
3962346	1976
3962393	1976
3962394	1976
3962405	1976
3962411	1976
3962414	1976
3962422	1976
3962425	1976
3962437	1976
3962468	1976
3962472	1976
3962474	1976
3962476	1976
3962477	1976
3962506	1976
3962509	1976
3962531	1976
3962538	1976
3962542	1976
3962566	1976
3962572	1976
3962575	1976
3962577	1976
3962578	1976
3962579	1976
3962583	1976
3962615	1976
3962618	1976
3962620	1976
3962626	1976
3962630	1976
3962637	1976
3962639	1976
3962654	1976
3962656	1976
3962672	1976
3962675	1976
3962693	1976
3962697	1976
3962701	1976
3962704	1976
3962705	1976
3962717	1976
3962725	1976
3962726	1976
3962736	1976
3962769	1976
3962778	1976
3962788	1976
3962789	1976
3962803	1976
3962805	1976
3962814	1976
3962820	1976
3962822	1976
3962824	1976
3962826	1976
3962832	1976
3962833	1976
3962834	1976
3962836	1976
3962838	1976
3962848	1976
3962865	1976
3962892	1976
3962893	1976
3962899	1976
3962920	1976
3962921	1976
3962934	1976
3962938	1976
3962943	1976
3962946	1976
3962951	1976
3962956	1976
3962962	1976
3962963	1976
3962974	1976
3963001	1976
3963006	1976
3963025	1976
3963034	1976
3963038	1976
3963040	1976
3963044	1976
3963055	1976
3963073	1976
3963076	1976
3963077	1976
3963079	1976
3963083	1976
3963084	1976
3963092	1976
3963109	1976
3963129	1976
3963131	1976
3963136	1976
3963137	1976
3963147	1976
3963150	1976
3963158	1976
3963161	1976
3963183	1976
3963185	1976
3963194	1976
3963195	1976
3963196	1976
3963200	1976
3963208	1976
3963212	1976
3963215	1976
3963233	1976
3963235	1976
3963252	1976
3963263	1976
3963272	1976
3963275	1976
3963289	1976
3963292	1976
3963293	1976
3963299	1976
3963301	1976
3963302	1976
3963308	1976
3963315	1976
3963318	1976
3963323	1976
3963336	1976
3963352	1976
3963353	1976
3963358	1976
3963363	1976
3963367	1976
3963369	1976
3963376	1976
3963380	1976
3963383	1976
3963385	1976
3963391	1976
3963402	1976
3963403	1976
3963405	1976
3963409	1976
3963412	1976
3963414	1976
3963415	1976
3963416	1976
3963421	1976
3963422	1976
3963467	1976
3963470	1976
3963472	1976
3963490	1976
3963503	1976
3963505	1976
3963508	1976
3963513	1976
3963540	1976
3963542	1976
3963544	1976
3963555	1976
3963557	1976
3963571	1976
3963596	1976
3963611	1976
3963612	1976
3963628	1976
3963644	1976
3963654	1976
3963680	1976
3963692	1976
3963697	1976
3963752	1976
3963753	1976
3963757	1976
3963771	1976
3963785	1976
3963794	1976
3963798	1976
3963812	1976
3963842	1976
3963849	1976
3963850	1976
3963852	1976
3963856	1976
3963865	1976
3963882	1976
3963888	1976
3963903	1976
3963909	1976
3963915	1976
3963920	1976
3963921	1976
3963922	1976
3963931	1976
3963943	1976
3963946	1976
