control	grant_year
4289017	1981
4289055	1981
4289069	1981
4289070	1981
4289071	1981
4289078	1981
4289088	1981
4289089	1981
4289092	1981
4289093	1981
4289119	1981
4289122	1981
4289138	1981
4289144	1981
4289155	1981
4289187	1981
4289191	1981
4289198	1981
4289203	1981
4289204	1981
4289212	1981
4289225	1981
4289226	1981
4289233	1981
4289234	1981
4289235	1981
4289241	1981
4289244	1981
4289248	1981
4289258	1981
4289270	1981
4289289	1981
4289305	1981
4289306	1981
4289312	1981
4289315	1981
4289317	1981
4289323	1981
4289324	1981
4289325	1981
4289341	1981
4289348	1981
4289361	1981
4289364	1981
4289367	1981
4289381	1981
4289383	1981
4289384	1981
4289395	1981
4289417	1981
4289419	1981
4289436	1981
4289437	1981
4289451	1981
4289452	1981
4289459	1981
4289460	1981
4289470	1981
4289484	1981
4289486	1981
4289491	1981
4289515	1981
4289516	1981
4289542	1981
4289557	1981
4289563	1981
4289568	1981
4289570	1981
4289573	1981
4289574	1981
4289576	1981
4289586	1981
4289588	1981
4289598	1981
4289608	1981
4289610	1981
4289613	1981
4289615	1981
4289616	1981
4289632	1981
4289634	1981
4289648	1981
4289650	1981
4289653	1981
4289679	1981
4289698	1981
4289701	1981
4289702	1981
4289704	1981
4289709	1981
4289710	1981
4289712	1981
4289714	1981
4289717	1981
4289726	1981
4289742	1981
4289747	1981
4289755	1981
4289758	1981
4289801	1981
4289812	1981
4289879	1981
4289892	1981
4289907	1981
4289909	1981
4289919	1981
4289922	1981
4289946	1981
4289963	1981
4289964	1981
4289979	1981
4289980	1981
4289987	1981
4289993	1981
4289998	1981
4289999	1981
4290000	1981
4290014	1981
4290017	1981
4290020	1981
4290030	1981
4290033	1981
4290040	1981
4290061	1981
4290065	1981
4290076	1981
4290077	1981
4290078	1981
4290083	1981
4290085	1981
4290087	1981
4290093	1981
4290100	1981
4290106	1981
4290110	1981
4290114	1981
4290115	1981
4290122	1981
4290123	1981
4290130	1981
4290139	1981
4290140	1981
4290154	1981
4290156	1981
4290158	1981
4290161	1981
4290174	1981
4290178	1981
4290186	1981
4290192	1981
4290205	1981
4290207	1981
4290211	1981
4290228	1981
4290246	1981
4290254	1981
4290261	1981
4290266	1981
4290273	1981
4290282	1981
4290283	1981
4290297	1981
4290298	1981
4290308	1981
4290310	1981
4290314	1981
4290316	1981
4290334	1981
4290343	1981
4290352	1981
4290381	1981
4290382	1981
4290384	1981
4290386	1981
4290389	1981
4290408	1981
4290411	1981
4290421	1981
4290422	1981
4290425	1981
4290426	1981
4290427	1981
4290435	1981
4290438	1981
4290480	1981
4290482	1981
4290485	1981
4290489	1981
4290502	1981
4290503	1981
4290505	1981
4290521	1981
4290523	1981
4290527	1981
4290541	1981
4290546	1981
4290547	1981
4290550	1981
4290558	1981
4290560	1981
4290570	1981
4290580	1981
4290593	1981
4290601	1981
4290604	1981
4290607	1981
4290615	1981
4290617	1981
4290618	1981
4290635	1981
4290638	1981
4290653	1981
4290654	1981
4290661	1981
4290668	1981
4290670	1981
4290672	1981
4290691	1981
4290697	1981
4290701	1981
4290711	1981
4290719	1981
4290720	1981
4290724	1981
4290734	1981
4290737	1981
4290742	1981
4290755	1981
4290777	1981
4290779	1981
4290810	1981
4290819	1981
4290820	1981
4290832	1981
4290838	1981
4290847	1981
4290855	1981
4290868	1981
4290871	1981
4290878	1981
4290880	1981
4290885	1981
4290888	1981
4290892	1981
4290919	1981
4290924	1981
4290957	1981
4290975	1981
4290976	1981
4291002	1981
4291017	1981
4291025	1981
4291057	1981
4291060	1981
4291072	1981
4291073	1981
4291079	1981
4291081	1981
4291104	1981
4291114	1981
4291116	1981
4291129	1981
4291145	1981
4291154	1981
4291156	1981
4291171	1981
4291187	1981
4291193	1981
4291201	1981
4291204	1981
4291211	1981
4291218	1981
4291232	1981
4291234	1981
4291235	1981
4291243	1981
4291261	1981
4291271	1981
4291286	1981
4291287	1981
4291288	1981
4291294	1981
4291310	1981
4291311	1981
4291312	1981
4291319	1981
4291349	1981
4291350	1981
4291352	1981
4291354	1981
4291366	1981
4291369	1981
4291372	1981
4291374	1981
4291380	1981
4291382	1981
4291383	1981
4291384	1981
4291385	1981
4291389	1981
4291396	1981
4291397	1981
4291407	1981
4291416	1981
4291417	1981
4291421	1981
4291433	1981
4291448	1981
4291454	1981
4291463	1981
4291464	1981
4291468	1981
4291472	1981
4291481	1981
4291486	1981
4291495	1981
4291502	1981
4291510	1981
4291518	1981
4291519	1981
4291524	1981
4291525	1981
4291526	1981
4291541	1981
4291546	1981
4291547	1981
4291557	1981
4291560	1981
4291561	1981
4291568	1981
4291570	1981
4291595	1981
4291607	1981
4291616	1981
4291661	1981
4291663	1981
4291670	1981
4291672	1981
4291673	1981
4291691	1981
4291694	1981
4291697	1981
4291701	1981
4291702	1981
4291705	1981
4291716	1981
4291720	1981
4291726	1981
4291732	1981
4291752	1981
4291754	1981
4291762	1981
4291763	1981
4291772	1981
4291773	1981
4291782	1981
4291785	1981
4291794	1981
4291810	1981
4291817	1981
4291826	1981
4291830	1981
4291832	1981
4291838	1981
4291846	1981
4291848	1981
4291851	1981
4291852	1981
4291853	1981
4291859	1981
4291861	1981
4291866	1981
4291867	1981
4291881	1981
4291884	1981
4291885	1981
4291890	1981
4291905	1981
4291915	1981
4291930	1981
4291931	1981
4291934	1981
4291936	1981
4291941	1981
4291943	1981
4291950	1981
4291953	1981
4291956	1981
4291957	1981
4291968	1981
4291972	1981
4291980	1981
4291984	1981
4291994	1981
4291996	1981
4292004	1981
4292008	1981
4292011	1981
4292017	1981
4292020	1981
4292033	1981
4292042	1981
4292050	1981
4292051	1981
4292061	1981
4292062	1981
4292077	1981
4292090	1981
4292101	1981
4292109	1981
4292110	1981
4292115	1981
4292119	1981
4292126	1981
4292132	1981
4292142	1981
4292143	1981
4292145	1981
4292161	1981
4292165	1981
4292174	1981
4292206	1981
4292209	1981
4292211	1981
4292212	1981
4292214	1981
4292236	1981
4292242	1981
4292262	1981
4292269	1981
4292274	1981
4292279	1981
4292281	1981
4292292	1981
4292304	1981
4292313	1981
4292325	1981
4292333	1981
4292346	1981
4292352	1981
4292356	1981
4292360	1981
4292370	1981
4292375	1981
4292381	1981
4292413	1981
4292415	1981
4292416	1981
4292418	1981
4292444	1981
4292450	1981
4292470	1981
4292475	1981
4292506	1981
4292507	1981
4292526	1981
4292530	1981
4292537	1981
4292542	1981
4292545	1981
4292567	1981
4292569	1981
4292579	1981
4292583	1981
4292599	1981
4292612	1981
4292616	1981
4292625	1981
4292626	1981
4292627	1981
4292628	1981
4292633	1981
4292634	1981
4292647	1981
4292648	1981
4292657	1981
4292661	1981
4292665	1981
4292667	1981
4292669	1981
4292673	1981
4292674	1981
4292685	1981
4292689	1981
4292692	1981
4292699	1981
4292700	1981
4292701	1981
4292702	1981
4292704	1981
4292706	1981
4292714	1981
4292717	1981
4292722	1981
4292752	1981
4292765	1981
4292777	1981
4292784	1981
4292786	1981
4292787	1981
4292791	1981
4292803	1981
4292806	1981
4292807	1981
4292814	1981
4292834	1981
4292835	1981
4292838	1981
4292840	1981
4292843	1981
4292846	1981
4292847	1981
4292863	1981
4292865	1981
4292876	1981
4292882	1981
4292886	1981
4292891	1981
4292898	1981
4292901	1981
4292929	1981
4292935	1981
4292950	1981
4292957	1981
4292974	1981
4292982	1981
4292983	1981
4292990	1981
4292995	1981
4293031	1981
4293032	1981
4293036	1981
4293041	1981
4293043	1981
4293046	1981
4293052	1981
4293053	1981
4293073	1981
4293075	1981
4293079	1981
4293086	1981
4293102	1981
4293107	1981
4293109	1981
4293110	1981
4293112	1981
4293113	1981
4293127	1981
4293130	1981
4293132	1981
4293133	1981
4293135	1981
4293142	1981
4293154	1981
4293155	1981
4293157	1981
4293162	1981
4293165	1981
4293169	1981
4293174	1981
4293178	1981
4293181	1981
4293182	1981
4293186	1981
4293192	1981
4293196	1981
4293211	1981
4293223	1981
4293228	1981
4293243	1981
4293267	1981
4293281	1981
4293287	1981
4293296	1981
4293314	1981
4293315	1981
4293316	1981
4293365	1981
4293366	1981
4293371	1981
4293372	1981
4293401	1981
4293421	1981
4293425	1981
4293440	1981
4293441	1981
4293451	1981
4293537	1981
4293561	1981
4293587	1981
4293604	1981
4293606	1981
4293624	1981
4293625	1981
4293652	1981
4293663	1981
4293675	1981
4293688	1981
4293692	1981
4293701	1981
4293728	1981
4293732	1981
4293741	1981
4293746	1981
4293759	1981
4293763	1981
4293778	1981
4293795	1981
4293796	1981
4293797	1981
4293798	1981
4293815	1981
4293826	1981
4293827	1981
4293833	1981
4293841	1981
4293845	1981
4293847	1981
4293848	1981
4293849	1981
4293855	1981
4293857	1981
4293858	1981
4293871	1981
4293882	1981
4293884	1981
4293890	1981
4293894	1981
4293909	1981
4293914	1981
4293915	1981
4293917	1981
4293928	1981
4293933	1981
4293946	1981
4293956	1981
4293957	1981
4293966	1981
4293967	1981
4293975	1981
4293977	1981
4294010	1981
4294011	1981
4294013	1981
4294029	1981
4294030	1981
4294047	1981
4294055	1981
4294059	1981
4294063	1981
4294068	1981
4294155	1981
4294162	1981
4294163	1981
4294167	1981
4294168	1981
4294177	1981
4294178	1981
4294179	1981
4294183	1981
4294199	1981
4294201	1981
4294204	1981
4294208	1981
4294222	1981
4294237	1981
4294240	1981
4294242	1981
4294249	1981
4294260	1981
4294267	1981
4294270	1981
4294276	1981
4294287	1981
4294308	1981
4294314	1981
4294329	1981
4294333	1981
4294339	1981
4294349	1981
4294365	1981
4294384	1981
4294408	1981
4294422	1981
4294434	1981
4294445	1981
4294446	1981
4294451	1981
4294466	1981
4294477	1981
4294478	1981
4294485	1981
4294486	1981
4294492	1981
4294495	1981
4294496	1981
4294515	1981
4294516	1981
4294517	1981
4294522	1981
4294537	1981
4294542	1981
4294559	1981
4294564	1981
4294569	1981
4294573	1981
4294577	1981
4294587	1981
4294595	1981
4294596	1981
4294601	1981
4294602	1981
4294603	1981
4294615	1981
4294625	1981
4294635	1981
4294640	1981
4294644	1981
4294647	1981
4294655	1981
4294670	1981
4294713	1981
4294714	1981
4294724	1981
4294746	1981
4294753	1981
4294778	1981
4294798	1981
4294799	1981
4294814	1981
4294817	1981
4294844	1981
4294860	1981
4294923	1981
4294928	1981
4294961	1981
4294965	1981
4294970	1981
4294977	1981
4294996	1981
4295051	1981
4295057	1981
4295062	1981
4295083	1981
4295096	1981
4295105	1981
4295111	1981
4295124	1981
4295125	1981
4295132	1981
4295133	1981
4295135	1981
4295140	1981
4295145	1981
4295153	1981
4295170	1981
4295179	1981
4295187	1981
4295192	1981
4295196	1981
4295199	1981
4295205	1981
4295214	1981
4295218	1981
4295237	1981
4295244	1981
4295258	1981
4295267	1981
4295270	1981
4295274	1981
4295275	1981
4295279	1981
4295282	1981
4295285	1981
4295292	1981
4295293	1981
4295295	1981
4295296	1981
4295303	1981
4295304	1981
4295305	1981
4295327	1981
4295333	1981
4295338	1981
4295346	1981
4295355	1981
4295356	1981
4295361	1981
4295365	1981
4295373	1981
4295376	1981
4295395	1981
4295402	1981
4295406	1981
4295407	1981
4295418	1981
4295419	1981
4295432	1981
4295460	1981
4295466	1981
4295468	1981
4295469	1981
4295470	1981
4295471	1981
4295473	1981
4295484	1981
4295487	1981
4295490	1981
4295492	1981
4295504	1981
4295505	1981
4295518	1981
4295524	1981
4295526	1981
4295534	1981
4295535	1981
4295541	1981
4295555	1981
4295575	1981
4295578	1981
4295582	1981
4295584	1981
4295593	1981
4295599	1981
4295601	1981
4295604	1981
4295608	1981
4295610	1981
4295615	1981
4295630	1981
4295631	1981
4295636	1981
4295638	1981
4295650	1981
4295651	1981
4295664	1981
4295666	1981
4295673	1981
4295674	1981
4295683	1981
4295689	1981
4295694	1981
4295696	1981
4295704	1981
4295708	1981
4295709	1981
4295710	1981
4295727	1981
4295729	1981
4295730	1981
4295738	1981
4295739	1981
4295741	1981
4295744	1981
4295749	1981
4295753	1981
4295755	1981
4295756	1981
4295763	1981
4295773	1981
4295777	1981
4295784	1981
4295793	1981
4295811	1981
4295812	1981
4295813	1981
4295832	1981
4295839	1981
4295861	1981
4295862	1981
4295874	1981
4295881	1981
4295901	1981
4295904	1981
4295905	1981
4295908	1981
4295909	1981
4295912	1981
4295918	1981
4295922	1981
4295925	1981
4295926	1981
4295927	1981
4295929	1981
4295935	1981
4295936	1981
4295962	1981
4295964	1981
4295971	1981
4295980	1981
4295988	1981
4295997	1981
4295998	1981
4296001	1981
4296004	1981
4296027	1981
4296042	1981
4296052	1981
4296057	1981
4296074	1981
4296078	1981
4296087	1981
4296100	1981
4296104	1981
4296120	1981
4296129	1981
4296130	1981
4296140	1981
4296141	1981
4296151	1981
4296153	1981
4296158	1981
4296185	1981
4296191	1981
4296203	1981
4296208	1981
4296211	1981
4296225	1981
4296278	1981
4296279	1981
4296291	1981
4296301	1981
4296311	1981
4296312	1981
4296319	1981
4296321	1981
4296323	1981
4296324	1981
4296327	1981
4296334	1981
4296340	1981
4296354	1981
4296373	1981
4296388	1981
4296392	1981
4296398	1981
4296405	1981
4296428	1981
4296431	1981
4296476	1981
4296477	1981
4296484	1981
4296485	1981
4296487	1981
4296491	1981
4296496	1981
4296508	1981
4296509	1981
4296510	1981
4296511	1981
4296523	1981
4296542	1981
4296544	1981
4296548	1981
4296551	1981
4296556	1981
4296564	1981
4296567	1981
4296568	1981
4296573	1981
4296575	1981
4296579	1981
4296582	1981
4296587	1981
4296594	1981
4296601	1981
4296605	1981
4296624	1981
4296629	1981
4296654	1981
4296664	1981
4296672	1981
4296677	1981
4296687	1981
4296695	1981
4296726	1981
4296728	1981
4296736	1981
4296740	1981
4296741	1981
4296746	1981
4296747	1981
4296752	1981
4296763	1981
4296764	1981
4296766	1981
4296768	1981
4296781	1981
4296800	1981
4296808	1981
4296810	1981
4296814	1981
4296818	1981
4296821	1981
4296839	1981
4296852	1981
4296857	1981
4296862	1981
4296870	1981
4296876	1981
4296878	1981
4296879	1981
4296895	1981
4296897	1981
4296898	1981
4296899	1981
4296902	1981
4296911	1981
4296926	1981
4296927	1981
4296941	1981
4296955	1981
4296963	1981
4296970	1981
4296994	1981
4297000	1981
4297006	1981
4297031	1981
4297032	1981
4297035	1981
4297043	1981
4297054	1981
4297056	1981
4297060	1981
4297063	1981
4297068	1981
4297076	1981
4297080	1981
4297082	1981
4297084	1981
4297090	1981
4297094	1981
4297105	1981
4297114	1981
4297124	1981
4297152	1981
4297155	1981
4297157	1981
4297164	1981
4297165	1981
4297177	1981
4297189	1981
4297208	1981
4297229	1981
4297239	1981
4297241	1981
4297243	1981
4297266	1981
4297295	1981
4297311	1981
4297316	1981
4297318	1981
4297325	1981
4297377	1981
4297378	1981
4297386	1981
4297401	1981
4297435	1981
4297445	1981
4297451	1981
4297460	1981
4297464	1981
4297472	1981
4297476	1981
4297506	1981
4297509	1981
4297510	1981
4297528	1981
4297530	1981
4297539	1981
4297557	1981
4297564	1981
4297566	1981
4297569	1981
4297572	1981
4297578	1981
4297584	1981
4297586	1981
4297587	1981
4297600	1981
4297604	1981
4297615	1981
4297620	1981
4297637	1981
4297642	1981
4297653	1981
4297663	1981
4297670	1981
4297675	1981
4297680	1981
4297684	1981
4297689	1981
4297690	1981
4297704	1981
4297738	1981
4297741	1981
4297745	1981
4297748	1981
4297753	1981
4297754	1981
4297755	1981
4297756	1981
4297761	1981
4297771	1981
4297773	1981
4297781	1981
4297790	1981
4297802	1981
4297804	1981
4297806	1981
4297809	1981
4297812	1981
4297820	1981
4297841	1981
4297862	1981
4297876	1981
4297882	1981
4297885	1981
4297891	1981
4297899	1981
4297903	1981
4297907	1981
4297922	1981
4297930	1981
4297932	1981
4297937	1981
4297939	1981
4297942	1981
4297949	1981
4297950	1981
4297954	1981
4297962	1981
4297965	1981
4297985	1981
4297988	1981
4297991	1981
4297998	1981
4298003	1981
4298007	1981
4298016	1981
4298017	1981
4298021	1981
4298022	1981
4298029	1981
4298037	1981
4298056	1981
4298074	1981
4298077	1981
4298082	1981
4298084	1981
4298089	1981
4298094	1981
4298096	1981
4298098	1981
4298112	1981
4298127	1981
4298130	1981
4298138	1981
4298142	1981
4298149	1981
4298150	1981
4298151	1981
4298169	1981
4298174	1981
4298176	1981
4298178	1981
4298182	1981
4298187	1981
4298195	1981
4298207	1981
4298209	1981
4298242	1981
4298255	1981
4298282	1981
4298288	1981
4298293	1981
4298296	1981
4298305	1981
4298309	1981
4298311	1981
4298312	1981
4298334	1981
4298349	1981
4298350	1981
4298366	1981
4298379	1981
4298394	1981
4298397	1981
4298402	1981
4298420	1981
4298426	1981
4298427	1981
4298437	1981
4298444	1981
4298450	1981
4298456	1981
4298464	1981
4298465	1981
4298496	1981
4298500	1981
4298508	1981
4298527	1981
4298528	1981
4298532	1981
4298543	1981
4298549	1981
4298553	1981
4298555	1981
4298566	1981
4298570	1981
4298586	1981
4298587	1981
4298595	1981
4298617	1981
4298621	1981
4298684	1981
4298691	1981
4298693	1981
4298711	1981
4298723	1981
4298729	1981
4298760	1981
4298771	1981
4298787	1981
4298788	1981
4298794	1981
4298811	1981
4298817	1981
4298833	1981
4298834	1981
4298835	1981
4298847	1981
4298854	1981
4298855	1981
4298860	1981
4298872	1981
4298887	1981
4298888	1981
4298893	1981
4298904	1981
4298910	1981
4298911	1981
4298914	1981
4298915	1981
4298916	1981
4298926	1981
4298927	1981
4298939	1981
4298951	1981
4298964	1981
4298976	1981
4298991	1981
4298997	1981
4299003	1981
4299004	1981
4299037	1981
4299043	1981
4299045	1981
4299049	1981
4299051	1981
4299066	1981
4299069	1981
4299072	1981
4299073	1981
4299079	1981
4299094	1981
4299095	1981
4299096	1981
4299102	1981
4299123	1981
4299137	1981
4299150	1981
4299152	1981
4299163	1981
4299171	1981
4299172	1981
4299178	1981
4299195	1981
4299197	1981
4299220	1981
4299222	1981
4299224	1981
4299229	1981
4299240	1981
4299242	1981
4299252	1981
4299254	1981
4299258	1981
4299260	1981
4299263	1981
4299278	1981
4299279	1981
4299283	1981
4299290	1981
4299295	1981
4299296	1981
4299326	1981
4299333	1981
4299335	1981
4299352	1981
4299365	1981
4299371	1981
4299377	1981
4299385	1981
4299388	1981
4299395	1981
4299397	1981
4299402	1981
4299403	1981
4299407	1981
4299409	1981
4299422	1981
4299431	1981
4299440	1981
4299441	1981
4299442	1981
4299446	1981
4299447	1981
4299458	1981
4299479	1981
4299480	1981
4299481	1981
4299490	1981
4299491	1981
4299504	1981
4299513	1981
4299538	1981
4299545	1981
4299548	1981
4299561	1981
4299577	1981
4299580	1981
4299603	1981
4299604	1981
4299611	1981
4299616	1981
4299626	1981
4299641	1981
4299642	1981
4299649	1981
4299660	1981
4299661	1981
4299664	1981
4299668	1981
4299673	1981
4299678	1981
4299699	1981
4299701	1981
4299705	1981
4299707	1981
4299715	1981
4299765	1981
4299778	1981
4299780	1981
4299783	1981
4299786	1981
4299787	1981
4299797	1981
4299802	1981
4299812	1981
4299843	1981
4299847	1981
4299853	1981
4299872	1981
4299874	1981
4299878	1981
4299880	1981
4299904	1981
4299916	1981
4299928	1981
4299939	1981
4299943	1981
4299951	1981
4299964	1981
4299996	1981
4299998	1981
4300006	1981
4300017	1981
4300024	1981
4300027	1981
4300041	1981
4300042	1981
4300046	1981
4300053	1981
4300055	1981
4300061	1981
4300064	1981
4300080	1981
4300098	1981
4300110	1981
4300116	1981
4300129	1981
4300130	1981
4300147	1981
4300159	1981
4300164	1981
4300167	1981
4300173	1981
4300174	1981
4300176	1981
4300179	1981
4300185	1981
4300188	1981
4300203	1981
4300206	1981
4300209	1981
4300212	1981
4300220	1981
4300232	1981
4300244	1981
4300252	1981
4300269	1981
4300275	1981
4300284	1981
4300311	1981
4300323	1981
4300325	1981
4300327	1981
4300328	1981
4300352	1981
4300353	1981
4300367	1981
4300371	1981
4300374	1981
4300375	1981
4300394	1981
4300398	1981
4300402	1981
4300415	1981
4300426	1981
4300432	1981
4300434	1981
4300439	1981
4300442	1981
4300457	1981
4300458	1981
4300459	1981
4300468	1981
4300469	1981
4300483	1981
4300484	1981
4300485	1981
4300487	1981
4300495	1981
4300497	1981
4300512	1981
4300513	1981
4300521	1981
4300533	1981
4300537	1981
4300551	1981
4300552	1981
4300558	1981
4300566	1981
4300572	1981
4300574	1981
4300581	1981
4300587	1981
4300589	1981
4300592	1981
4300602	1981
4300603	1981
4300606	1981
4300609	1981
4300623	1981
4300624	1981
4300634	1981
4300635	1981
4300656	1981
4300664	1981
4300671	1981
4300675	1981
4300684	1981
4300690	1981
4300710	1981
4300716	1981
4300737	1981
4300739	1981
4300740	1981
4300742	1981
4300743	1981
4300759	1981
4300761	1981
4300762	1981
4300769	1981
4300770	1981
4300773	1981
4300781	1981
4300784	1981
4300788	1981
4300791	1981
4300795	1981
4300816	1981
4300828	1981
4300854	1981
4300856	1981
4300858	1981
4300869	1981
4300883	1981
4300885	1981
4300891	1981
4300909	1981
4300914	1981
4300920	1981
4300930	1981
4300940	1981
4300945	1981
4300959	1981
4300966	1981
4300978	1981
4300996	1981
4301002	1981
4301010	1981
4301012	1981
4301032	1981
4301034	1981
4301095	1981
4301097	1981
4301108	1981
4301112	1981
4301117	1981
4301118	1981
4301121	1981
4301127	1981
4301137	1981
4301154	1981
4301155	1981
4301156	1981
4301179	1981
4301194	1981
4301195	1981
4301199	1981
4301216	1981
4301222	1981
4301247	1981
4301253	1981
4301254	1981
4301274	1981
4301277	1981
4301288	1981
4301315	1981
4301321	1981
4301332	1981
4301337	1981
4301342	1981
4301346	1981
4301351	1981
4301354	1981
4301355	1981
4301384	1981
4301385	1981
4301390	1981
4301391	1981
4301401	1981
4301405	1981
4301409	1981
4301412	1981
4301414	1981
4301415	1981
4301416	1981
4301433	1981
4301434	1981
4301435	1981
4301436	1981
4301439	1981
4301441	1981
4301452	1981
4301454	1981
4301456	1981
4301466	1981
4301468	1981
4301469	1981
4301471	1981
4301473	1981
4301476	1981
4301492	1981
4301499	1981
4301501	1981
4301505	1981
4301517	1981
4301521	1981
4301523	1981
4301524	1981
4301529	1981
4301537	1981
4301543	1981
4301545	1981
4301550	1981
4301552	1981
4301553	1981
4301557	1981
4301560	1981
4301575	1981
4301580	1981
4301587	1981
4301603	1981
4301604	1981
4301609	1981
4301618	1981
4301620	1981
4301627	1981
4301644	1981
4301646	1981
4301660	1981
4301662	1981
4301674	1981
4301677	1981
4301678	1981
4301682	1981
4301700	1981
4301709	1981
4301715	1981
4301722	1981
4301740	1981
4301747	1981
4301750	1981
4301761	1981
4301768	1981
4301773	1981
4301781	1981
4301784	1981
4301787	1981
4301791	1981
4301794	1981
4301796	1981
4301804	1981
4301806	1981
4301807	1981
4301810	1981
4301820	1981
4301821	1981
4301823	1981
4301826	1981
4301828	1981
4301840	1981
4301863	1981
4301876	1981
4301887	1981
4301898	1981
4301911	1981
4301914	1981
4301917	1981
4301925	1981
4301929	1981
4301938	1981
4301947	1981
4301950	1981
4301952	1981
4301956	1981
4301963	1981
4301964	1981
4301967	1981
4301971	1981
4301977	1981
4301984	1981
4301992	1981
4301993	1981
4301994	1981
4302003	1981
4302008	1981
4302010	1981
4302015	1981
4302017	1981
4302023	1981
4302024	1981
4302029	1981
4302032	1981
4302033	1981
4302038	1981
4302049	1981
4302050	1981
4302052	1981
4302053	1981
4302062	1981
4302095	1981
4302101	1981
4302120	1981
4302121	1981
4302135	1981
4302141	1981
4302150	1981
4302158	1981
4302171	1981
4302192	1981
4302194	1981
4302204	1981
4302208	1981
4302210	1981
4302214	1981
4302215	1981
4302217	1981
4302219	1981
4302237	1981
4302246	1981
4302253	1981
4302256	1981
4302267	1981
4302270	1981
4302271	1981
4302278	1981
4302284	1981
4302288	1981
4302291	1981
4302316	1981
4302320	1981
4302328	1981
4302341	1981
4302344	1981
4302346	1981
4302369	1981
4302392	1981
4302399	1981
4302402	1981
4302413	1981
4302422	1981
4302423	1981
4302464	1981
4302476	1981
4302486	1981
4302488	1981
4302490	1981
4302492	1981
4302529	1981
4302542	1981
4302547	1981
4302559	1981
4302569	1981
4302577	1981
4302592	1981
4302604	1981
4302613	1981
4302618	1981
4302631	1981
4302640	1981
4302641	1981
4302666	1981
4302689	1981
4302693	1981
4302695	1981
4302717	1981
4302721	1981
4302722	1981
4302729	1981
4302730	1981
4302741	1981
4302744	1981
4302748	1981
4302765	1981
4302770	1981
4302774	1981
4302775	1981
4302778	1981
4302789	1981
4302790	1981
4302796	1981
4302799	1981
4302803	1981
4302814	1981
4302815	1981
4302819	1981
4302821	1981
4302825	1981
4302832	1981
4302852	1981
4302859	1981
4302864	1981
4302866	1981
4302876	1981
4302878	1981
4302883	1981
4302892	1981
4302897	1981
4302899	1981
4302902	1981
4302923	1981
4302931	1981
4302934	1981
4302935	1981
4302947	1981
4302962	1981
4302965	1981
4302970	1981
4302978	1981
4302979	1981
4303045	1981
4303047	1981
4303052	1981
4303058	1981
4303061	1981
4303073	1981
4303084	1981
4303088	1981
4303090	1981
4303093	1981
4303097	1981
4303101	1981
4303109	1981
4303111	1981
4303126	1981
4303128	1981
4303136	1981
4303137	1981
4303144	1981
4303153	1981
4303159	1981
4303173	1981
4303177	1981
4303181	1981
4303185	1981
4303188	1981
4303196	1981
4303202	1981
4303208	1981
4303212	1981
4303213	1981
4303214	1981
4303216	1981
4303217	1981
4303224	1981
4303235	1981
4303238	1981
4303245	1981
4303248	1981
4303251	1981
4303256	1981
4303258	1981
4303261	1981
4303265	1981
4303266	1981
4303268	1981
4303274	1981
4303277	1981
4303284	1981
4303291	1981
4303299	1981
4303309	1981
4303348	1981
4303373	1981
4303375	1981
4303377	1981
4303378	1981
4303383	1981
4303386	1981
4303398	1981
4303399	1981
4303410	1981
4303414	1981
4303418	1981
4303423	1981
4303431	1981
4303432	1981
4303433	1981
4303445	1981
4303455	1981
4303460	1981
4303461	1981
4303470	1981
4303474	1981
4303475	1981
4303480	1981
4303492	1981
4303520	1981
4303522	1981
4303530	1981
4303551	1981
4303570	1981
4303574	1981
4303603	1981
4303637	1981
4303669	1981
4303701	1981
4303704	1981
4303712	1981
4303727	1981
4303729	1981
4303730	1981
4303731	1981
4303732	1981
4303736	1981
4303763	1981
4303768	1981
4303776	1981
4303788	1981
4303792	1981
4303813	1981
4303821	1981
4303851	1981
4303854	1981
4303863	1981
4303869	1981
4303871	1981
4303873	1981
4303885	1981
4303887	1981
4303904	1981
4303909	1981
4303912	1981
4303915	1981
4303919	1981
4303922	1981
4303943	1981
4303961	1981
4303970	1981
4303975	1981
4303978	1981
4303985	1981
4303996	1981
4303999	1981
4304008	1981
4304012	1981
4304019	1981
4304029	1981
4304042	1981
4304066	1981
4304083	1981
4304085	1981
4304095	1981
4304096	1981
4304105	1981
4304117	1981
4304124	1981
4304132	1981
4304135	1981
4304136	1981
4304139	1981
4304147	1981
4304163	1981
4304168	1981
4304170	1981
4304192	1981
4304193	1981
4304195	1981
4304196	1981
4304215	1981
4304229	1981
4304232	1981
4304236	1981
4304238	1981
4304241	1981
4304252	1981
4304255	1981
4304268	1981
4304279	1981
4304288	1981
4304294	1981
4304298	1981
4304300	1981
4304305	1981
4304317	1981
4304319	1981
4304331	1981
4304335	1981
4304345	1981
4304351	1981
4304352	1981
4304353	1981
4304356	1981
4304372	1981
4304376	1981
4304378	1981
4304379	1981
4304398	1981
4304400	1981
4304402	1981
4304406	1981
4304407	1981
4304410	1981
4304432	1981
4304437	1981
4304440	1981
4304446	1981
4304447	1981
4304452	1981
4304455	1981
4304456	1981
4304465	1981
4304467	1981
4304493	1981
4304494	1981
4304528	1981
4304529	1981
4304532	1981
4304542	1981
4304554	1981
4304572	1981
4304580	1981
4304587	1981
4304599	1981
4304614	1981
4304616	1981
4304620	1981
4304624	1981
4304630	1981
4304634	1981
4304641	1981
4304646	1981
4304657	1981
4304666	1981
4304672	1981
