id,grant_date,inventor_id,state,treatment
4566137,1986,3858242-1,MI,0
3858242,1975,3858242-1,MI,1
3873997,1975,3858242-1,MI,1
5682689,1997,3858242-1,MI,0
6385781,2002,3858242-1,MI,0
3906546,1975,3858242-1,MI,1
4354284,1982,3858242-1,MI,1
4354283,1982,3858242-1,MI,1
4375108,1983,3858242-1,MI,1
4398306,1983,3858242-1,MI,1
3916446,1975,3858242-1,MI,1
3858269,1975,3858269-1,MI,1
3858272,1975,3858272-1,MI,1
4482041,1984,3858288-1,MI,1
4534458,1985,3858288-1,MI,0
3931875,1976,3858288-1,MI,1
4601374,1986,3858288-1,MI,0
3937535,1976,3858288-1,MI,1
4620625,1986,3858288-1,MI,0
4644646,1987,3858288-1,MI,0
4815867,1989,3858288-1,MI,0
4894913,1990,3858288-1,MI,0
3870384,1975,3858288-1,MI,1
3978566,1976,3858288-1,MI,1
4991701,1991,3858288-1,???,0
3871093,1975,3858288-1,MI,1
4019784,1977,3858288-1,MI,0
4026399,1977,3858288-1,MI,1
4033440,1977,3858288-1,MI,1
4054339,1977,3858288-1,MI,1
5685723,1997,3858288-1,MI,0
5697791,1997,3858288-1,FL,0
5823308,1998,3858288-1,MI,0
4117917,1978,3858288-1,MI,1
4117917,1978,4117917-1,MI,1
6033227,2000,3858288-1,Tokyo,0
4132105,1979,3858288-1,MI,1
6213917,2001,3858288-1,MI,0
4153308,1979,3858288-1,MI,1
4179780,1979,3858288-1,MI,1
4179780,1979,4117917-1,MI,1
4219246,1980,3858288-1,MI,1
3858288,1975,3858288-1,MI,0
4226321,1980,3858288-1,MI,1
4276974,1981,3858288-1,MI,1
4296977,1981,3858288-1,MI,1
4304412,1981,3858288-1,MI,1
4355992,1982,3858288-1,MI,1
3858289,1975,3858289-1,MI,1
3858289,1975,3858289-2,MI,1
3858289,1975,3858289-3,MI,1
3942363,1976,3858289-1,MI,1
3942363,1976,3858289-3,MI,1
3872712,1975,3858289-2,MI,1
3872712,1975,3858289-3,MI,1
3896670,1975,3858289-2,MI,1
3896670,1975,3896670-1,MI,1
4174627,1979,3858289-3,MI,1
4285233,1981,3858289-3,MI,1
4484385,1984,3858299-1,MI,1
4630363,1986,3858299-1,MI,0
4998659,1991,3858299-1,MI,0
3858299,1975,3858299-1,MI,1
6226853,2001,3858299-1,IL,0
4384667,1983,3858299-1,MI,1
4384667,1983,3942235-2,MI,1
4384667,1983,3981065-2,MI,1
3858391,1975,3858391-1,MI,1
3938321,1976,3858391-1,MI,0
3878678,1975,3858391-1,MI,1
3878678,1975,3878678-1,MI,1
3878678,1975,3878678-2,MI,1
3888458,1975,3858391-1,MI,1
3888458,1975,3888458-1,MI,1
3888458,1975,3888458-3,MI,1
3902316,1975,3858391-1,MI,1
3858427,1975,3858427-1,MI,1
3858436,1975,3858436-1,MI,1
3858455,1975,3858455-1,MI,1
3858455,1975,3858455-2,MI,1
3859216,1975,3858455-1,MI,1
3859216,1975,3859216-2,MI,1
3859216,1975,3859216-3,MI,1
3990549,1976,3858455-1,MI,1
3990549,1976,3893345-4,MI,1
4006805,1977,3858455-1,MI,1
4006805,1977,3859216-3,MI,1
3893345,1975,3858455-1,MI,1
3893345,1975,3858455-2,MI,1
3893345,1975,3859216-3,MI,1
3893345,1975,3893345-4,MI,1
3916710,1975,3858455-1,MI,1
3916710,1975,3858455-2,MI,1
3916714,1975,3858455-1,MI,1
3916714,1975,3858455-2,MI,1
4031762,1977,3858455-2,MI,1
3858460,1975,3858460-1,MI,1
3858460,1975,3858460-2,MI,1
5150685,1992,3858460-1,MI,0
5203304,1993,3858460-1,Baden-Würt,0
5644103,1997,3858460-1,NH,0
6378681,2002,3858460-1,Nordjyllan,0
6446773,2002,3858460-1,Nordrhein-,0
6513615,2003,3858460-1,MI,0
6533095,2003,3858460-1,NY,0
6578691,2003,3858460-1,OH,0
6578684,2003,3858460-1,???,0
6578653,2003,3858460-1,Shizuoka-k,0
6626786,2003,3858460-1,???,0
6648784,2003,3858460-1,CO,0
6668961,2003,3858460-1,MI,0
6672419,2004,3858460-1,WI,0
6688445,2004,3858460-1,Bayern,0
4679455,1987,3858460-2,MI,0
4174644,1979,3858460-2,MI,1
4174644,1979,4174644-1,MI,1
4222283,1980,3858460-2,MI,1
3907469,1975,3858460-2,MI,1
4341281,1982,3858460-2,MI,1
3858481,1975,3858481-1,MI,1
3978765,1976,3858482-1,MI,1
4128026,1978,3858482-1,MI,1
3858482,1975,3858482-1,MI,1
4434670,1984,3858485-1,MI,1
4485844,1984,3858485-1,MI,1
4485844,1984,4485844-1,MI,1
3858485,1975,3858485-1,MI,0
4496459,1985,3858485-1,MI,0
4497336,1985,3858485-1,MI,0
4574047,1986,3858485-1,MI,0
4651570,1987,3858485-1,MI,0
4721563,1988,3858485-1,MI,0
3970566,1976,3858485-1,MI,1
4970003,1990,3858485-1,IL,0
5128031,1992,3858485-1,VA,0
5176825,1993,3858485-1,CA,0
5462677,1995,3858485-1,CA,0
4167483,1979,3858485-1,MI,1
4167483,1979,4167483-2,MI,1
4183812,1980,3858485-1,MI,1
4183812,1980,4167483-2,MI,1
4197207,1980,3858485-1,MI,1
4197207,1980,4167483-2,MI,1
4215718,1980,3858485-1,MI,1
4215718,1980,4167483-2,MI,1
4265761,1981,3858485-1,MI,1
4265761,1981,4167483-2,MI,1
4265271,1981,3858485-1,MI,1
4265271,1981,4167483-2,MI,1
4268384,1981,3858485-1,MI,1
4268384,1981,4167483-2,MI,1
4281554,1981,3858485-1,MI,1
4299696,1981,3858485-1,MI,1
4299696,1981,4167483-2,MI,1
4372855,1983,3858485-1,MI,1
4372855,1983,4167483-2,MI,1
4387022,1983,3858485-1,MI,1
4387022,1983,4167483-2,MI,1
4399033,1983,3858485-1,MI,1
4399033,1983,4167483-2,MI,1
4419240,1983,3858485-1,MI,1
3858533,1975,3858533-1,MI,1
3858545,1975,3858545-1,MI,1
3930767,1976,3858558-1,MI,1
3996898,1976,3858558-1,MI,1
3996898,1976,3868930-2,MI,1
3858558,1975,3858558-1,MI,1
3858606,1975,3858606-1,MI,1
4930401,1990,3858606-1,MI,0
4111226,1978,3858606-1,MI,1
4181148,1980,3858606-1,MI,0
4227547,1980,3858606-1,MI,1
4257455,1981,3858606-1,MI,1
4330013,1982,3858606-1,MI,1
4372202,1983,3858606-1,MI,1
3858628,1975,3858628-1,MI,1
3858647,1975,3858647-1,MI,1
4071934,1978,3858647-1,MI,1
3989121,1976,3858678-1,MI,1
3989121,1976,3989121-1,MI,1
3858678,1975,3858678-1,MI,1
3926359,1975,3858691-1,MI,1
3869785,1975,3858691-1,MI,1
3858691,1975,3858691-1,MI,1
4160804,1979,3858691-1,MI,1
3858698,1975,3858698-1,MI,1
3863450,1975,3858698-1,MI,1
3858717,1975,3858717-1,MI,1
4521435,1985,3858717-1,MI,0
3865953,1975,3858717-1,MI,1
3962961,1976,3858717-1,MI,1
3971273,1976,3858717-1,MI,0
3976796,1976,3858717-1,MI,1
3876812,1975,3858717-1,MI,1
4192991,1980,3858717-1,MI,0
3896239,1975,3858717-1,MI,1
3901000,1975,3858717-1,MI,1
3933375,1976,3858790-1,MI,1
3933375,1976,3933375-1,MI,1
4081921,1978,3858790-1,MI,1
3858790,1975,3858790-1,MI,1
3896512,1975,3858815-1,MI,1
3858815,1975,3858815-1,MI,1
3858822,1975,3858822-1,MI,1
3858824,1975,3858824-1,MI,1
3938755,1976,3858824-1,MI,1
3938755,1976,3901461-1,MI,1
3938755,1976,3901461-3,MI,1
3938754,1976,3858824-1,MI,1
3938754,1976,3901461-1,MI,1
3940083,1976,3858824-1,MI,1
3940083,1976,3901461-1,MI,1
3940083,1976,3901461-3,MI,1
4881778,1989,3858824-1,MI,0
3969795,1976,3858824-1,MI,1
3995788,1976,3858824-1,MI,1
3995788,1976,3901461-1,MI,1
3995788,1976,3901461-3,MI,1
4000548,1977,3858824-1,MI,1
4000548,1977,3895821-1,MI,1
4007948,1977,3858824-1,MI,1
4007948,1977,3901461-1,MI,1
3874694,1975,3858824-1,MI,1
4027829,1977,3858824-1,MI,1
4027829,1977,3895821-2,MI,1
3859921,1975,3858824-1,MI,1
4065836,1978,3858824-1,MI,1
4082236,1978,3858824-1,MI,0
4082236,1978,3937258-1,TN,0
4096606,1978,3858824-1,MI,1
4120467,1978,3858824-1,MI,1
4135683,1979,3858824-1,MI,0
4135683,1979,3937258-1,TN,0
3888541,1975,3858824-1,MI,1
4163880,1979,3858824-1,MI,1
4163880,1979,3871090-2,MI,1
4163880,1979,4163880-1,MI,1
4168810,1979,3858824-1,MI,1
4168810,1979,3895821-2,MI,1
4168810,1979,3897962-1,MI,1
4168850,1979,3858824-1,MI,1
4168850,1979,4163880-1,MI,1
4190267,1980,3858824-1,MI,1
4209142,1980,3858824-1,MI,1
4209142,1980,3880379-1,MI,1
3895823,1975,3858824-1,MI,1
4230342,1980,3858824-1,MI,1
4232882,1980,3858824-1,MI,1
3897611,1975,3858824-1,MI,1
3897611,1975,3880379-1,MI,1
4266810,1981,3858824-1,MI,1
4266810,1981,4256328-1,MI,1
3901461,1975,3858824-1,MI,1
3901461,1975,3901461-1,MI,1
3901461,1975,3901461-3,MI,1
4303209,1981,3858824-1,MI,1
4306735,1981,3858824-1,MI,0
4306735,1981,3901461-3,GA,0
4310177,1982,3858824-1,MI,1
4310177,1982,3973786-1,MI,1
4324418,1982,3858824-1,MI,1
4327882,1982,3858824-1,MI,1
4327882,1982,4273301-1,MI,1
4342471,1982,3858824-1,MI,1
4343488,1982,3858824-1,MI,1
4350368,1982,3858824-1,MI,1
4350368,1982,4256328-1,MI,1
4350368,1982,4294467-1,MI,1
4360225,1982,3858824-1,MI,1
4360225,1982,4256328-1,MI,1
4360225,1982,4294467-1,MI,1
4374449,1983,3858824-1,MI,1
4374449,1983,3901461-3,MI,1
4381085,1983,3858824-1,MI,1
4381085,1983,4273301-1,MI,1
4386452,1983,3858824-1,MI,1
3913862,1975,3858824-1,MI,1
3913862,1975,3901461-1,MI,1
3913862,1975,3901461-3,MI,1
3913861,1975,3858824-1,MI,1
3913861,1975,3901461-1,MI,1
3913861,1975,3901461-3,MI,1
4389059,1983,3858824-1,MI,1
3961504,1976,3858826-1,MI,1
3869098,1975,3858826-1,MI,1
3858826,1975,3858826-1,MI,1
3858867,1975,3858867-1,MI,1
4493485,1985,3858873-1,FL,0
4500089,1985,3858873-1,FL,0
4511137,1985,3858873-1,FL,0
4600196,1986,3858873-1,FL,0
4666152,1987,3858873-1,FL,0
4834365,1989,3858873-1,FL,0
4989858,1991,3858873-1,UT,0
5002268,1991,3858873-1,IA,0
5005829,1991,3858873-1,FL,0
5007633,1991,3858873-1,CA,0
5088726,1992,3858873-1,PA,0
5092584,1992,3858873-1,FL,0
5092589,1992,3858873-1,MI,0
5104363,1992,3858873-1,,0
5112285,1992,3858873-1,IN,0
3998454,1976,3858873-1,FL,0
5149312,1992,3858873-1,UT,0
5171199,1992,3858873-1,FL,0
5178596,1993,3858873-1,CO,0
5256124,1993,3858873-1,CA,0
5273507,1993,3858873-1,Uusimaa,0
5304106,1994,3858873-1,NY,0
5338273,1994,3858873-1,IL,0
5342269,1994,3858873-1,,0
5366428,1994,3858873-1,,0
5409438,1995,3858873-1,FL,0
5421796,1995,3858873-1,FL,0
5484365,1996,3858873-1,FL,0
5499961,1996,3858873-1,MI,0
5575744,1996,3858873-1,FL,0
5575742,1996,3858873-1,???,0
5667462,1997,3858873-1,IL,0
5762584,1998,3858873-1,CT,0
5762590,1998,3858873-1,NY,0
5800309,1998,3858873-1,???,0
5833585,1998,3858873-1,FL,0
5928112,1999,3858873-1,FL,0
6227999,2001,3858873-1,OH,0
3858873,1975,3858873-1,MI,1
3858877,1975,3858877-1,MI,1
3858903,1975,3858903-1,MI,1
3858903,1975,3858903-2,MI,1
4436139,1984,3858903-2,MI,1
3920283,1975,3858903-2,MI,1
4481997,1984,3858903-2,MI,1
3960388,1976,3858903-2,MI,1
3960388,1976,3921999-1,MI,1
4131296,1978,3858903-2,GA,0
4144922,1979,3858903-2,GA,0
4196918,1980,3858903-2,GA,0
4202564,1980,3858903-2,GA,0
4327791,1982,3858903-2,MI,1
4371214,1983,3858903-2,MI,1
4381874,1983,3858903-2,MI,1
4647086,1987,3858914-1,MI,0
4647086,1987,3904169-1,MI,0
3858914,1975,3858914-1,MI,1
3858914,1975,3858914-2,MI,1
4077426,1978,3858914-2,MI,1
3858944,1975,3858944-1,MI,1
3859003,1975,3859003-1,MI,1
4513640,1985,3859013-1,MI,0
3929117,1975,3859013-1,MI,1
3929117,1975,3888227-1,MI,1
3966031,1976,3859013-1,MI,1
3859013,1975,3859013-1,MI,1
3983698,1976,3859013-1,MI,1
5025822,1991,3859013-1,MN,0
5197354,1993,3859013-1,MO,0
5289843,1994,3859013-1,MI,0
5378206,1995,3859013-1,???,0
5482511,1996,3859013-1,England,0
4049093,1977,3859013-1,MI,1
4049093,1977,4049093-1,MI,1
4091899,1978,3859013-1,MI,1
3888227,1975,3859013-1,MI,1
3888227,1975,3888227-1,MI,1
6742642,2004,3859013-1,MI,0
6827664,2004,3859013-1,MI,0
7189181,2007,3859013-1,Baden-Würt,0
7052429,2006,3859013-1,IL,0
3859022,1975,3859022-1,MI,1
3912070,1975,3859022-1,MI,1
3912070,1975,3912070-1,MI,1
3859040,1975,3859040-1,MI,0
3948244,1976,3859040-1,MI,0
3985120,1976,3859040-1,MI,0
5173046,1992,3859040-1,OH,0
4091801,1978,3859040-1,MI,0
4098255,1978,3859040-1,MI,1
4160641,1979,3859040-1,MI,0
4165865,1979,3859040-1,MI,0
4202661,1980,3859040-1,MI,0
4288062,1981,3859040-1,MI,0
4330031,1982,3859040-1,MI,1
4343395,1982,3859040-1,MI,1
3859081,1975,3859081-1,MI,1
4120774,1978,3859142-1,MI,1
3859142,1975,3859142-1,MI,1
3859181,1975,3859181-1,MI,1
4312931,1982,3859181-1,MI,1
4312931,1982,4294899-1,MI,1
4339512,1982,3859181-1,MI,1
4339512,1982,4294899-1,MI,1
4436836,1984,3859201-1,PA,0
4451687,1984,3859201-1,PA,0
3940329,1976,3859201-1,IL,0
3859201,1975,3859201-1,IL,0
3951868,1976,3859201-1,IL,0
3966895,1976,3859201-1,IL,0
3972805,1976,3859201-1,MI,1
5126309,1992,3859201-1,NY,0
3998900,1976,3859201-1,IL,0
5175137,1992,3859201-1,PA,0
5258571,1993,3859201-1,PA,0
4028225,1977,3859201-1,MI,1
3878125,1975,3859201-1,IL,0
3878089,1975,3859201-1,IL,0
4046715,1977,3859201-1,IL,0
4053389,1977,3859201-1,MI,1
4083806,1978,3859201-1,MI,1
4130597,1978,3859201-1,MI,1
3888763,1975,3859201-1,IL,0
3892657,1975,3859201-1,IL,0
3900387,1975,3859201-1,IL,0
3909451,1975,3859201-1,IL,0
3915846,1975,3859201-1,IL,0
4023638,1977,3859216-2,MI,1
4023638,1977,3859216-3,MI,1
4023638,1977,4023638-4,MI,1
4055228,1977,3859216-2,MI,1
4055228,1977,3859216-3,MI,1
4055228,1977,4023638-4,MI,1
3914176,1975,3859216-2,MI,1
3929802,1975,3859286-1,OH,0
3932456,1976,3859286-1,OH,0
3932424,1976,3859286-1,OH,0
3867409,1975,3859286-1,OH,0
3859286,1975,3859286-1,OH,0
3946021,1976,3859286-1,OH,0
3952014,1976,3859286-1,OH,0
3957989,1976,3859286-1,MI,0
3957986,1976,3859286-1,OH,0
3957988,1976,3859286-1,MI,0
3962451,1976,3859286-1,MI,0
3869496,1975,3859286-1,MI,0
3859307,1975,3859286-1,OH,0
3974186,1976,3859286-1,OH,0
3983248,1976,3859286-1,OH,0
3983124,1976,3859286-1,MI,0
4064347,1977,3859286-1,OH,0
4073904,1978,3859286-1,OH,0
3882113,1975,3859286-1,MI,0
3882231,1975,3859286-1,OH,0
4108896,1978,3859286-1,MI,0
4146624,1979,3859286-1,OH,0
3903116,1975,3859286-1,OH,0
3906007,1975,3859286-1,OH,0
3907791,1975,3859286-1,OH,0
4380548,1983,3859286-1,MI,1
4454270,1984,3859359-1,LA,0
4459399,1984,3859359-1,LA,0
4459399,1984,4066562-1,LA,0
4459399,1984,4219503-1,MI,0
3935228,1976,3859359-1,MI,1
4724247,1988,3859359-1,LA,0
4724247,1988,3960962-1,LA,0
4724247,1988,4439374-2,LA,0
3961033,1976,3859359-1,MI,1
3961033,1976,3868425-1,MI,1
4849544,1989,3859359-1,LA,0
3967958,1976,3859359-1,MI,0
4929745,1990,3859359-1,LA,0
3859359,1975,3859359-1,MI,1
5103034,1992,3859359-1,????,0
4036809,1977,3859359-1,MI,1
4131645,1978,3859359-1,MI,1
4131645,1978,4131645-1,MI,1
4248850,1981,3859359-1,MI,1
3907847,1975,3859359-1,MI,1
4326089,1982,3859359-1,MI,1
4377713,1983,3859359-1,MI,1
4562296,1985,3859411-1,LA,0
4599449,1986,3859411-1,LA,0
4605766,1986,3859411-1,LA,0
4613705,1986,3859411-1,LA,0
4626592,1986,3859411-1,LA,0
4721810,1988,3859411-1,LA,0
4725681,1988,3859411-1,LA,0
4725681,1988,3960962-1,LA,0
4798894,1989,3859411-1,LA,0
3859411,1975,3859411-1,MI,1
3859411,1975,3859411-2,MI,1
4929764,1990,3859411-1,LA,0
4950799,1990,3859411-1,LA,0
4072733,1978,3859411-1,MI,1
4072733,1978,3956408-2,MI,1
4072732,1978,3859411-1,MI,1
4072732,1978,3956408-2,MI,1
4261864,1981,3859411-1,MI,1
4261865,1981,3859411-1,MI,1
4309314,1982,3859411-1,MI,1
4309314,1982,3859411-2,MI,1
4361499,1982,3859411-1,MI,1
4361499,1982,3859411-2,MI,1
4370507,1983,3859411-1,MI,1
4370507,1983,3859411-2,MI,1
4415749,1983,3859411-1,MI,1
4415749,1983,3859411-2,MI,1
3918962,1975,3859411-2,MI,1
3918962,1975,3918962-2,MI,1
4476331,1984,3859411-2,MI,1
4476331,1984,4062898-1,MI,1
3984237,1976,3859411-2,MI,1
3984237,1976,3918962-2,MI,1
3994720,1976,3859411-2,MI,1
4057531,1977,3859411-2,MI,1
4057531,1977,3899466-1,MI,1
4062898,1977,3859411-2,MI,1
4062898,1977,4062898-1,MI,1
4066733,1978,3859411-2,MI,1
4066733,1978,4062898-1,MI,1
4107104,1978,3859411-2,MI,1
4107104,1978,3899466-1,MI,1
3896208,1975,3859411-2,MI,0
3899466,1975,3859411-2,MI,1
3899466,1975,3899466-1,MI,1
4430253,1984,3859411-2,MI,1
4430253,1984,4062898-1,MI,1
4503215,1985,3859421-1,MI,0
4548957,1985,3859421-1,MI,0
4594287,1986,3859421-1,MI,0
4761272,1988,3859421-1,MI,0
4894287,1990,3859421-1,MI,0
3859421,1975,3859421-1,MI,1
4425316,1984,3859421-1,MI,1
4534897,1985,3859441-1,MI,0
3932662,1976,3859441-1,MI,1
3932662,1976,3870505-1,MI,1
3935316,1976,3859441-1,MI,1
4593098,1986,3859441-1,MI,0
3867545,1975,3859441-1,MI,1
3867545,1975,3867545-1,MI,1
3859441,1975,3859441-1,MI,1
5100908,1992,3859441-1,???,0
5137905,1992,3859441-1,MI,0
5157123,1992,3859441-1,District o,0
4006132,1977,3859441-1,MI,1
4008217,1977,3859441-1,MI,1
4008217,1977,3887619-1,MI,1
5225566,1993,3859441-1,NJ,0
5273975,1993,3859441-1,MI,0
5436240,1995,3859441-1,MI,0
4065574,1977,3859441-1,MI,0
4072498,1978,3859441-1,MI,1
4072498,1978,3880645-2,MI,1
4097672,1978,3859441-1,MI,1
4097672,1978,3880645-2,MI,1
4111941,1978,3859441-1,MI,1
4111941,1978,3880645-2,MI,1
4111939,1978,3859441-1,MI,1
4111939,1978,3880645-2,MI,1
4113956,1978,3859441-1,MI,1
4113956,1978,3880645-2,MI,1
4113955,1978,3859441-1,MI,1
4113955,1978,3880645-2,MI,1
4115649,1978,3859441-1,MI,1
4115649,1978,3880645-2,MI,1
4153707,1979,3859441-1,MI,1
4199583,1980,3859441-1,MI,1
4199583,1980,4199583-1,MI,1
4251438,1981,3859441-1,MI,1
3859485,1975,3859485-1,MI,1
3870120,1975,3859485-1,MI,1
3956734,1976,3859515-1,MI,1
3859515,1975,3859515-1,MI,1
3991402,1976,3859515-1,MI,1
4008457,1977,3859515-1,MI,1
3859627,1975,3859627-1,MI,1
4652027,1987,3859627-1,MI,0
4667990,1987,3859627-1,MI,0
4008298,1977,3859627-1,MI,1
3874474,1975,3859627-1,MI,1
3912939,1975,3859627-1,MI,1
3917330,1975,3859627-1,MI,1
3859650,1975,3859650-1,MI,1
3881351,1975,3859650-1,MI,1
3859660,1975,3859660-1,MI,1
3859704,1975,3859704-1,MI,1
3866287,1975,3859705-1,MI,1
3866287,1975,3859705-2,MI,1
4665952,1987,3859705-1,MI,0
3859705,1975,3859705-1,MI,1
3859705,1975,3859705-2,MI,1
3891823,1975,3859705-1,MI,1
3891823,1975,3859705-2,MI,1
4371154,1983,3859705-1,MI,1
4556158,1985,3859710-1,MI,0
4565309,1986,3859710-1,MI,0
4565309,1986,3859710-2,MI,0
4744496,1988,3859710-1,MI,0
4746039,1988,3859710-1,MI,0
4759480,1988,3859710-1,MI,0
4759480,1988,4007861-2,MI,0
4793531,1988,3859710-1,MI,0
4023762,1977,3859710-1,MI,1
4023762,1977,4007861-2,MI,1
5361947,1994,3859710-1,NJ,0
4034903,1977,3859710-1,MI,1
4034865,1977,3859710-1,MI,1
4034865,1977,3859710-2,MI,1
3859710,1975,3859710-1,MI,1
3859710,1975,3859710-2,MI,1
5584421,1996,3859710-1,MI,0
4071146,1978,3859710-1,MI,1
4073457,1978,3859710-1,MI,1
4073457,1978,4007861-2,MI,1
4101059,1978,3859710-1,MI,1
4101059,1978,3859710-2,MI,1
4123864,1978,3859710-1,MI,1
4123864,1978,3859710-2,MI,1
6105836,2000,3859710-1,MI,0
D429898,2000,3859710-1,MI,0
6158634,2000,3859710-1,IL,0
D436742,2001,3859710-1,TX,0
6422437,2002,3859710-1,NY,0
4177908,1979,3859710-1,MI,1
4177908,1979,3859710-2,MI,1
4192441,1980,3859710-1,MI,1
4198773,1980,3859710-1,MI,1
4198773,1980,3859710-2,MI,1
4395799,1983,3859710-1,MI,1
4446996,1984,3859710-2,MI,1
5029739,1991,3859710-2,MI,0
5183190,1993,3859710-2,NY,0
4007861,1977,3859710-2,MI,1
4007861,1977,4007861-2,MI,1
4017990,1977,3859710-2,MI,1
4046293,1977,3859710-2,MI,1
5535926,1996,3859710-2,CA,0
3888355,1975,3859710-2,MI,1
4187967,1980,3859710-2,MI,1
4194274,1980,3859710-2,MI,1
4295585,1981,3859710-2,MI,1
4381599,1983,3859710-2,MI,1
4381599,1983,4007861-2,MI,1
3859766,1975,3859766-1,MI,1
3859775,1975,3859775-1,MI,1
4194341,1980,3859775-1,MI,1
3859786,1975,3859786-1,MI,1
3859800,1975,3859800-1,MI,1
4440291,1984,3859862-1,FL,0
4472983,1984,3859862-1,FL,0
4490091,1984,3859862-1,FL,0
4496280,1985,3859862-1,FL,0
4497393,1985,3859862-1,FL,0
4498572,1985,3859862-1,FL,0
4545266,1985,3859862-1,FL,0
4588338,1986,3859862-1,FL,0
4588067,1986,3859862-1,FL,0
3938396,1976,3859862-1,MI,1
4679666,1987,3859862-1,FL,0
4726260,1988,3859862-1,FL,0
4726240,1988,3859862-1,FL,0
4796477,1989,3859862-1,FL,0
4819492,1989,3859862-1,FL,0
3961607,1976,3859862-1,MI,1
4836040,1989,3859862-1,FL,0
3869925,1975,3859862-1,MI,1
4018090,1977,3859862-1,MI,1
4075911,1978,3859862-1,MI,1
3859862,1975,3859862-1,MI,1
4137797,1979,3859862-1,MI,1
4201284,1980,3859862-1,MI,1
4223568,1980,3859862-1,MI,1
4223880,1980,3859862-1,MI,1
4244233,1981,3859862-1,MI,1
4249652,1981,3859862-1,MI,1
4271727,1981,3859862-1,MI,1
4271710,1981,3859862-1,MI,1
4316535,1982,3859862-1,MI,1
4316535,1982,4043122-1,MI,1
4343073,1982,3859862-1,MI,1
4351241,1982,3859862-1,MI,1
4351241,1982,4043122-1,MI,1
4360097,1982,3859862-1,MI,1
4359945,1982,3859862-1,MI,1
4362233,1982,3859862-1,MI,1
4394897,1983,3859862-1,MI,1
4398630,1983,3859862-1,FL,0
3859866,1975,3859866-1,MI,1
3859872,1975,3859872-1,MI,1
4440434,1984,3859952-1,,0
4577449,1986,3859952-1,,0
4597237,1986,3859952-1,,0
3973548,1976,3859952-1,MI,1
3859952,1975,3859952-1,MI,1
3859971,1975,3859971-1,MI,1
4287863,1981,3859971-1,MI,1
3939841,1976,3859983-1,MI,1
3939841,1976,3859983-2,MI,1
3859983,1975,3859983-1,MI,1
3859983,1975,3859983-2,MI,1
4037590,1977,3859983-1,MI,1
4037590,1977,3859983-2,MI,1
4685402,1987,3860025-1,MI,0
4685402,1987,3888557-1,MI,0
4932181,1990,3860025-1,MI,0
3987812,1976,3860025-1,MI,1
4015647,1977,3860025-1,MI,1
3860025,1975,3860025-1,MI,1
4596736,1986,3860036-1,MI,0
3942331,1976,3860036-1,MI,1
3962092,1976,3860036-1,MI,1
4046497,1977,3860036-1,MI,1
3882970,1975,3860036-1,MI,1
3860372,1975,3860036-1,MI,1
3860036,1975,3860036-1,MI,1
3912439,1975,3860036-1,MI,1
3914360,1975,3860036-1,MI,1
3914360,1975,3914360-2,MI,1
3922208,1975,3860058-1,MI,1
3922208,1975,3860058-2,MI,1
3922208,1975,3860058-3,MI,1
3922208,1975,3891534-4,MI,1
3926772,1975,3860058-1,MI,1
3926772,1975,3860058-2,MI,1
3926772,1975,3860058-3,MI,1
3926772,1975,3891534-4,MI,1
3937266,1976,3860058-1,MI,1
3937266,1976,3860058-2,MI,1
3937266,1976,3891534-4,MI,1
3860058,1975,3860058-1,MI,1
3860058,1975,3860058-2,MI,1
3860058,1975,3860058-3,MI,1
4018949,1977,3860058-1,MI,1
4018949,1977,3860058-2,MI,1
5534047,1996,3860058-1,IL,0
5562950,1996,3860058-1,MI,0
4126483,1978,3860058-1,MI,1
4126483,1978,3860058-2,MI,1
4157941,1979,3860058-1,MI,1
4157941,1979,3860058-2,MI,1
4159229,1979,3860058-1,MI,1
4159229,1979,3860058-2,MI,1
3891534,1975,3860058-1,MI,1
3891534,1975,3860058-2,MI,1
3891534,1975,3860058-3,MI,1
3891534,1975,3891534-4,MI,1
3891542,1975,3860058-1,MI,1
3891542,1975,3860058-2,MI,1
3891542,1975,3860058-3,MI,1
3891542,1975,3891534-4,MI,1
4270957,1981,3860058-1,MI,1
4270957,1981,3860058-2,MI,1
3915835,1975,3860058-1,MI,1
3915835,1975,3860058-2,MI,1
3915835,1975,3860058-3,MI,1
3915835,1975,3891534-4,MI,1
4411742,1983,3860058-1,MI,1
4411742,1983,3860058-2,MI,1
4473383,1984,3860062-1,MI,1
4473383,1984,4473383-1,MI,1
4532418,1985,3860062-1,MI,0
4532418,1985,3961185-1,MI,0
4934949,1990,3860062-1,MI,0
5687955,1997,3860062-1,MI,0
3860062,1975,3860062-1,MI,1
3860078,1975,3860078-1,MI,1
3868015,1975,3860111-1,MI,1
3860111,1975,3860111-1,MI,1
3860125,1975,3860125-1,MI,1
3860125,1975,3860125-2,MI,1
3880337,1975,3860125-1,MI,1
3880337,1975,3880337-1,MI,1
3880337,1975,3880337-2,MI,1
3913812,1975,3860125-1,MI,1
3913812,1975,3880337-1,MI,1
3913812,1975,3880337-2,MI,1
3913272,1975,3860125-1,MI,1
3913272,1975,3860125-2,MI,1
3917336,1975,3860125-2,MI,1
3860222,1975,3860222-1,MI,1
4137527,1979,3860222-1,MI,1
3869017,1975,3860258-1,MI,1
3869017,1975,3860258-3,MI,1
3860258,1975,3860258-1,MI,1
3860258,1975,3860258-3,MI,1
