citing	cited	citing_year	state_x
4394919	4207988	1983	
8573072	4207988	2013	
8334145	4207988	2012	
7309469	4207988	2007	
7276383	4207988	2007	
5084042	4207988	1992	
7795036	4207988	2010	
8206662	4207988	2012	
8038967	4207988	2011	
7927549	4207988	2011	
7435389	4207988	2008	
4458595	4375522	1984	
5706017	4387379	1998	
6448941	4387379	2002	
5162806	4387379	1992	
6743758	4420578	2004	
6835702	4420578	2004	
8216984	4420578	2012	
7915206	4420578	2011	
8097568	4420578	2012	
8211838	4420578	2012	
7384895	4420578	2008	
7741255	4420578	2010	
7371711	4420578	2008	
7371712	4420578	2008	
7727941	4420578	2010	
8455409	4420578	2013	
8058215	4420578	2011	
8486872	4420578	2013	
7255255	4481055	2007	
6557696	4457422	2003	
5378730	4460372	1995	
5591767	4460372	1997	
5770219	4460372	1998	
5820875	4460372	1998	
5891868	4460372	1999	
5980932	4460372	1999	
6149935	4460372	2000	
6692763	4460372	2004	
4568343	4460372	1986	
4573995	4460372	1986	
4645502	4460372	1987	
4787888	4460372	1988	
4863738	4460372	1989	
4904475	4460372	1990	
4906463	4460372	1990	
4911916	4460372	1990	
4915950	4460372	1990	
4973468	4460372	1990	
5006342	4460372	1991	
5053227	4460372	1991	
5059426	4460372	1991	
5223261	4460372	1993	
5352456	4460372	1994	
4653673	4305540	1987	
7213355	4347862	2007	
6305394	4347862	2001	
4658843	4347862	1987	
5355902	4347862	1994	
4285478	4159809	1981	
4340190	4159809	1982	
4340191	4159809	1982	
4487379	4159809	1984	
5718256	3973576	1998	
4971095	3973576	1990	
7523762	3973576	2009	
5193993	3973576	1993	
4870273	3987132	1989	
5487152	4454508	1996	
5513320	4454508	1996	
5600799	4454508	1997	
5608869	4454508	1997	
5619651	4454508	1997	
4763323	4454508	1988	
4860006	4454508	1989	
5130983	4454508	1992	
5235593	4454508	1993	
5772147	4456193	1998	
4716799	4456193	1988	
4925121	4456193	1990	
5027133	4456193	1991	
7441970	4456193	2008	
5413000	4477190	1995	
5436718	4477190	1995	
5542012	4477190	1996	
5946431	4477190	1999	
8597190	4477190	2013	
7738085	4477190	2010	
6989891	4477190	2006	
7872734	4477190	2011	
7061593	4477190	2006	
4951512	4477190	1990	
4968148	4477190	1990	
7537735	4477190	2009	
7050157	4477190	2006	
5112134	4477190	1992	
5166755	4477190	1992	
6983177	4477190	2006	
5315887	4477190	1994	
8197770	4477190	2012	
7999927	4477190	2011	
6958809	4477190	2005	
7113282	4477190	2006	
7480032	4477190	2009	
5481147	4501980	1996	
5485046	4501980	1996	
4714853	4501980	1987	
4794286	4501980	1988	
7518270	4501980	2009	
8017217	4131593	2011	
5486283	4127451	1996	
4793903	4127451	1988	
5030488	4127451	1991	
5196106	4127451	1993	
5219629	4127451	1993	
5269904	4127451	1993	
6887321	4127451	2005	
5393594	4074366	1995	
5795584	4074366	1998	
4534349	4074366	1985	
4669474	4074366	1987	
4740208	4074366	1988	
4883618	4074366	1989	
4267497	4109185	1981	
4647539	4440853	1987	
4720462	4440853	1988	
4804628	4440853	1989	
4973558	4440853	1990	
5015585	4440853	1991	
4260148	4139980	1981	
4280381	4139980	1981	
4317564	4139980	1982	
4330978	4139980	1982	
4338762	4139980	1982	
4370184	4139980	1983	
4375490	4139980	1983	
4436008	4139980	1984	
4543771	4139980	1985	
4943270	4139980	1990	
5489417	4166739	1996	
4424990	4166739	1984	
4781606	4166739	1988	
4225420	4162965	1980	
4579546	4135372	1986	
5384713	4168541	1995	
5434990	4168541	1995	
5606688	4168541	1997	
5737753	4168541	1998	
5860149	4168541	1999	
6041397	4168541	2000	
4381541	4168541	1983	
4394732	4168541	1983	
4437155	4168541	1984	
4530054	4168541	1985	
4530055	4168541	1985	
4532606	4168541	1985	
4631660	4168541	1986	
4656626	4168541	1987	
4789967	4168541	1988	
4945512	4168541	1990	
4969122	4168541	1990	
6918071	4168541	2005	
5289581	4168541	1994	
5345582	4168541	1994	
5613475	4141675	1997	
5643211	4141675	1997	
5875976	4141675	1999	
5921967	4141675	1999	
8529687	4045313	2013	
7811444	4045313	2010	
5966907	4070853	1999	
6571850	4070853	2003	
6739370	4070853	2004	
5515102	4042960	1996	
6819172	4374362	2004	
5241388	4374362	1993	
5650897	4351698	1997	
5657192	4351698	1997	
5659451	4351698	1997	
5820770	4351698	1998	
6059984	4351698	2000	
6385008	4351698	2002	
4517616	4351698	1985	
4426760	4341255	1984	
4453585	4341255	1984	
4467504	4341255	1984	
4562634	4341255	1986	
4694543	4341255	1987	
4847958	4341255	1989	
4907637	4341255	1990	
5659851	4337598	1997	
5737003	4337598	1998	
5871390	4337598	1999	
6416385	4337598	2002	
6457709	4337598	2002	
6786325	4337598	2004	
6971507	4337598	2005	
7159708	4337598	2007	
7422100	4337598	2008	
7290650	4337598	2007	
4649665	4344053	1987	
4659016	3942687	1987	
4268784	3940594	1981	
4458189	3940594	1984	
4669042	3940594	1987	
5189620	3940594	1993	
4035620	3940594	1977	
6264891	4221568	2001	
5106583	4221568	1992	
8361806	4221568	2013	
7879621	4221568	2011	
5931794	4222392	1999	
6077229	4222392	2000	
4607632	4222392	1986	
5064411	4222392	1991	
7776015	4222392	2010	
7744582	4222392	2010	
7027478	4222392	2006	
5407254	4326902	1995	
5305491	4326902	1994	
5609452	4256424	1997	
5765978	4256424	1998	
6644901	4256424	2003	
4376522	4256424	1983	
4602756	4256424	1986	
4708549	4256424	1987	
4771969	4256424	1988	
4796837	4256424	1989	
7556463	4256424	2009	
7448836	4256424	2008	
4331937	4230994	1982	
4813053	4230994	1989	
4833889	4270603	1989	
4947648	4270603	1990	
5514884	4234888	1996	
5527745	4234888	1996	
4641108	4234888	1987	
4703436	4234888	1987	
5315130	4234888	1994	
5212944	4084781	1993	
5669581	4037806	1997	
4549707	4037806	1985	
5035376	4037806	1991	
4264625	4124721	1981	
4369189	4124721	1983	
4228506	4110730	1980	
8111174	4110730	2012	
8615476	4110730	2013	
8164484	4110730	2012	
8077036	4110730	2011	
4158703	4081244	1979	
4975532	4081244	1990	
5956852	4028800	1999	
D437765	4028800	2001	
D437766	4028800	2001	
D477521	4028800	2003	
6581291	4028800	2003	
4279831	4032605	1981	
4307217	4032605	1981	
8122573	4069555	2012	
6905350	4050762	2005	
4168873	4050762	1979	
4461993	4050762	1984	
4810204	4050762	1989	
4822296	4050762	1989	
4983909	4050762	1991	
7389905	4050762	2008	
7124927	4050762	2006	
4570155	4029994	1986	
4754266	4029994	1988	
4801928	4029994	1989	
5411094	4485871	1995	
4828031	4485871	1989	
5131471	4485871	1992	
7793452	4485871	2010	
6126043	4077494	2000	
6517366	4077494	2003	
7256350	4077494	2007	
7704087	4077494	2010	
7723611	4077494	2010	
7331806	4077494	2008	
7468065	3937370	2008	
7090681	3937370	2006	
8545554	3937370	2013	
5084241	3937370	1992	
7147644	3937370	2006	
7753916	3937370	2010	
7344204	3973805	2008	
5988333	3973805	1999	
6634721	3973805	2003	
5129243	3973805	1992	
7631950	3973805	2009	
7191862	3973805	2007	
6293297	3994312	2001	
7404412	3994312	2008	
4657729	4033813	1987	
8122650	4020610	2012	
5664117	4031519	1997	
5897667	4031519	1999	
5941960	4031519	1999	
4381553	4031519	1983	
4470129	4031519	1984	
4648069	4031519	1987	
4942541	4031519	1990	
5743927	4056376	1998	
5840094	4056376	1998	
5431649	4026301	1995	
5536267	4026301	1996	
5593429	4026301	1997	
5913855	4026301	1999	
5925042	4026301	1999	
5928229	4026301	1999	
5951547	4026301	1999	
5980516	4026301	1999	
5980517	4026301	1999	
6016809	4026301	2000	
6059780	4026301	2000	
6071280	4026301	2000	
6080150	4026301	2000	
6090105	4026301	2000	
6132425	4026301	2000	
4326534	4026301	1982	
4342317	4026301	1982	
4355642	4026301	1982	
6958062	4026301	2005	
4649938	4026301	1987	
8612020	4026301	2013	
8606358	4026301	2013	
8428728	4026301	2013	
4784424	4102548	1988	
4919472	4102548	1990	
8403401	4102548	2013	
6886882	4102548	2005	
6846035	4102548	2005	
6971762	4101955	2005	
6709129	4101955	2004	
6799862	4101955	2004	
6802620	4101955	2004	
7318328	4101955	2008	
7018064	4101955	2006	
D508428	4101955	2005	
7374307	4101955	2008	
7070292	4101955	2006	
7000428	4101955	2006	
6976766	4101955	2005	
7203524	4101955	2007	
4615041	4059812	1986	
6146018	4379519	2000	
4771732	4379519	1988	
7686791	4379519	2010	
7947024	4379519	2011	
D443500	4000405	2001	
D456239	4000405	2002	
D460342	4000405	2002	
D463969	4000405	2002	
D464865	4000405	2002	
D469339	4000405	2003	
D476628	4000405	2003	
6894434	4000405	2005	
7700082	3983291	2010	
6313335	3983291	2001	
6352768	3983291	2002	
4490505	3983291	1984	
4743470	3983291	1988	
5354808	3983291	1994	
6961279	4099196	2005	
5386388	4099196	1995	
5517138	4099196	1996	
5554553	4099196	1996	
5587947	4099196	1996	
5687120	4099196	1997	
5689459	4099196	1997	
5793079	4099196	1998	
4274012	4099196	1981	
6486065	4099196	2002	
4314265	4099196	1982	
4326270	4099196	1982	
6797549	4099196	2004	
4375087	4099196	1983	
4379343	4099196	1983	
8488388	4099196	2013	
4486769	4099196	1984	
4498095	4099196	1985	
7374982	4099196	2008	
4998220	4099196	1991	
5065364	4099196	1991	
5111270	4099196	1992	
5126967	4099196	1992	
5138576	4099196	1992	
7544569	4099196	2009	
5164915	4099196	1992	
5208772	4099196	1993	
5220531	4099196	1993	
5241494	4099196	1993	
5294819	4099196	1994	
5295113	4099196	1994	
5359571	4099196	1994	
6876031	4099196	2005	
7247907	4099196	2007	
4819340	4475403	1989	
4723773	4106766	1988	
4805894	4106766	1989	
5009332	4106766	1991	
4264092	4061370	1981	
4265474	4061370	1981	
6669244	4061370	2003	
4494783	4061370	1985	
7963577	4061370	2011	
7874598	4061370	2011	
4416504	4070088	1983	
5382135	4040767	1995	
5413458	4040767	1995	
4118146	4040767	1978	
8393867	4040767	2013	
5279111	4040767	1994	
8016547	4040767	2011	
6364520	4040768	2002	
4125843	3961334	1978	
4225224	3961334	1980	
4345258	3961334	1982	
4417253	3961334	1983	
5317348	3961334	1994	
6727829	3932866	2004	
4308470	3959665	1981	
4337465	3959665	1982	
4446559	3969688	1984	
4744090	3969688	1988	
5586695	4093123	1996	
5623974	4093123	1997	
4678010	4093123	1987	
4708088	4093123	1987	
6883564	4093123	2005	
4987473	4323293	1991	
6550141	4272885	2003	
6769180	4272885	2004	
7681314	4272885	2010	
7103977	4272885	2006	
7111401	4272885	2006	
7816189	4272880	2010	
6185122	4272880	2001	
6331468	4272880	2001	
7319053	4272880	2008	
6351406	4272880	2002	
6385074	4272880	2002	
6420215	4272880	2002	
6424581	4272880	2002	
6429484	4272880	2002	
6483736	4272880	2002	
6515888	4272880	2003	
6525953	4272880	2003	
6545891	4272880	2003	
6545898	4272880	2003	
6580124	4272880	2003	
6593624	4272880	2003	
6624485	4272880	2003	
6631085	4272880	2003	
6633509	4272880	2003	
6653712	4272880	2003	
6658438	4272880	2003	
6661730	4272880	2003	
6677204	4272880	2004	
6689644	4272880	2004	
6709935	4272880	2004	
6711043	4272880	2004	
4327477	4272880	1982	
6737675	4272880	2004	
6743680	4272880	2004	
6754102	4272880	2004	
6765813	4272880	2004	
6767816	4272880	2004	
6780711	4272880	2004	
6784517	4272880	2004	
4341569	4272880	1982	
4412375	4272880	1983	
4455567	4272880	1984	
6881994	4272880	2005	
8208282	4272880	2012	
7655509	4272880	2010	
7978492	4272880	2011	
7174351	4272880	2007	
4748485	4272880	1988	
7157314	4272880	2007	
7525137	4272880	2009	
7160761	4272880	2007	
7129538	4272880	2006	
6888750	4272880	2005	
6867992	4272880	2005	
8575719	4272880	2013	
7615436	4272880	2009	
7190602	4272880	2007	
7825455	4272880	2010	
6853049	4272880	2005	
6940109	4272880	2005	
7915095	4272880	2011	
6841813	4272880	2005	
7265000	4272880	2007	
6897514	4272880	2005	
7177183	4272880	2007	
7250646	4272880	2007	
6992349	4272880	2006	
8503215	4272880	2013	
7915163	4272880	2011	
7915164	4272880	2011	
7283403	4272880	2007	
4358891	4304042	1982	
5894960	3986644	1999	
4182465	3986644	1980	
6622554	3981188	2003	
7390447	4146662	2008	
7943070	4146662	2011	
4763606	4147276	1988	
5832334	4222497	1998	
5960231	4222497	1999	
5963758	4222497	1999	
5970273	4222497	1999	
6088560	4222497	2000	
6092699	4222497	2000	
4660152	4222497	1987	
5319421	4222497	1994	
5955037	4236464	1999	
7695700	4236464	2010	
4579069	4236464	1986	
7985379	4236464	2011	
7214349	4236464	2007	
7736599	4236464	2010	
7736600	4236464	2010	
7569193	4236464	2009	
7700049	4236464	2010	
7398827	4234344	2008	
8316936	4234344	2012	
7543642	4234344	2009	
8162050	4234344	2012	
5385764	4234344	1995	
5453310	4234344	1995	
5543186	4234344	1996	
5545450	4234344	1996	
5580409	4234344	1996	
5580624	4234344	1996	
5582670	4234344	1996	
5614307	4234344	1997	
5626954	4234344	1997	
5631052	4234344	1997	
5631053	4234344	1997	
5631097	4234344	1997	
5641584	4234344	1997	
5654048	4234344	1997	
5658603	4234344	1997	
5660903	4234344	1997	
5660904	4234344	1997	
5665439	4234344	1997	
5665442	4234344	1997	
5676905	4234344	1997	
5679381	4234344	1997	
5691014	4234344	1997	
5696059	4234344	1997	
5702787	4234344	1997	
5705237	4234344	1998	
5705238	4234344	1998	
5705239	4234344	1998	
5705242	4234344	1998	
5707474	4234344	1998	
5709913	4234344	1998	
5714217	4234344	1998	
5720913	4234344	1998	
5738921	4234344	1998	
5753308	4234344	1998	
5766525	4234344	1998	
5800647	4234344	1998	
5800756	4234344	1998	
5830305	4234344	1998	
5830548	4234344	1998	
5851634	4234344	1998	
5879722	4234344	1999	
5928741	4234344	1999	
7399355	4234344	2008	
6244343	4234344	2001	
7033977	4234344	2006	
7993570	4234344	2011	
6367549	4234344	2002	
6601647	4234344	2003	
6631766	4234344	2003	
6648961	4234344	2003	
6660078	4234344	2003	
7393814	4234344	2008	
6689208	4234344	2004	
6799636	4234344	2004	
6811603	4234344	2004	
8435344	4234344	2013	
6889767	4234344	2005	
4530402	4234344	1985	
7390356	4234344	2008	
7666505	4234344	2010	
7144456	4234344	2006	
7658794	4234344	2010	
4674572	4234344	1987	
7833344	4234344	2010	
7651563	4234344	2010	
7350573	4234344	2008	
7238229	4234344	2007	
7524369	4234344	2009	
6983800	4234344	2006	
7727329	4234344	2010	
7878026	4234344	2011	
7201798	4234344	2007	
7455798	4234344	2008	
7490668	4234344	2009	
7789149	4234344	2010	
7147705	4234344	2006	
7073584	4234344	2006	
7004256	4234344	2006	
7510609	4234344	2009	
7897534	4234344	2011	
8182606	4234344	2012	
8297352	4234344	2012	
8297353	4234344	2012	
8209927	4234344	2012	
8302686	4234344	2012	
8291975	4234344	2012	
8603239	4234344	2013	
8342242	4234344	2013	
7244303	4234344	2007	
7284611	4234344	2007	
7067000	4234344	2006	
6908508	4234344	2005	
8609244	4234344	2013	
7156174	4234344	2007	
7748453	4234344	2010	
7712527	4234344	2010	
7744689	4234344	2010	
4356077	4260473	1982	
4357228	4260473	1982	
7771699	4260473	2010	
8003833	4260473	2011	
7692050	4260473	2010	
5444600	4167647	1995	
5589709	4167647	1996	
5650357	4167647	1997	
5926358	4167647	1999	
5945728	4167647	1999	
6262362	4167647	2001	
6613978	4167647	2003	
6822162	4167647	2004	
8018739	4167647	2011	
4868712	4167647	1989	
6858795	4167647	2005	
5426543	4149198	1995	
5689384	4149198	1997	
6021013	4149198	2000	
6081401	4149198	2000	
6282051	4149198	2001	
6320719	4149198	2001	
6842305	4149198	2005	
6462904	4149198	2002	
6542325	4149198	2003	
6754022	4149198	2004	
6781778	4149198	2004	
4561028	4149198	1985	
4598393	4149198	1986	
4808900	4149198	1989	
4814909	4149198	1989	
4975791	4149198	1990	
4979051	4149198	1990	
5008765	4149198	1991	
5132861	4149198	1992	
5223994	4149198	1993	
5229895	4149198	1993	
7079343	4149198	2006	
5293281	4149198	1994	
5321570	4149198	1994	
5341255	4149198	1994	
7206170	4149198	2007	
7072133	4149198	2006	
7495859	4149198	2009	
4170500	4140548	1979	
4417914	4140548	1983	
7305924	4147392	2007	
4799830	4147392	1989	
5114078	4147392	1992	
7995081	4288802	2011	
5382826	4288806	1995	
5668392	4288806	1997	
4404576	4288806	1983	
7995081	4288806	2011	
5304836	4288806	1994	
4461412	4303109	1984	
D603660	4303109	2009	
4969580	4303109	1990	
8238730	4277416	2012	
7575052	4277416	2009	
8027571	4277416	2011	
8224163	4277416	2012	
8224164	4277416	2012	
7121341	4277416	2006	
7490665	4277416	2009	
7559367	4277416	2009	
7431076	4277416	2008	
7353872	4277416	2008	
7481274	4277416	2009	
5445922	4301439	1995	
5215866	4301439	1993	
7025893	4301439	2006	
7199446	4301439	2007	
4622091	4165404	1986	
4865903	4165404	1989	
8128100	4165404	2012	
5770039	4187162	1998	
5660209	3935632	1997	
4393901	3935632	1983	
8356639	3935632	2013	
7524387	3935632	2009	
5048181	3935632	1991	
8522828	3935632	2013	
4124547	3963654	1978	
4199327	3951617	1980	
4057510	3951617	1977	
4976990	3978252	1990	
4132816	3978251	1979	
4246323	3978251	1981	
4352840	3978251	1982	
4439470	3978251	1984	
4656099	3978251	1987	
4279509	4021123	1981	
5037199	4021123	1991	
5784523	4051517	1998	
8204363	4051517	2012	
7805056	4051517	2010	
5390854	4006861	1995	
4120022	4043113	1978	
4764194	4289516	1988	
4465449	4280801	1984	
4751712	4404679	1988	
4637028	4429394	1987	
4894837	4429394	1990	
6246268	4398154	2001	
5287534	4398154	1994	
4554149	4503027	1985	
5445866	4480003	1995	
5464900	4480003	1995	
5565518	4480003	1996	
4711816	4480003	1987	
4873135	4480003	1989	
5121285	4480003	1992	
5310591	4480003	1994	
5310595	4480003	1994	
7741941	4200972	2010	
8544699	4195755	2013	
5820900	4195755	1998	
5971211	4195755	1999	
6003732	4195755	1999	
6045742	4195755	2000	
4635820	4195755	1987	
4641764	4195755	1987	
4736400	4327305	1988	
7398827	4340427	2008	
7543642	4340427	2009	
7399355	4340427	2008	
6176314	4340427	2001	
6457524	4340427	2002	
6516883	4340427	2003	
6715553	4340427	2004	
6722434	4340427	2004	
6739806	4340427	2004	
6889767	4340427	2005	
7642223	4340427	2010	
4450010	4340427	1984	
4466833	4340427	1984	
7219732	4340427	2007	
4565578	4340427	1986	
7390356	4340427	2008	
6904971	4340427	2005	
7614451	4340427	2009	
7144456	4340427	2006	
7690429	4340427	2010	
7833344	4340427	2010	
7350573	4340427	2008	
7328756	4340427	2008	
7409991	4340427	2008	
6979366	4340427	2005	
7524369	4340427	2009	
7404440	4340427	2008	
7270183	4340427	2007	
5133409	4340427	1992	
5147565	4340427	1992	
7740066	4340427	2010	
7204312	4340427	2007	
7282093	4340427	2007	
7789149	4340427	2010	
7357181	4340427	2008	
7073584	4340427	2006	
7334638	4340427	2008	
7510609	4340427	2009	
7255739	4340427	2007	
7036586	4340427	2006	
7891424	4340427	2011	
7473313	4340427	2009	
7297208	4340427	2007	
7451817	4340427	2008	
7147055	4340427	2006	
7441600	4340427	2008	
7264053	4340427	2007	
7055603	4340427	2006	
6992048	4340427	2006	
7213647	4340427	2007	
7067000	4340427	2006	
7533729	4340427	2009	
7913757	4340427	2011	
6858566	4340427	2005	
7156175	4340427	2007	
7748453	4340427	2010	
7172022	4340427	2007	
4485070	4305918	1984	
4545971	4305918	1985	
5441406	4304754	1995	
5968879	4144179	1999	
7694739	4144179	2010	
4250044	4144179	1981	
4259205	4144179	1981	
4368136	4144179	1983	
4378049	4144179	1983	
4487866	4144179	1984	
4487867	4144179	1984	
4560486	4144179	1985	
7262154	4144179	2007	
7862655	4144179	2011	
7216704	4144179	2007	
5413000	4143658	1995	
5666948	4143658	1997	
6921380	4143658	2005	
8386052	4143658	2013	
4639246	4143658	1987	
4951512	4143658	1990	
5062423	4143658	1991	
5231983	4143658	1993	
5315887	4143658	1994	
8340779	4143658	2012	
7666172	4143658	2010	
6865346	4103273	2005	
7391973	4103273	2008	
6452260	4103273	2002	
6712480	4103273	2004	
6714337	4103273	2004	
6728023	4103273	2004	
6747781	4103273	2004	
6764875	4103273	2004	
6767751	4103273	2004	
6782205	4103273	2004	
6800238	4103273	2004	
6801354	4103273	2004	
6806997	4103273	2004	
6813059	4103273	2004	
6822797	4103273	2004	
6829258	4103273	2004	
7057795	4103273	2006	
4426768	4103273	1984	
6872984	4103273	2005	
6934070	4103273	2005	
7177081	4103273	2007	
5006487	4103273	1991	
7027202	4103273	2006	
7068372	4103273	2006	
6956878	4103273	2005	
7286764	4103273	2007	
6947613	4103273	2005	
6908201	4103273	2005	
7057819	4103273	2006	
6928207	4103273	2005	
7054515	4103273	2006	
6991953	4103273	2006	
6987600	4103273	2006	
7042611	4103273	2006	
7049164	4103273	2006	
6927891	4103273	2005	
6956995	4103273	2005	
6922272	4103273	2005	
6922273	4103273	2005	
5593567	4294587	1997	
5653866	4294587	1997	
5837126	4294587	1998	
6030521	4294587	2000	
8324437	4294587	2012	
5415036	4302814	1995	
5432497	4302814	1995	
5528930	4302814	1996	
5783993	4302814	1998	
5935189	4302814	1999	
5361927	4152979	1994	
4290352	4152979	1981	
6626093	4152979	2003	
5085341	4152979	1992	
5221173	4152979	1993	
5248057	4152979	1993	
7044052	4152979	2006	
8556117	4152979	2013	
5946393	4167682	1999	
5450334	4419590	1995	
4719364	4419590	1988	
4769555	4419590	1988	
6202574	4246853	2001	
4310299	4246853	1982	
6655137	4246853	2003	
4387654	4246853	1983	
4425855	4246853	1984	
4438709	4246853	1984	
4664042	4246853	1987	
4672900	4246853	1987	
5088424	4246853	1992	
5215018	4246853	1993	
6319423	4302346	2001	
6649080	4302346	2003	
5035824	4302346	1991	
7122294	4302346	2006	
5205951	4302346	1993	
4261387	3972364	1981	
5113516	4467443	1992	
8033247	4462425	2011	
6058949	4462425	2000	
8342125	4462425	2013	
6425408	4462425	2002	
6729338	4462425	2004	
8025029	4462425	2011	
8528500	4462425	2013	
8590486	4462425	2013	
5307399	4462425	1994	
5406799	3973395	1995	
4098075	3973395	1978	
4260367	3973395	1981	
5076053	3973395	1991	
4883653	3941581	1989	
4656230	3937759	1987	
5284811	3937759	1994	
8297462	3967748	2012	
8360258	3967748	2013	
4099642	3967748	1978	
4133446	3967748	1979	
4171060	3967748	1979	
4212408	3967748	1980	
4276992	3967748	1981	
D474068	3967748	2003	
D480641	3967748	2003	
6557717	3967748	2003	
6763964	3967748	2004	
8464895	3967748	2013	
8393487	3967748	2013	
7416093	3967748	2008	
8403173	3967748	2013	
7413096	3967748	2008	
8205542	3967748	2012	
7740147	3967748	2010	
7779751	3967748	2010	
8573431	3967748	2013	
5397614	4413080	1995	
5460880	4413080	1995	
5468231	4413080	1995	
5518763	4413080	1996	
5550181	4413080	1996	
5611356	4413080	1997	
5612137	4413080	1997	
5618278	4413080	1997	
5622764	4413080	1997	
5673433	4413080	1997	
5707703	4413080	1998	
5765566	4413080	1998	
5780098	4413080	1998	
5785690	4413080	1998	
6074290	4413080	2000	
6080261	4413080	2000	
6136903	4413080	2000	
6187126	4413080	2001	
6277229	4413080	2001	
7025847	4413080	2006	
6342561	4413080	2002	
6635704	4413080	2003	
6824839	4413080	2004	
4569960	4413080	1986	
6958179	4413080	2005	
4715382	4413080	1987	
4737410	4413080	1988	
4843134	4413080	1989	
4895747	4413080	1990	
5079068	4413080	1992	
5102733	4413080	1992	
5141810	4413080	1992	
5151461	4413080	1992	
5176779	4413080	1993	
5242726	4413080	1993	
5270068	4413080	1993	
5284658	4413080	1994	
5350630	4413080	1994	
5503193	4415184	1996	
4635967	4415184	1987	
4693313	4415184	1987	
5736879	4394610	1998	
5767643	4394610	1998	
5825145	4394610	1998	
5877606	4394610	1999	
5955903	4394610	1999	
6118932	4394610	2000	
6340851	4394610	2002	
6954044	4394610	2005	
7279860	4394610	2007	
5496050	4101143	1996	
6375209	4101143	2002	
4288124	4101143	1981	
4887826	4101143	1989	
5076602	4101143	1991	
5131672	4101143	1992	
5176393	4101143	1993	
5233743	4101143	1993	
5284350	4101143	1994	
5320373	4101143	1994	
7938434	4101143	2011	
5360224	4101143	1994	
7305726	4101143	2007	
5444387	4138186	1995	
5572144	4138186	1996	
4209745	4138186	1980	
4357062	4138186	1982	
4427250	4138186	1984	
4544886	4138186	1985	
4573009	4138186	1986	
4593804	4138186	1986	
5049813	4138186	1991	
5289117	4138186	1994	
4608477	4401875	1986	
4795874	4401875	1989	
8151783	4401875	2012	
5364596	4442722	1994	
4567780	4442722	1986	
5192511	4442722	1993	
7246551	4442722	2007	
7152478	4425799	2006	
5444901	4425799	1995	
5528070	4425799	1996	
5545594	4425799	1996	
6148674	4425799	2000	
6612175	4425799	2003	
4617607	4425799	1986	
4730496	4425799	1988	
5275054	4425799	1994	
5315877	4425799	1994	
5660506	3930377	1997	
6571573	3930377	2003	
4146903	3958267	1979	
4428903	3964967	1984	
5098642	3964967	1992	
5707331	4431423	1998	
5895346	4431423	1999	
RE38757	4431423	2005	
RE38730	4431423	2005	
5047004	4431423	1991	
5178602	4431423	1993	
4280533	4045861	1981	
4288894	4045861	1981	
4352231	4045861	1982	
4506431	4045861	1985	
6993888	4045861	2006	
4086933	4003402	1978	
5416440	4358249	1995	
5530255	4358249	1996	
6644935	4358249	2003	
6877960	4358249	2005	
4687407	4358241	1987	
5237638	4367918	1993	
6663698	4025325	2003	
6818035	4025325	2004	
4128346	4026403	1978	
4204779	4026403	1980	
4209262	4026403	1980	
4264217	4026403	1981	
4281938	4026403	1981	
4289069	4026403	1981	
4336751	4026403	1982	
4357115	4026403	1982	
4686900	4026403	1987	
4722621	4026403	1988	
5617692	3984962	1997	
5285613	3984962	1994	
8381480	3984962	2013	
6700047	4058045	2004	
5212336	4058045	1993	
5342989	4058045	1994	
6949232	3967957	2005	
5393594	3937223	1995	
5403347	3937223	1995	
5431679	3937223	1995	
5475063	3937223	1995	
5502092	3937223	1996	
5522841	3937223	1996	
5542594	3937223	1996	
5554170	3937223	1996	
5795584	3937223	1998	
5856367	3937223	1999	
5904717	3937223	1999	
5908427	3937223	1999	
5935594	3937223	1999	
5964774	3937223	1999	
5981825	3937223	1999	
6007565	3937223	1999	
4186448	3937223	1980	
6045560	3937223	2000	
6136018	3937223	2000	
6191236	3937223	2001	
6206908	3937223	2001	
6228954	3937223	2001	
6264701	3937223	2001	
6277927	3937223	2001	
6783529	3937223	2004	
6786908	3937223	2004	
4534349	3937223	1985	
8470355	3937223	2013	
4669474	3937223	1987	
4744365	3937223	1988	
4838884	3937223	1989	
4883618	3937223	1989	
5124103	3937223	1992	
7097907	3937223	2006	
7321008	3937223	2008	
5045091	4217737	1991	
5284039	4217737	1994	
5839062	4207546	1998	
4328473	4207546	1982	
4468639	4207546	1984	
4495431	4207546	1985	
5393097	4179086	1995	
5415366	4179086	1995	
6758496	4179086	2004	
4592523	4179086	1986	
6598492	4322984	2003	
5372584	4325387	1994	
7347822	4325387	2008	
4846191	4325387	1989	
4944307	4325387	1990	
5273527	4325387	1993	
7025727	4325387	2006	
8348864	4325387	2013	
8007449	4325387	2011	
5545118	4341001	1996	
5562584	4341001	1996	
5628232	4341001	1997	
5760506	4341001	1998	
5778736	4341001	1998	
5784926	4341001	1998	
6029350	4341001	2000	
6211589	4341001	2001	
4817453	4341001	1989	
4991462	4341001	1991	
8273202	4341001	2012	
7263912	4341001	2007	
8328708	4341001	2012	
8282759	4341001	2012	
D649894	4333328	2011	
D649895	4333328	2011	
D649896	4333328	2011	
8573500	4333328	2013	
4549076	4333328	1985	
D649486	4333328	2011	
4641103	4090076	1987	
4628726	4047892	1986	
4694682	4047892	1987	
4435271	4083770	1984	
4446001	4083770	1984	
4448668	4083770	1984	
4461673	4083770	1984	
4515679	4083770	1985	
4519874	4083770	1985	
