citing	cited	citing_year	state_x
4770835	4167430	1988	
4795600	4167430	1989	
4839392	4167430	1989	
4940563	4167430	1990	
5131834	4167430	1992	
5204042	4167430	1993	
8088317	4167430	2012	
5848404	4135147	1998	
5953442	4135147	1999	
5960101	4135147	1999	
6219793	4135147	2001	
6226391	4135147	2001	
6324020	4135147	2001	
6381347	4135147	2002	
7099498	4135147	2006	
6917695	4135147	2005	
4876726	4135147	1989	
5067162	4135147	1991	
6870946	4135147	2005	
8055027	4135147	2011	
5276705	4156858	1994	
5681553	4128631	1997	
5964227	4128631	1999	
6287582	4128631	2001	
4540510	4128631	1985	
4637418	4128631	1987	
4804705	4128631	1989	
5015474	4128631	1991	
5248501	4128631	1993	
6189249	3987876	2001	
6367639	3987876	2002	
4077200	3991554	1978	
4361408	3991554	1982	
7129422	3982058	2006	
5107458	3982058	1992	
7488901	3982058	2009	
4137558	4054744	1979	
4252993	4054744	1981	
5367193	4396935	1994	
5388327	4396935	1995	
5399903	4396935	1995	
5434750	4396935	1995	
5438477	4396935	1995	
5579827	4396935	1996	
5654587	4396935	1997	
5773886	4396935	1998	
5869778	4396935	1999	
5900670	4396935	1999	
5963795	4396935	1999	
5994152	4396935	1999	
6023103	4396935	2000	
6454587	4396935	2002	
D478556	4396935	2003	
6529378	4396935	2003	
6563213	4396935	2003	
8373428	4396935	2013	
4843188	4396935	1989	
7601039	4396935	2009	
6960923	4396935	2005	
5172301	4396935	1992	
5175612	4396935	1992	
5227663	4396935	1993	
5256902	4396935	1993	
5299730	4396935	1994	
5311060	4396935	1994	
7905276	4396935	2011	
7128587	4396935	2006	
8033838	4396935	2011	
6920062	4410963	2005	
6834005	4410963	2004	
6898132	4410963	2005	
7108797	4410963	2006	
7315470	4410963	2008	
7236386	4410963	2007	
7416905	4410963	2008	
6955926	4410963	2005	
7598097	4410963	2009	
6970379	4410963	2005	
5737729	4410961	1998	
5913922	4410961	1999	
6029155	4410961	2000	
6076081	4410961	2000	
6378012	4410961	2002	
6502143	4410961	2002	
4535421	4410961	1985	
4569022	4410961	1986	
4574352	4410961	1986	
4584648	4410961	1986	
4628476	4410961	1986	
4642791	4410961	1987	
4692870	4410961	1987	
4780835	4410961	1988	
4783733	4410961	1988	
4831555	4410961	1989	
4910686	4410961	1990	
4941091	4410961	1990	
5025383	4410961	1991	
5068797	4410961	1991	
5077694	4410961	1991	
5313589	4410961	1994	
5331538	4410961	1994	
4777375	4254407	1988	
7810825	4160554	2010	
D594076	4160554	2009	
7438303	4160554	2008	
5292141	4160554	1994	
7600767	4160554	2009	
6185946	4483152	2001	
6718779	4483152	2004	
4633672	4483152	1987	
5222370	4483152	1993	
5301513	4483152	1994	
5309727	4483152	1994	
5327742	4483152	1994	
6563298	4492918	2003	
6703825	4492918	2004	
6026750	4470353	2000	
4833994	4470353	1989	
4636714	4153873	1987	
4362787	4123842	1982	
4521066	4123842	1985	
7272473	4142699	2007	
6913226	4142699	2005	
5620303	4142697	1997	
5620304	4142697	1997	
5636969	4142697	1997	
5655879	4142697	1997	
5735670	4142697	1998	
6019578	4142697	2000	
6641365	4142697	2003	
8020803	4142697	2011	
8276840	4142697	2012	
5137228	4142697	1992	
5253979	4142697	1993	
5299912	4142697	1994	
7317260	4142697	2008	
4457069	4062253	1984	
5004205	4382709	1991	
5143334	4382709	1992	
5517572	4386378	1996	
4480275	4386378	1984	
4831932	4402269	1989	
5370345	4379537	1994	
6149107	4379537	2000	
5040751	4379537	1991	
5230488	4379537	1993	
5267710	4379537	1993	
5448071	4068125	1995	
5491341	4068125	1996	
5500768	4068125	1996	
5615052	4068125	1997	
5625189	4068125	1997	
5900533	4068125	1999	
6148658	4068125	2000	
6150661	4068125	2000	
6202470	4068125	2001	
4253769	4068125	1981	
5047639	4068125	1991	
6961279	4053349	2005	
4370650	4208626	1983	
7945718	4208626	2011	
4588312	4333694	1986	
6344053	4343049	2002	
6663661	4343049	2003	
6827733	4343049	2004	
4532659	4343049	1985	
4475142	4412754	1984	
6619917	4378961	2003	
4869640	4378961	1989	
4478151	4411199	1984	
5035181	4411199	1991	
5038686	4411199	1991	
5129326	4411199	1992	
5155298	4411199	1992	
7472653	4411199	2009	
4822687	4343855	1989	
4169874	4065407	1979	
6521004	4065407	2003	
6620214	4065407	2003	
6790126	4065407	2004	
4411771	4065407	1983	
6881483	4065407	2005	
6913824	4065407	2005	
4477373	4065400	1984	
4531015	4398054	1985	
7985919	4398054	2011	
4822657	4442780	1989	
7988237	4442780	2011	
7736012	4442780	2010	
5531848	4396510	1996	
5543002	4396510	1996	
5554283	4396510	1996	
4647539	4396510	1987	
4804628	4396510	1989	
6591046	4505541	2003	
5259055	4505541	1993	
5913619	4519178	1999	
8011127	4519178	2011	
7004441	4519178	2006	
4601155	4519178	1986	
8438766	4519178	2013	
8316566	4519178	2012	
7941953	4519178	2011	
8590195	4519178	2013	
7640687	4519178	2010	
7763135	4519178	2010	
5644978	4484518	1997	
5673614	4484518	1997	
5816140	4484518	1998	
6487833	4484518	2002	
6536336	4484518	2003	
5255491	4484518	1993	
5088077	4356518	1992	
5193164	4356518	1993	
5279988	4407859	1994	
4288587	4052349	1981	
4504615	4052349	1985	
5410444	4060846	1995	
4658350	4060846	1987	
4904005	4060846	1990	
7859234	4060846	2010	
4316568	4206890	1982	
6059516	4196046	2000	
4069855	3995675	1978	
4119131	3995675	1978	
4191236	3995675	1980	
7021876	3995675	2006	
4655658	3995675	1987	
4747738	3995675	1988	
4822227	3995675	1989	
4828442	3995675	1989	
4854795	3995675	1989	
4865500	3995675	1989	
4911726	3995675	1990	
4948316	3995675	1990	
4963063	3995675	1990	
4975007	3995675	1990	
7204668	3995675	2007	
7377735	3995675	2008	
4817013	4010368	1989	
4123134	4010365	1978	
6121606	4010365	2000	
6356396	4010365	2002	
4427878	4010365	1984	
4520973	4010365	1985	
7032856	4010365	2006	
7270022	4010365	2007	
8536503	4010365	2013	
5085091	4010365	1992	
4148020	3978479	1979	
4571586	3978479	1986	
5239459	3978479	1993	
5752424	4234277	1998	
5271697	4234277	1993	
4436899	4256872	1984	
4487922	4256872	1984	
4942218	4256872	1990	
5241112	4256872	1993	
7152478	4207604	2006	
6148674	4207604	2000	
6390475	4207604	2002	
6612175	4207604	2003	
4329732	4207604	1982	
4425799	4207604	1984	
4565096	4207604	1986	
4572000	4207604	1986	
4578735	4207604	1986	
4603371	4207604	1986	
4730496	4207604	1988	
5165281	4207604	1992	
8118748	4207604	2012	
4261167	4150453	1981	
7156601	4150453	2007	
7048269	4150453	2006	
7544029	4150453	2009	
5707288	4169272	1998	
5935003	4169272	1999	
6010405	4169272	2000	
6155923	4169272	2000	
8316245	4169272	2012	
5601177	4177889	1997	
5791450	4177889	1998	
6125989	4177889	2000	
6213276	4177889	2001	
6571931	4177889	2003	
5850069	4175772	1998	
4226441	4175772	1980	
6273441	4175772	2001	
4362318	4175772	1982	
5354092	4175772	1994	
4699633	4169714	1987	
5406627	4222068	1995	
5442700	4222068	1995	
6055315	4222068	2000	
6289455	4222068	2001	
6640305	4222068	2003	
4511919	4222068	1985	
4614970	4222068	1986	
7039816	4222068	2006	
4926477	4222068	1990	
4991205	4222068	1991	
5091938	4222068	1992	
4607175	4042840	1986	
4622349	4261871	1986	
4725653	4261871	1988	
4814361	4261871	1989	
4818776	4261871	1989	
8212445	4297604	2012	
8614529	4297604	2013	
4435662	4297604	1984	
8106563	4297604	2012	
7008585	4242786	2006	
4410518	4279897	1983	
5881142	4115765	1999	
6014733	4115765	2000	
4203107	4115765	1980	
6643034	4115765	2003	
6785021	4115765	2004	
4563677	4115765	1986	
4622546	4115765	1986	
4627749	4115765	1986	
7202978	4115765	2007	
7525691	4115765	2009	
5021974	4115765	1991	
5291302	4115765	1994	
7365884	4115765	2008	
5749424	4106583	1998	
5810104	4106583	1998	
6062328	4106583	2000	
6422329	4106583	2002	
4284929	4106583	1981	
5077513	4106583	1991	
5167389	4106583	1992	
5180023	4106583	1993	
7845947	4129946	2010	
6846181	4129946	2005	
5487663	4129946	1996	
7811486	4129946	2010	
6345984	4129946	2002	
7255562	4129946	2007	
8136657	4129946	2012	
8317516	4129946	2012	
7674850	4129946	2010	
7816423	4129946	2010	
5445944	4191613	1995	
5624813	4191613	1997	
4376825	4191613	1983	
4708929	4191613	1987	
5302703	4191613	1994	
7608415	4191613	2009	
6082075	4160005	2000	
6779298	4016678	2004	
4369598	4016678	1983	
4406148	4003237	1983	
4199139	3971555	1980	
4200280	3971555	1980	
6193635	3971555	2001	
4317566	3971555	1982	
4339125	3971555	1982	
4691916	3971555	1987	
4793608	3971555	1988	
4880229	3971555	1989	
4915377	3971555	1990	
5218331	4000444	1993	
4171858	4043628	1979	
4670397	4085007	1987	
4952509	4085007	1990	
4970167	4085007	1990	
5149652	4085007	1992	
5266481	4085007	1993	
5446611	4268879	1995	
5461525	4268879	1995	
5796554	4268879	1998	
5912788	4268879	1999	
6373662	4268879	2002	
4399476	4268879	1983	
4443824	4268879	1984	
4855851	4268879	1989	
5065268	4268879	1991	
5198945	4268879	1993	
7136261	4268879	2006	
6321965	4264403	2001	
4612076	4264403	1986	
7320722	4280491	2008	
5592936	4280491	1997	
6925655	4280491	2005	
6014971	4280491	2000	
6016805	4280491	2000	
6250299	4280491	2001	
6279570	4280491	2001	
6279572	4280491	2001	
8534279	4280491	2013	
6766537	4280491	2004	
4462399	4280491	1984	
4858627	4280491	1989	
6904616	4280491	2005	
5054480	4280491	1991	
8117679	4280491	2012	
6918141	4280491	2005	
6973677	4280491	2005	
4290715	4067202	1981	
4512424	4067202	1985	
4699191	4067202	1987	
4708178	4067202	1987	
8616464	4035317	2013	
5849862	4035317	1998	
5869542	4035317	1999	
5891254	4035317	1999	
5922794	4035317	1999	
5985992	4035317	1999	
6011089	4035317	2000	
6039881	4035317	2000	
6080804	4035317	2000	
6110981	4035317	2000	
6307012	4035317	2001	
6313199	4035317	2001	
8173168	4035317	2012	
7575761	4035317	2009	
8337895	4035317	2012	
8524279	4035317	2013	
6889471	4035317	2005	
7967221	4035317	2011	
5584800	4273115	1996	
5593628	4273115	1997	
5752926	4273115	1998	
5807291	4273115	1998	
6074354	4273115	2000	
4989593	4273115	1991	
5027803	4273115	1991	
5042465	4273115	1991	
5452710	4242872	1995	
4353412	4242872	1982	
4693089	4242872	1987	
5014770	4242872	1991	
5339961	4278383	1994	
5558919	4258823	1996	
4691561	4258823	1987	
4297464	4238576	1981	
4494604	4411816	1985	
5430901	4392489	1995	
D393073	4392489	1998	
6003179	4392489	1999	
6438779	4392489	2002	
4736477	4392489	1988	
4879776	4392489	1989	
4889109	4392489	1989	
5038433	4392489	1991	
5109872	4392489	1992	
7108267	4418919	2006	
6991234	4418919	2006	
6692007	4418919	2004	
6726212	4418919	2004	
6832964	4418919	2004	
4509773	4418919	1985	
7159871	4418919	2007	
6997822	4418919	2006	
7658386	4418919	2010	
6247478	4434069	2001	
4505836	4434069	1985	
D587560	3992756	2009	
D598276	3992756	2009	
4279831	4102815	1981	
4307217	4102815	1981	
4534907	4496487	1985	
7691914	4496487	2010	
6211389	4447598	2001	
6620907	4447598	2003	
4986943	4490201	1991	
5075072	4490201	1991	
5271917	4490201	1993	
5563042	4450153	1996	
5843692	4450153	1998	
6268162	4450153	2001	
6284244	4450153	2001	
6979571	4450153	2005	
6458326	4450153	2002	
6525330	4450153	2003	
6541266	4450153	2003	
6562625	4450153	2003	
6821483	4450153	2004	
6858401	4450153	2005	
7390665	4450153	2008	
4729956	4450153	1988	
4734360	4450153	1988	
4795709	4450153	1989	
6881550	4450153	2005	
6887426	4450153	2005	
6067984	4197843	2000	
8534284	4197843	2013	
7779841	4197843	2010	
8025054	4197843	2011	
5080093	4197843	1992	
5322057	4197843	1994	
5417675	4418038	1995	
5417676	4418038	1995	
5489281	4418038	1996	
5711037	4418038	1998	
8420012	4418038	2013	
5104390	4418038	1992	
5176665	4418038	1993	
4657469	4394097	1987	
4652023	4417755	1987	
4768813	4417755	1988	
4790574	4417755	1988	
8079129	4417755	2011	
7690698	4417755	2010	
8172277	4417755	2012	
8069547	4417755	2011	
6355340	4376803	2002	
4961971	4376803	1990	
4962070	4376803	1990	
5227199	4376803	1993	
5316797	4376803	1994	
7244034	4376803	2007	
7169465	4376803	2007	
4478158	4272496	1984	
4356174	4241050	1982	
4361513	4241050	1982	
4474698	4241050	1984	
5323393	4252994	1994	
4074563	3937070	1978	
4838077	3937070	1989	
8495959	3937070	2013	
4517842	3950997	1985	
4302344	3952830	1981	
4325048	4128001	1982	
4501160	4128001	1985	
4506557	4128001	1985	
4655305	4128001	1987	
5293007	4128001	1994	
5476537	4162901	1995	
6752972	4162901	2004	
5374004	4146194	1994	
5397072	4146194	1995	
5543992	4146194	1996	
5573195	4146194	1996	
5734538	4146194	1998	
5777830	4146194	1998	
4205808	4146194	1980	
4209144	4146194	1980	
5333806	4146194	1994	
5414553	4376568	1995	
7148957	4376568	2006	
7330240	4376568	2008	
5609863	4385996	1997	
5807587	4385996	1998	
4097890	3979765	1978	
6450011	4424708	2002	
7624623	4424708	2009	
7571636	4424708	2009	
7578170	4424708	2009	
7751799	4068178	2010	
4301415	4068178	1981	
4328554	4068178	1982	
4494073	4068178	1985	
4631694	4068178	1986	
4672568	4068178	1987	
4958310	4068178	1990	
7456726	4068178	2008	
5767681	4063152	1998	
4417211	4063152	1983	
4788505	4063152	1988	
7209500	4422046	2007	
7286580	4422046	2007	
5546222	4422046	1996	
5615043	4422046	1997	
5228051	4422046	1993	
7110171	4422046	2006	
5477426	4386388	1995	
5546278	4386388	1996	
5563771	4386388	1996	
5572408	4386388	1996	
D398592	4386388	1998	
D405437	4386388	1999	
D405440	4386388	1999	
D405772	4386388	1999	
D409178	4386388	1999	
D413109	4386388	1999	
D426201	4386388	2000	
4650974	4386388	1987	
4821145	4386388	1989	
4821146	4386388	1989	
5320226	4386388	1994	
7611588	4470920	2009	
5586065	4463453	1996	
5684756	4463453	1997	
5878367	4463453	1999	
6115326	4463453	2000	
6119521	4463453	2000	
4805728	4463453	1989	
5136881	4463453	1992	
5352090	4463453	1994	
5611398	4452472	1997	
6131953	4452472	2000	
6199914	4452472	2001	
4949791	4452472	1990	
7431094	4452472	2008	
5059959	4384633	1991	
6358023	4373867	2002	
6435849	4373867	2002	
5033943	4373867	1991	
4191868	4000408	1980	
4415459	3935467	1983	
4844840	3935467	1989	
5169566	3935467	1992	
5478665	3947978	1995	
5789100	3947978	1998	
7677564	3947978	2010	
RE40506	3947978	2008	
6977123	3947978	2005	
RE39703	3947978	2007	
4312873	4139626	1982	
6825219	4139626	2004	
7138420	4139626	2006	
5571562	4133483	1996	
4252255	4133483	1981	
4427153	4133483	1984	
4361296	3960343	1982	
4085454	4001794	1978	
5230909	4028041	1993	
D644671	4028041	2011	
4334855	4017027	1982	
7167573	4016376	2007	
8385684	4021846	2013	
5402191	4021846	1995	
6208348	4021846	2001	
6275335	4021846	2001	
6515659	4021846	2003	
4286286	4021846	1981	
6686926	4021846	2004	
4424529	4021846	1984	
D616486	4021846	2010	
D650003	4021846	2011	
4792850	4021846	1988	
4884876	4021846	1989	
D672804	4021846	2012	
8160390	4021846	2012	
4982278	4021846	1991	
5037166	4021846	1991	
D613328	4021846	2010	
8401336	4021846	2013	
5181133	4021846	1993	
5276539	4021846	1994	
D624952	4021846	2010	
D603445	4021846	2009	
8396328	4021846	2013	
D650956	4021846	2011	
8078006	4021846	2011	
D662965	4021846	2012	
8073247	4021846	2011	
D646451	4021846	2011	
7907793	4021846	2011	
7116323	4021846	2006	
7116324	4021846	2006	
D652860	4021846	2012	
5422969	4023887	1995	
5434756	4023887	1995	
5574817	4023887	1996	
5611017	4023887	1997	
5727097	4023887	1998	
5790733	4023887	1998	
5845026	4023887	1998	
4249794	4023887	1981	
4262995	4023887	1981	
6694872	4023887	2004	
6694873	4023887	2004	
6805493	4023887	2004	
4740050	4023887	1988	
8180186	4023887	2012	
7421832	4342147	2008	
8084327	4338616	2011	
4507845	4338616	1985	
7504306	4338616	2009	
8252087	4096064	2012	
7686976	4096064	2010	
8475658	4096064	2013	
8066874	4096064	2011	
4292657	4148084	1981	
4568784	4126749	1986	
5606590	3947689	1997	
5684854	3947689	1997	
6320936	3947689	2001	
6734415	3947689	2004	
6930301	3947689	2005	
5148032	3947689	1992	
4417622	3964305	1983	
4444268	3964305	1984	
4448254	3964305	1984	
4489786	3964305	1984	
4515219	3964305	1985	
4537258	3964305	1985	
4557333	3964305	1985	
4573535	3964305	1986	
4589485	3964305	1986	
4691779	3964305	1987	
4787447	3964305	1988	
4883123	3964305	1989	
4915171	3964305	1990	
7533729	3964305	2009	
5634723	4415280	1997	
RE39190	4415280	2006	
5228785	4415280	1993	
8419283	4415280	2013	
8029194	4415280	2011	
7070330	4415280	2006	
5407178	3980299	1995	
4135716	3980299	1979	
5928095	3980299	1999	
5935025	3980299	1999	
6669583	3980299	2003	
4941663	3980299	1990	
D513057	3979853	2005	
5537770	3979853	1996	
D391619	3979853	1998	
4138792	3979853	1979	
5815978	3979853	1998	
7730658	3979853	2010	
4888789	3940709	1989	
5814853	4432075	1998	
5864242	4432075	1999	
6023422	4432075	2000	
6088263	4432075	2000	
4590503	4432075	1986	
4953928	4432075	1990	
5033023	4432075	1991	
5336936	4432075	1994	
5569922	4323777	1996	
5750995	4323777	1998	
5933245	4323777	1999	
4553032	4323777	1985	
4709150	4323777	1987	
5145785	4323777	1992	
5223714	4323777	1993	
5252828	4323777	1993	
5349188	4323777	1994	
5666047	4274046	1997	
4684820	4274046	1987	
4707629	4274046	1987	
4805295	4274046	1989	
4417189	4274041	1983	
7730746	4322378	2010	
6418177	4322378	2002	
4415512	4322378	1983	
4548767	4322378	1985	
4568389	4322378	1986	
4582534	4322378	1986	
7791037	4322378	2010	
5288303	4035165	1994	
8373428	4034293	2013	
4098273	4014336	1978	
4610698	4386112	1986	
4744725	4386112	1988	
4783341	4386112	1988	
5104293	4386112	1992	
8191504	4386112	2012	
8038388	4386112	2011	
5525240	4421860	1996	
5530254	4421860	1996	
4537861	4421860	1985	
4560881	4421860	1985	
4564598	4421860	1986	
4676640	4421860	1987	
4934811	4421860	1990	
5013150	4421860	1991	
5082768	4421860	1992	
5089384	4421860	1992	
5723325	4431428	1998	
RE42575	4431428	2011	
6129761	4431428	2000	
4857163	4431428	1989	
5244807	4431428	1993	
RE42479	4431428	2011	
5421043	4345348	1995	
4399575	4345348	1983	
4411033	4345348	1983	
4430764	4345348	1984	
4462128	4345348	1984	
4517691	4345348	1985	
4558476	4345348	1985	
4574026	4345348	1986	
4575885	4345348	1986	
4583254	4345348	1986	
4607404	4345348	1986	
4627121	4345348	1986	
4663789	4345348	1987	
4750959	4345348	1988	
4922563	4345348	1990	
5062170	4345348	1991	
5068934	4345348	1991	
5069837	4345348	1991	
5175898	4345348	1993	
7223236	4051522	2007	
8027809	4051522	2011	
7587469	4051522	2009	
5517251	4051522	1996	
5623925	4051522	1997	
5748103	4051522	1998	
5767791	4051522	1998	
5776057	4051522	1998	
5798798	4051522	1998	
5944659	4051522	1999	
6213942	4051522	2001	
8015138	4051522	2011	
8095340	4051522	2012	
8310336	4051522	2012	
8489428	4051522	2013	
7252636	4051522	2007	
7941323	4051522	2011	
6589170	4051522	2003	
6773396	4051522	2004	
7941327	4051522	2011	
7613590	4051522	2009	
7613621	4051522	2009	
4513294	4051522	1985	
4513295	4051522	1985	
8608653	4051522	2013	
7979284	4051522	2011	
8616895	4051522	2013	
8337409	4051522	2012	
7853455	4051522	2010	
7870249	4051522	2011	
7925522	4051522	2011	
7780595	4051522	2010	
8019582	4051522	2011	
7761312	4051522	2010	
8140663	4051522	2012	
7921186	4051522	2011	
7972267	4051522	2011	
7990382	4051522	2011	
7860583	4051522	2010	
7765112	4051522	2010	
8353827	4051522	2013	
8274360	4051522	2012	
7320030	4051522	2008	
8066636	4051522	2011	
8060378	4051522	2011	
7264591	4051522	2007	
8407063	4051522	2013	
8019618	4051522	2011	
7778845	4051522	2010	
7636667	4051522	2009	
7987100	4051522	2011	
7877276	4051522	2011	
8419636	4051522	2013	
7689440	4051522	2010	
7871376	4051522	2011	
RE43548	4051522	2012	
8260630	4051522	2012	
7555436	4051522	2009	
8392217	4051522	2013	
7970620	4051522	2011	
7814143	4051522	2010	
5189516	4051522	1993	
7533171	4051522	2009	
8055516	4051522	2011	
8032399	4051522	2011	
7399276	4051522	2008	
7392167	4051522	2008	
8301467	4051522	2012	
8024201	4051522	2011	
7993267	4051522	2011	
7260480	4051522	2007	
7734718	4051522	2010	
7840420	4051522	2010	
7516192	4051522	2009	
7258666	4051522	2007	
8617065	4051522	2013	
7822625	4051522	2010	
7867165	4051522	2011	
7167818	4051522	2007	
8005690	4051522	2011	
7684999	4051522	2010	
7769600	4051522	2010	
7769605	4051522	2010	
8038593	4051522	2011	
RE43433	4051522	2012	
7584108	4051522	2009	
7869852	4051522	2011	
8078407	4051522	2011	
8489364	4051522	2013	
8249894	4051522	2012	
8340792	4051522	2012	
8015025	4051522	2011	
7624028	4051522	2009	
7305348	4051522	2007	
8078431	4051522	2011	
8015030	4051522	2011	
8015033	4051522	2011	
7590549	4051522	2009	
8521546	4051522	2013	
7862506	4051522	2011	
7707270	4051522	2010	
7730177	4051522	2010	
7643971	4051522	2010	
7310668	4051522	2007	
7223235	4051522	2007	
4155607	3994547	1979	
6331083	4180336	2001	
7741570	4180336	2010	
4661005	4180336	1987	
8350728	4180336	2013	
D511334	4180336	2005	
7623118	4180336	2009	
8373663	4180336	2013	
7394030	4180336	2008	
D509493	4180336	2005	
7511700	4180336	2009	
7525534	4180336	2009	
5845028	4184742	1998	
6318902	4184742	2001	
6805493	4184742	2004	
4373777	4184742	1983	
4493529	4184742	1985	
4496213	4184742	1985	
4516829	4184742	1985	
4133554	4014564	1979	
4218072	4014564	1980	
4483552	4014564	1984	
6978924	4241863	2005	
7364360	4241863	2008	
5658855	4227911	1997	
6642178	4227911	2003	
6689720	4227911	2004	
4519163	4227911	1985	
7579017	4227911	2009	
5143536	4227911	1992	
4739236	4253149	1988	
5172324	4253149	1992	
5202835	4253149	1993	
5542452	4236881	1996	
4818186	4236881	1989	
5400500	4236880	1995	
5407424	4236880	1995	
5419684	4236880	1995	
5431509	4236880	1995	
5437635	4236880	1995	
5437642	4236880	1995	
5499906	4236880	1996	
5549460	4236880	1996	
5563347	4236880	1996	
5568912	4236880	1996	
5575632	4236880	1996	
5584667	4236880	1996	
5601420	4236880	1997	
5603613	4236880	1997	
5695473	4236880	1997	
5709534	4236880	1998	
5712044	4236880	1998	
5741121	4236880	1998	
5766744	4236880	1998	
5772409	4236880	1998	
5788671	4236880	1998	
5803712	4236880	1998	
5823746	4236880	1998	
5879144	4236880	1999	
5928196	4236880	1999	
5935099	4236880	1999	
5954485	4236880	1999	
6045648	4236880	2000	
6056522	4236880	2000	
6059753	4236880	2000	
6146109	4236880	2000	
6227807	4236880	2001	
6312227	4236880	2001	
6679862	4236880	2004	
6742992	4236880	2004	
4391600	4236880	1983	
4410322	4236880	1983	
8149131	4236880	2012	
4453931	4236880	1984	
4457753	4236880	1984	
4561830	4236880	1985	
8504179	4236880	2013	
7654976	4236880	2010	
7347836	4236880	2008	
4637817	4236880	1987	
4650469	4236880	1987	
4705506	4236880	1987	
4714463	4236880	1987	
8529496	4236880	2013	
4758238	4236880	1988	
8133197	4236880	2012	
4784577	4236880	1988	
4818190	4236880	1989	
4850805	4236880	1989	
4850817	4236880	1989	
4857048	4236880	1989	
8250483	4236880	2012	
4872813	4236880	1989	
4919596	4236880	1990	
5017192	4236880	1991	
5039279	4236880	1991	
5055001	4236880	1991	
5092749	4236880	1992	
5096385	4236880	1992	
7048715	4236880	2006	
5165873	4236880	1992	
5242407	4236880	1993	
7497842	4236880	2009	
5300034	4236880	1994	
5320503	4236880	1994	
8506522	4236880	2013	
5351383	4236880	1994	
6908452	4236880	2005	
8435206	4236880	2013	
5653220	4244349	1997	
5865618	4244349	1999	
6018614	4244349	2000	
4651711	4244349	1987	
8479439	4244349	2013	
8479440	4244349	2013	
8448612	4244349	2013	
4413911	4205550	1983	
4489590	4205550	1984	
4590789	4205550	1986	
4632563	4205550	1986	
4755109	4184817	1988	
4856972	4184817	1989	
6130857	4206510	2000	
5362825	4248738	1994	
4331559	4248738	1982	
4609498	4248738	1986	
5633170	4272248	1997	
8057846	4379810	2011	
7897254	4379810	2011	
8491990	4379810	2013	
6015634	4333992	2000	
6156084	4333992	2000	
4530886	4333992	1985	
4533607	4333992	1985	
4539267	4333992	1985	
4781241	4333992	1988	
4824740	4333992	1989	
5360679	4333992	1994	
8028527	4333992	2011	
5202697	4017864	1993	
4344092	4028730	1982	
4590923	4028730	1986	
D563444	4028730	2008	
7152415	4028736	2006	
5390990	4105258	1995	
5507568	4105258	1996	
5605387	4105258	1997	
5700072	4105258	1997	
5962777	4105258	1999	
6132016	4105258	2000	
6299262	4105258	2001	
6527350	4105258	2003	
6655755	4105258	2003	
6722745	4105258	2004	
6820946	4105258	2004	
7500724	4105258	2009	
4646242	4105258	1987	
7744167	4105258	2010	
7128377	4105258	2006	
6916075	4105258	2005	
6951372	4105258	2005	
7837279	4105258	2010	
7387349	4105258	2008	
5468074	4094559	1995	
5879425	4101303	1999	
5140448	4106853	1992	
5486701	4106856	1996	
5747813	4106856	1998	
6024458	4106856	2000	
4619502	4106856	1986	
8025399	4106856	2011	
5319662	4106856	1994	
5341392	4106856	1994	
7869627	4106856	2011	
8092021	4106856	2012	
5486584	4025707	1996	
4342259	4006676	1982	
5480475	4343629	1996	
6486375	4343629	2002	
4462811	4343629	1984	
4850380	4343629	1989	
5154735	4343629	1992	
5289690	4343629	1994	
7449054	4343629	2008	
8075667	4343629	2011	
4432612	4371236	1984	
4562517	4236193	1985	
6238330	4305546	2001	
6387031	4305546	2002	
6544161	4305546	2003	
6652136	4305546	2003	
8111697	4215402	2012	
5398328	4215402	1995	
5572713	4215402	1996	
5754819	4215402	1998	
5812521	4215402	1998	
6928442	4215402	2005	
5978791	4215402	1999	
6014733	4215402	2000	
6279097	4215402	2001	
6704730	4215402	2004	
6810398	4215402	2004	
6826711	4215402	2004	
4356549	4215402	1982	
7464107	4215402	2008	
8364887	4215402	2013	
4430706	4215402	1984	
7802310	4215402	2010	
7293157	4215402	2007	
4564944	4215402	1986	
8139591	4215402	2012	
4641274	4215402	1987	
7062648	4215402	2006	
7562095	4215402	2009	
4860192	4215402	1989	
8571023	4215402	2013	
4899275	4215402	1990	
4933835	4215402	1990	
4962451	4215402	1990	
7529882	4215402	2009	
8607026	4215402	2013	
8001096	4215402	2011	
8571034	4215402	2013	
8407193	4215402	2013	
7961734	4215402	2011	
7738454	4215402	2010	
7194504	4215402	2007	
5255384	4215402	1993	
5276826	4215402	1994	
5293595	4215402	1994	
7835357	4215402	2010	
7509420	4215402	2009	
7493442	4215402	2009	
8108353	4215402	2012	
8082262	4215402	2011	
8140491	4215402	2012	
7272602	4215402	2007	
8099420	4215402	2012	
7945539	4215402	2011	
8488588	4215402	2013	
7945544	4215402	2011	
7889741	4215402	2011	
7558856	4215402	2009	
7949662	4215402	2011	
7676627	4215402	2010	
5461882	4347714	1995	
5151022	4347714	1992	
5388490	4452116	1995	
5497615	4458866	1996	
5050668	4458866	1991	
7188488	4458866	2007	
5490644	4482114	1996	
6267328	4482114	2001	
7965201	4482114	2011	
6796527	4482114	2004	
6817575	4482114	2004	
7090167	4482114	2006	
7175136	4482114	2007	
5161364	4482114	1992	
7849931	4482114	2010	
7959109	4482114	2011	
7628359	4482114	2009	
7331421	4482114	2008	
5284349	4482113	1994	
5366623	4265746	1994	
5380430	4265746	1995	
5683579	4265746	1997	
4933151	4265746	1990	
