citing	cited	citing_year	state
6610546	3926559	2003	CA
4314823	3926559	1982	CA
6752927	3926559	2004	CA
7618826	3926559	2009	CA
8021555	3926559	2011	CA
7517696	3926559	2009	CA
4861555	3926559	1989	OK
7892848	3926559	2011	CA
8129194	3926559	2012	CA
5149661	3926559	1992	CA
8449658	3926559	2013	CA
7618535	3926559	2009	CA
5248426	3926559	1993	CA
5352360	3926559	1994	CA
8414684	3926559	2013	CA
7473354	3926559	2009	CA
4209344	3926666	1980	CT
4221644	3926769	1980	CA
4704429	3926888	1987	CA
5843941	3927016	1998	CA
4511735	3927090	1985	CA
5932185	3927186	1999	CA
6040266	3927186	2000	CA
6103149	3927186	2000	CA
4795862	3927285	1989	CT
4112492	3927305	1978	CA
4179740	3927305	1979	CA
5050055	3927314	1991	CA
6391171	3927355	2002	CA
7025733	3927426	2006	CA
6941587	3927426	2005	CA
6202967	3927437	2001	CT
5048995	3927499	1991	MN
6843152	3927574	2005	CA
6197078	3927576	2001	CA
4318649	3927621	1982	CA
5383866	3927672	1995	CA
5059186	3927672	1991	CA
8529541	3927672	2013	CA
8105310	3927672	2012	CA
6753668	3927760	2004	CA
4925015	3927760	1990	CT
7559280	3927760	2009	CT
7568575	3927760	2009	CT
5772107	3927822	1998	WA
8596518	3927822	2013	CA
5342050	3927885	1994	CA
5970662	3927924	1999	CA
8267490	3927924	2012	CA
4048121	3927970	1977	MN
5464659	3928499	1995	MN
5514730	3928499	1996	MN
5624763	3928499	1997	MN
5356947	3928499	1994	MN
5840280	3928588	1998	CT
5884361	3928889	1999	CA
4336786	3928889	1982	WV
5251402	3928889	1993	CA
6120901	3928930	2000	MN
6250003	3928930	2001	CA
D639860	3928930	2011	NV
8191254	3928963	2012	CA
8317456	3928963	2012	CA
8454298	3928963	2013	CA
4955192	3928963	1990	CA
4370181	3928964	1983	WA
7188567	3928964	2007	WA
4545407	3928968	1985	CT
5144801	3928968	1992	CA
8435010	3928968	2013	MN
5782326	3929211	1998	CA
6199716	3929249	2001	CA
4343456	3929317	1982	MN
4660773	3929341	1987	WA
4971354	3929348	1990	CA
5856571	3929530	1999	WA
5372724	3929586	1994	CA
RE358150	3929586	1998	CA
4778604	3929586	1988	CA
4897205	3929586	1990	CA
5006228	3929647	1991	CA
4507449	3929745	1985	OK
4514514	3929745	1985	OK
8567111	3930012	2013	CA
8329639	3930024	2012	WA
7431954	3930027	2008	MN
6913775	3930027	2005	MN
4391450	3930071	1983	WA
8205431	3930071	2012	CT
8220843	3930071	2012	CT
8172274	3930071	2012	CT
4218745	3930307	1980	CA
4169394	3930424	1979	CA
6086101	3930547	2000	MN
D466831	3930547	2002	MN
6032985	3930677	2000	CT
5044182	3930677	1991	CA
4235587	3930783	1980	MN
7080766	3930825	2006	CA
5374551	3930956	1994	CA
5541308	3930956	1996	CA
5547842	3930956	1996	CA
5567587	3930956	1996	CA
5593841	3930956	1997	CA
5601984	3930956	1997	CA
5641631	3930956	1997	CA
5641632	3930956	1997	CA
5674684	3930956	1997	CA
5677127	3930956	1997	CA
5677128	3930956	1997	CA
5677129	3930956	1997	CA
5679520	3930956	1997	CA
5683876	3930956	1997	CA
5688645	3930956	1997	CA
5691149	3930956	1997	CA
5693468	3930956	1997	CA
5693469	3930956	1997	CA
5714321	3930956	1998	CA
5714324	3930956	1998	CA
5723597	3930956	1998	CA
5738988	3930956	1998	CA
5738989	3930956	1998	CA
5827651	3930956	1998	CA
5840488	3930956	1998	CA
5928864	3930956	1999	CA
5932416	3930956	1999	CA
5955261	3930956	1999	CA
5958679	3930956	1999	CA
5994059	3930956	1999	CA
6150517	3930956	2000	CA
7138516	3930956	2006	CA
6512105	3930956	2003	CA
4358535	3930956	1982	WA
7172863	3930956	2007	CA
7090972	3930956	2006	CA
5134063	3930956	1992	CA
7087742	3930956	2006	CA
5937080	3930991	1999	WA
4201302	3930991	1980	CA
5215772	3930991	1993	CA
6391257	3931029	2002	CT
8066902	3931029	2011	CT
4087604	3931279	1978	CT
4243595	3931289	1981	CT
4036832	3931289	1977	CT
5744064	3931337	1998	WV
5744065	3931337	1998	WV
5851434	3931337	1998	WV
5919372	3931337	1999	WV
6051035	3931337	2000	WV
6306249	3931337	2001	WV
5716555	3931368	1998	CA
6290215	3931368	2001	CA
6446940	3931368	2002	CA
4482507	3931368	1984	CA
4519958	3931368	1985	CA
8578804	3931872	2013	WA
8382135	3931983	2013	CA
6899517	3932061	2005	OK
6034465	3932069	2000	CA
6194798	3932069	2001	CA
6698974	3932069	2004	CA
6817845	3932069	2004	CA
5292284	3932069	1994	CA
4142022	3932246	1979	CT
6174967	3932339	2001	ND
6420494	3932339	2002	ND
5045114	3932347	1991	MN
5045114	3932348	1991	MN
6664258	3932425	2003	CT
4814351	3932655	1989	CA
4296568	3932958	1981	CA
7243459	3932958	2007	CA
7937187	3932958	2011	CA
7797268	3933028	2010	MN
8425631	3933028	2013	WV
8257451	3933028	2012	WV
8117975	3933028	2012	WV
4184365	3933036	1980	CA
4331030	3933036	1982	CA
8356693	3933166	2013	CT
4583572	3933186	1986	WV
5326067	3933330	1994	CA
6543755	3933387	2003	MN
4352484	3933387	1982	CA
8141548	3933387	2012	CA
5915673	3933388	1999	CA
6299139	3933388	2001	CA
7334776	3933388	2008	CA
7810790	3933388	2010	CA
7112447	3933433	2006	MN
7402284	3933433	2008	MN
5204026	3933517	1993	WA
5204026	3933518	1993	WA
4329408	3933524	1982	MN
5413716	3933638	1995	CA
5676840	3933638	1997	AK
7431818	3933638	2008	CT
4253953	3933638	1981	CT
5277827	3933638	1994	CA
5783115	3933678	1998	MN
6268458	3933678	2001	CA
4373768	3933678	1983	CA
4505542	3933678	1985	CA
4224204	3933708	1980	OK
5039243	3933708	1991	MN
5084098	3933708	1992	WV
5084493	3933708	1992	WV
7758268	3933708	2010	ND
7547109	3933708	2009	CA
4373057	3933725	1983	CA
4532348	3933833	1985	CA
7576144	3933880	2009	MN
7427523	3933880	2008	MN
6573328	3933880	2003	CT
4337332	3933880	1982	MN
7655486	3933880	2010	MN
4504645	3933880	1985	MN
4533575	3933880	1985	MN
8092735	3933880	2012	MN
6838182	3933880	2005	CT
8303878	3933880	2012	MN
8084515	3933880	2011	MN
7595515	3933880	2009	MN
7314770	3933880	2008	MN
5178646	3933936	1993	MN
5108673	3933959	1992	CA
4042658	3933959	1977	CA
8231924	3934047	2012	MN
4616724	3934485	1986	MN
4150631	3934522	1979	CT
4611543	3934522	1986	CT
4345576	3934570	1982	NV
5215454	3934574	1993	CA
6910529	3934644	2005	CA
7177151	3934644	2007	MN
5381888	3934707	1995	MN
4780043	3934707	1988	WA
4819782	3934707	1989	WA
D484565	3934817	2003	NV
8273472	3935024	2012	CA
8202641	3935024	2012	CA
4833046	3935024	1989	CA
8039161	3935024	2011	CA
8415042	3935024	2013	CA
8236445	3935024	2012	CA
8268480	3935024	2012	CA
8450001	3935024	2013	CA
8114541	3935024	2012	CA
8137831	3935024	2012	CA
4402764	3935034	1983	CA
4425407	3935034	1984	CT
4476164	3935034	1984	CT
4476178	3935034	1984	CT
4485148	3935034	1984	CT
4515860	3935034	1985	CA
4850717	3935034	1989	CA
4934254	3935034	1990	CA
4775436	3935353	1988	CT
4863211	3935353	1989	CT
4752107	3935372	1988	WA
4753610	3935372	1988	WA
4400443	3935447	1983	MN
5053618	3935447	1991	CA
5216533	3935447	1993	WA
4858061	3935508	1989	CA
7717493	3935674	2010	CA
7535684	3935677	2009	CA
4967524	3935686	1990	NV
5017094	3935707	1991	MN
8262052	3935748	2012	NV
5118961	3935847	1992	MN
5118961	3935848	1992	MN
4083422	3935922	1978	CA
5636792	3935922	1997	MN
4160488	3935922	1979	CA
6470273	3935922	2002	CA
4811229	3935922	1989	WA
4967862	3935922	1990	CT
4019060	3935922	1977	CA
5203923	3935922	1993	CA
4040500	3935922	1977	CA
4247244	3935950	1981	CT
6647918	3935950	2003	CA
8235437	3935950	2012	CT
5080415	3935950	1992	CA
5672003	3936023	1997	CT
5702082	3936023	1997	CA
6814467	3936023	2004	CA
4700917	3936023	1987	CA
7111966	3936023	2006	CA
4825500	3936071	1989	MN
7207636	3936107	2007	CA
4753609	3936131	1988	MN
5459932	3936197	1995	CA
5524352	3936197	1996	CA
5610711	3936197	1997	CA
5617202	3936197	1997	CA
5621975	3936197	1997	CA
5917587	3936197	1999	CA
5992029	3936197	1999	CA
4221483	3936197	1980	CA
6542304	3936197	2003	CA
7497018	3936197	2009	CA
7845087	3936197	2010	CA
7395605	3936197	2008	CA
5108177	3936197	1992	CA
5144487	3936197	1992	CA
4035084	3936197	1977	CA
4128996	3936330	1978	CA
4152891	3936330	1979	CA
4244758	3936330	1981	CA
7097879	3936541	2006	CT
4477695	3936600	1984	CT
6192477	3936601	2001	CA
4771462	3936601	1988	CA
4465229	3936793	1984	MN
7726017	3936794	2010	CT
4174814	3936979	1979	WA
7387015	3937069	2008	OK
4173144	3937081	1979	CA
5456570	3937131	1995	MN
5928123	3937131	1999	MN
6179004	3937131	2001	MN
4232590	3937131	1980	CT
5549090	3937193	1996	CA
4395999	3937193	1983	NV
4829973	3937193	1989	CA
4928991	3937258	1990	WA
5193535	3937266	1993	WA
5257621	3937266	1993	WA
5698613	3937272	1997	CA
7703629	3937357	2010	CA
4535914	3937440	1985	CT
8499721	3937440	2013	MN
4569865	3937508	1986	CA
4671550	3937508	1987	WA
4735560	3937603	1988	MN
4946631	3937768	1990	CA
6414479	3937994	2002	CT
7090806	3938075	2006	CA
6667622	3938075	2003	CA
4340885	3938075	1982	CA
4315246	3938089	1982	OK
4872208	3938112	1989	CA
4855712	3938117	1989	CT
4814546	3938152	1989	MN
5085931	3938152	1992	MN
5189078	3938152	1993	MN
5238975	3938152	1993	MN
5275880	3938152	1994	MN
5518951	3938175	1996	CA
5633209	3938175	1997	CA
6319743	3938175	2001	CA
4332000	3938175	1982	CA
4996627	3938175	1991	CA
4050049	3938175	1977	CA
4099290	3938217	1978	CA
4320556	3938217	1982	MN
6742219	3938217	2004	MN
5356115	3938217	1994	CA
6848545	3938406	2005	CA
6755284	3938406	2004	CA
7011188	3938406	2006	CA
6550450	3938479	2003	MN
4030349	3938479	1977	CA
4031747	3938479	1977	CA
4107985	3938603	1978	CA
4429756	3938603	1984	CT
4433741	3938603	1984	CT
4501160	3938603	1985	CA
4560017	3938603	1985	WA
4836304	3938603	1989	OK
5487375	3938626	1996	OK
5584282	3938626	1996	OK
5615664	3938626	1997	OK
4130185	3938626	1978	CA
6176800	3938631	2001	CA
4482039	3938634	1984	CA
6109425	3938649	2000	CT
5685410	3938650	1997	WA
6793064	3938650	2004	MN
7073656	3938650	2006	MN
6837360	3938650	2005	MN
6843360	3938650	2005	MN
8011495	3938650	2011	MN
5012916	3938650	1991	WA
5020655	3938650	1991	WA
5147027	3938650	1992	WA
7222716	3938650	2007	MN
4328934	3938754	1982	CA
8476778	3938754	2013	CA
4127240	3938755	1978	CA
4328934	3938755	1982	CA
6003886	3938822	1999	CA
7398981	3938822	2008	MN
4569865	3938841	1986	CA
4232981	3939081	1980	CA
5641373	3939243	1997	CA
5843173	3939243	1998	CA
6267834	3939243	2001	CA
6863686	3939243	2005	CA
8062354	3939243	2011	CA
5772721	3939280	1998	MN
6800109	3939280	2004	CA
8246711	3939280	2012	WA
4149301	3939292	1979	CA
4149302	3939292	1979	CA
5063539	3939292	1991	CA
4070613	3939397	1978	MN
4417211	3939397	1983	CA
6427285	3939518	2002	MN
4961246	3939518	1990	MN
7059015	3939518	2006	MN
5083339	3939523	1992	WA
5660546	3939599	1997	CA
5718014	3939599	1998	CT
6248007	3939599	2001	CT
4386911	3939599	1983	CA
4724563	3939599	1988	CA
5542249	3939654	1996	CT
5941069	3939654	1999	CT
4255929	3939657	1981	CA
5600966	3939666	1997	WV
5737939	3939666	1998	WV
4343981	3939879	1982	WV
D680352	3939980	2013	CT
4919267	3939981	1990	MN
D680352	3939981	2013	CT
4225113	3940108	1980	MN
8273472	3940283	2012	CA
8202641	3940283	2012	CA
8039161	3940283	2011	CA
8415042	3940283	2013	CA
8236445	3940283	2012	CA
8268480	3940283	2012	CA
8450001	3940283	2013	CA
8114541	3940283	2012	CA
8137831	3940283	2012	CA
8608933	3940320	2013	CT
8002962	3940320	2011	CT
8388824	3940320	2013	CT
5772912	3940356	1998	CA
6867210	3940404	2005	CA
4818099	3940696	1989	WA
6934995	3940826	2005	CA
5473792	3940826	1995	CA
5513415	3940826	1996	CA
7172658	3940826	2007	MN
6449799	3940826	2002	WA
6505379	3940826	2003	WA
6585827	3940826	2003	MN
6662600	3940826	2003	MN
D485175	3940826	2004	MN
6671925	3940826	2004	MN
6705332	3940826	2004	MN
6735811	3940826	2004	MN
4367565	3940826	1983	NV
4466155	3940826	1984	MN
7448114	3940826	2008	MN
7665174	3940826	2010	MN
7051399	3940826	2006	MN
8051861	3940826	2011	MN
7199711	3940826	2007	MN
7171722	3940826	2007	WA
8584294	3940826	2013	MN
8028365	3940826	2011	MN
8100384	3940928	2012	MN
4835963	3940928	1989	CA
6609690	3941001	2003	WA
6729580	3941001	2004	CA
5444635	3941019	1995	WA
7036411	3941019	2006	OK
6470932	3941019	2002	MN
6698159	3941019	2004	OK
7715935	3941019	2010	WA
7182009	3941019	2007	OK
4505190	3941040	1985	CT
4068813	3941064	1978	WA
5431525	3941064	1995	WA
4759668	3941064	1988	CA
6470926	3941169	2002	CA
5073353	3941172	1991	CT
4282952	3941221	1981	OK
5586817	3941441	1996	CT
5333949	3941441	1994	CA
4629306	3941468	1986	MN
4494976	3941578	1985	CA
4563208	3941578	1986	CA
4565564	3941578	1986	CA
4586109	3941629	1986	CA
4824073	3941629	1989	CA
4966646	3941629	1990	CA
4996627	3941629	1991	CA
5074629	3941629	1991	CA
4035823	3941629	1977	MN
5564588	3942331	1996	WA
5613366	3942331	1997	CA
5651473	3942331	1997	MN
6286707	3942331	2001	CA
6708502	3942331	2004	CA
4796676	3942331	1989	OK
5081761	3942331	1992	CA
4344306	3942338	1982	CA
5750894	3942369	1998	CT
4424741	3942431	1984	CA
5246472	3942600	1993	MN
4861222	3942663	1989	CA
4872801	3942663	1989	OK
7527466	3942663	2009	CA
7661580	3942712	2010	NV
4580718	3942712	1986	CA
4043699	3942905	1977	MN
4040474	3942953	1977	MN
4440566	3943176	1984	CA
4626276	3943176	1986	CA
7793530	3943744	2010	MN
7412865	3943744	2008	CA
6959582	3943744	2005	CT
8377566	3943744	2013	CA
8438893	3943744	2013	CA
8505258	3943744	2013	CA
8114524	3943744	2012	CA
7825313	3943815	2010	NV
4117618	3943815	1978	MN
7465870	3943815	2008	WA
5977462	3943815	1999	CA
4236191	3943815	1980	ND
6984780	3943815	2006	WA
7427704	3943815	2008	CA
7427707	3943815	2008	NV
8357846	3943815	2013	CT
8263844	3943815	2012	NV
7348507	3943844	2008	CA
4410056	3944017	1983	CA
4438825	3944017	1984	WA
4452329	3944017	1984	CA
4871189	3944017	1989	CA
4989684	3944017	1991	CA
4151895	3944024	1979	CA
6755281	3944024	2004	CA
4716988	3944024	1988	CA
5180031	3944024	1993	OK
4869563	3944080	1989	CA
6412869	3944280	2002	CA
6966405	3944280	2005	CA
6530550	3944307	2003	CA
4844626	3944307	1989	CA
4944921	3944389	1990	CA
4196070	3944477	1980	CA
6620305	3944498	2003	CA
6841208	3944511	2005	MN
5112663	3944704	1992	CA
4132873	3944766	1979	CT
5142108	3944770	1992	MN
4236084	3944841	1980	CT
6729178	3944864	2004	MN
7254995	3944864	2007	MN
4920756	3945217	1990	MN
8250873	3945217	2012	CA
5465660	3945314	1995	CA
4088071	3945314	1978	CA
4771587	3945314	1988	MN
4841853	3945314	1989	CA
4192275	3945362	1980	CA
4208992	3945362	1980	CA
4395999	3945362	1983	NV
4522185	3945362	1985	CA
8555867	3945362	2013	WA
5437614	3945376	1995	OK
5632723	3945376	1997	OK
4285336	3945376	1981	CA
4628913	3945376	1986	CA
4658807	3945376	1987	CT
8172779	3945376	2012	CA
8337497	3945376	2012	CT
8303528	3945376	2012	CA
6962572	3945376	2005	CA
7639146	3945376	2009	CA
D652937	3945376	2012	CA
D641482	3945376	2011	CA
D641483	3945376	2011	CA
5707457	3945388	1998	NV
5063949	3945388	1991	CA
4947892	3945533	1990	CA
4231591	3945587	1980	CA
4529145	3945587	1985	CA
6514044	3945737	2003	CT
4749299	3945737	1988	OK
7475891	3945737	2009	CA
7118656	3945903	2006	CA
5489369	3945903	1996	MN
5512320	3945903	1996	CA
5620572	3945903	1997	MN
5688389	3945903	1997	MN
5738767	3945903	1998	CA
6068738	3945903	2000	MN
6096175	3945903	2000	CA
4204942	3945903	1980	CA
6527919	3945903	2003	CA
4298444	3945903	1981	CA
4322276	3945903	1982	CA
4828346	3945903	1989	CA
4894133	3945903	1990	CA
7455753	3945903	2008	CA
7828899	3945903	2010	CA
5620572	3945911	1997	MN
5876573	3945911	1999	CA
6033483	3945911	2000	CA
6221217	3945911	2001	CA
6436509	3945911	2002	CA
6821562	3945911	2004	CA
7767629	3945956	2010	MN
6235801	3945956	2001	CA
6906009	3945956	2005	MN
4059227	3946177	1977	CA
4404462	3946198	1983	CA
5968393	3946243	1999	CA
4583090	3946243	1986	CA
4835462	3946243	1989	CT
4642484	3946254	1987	CA
7088153	3946254	2006	CT
4187489	3946354	1980	MT
8376127	3946619	2013	CA
8327586	3946619	2012	MN
5513728	3946840	1996	WA
4371128	3946965	1983	CA
D420523	3947068	2000	MN
6035901	3947068	2000	MN
6059368	3947068	2000	MN
6125521	3947068	2000	MN
6386634	3947068	2002	MN
6966604	3947068	2005	MN
6588842	3947068	2003	MN
6702390	3947068	2004	MN
6722741	3947068	2004	MN
6726286	3947068	2004	MN
6733080	3947068	2004	MN
7594700	3947068	2009	MN
8550294	3947118	2013	WA
8330316	3947155	2012	CA
8330317	3947155	2012	CA
8543365	3947155	2013	CA
8471425	3947155	2013	CA
8283832	3947155	2012	CA
5203307	3947159	1993	CA
6151813	3947204	2000	CA
6151814	3947204	2000	CA
6263786	3947204	2001	CA
6332768	3947204	2001	CA
6467400	3947204	2002	CA
5980919	3947396	1999	MN
5055506	3947396	1991	CA
5116678	3947396	1992	CA
5116895	3947396	1992	CA
4284751	3947426	1981	CA
4745148	3947426	1988	WV
4083832	3947539	1978	MN
7998569	3947550	2011	CT
6627126	3947550	2003	CT
7749568	3947550	2010	CT
4327110	3947591	1982	WV
4369189	3947591	1983	WV
4413007	3947591	1983	WV
4089984	3947600	1978	MN
4378377	3947600	1983	MN
4501759	3947600	1985	MN
4540587	3947600	1985	MN
6396025	3947653	2002	MN
6696664	3947653	2004	MN
6881919	3947653	2005	MN
7538460	3947711	2009	CA
4129810	3947738	1978	CA
6768281	3947764	2004	CA
5716310	3947951	1998	CA
5586912	3947959	1996	CT
5118961	3948053	1992	MN
4050385	3948186	1977	CA
D432284	3948190	2000	OK
D436709	3948190	2001	OK
5036976	3948190	1991	CA
5147039	3948190	1992	CA
7090806	3948228	2006	CA
6667622	3948228	2003	CA
4406127	3948235	1983	CA
5118961	3948235	1992	MN
4279294	3948313	1981	CT
4339929	3948313	1982	CT
7128176	3948331	2006	MN
6543797	3948336	2003	CA
4452329	3948341	1984	CA
4313524	3948347	1982	CA
8321073	3948347	2012	WA
8469144	3948347	2013	CA
8005580	3948347	2011	WA
7544915	3948347	2009	WA
7992678	3948347	2011	CA
7458441	3948347	2008	WA
7444830	3948347	2008	WA
4907488	3948348	1990	CA
5276291	3948348	1994	CA
6364055	3948349	2002	CA
4418790	3948349	1983	CA
5276291	3948349	1994	CA
6761840	3948410	2004	CA
4062468	3948412	1977	CT
4328934	3948460	1982	CA
5312066	3948460	1994	CA
4089207	3948602	1978	WV
5368419	3948708	1994	CA
7510674	3948789	2009	CA
7252753	3948789	2007	CA
4094868	3949015	1978	CT
4439875	3949430	1984	CA
4603443	3949430	1986	CA
6318046	3949529	2001	WA
6635141	3949529	2003	WA
8516778	3949529	2013	MN
7549263	3949529	2009	NV
7000898	3949779	2006	CA
4549272	3949861	1985	CA
5341914	3949861	1994	MN
7913487	3950139	2011	CA
4058442	3950238	1977	CA
4096206	3950306	1978	WV
8050741	3950363	2011	CA
6545182	3950538	2003	CA
6349022	3950741	2002	CA
6421216	3950741	2002	CA
6456476	3950741	2002	CA
5975187	3951076	1999	CA
6863111	3951076	2005	CA
4627651	3951443	1986	CA
4159873	3951549	1979	CA
4818099	3951549	1989	WA
4851661	3951549	1989	CA
7998986	3951982	2011	CA
4542033	3952112	1985	MN
5073400	3952112	1991	CA
4642855	3952383	1987	CA
D468114	3952437	2003	CA
D468115	3952437	2003	CA
6173715	3952438	2001	WA
4512096	3952438	1985	MT
4537150	3952438	1985	CA
4876818	3952438	1989	WA
4955396	3952438	1990	WA
7772983	3952438	2010	OK
7107936	3952438	2006	CA
7316202	3952438	2008	CA
4512110	3952456	1985	MN
6532701	3952463	2003	CA
4517775	3952463	1985	OK
5070550	3952463	1991	CA
7296584	3952463	2007	CT
7667356	3952709	2010	WA
4219121	3952827	1980	MN
4552261	3952859	1985	CT
4105258	3953080	1978	CA
5808197	3953080	1998	CA
4562542	3953080	1985	CA
4818037	3953080	1989	CA
5596183	3953084	1997	CA
5000519	3953084	1991	CA
5342117	3953084	1994	OK
4195218	3953146	1980	CT
4737280	3953333	1988	OK
4788198	3953468	1988	CT
4791108	3953598	1988	CA
4886798	3953598	1989	CA
4960891	3953598	1990	CA
7314649	3953643	2008	CA
7064159	3953643	2006	CA
7404987	3953643	2008	CA
6051169	3953663	2000	CA
8009857	3953687	2011	NV
8009857	3953687	2011	CA
4418337	3953829	1983	CA
7740173	3953887	2010	CA
8249993	3953887	2012	CA
8355982	3953887	2013	CA
8144940	3953887	2012	CA
7725726	3953887	2010	CA
8251283	3953887	2012	CA
8595490	3953887	2013	CA
5487242	3953955	1996	CA
5269106	3953955	1993	CA
4100831	3954039	1978	CA
4140039	3954039	1979	CA
4325127	3954045	1982	CA
4171332	3954092	1979	WA
7137378	3954092	2006	OK
8235437	3954188	2012	CT
8033600	3954245	2011	NV
4976104	3954245	1990	WA
4022411	3954245	1977	CA
5524304	3954281	1996	MN
6443492	3954281	2002	CA
7708315	3954281	2010	CA
8465058	3954281	2013	CA
5601790	3954418	1997	CA
5637283	3954418	1997	CA
8273472	3954502	2012	CA
8202641	3954502	2012	CA
8039161	3954502	2011	CA
8415042	3954502	2013	CA
8236445	3954502	2012	CA
8268480	3954502	2012	CA
8450001	3954502	2013	CA
8114541	3954502	2012	CA
8137831	3954502	2012	CA
5928487	3954571	1999	WV
5782931	3954583	1998	CA
5935168	3954583	1999	CA
4851077	3954645	1989	CA
8221694	3954672	2012	CA
8361406	3954672	2013	CA
8361420	3954672	2013	CA
8359829	3954672	2013	CA
7981375	3954672	2011	CA
8092753	3954672	2012	CA
5250094	3954672	1993	MN
8551216	3954672	2013	CA
8277743	3954672	2012	CA
8097220	3954672	2012	CA
7998986	3954734	2011	CA
4089897	3954851	1978	MN
5750173	3955000	1998	MN
5894027	3955000	1999	MN
4378377	3955000	1983	MN
4501759	3955000	1985	MN
4540587	3955000	1985	MN
5576065	3955036	1996	MN
4425620	3955437	1984	ND
4334378	3955451	1982	CA
4469109	3955451	1984	MN
8468922	3955456	2013	CA
4581977	3955468	1986	CA
6045552	3955567	2000	CA
6440131	3955567	2002	MN
4473068	3955567	1984	CA
4936844	3955567	1990	CA
5988519	3955761	1999	WA
8608933	3956078	2013	CT
8002962	3956078	2011	CT
8388824	3956078	2013	CT
7316772	3956078	2008	CT
6776893	3956079	2004	CT
8388824	3956084	2013	CT
7928258	3956353	2011	CT
8609877	3956353	2013	CT
4298549	3956434	1981	CA
4323521	3956434	1982	CA
4859474	3956506	1989	CA
4963373	3956506	1990	MN
4444734	3956532	1984	CA
4511545	3956532	1985	CA
4544379	3956532	1985	CA
4612176	3956532	1986	CA
7309951	3956664	2007	CA
7098581	3956664	2006	CA
5403975	3956675	1995	CT
5598322	3956675	1997	MN
4858067	3956675	1989	CA
4039900	3956675	1977	MN
5680470	3956734	1997	CA
5956409	3956734	1999	CA
4475235	3956734	1984	CA
5341689	3956734	1994	CA
4214324	3956776	1980	CA
6447043	3956793	2002	CA
7987939	3956793	2011	CA
8250844	3956877	2012	MN
8117817	3956877	2012	MN
4799980	3956890	1989	CA
5069382	3956914	1991	CA
8339584	3956928	2012	CA
7267013	3956928	2007	CA
4456883	3956928	1984	CT
7918143	3956930	2011	MN
7788984	3956930	2010	MN
4838077	3956930	1989	MN
4932270	3956930	1990	CA
5241725	3956930	1993	WA
7320249	3956938	2008	WA
7395714	3956938	2008	WA
5501394	3956975	1996	MN
6066217	3956975	2000	CT
6227275	3956975	2001	CT
4292787	3956975	1981	CA
4331434	3956975	1982	CA
4569474	3956975	1986	CA
4834827	3956975	1989	CT
D583830	3957011	2008	OK
5139886	3957086	1992	CA
7104287	3957092	2006	MT
4512828	3957092	1985	ND
5548869	3957102	1996	CT
4671582	3957102	1987	CA
7931469	3957380	2011	CA
4084928	3957405	1978	OK
5461864	3957445	1995	CA
4830833	3957445	1989	CT
6946013	3957445	2005	CA
7574796	3957445	2009	CA
6964715	3957551	2005	CA
6131498	3957568	2000	CT
5389210	3957599	1995	NV
5401373	3957599	1995	NV
5545310	3957599	1996	NV
5580438	3957599	1996	NV
5676805	3957599	1997	NV
5752282	3957599	1998	NV
5885426	3957599	1999	NV
6007693	3957599	1999	NV
RE37055	3957599	2001	NV
4401563	3957640	1983	MN
4778595	3957640	1988	CA
4844414	3957640	1989	CA
4901754	3957640	1990	CA
4917795	3957640	1990	CA
4767479	3957715	1988	CT
4804562	3957715	1989	CT
4989664	3957715	1991	CT
8296978	3958350	2012	WA
4151711	3958413	1979	OK
6062016	3958413	2000	CA
5094082	3958413	1992	CA
4256064	3958540	1981	CA
5487242	3958588	1996	CA
8417355	3958588	2013	CA
8417355	3958588	2013	MN
8146932	3958653	2012	MN
6343489	3958684	2002	OK
5096248	3958731	1992	CA
5351793	3958731	1994	CA
7390042	3958731	2008	WA
6615996	3958745	2003	CA
4526315	3958745	1985	CA
5605657	3959203	1997	CT
6013752	3959203	2000	CA
8211497	3959424	2012	WV
5135698	3959424	1992	OK
7018490	3959569	2006	WA
5462748	3959569	1995	CA
5486312	3959569	1996	CA
5617920	3959569	1997	CA
5762141	3959569	1998	CA
5957203	3959569	1999	CA
6340411	3959569	2002	WA
6395395	3959569	2002	WA
6425979	3959569	2002	WA
6461553	3959569	2002	WA
6521087	3959569	2003	WA
6521339	3959569	2003	WA
6596103	3959569	2003	WA
6627249	3959569	2003	WA
7144474	3959569	2006	WA
7726017	3959765	2010	CT
6956608	3959884	2005	CA
7117356	3959884	2006	MN
4135147	3959884	1979	CA
6002787	3959884	1999	MN
6035398	3959884	2000	CA
6097035	3959884	2000	CA
6122737	3959884	2000	CA
6125192	3959884	2000	CA
6188781	3959884	2001	CA
6282303	3959884	2001	CA
6324310	3959884	2001	CA
8214652	3959884	2012	MN
6665427	3959884	2003	CA
4325570	3959884	1982	CA
6741729	3959884	2004	CA
7519204	3959884	2009	CA
7539331	3959884	2009	NV
7539331	3959884	2009	MN
7231070	3959884	2007	CA
6950539	3959884	2005	CA
4047154	3959884	1977	CA
7155040	3959884	2006	MN
7415605	3959884	2008	MN
7359553	3959884	2008	NV
7359553	3959884	2008	MN
4651872	3959904	1987	WA
4444066	3960003	1984	CA
4969993	3960003	1990	CT
6105595	3960035	2000	CA
4641551	3960035	1987	CA
6939094	3960035	2005	WA
7121269	3960130	2006	WA
4106442	3960130	1978	CA
6981567	3960232	2006	MN
4544119	3960232	1985	OK
4941629	3960232	1990	CA
5067350	3960248	1991	CT
6981454	3960352	2006	CA
7857519	3960418	2010	CA
