id	year(patent.date)	inventor_id	state
4927408	1990	3916899-1	CA
4931285	1990	3916899-1	CA
4938748	1990	3916899-1	CA
4940465	1990	3916899-1	CA
4946456	1990	3916899-1	CA
4948592	1990	3916899-1	CA
4957494	1990	3916899-1	CA
3977404	1976	3916899-1	CA
4961932	1990	3916899-1	CA
4966769	1990	3916899-1	CA
4969872	1990	3916899-1	CA
4969871	1990	3916899-1	CA
4971790	1990	3916899-1	CA
4973307	1990	3916899-1	CA
4976966	1990	3916899-1	CA
4978337	1990	3916899-1	CA
4985017	1991	3916899-1	CA
4985016	1991	3916899-1	CA
4986987	1991	3916899-1	CA
4994031	1991	3916899-1	CA
5006346	1991	3916899-1	CA
5019397	1991	3916899-1	CA
5023088	1991	3916899-1	CA
5024842	1991	3916899-1	CA
5030454	1991	3916899-1	CA
5030216	1991	3916899-1	CA
5045059	1991	3916899-1	CA
5069671	1991	3916899-1	CA
5071656	1991	3916899-1	CA
5080646	1992	3916899-1	CA
5082668	1992	3916899-1	CA
5104390	1992	3916899-1	CA
5110597	1992	3916899-1	CA
5141750	1992	3916899-1	CA
5141752	1992	3916899-1	CA
5147296	1992	3916899-1	CA
5151093	1992	3916899-1	CA
5156850	1992	3916899-1	CA
5158537	1992	3916899-1	CA
5160743	1992	3916899-1	CA
5160320	1992	3916899-1	CA
5162042	1992	3916899-1	CA
5169382	1992	3916899-1	CA
5169383	1992	3916899-1	CA
5198229	1993	3916899-1	CA
5200196	1993	3916899-1	CA
5203768	1993	3916899-1	CA
4008719	1977	3916899-1	CA
5232705	1993	3916899-1	CA
5232438	1993	3916899-1	CA
5234992	1993	3916899-1	CA
5236689	1993	3916899-1	CA
5240995	1993	3916899-1	CA
5246417	1993	3916899-1	CA
5250028	1993	3916899-1	CA
4014334	1977	3916899-1	CA
4016880	1977	3916899-1	CA
5284660	1994	3916899-1	CA
5288289	1994	3916899-1	CA
5298017	1994	3916899-1	CA
5312389	1994	3916899-1	CA
5312388	1994	3916899-1	CA
5320598	1994	3916899-1	CA
5322502	1994	3916899-1	CA
5324280	1994	3916899-1	CA
5340590	1994	3916899-1	CA
5344394	1994	3916899-1	CA
5385543	1995	3916899-1	CA
5391381	1995	3916899-1	CA
5413572	1995	3916899-1	CA
5417682	1995	3916899-1	CA
4034758	1977	3916899-1	CA
4036228	1977	3916899-1	CA
4036227	1977	3916899-1	CA
5443459	1995	3916899-1	CA
5445606	1995	3916899-1	CA
5464387	1995	3916899-1	CA
5496266	1996	3916899-1	CA
5499979	1996	3916899-1	CA
5531736	1996	3916899-1	CA
6872201	2005	3916899-1	CA
4058122	1977	3916899-1	CA
5647844	1997	3916899-1	CA
4077407	1978	3916899-1	CA
5785994	1998	3916899-1	CA
5795591	1998	3916899-1	CA
4088864	1978	3916899-1	CA
4093708	1978	3916899-1	CA
5857992	1999	3916899-1	CA
5869097	1999	3916899-1	CA
4096238	1978	3916899-1	CA
5871460	1999	3916899-1	CA
5938654	1999	3916899-1	CA
5983130	1999	3916899-1	CA
4111203	1978	3916899-1	CA
4111202	1978	3916899-1	CA
4111201	1978	3916899-1	CA
5993435	1999	3916899-1	CA
4116241	1978	3916899-1	CA
7235068	2007	3916899-1	CA
6049733	2000	3916899-1	CA
6120803	2000	3916899-1	CA
4135514	1979	3916899-1	CA
6183466	2001	3916899-1	CA
6872292	2005	3916899-1	CA
4142526	1979	3916899-1	CA
6289242	2001	3916899-1	CA
4160020	1979	3916899-1	CA
4160452	1979	3916899-1	CA
6368315	2002	3916899-1	CA
7572252	2009	3916899-1	CA
6537264	2003	3916899-1	CA
6541021	2003	3916899-1	CA
6544252	2003	3916899-1	CA
6548083	2003	3916899-1	CA
6562014	2003	3916899-1	CA
4200098	1980	3916899-1	CA
4203441	1980	3916899-1	CA
4203439	1980	3916899-1	CA
4203440	1980	3916899-1	CA
6638263	2003	3916899-1	CA
6689373	2004	3916899-1	CA
4217898	1980	3916899-1	CA
6718201	2004	3916899-1	CA
6726920	2004	3916899-1	CA
6773721	2004	3916899-1	CA
6824532	2004	3916899-1	CA
4235236	1980	3916899-1	CA
6835194	2004	3916899-1	CA
4256108	1981	3916899-1	CA
4265874	1981	3916899-1	CA
4278087	1981	3916899-1	CA
4286067	1981	3916899-1	CA
4285987	1981	3916899-1	CA
4290426	1981	3916899-1	CA
4298003	1981	3916899-1	CA
4305927	1981	3916899-1	CA
4309996	1982	3916899-1	CA
4320759	1982	3916899-1	CA
6918901	2005	3916899-1	CA
4327725	1982	3916899-1	CA
4331728	1982	3916899-1	CA
4344929	1982	3916899-1	CA
7212853	2007	3916899-1	CA
4410328	1983	3916899-1	CA
3916899	1975	3916899-1	CA
4418038	1983	3916899-1	CA
4424056	1984	3916899-1	CA
4432756	1984	3916899-1	CA
4432754	1984	3916899-1	CA
4434153	1984	3916899-1	CA
6997922	2006	3916899-1	CA
8252319	2012	3916899-1	CA
8252320	2012	3916899-1	CA
7438701	2008	3916899-1	CA
8246977	2012	3916899-1	CA
7458965	2008	3916899-1	CA
4343601	1982	3916932-1	MN
4343600	1982	3916932-1	MN
4390329	1983	3916932-1	MN
3916932	1975	3916932-1	MN
4521994	1985	3917077-1	OK
4547242	1985	3917077-1	OK
4561213	1985	3917077-1	OK
4563916	1986	3917077-1	OK
4674190	1987	3917077-1	OK
4907373	1990	3917077-1	OK
5085007	1992	3917077-1	OK
4328060	1982	3917077-1	OK
4373298	1983	3917077-1	OK
4392334	1983	3917077-1	OK
3917077	1975	3917077-1	VA
3954190	1976	3917082-1	MN
3917082	1975	3917082-1	MN
3954190	1976	3917082-2	MN
3917082	1975	3917082-2	MN
4602146	1986	3917090-1	CT
3948216	1976	3917090-1	CT
4019730	1977	3917090-1	CT
4160899	1979	3917090-1	CT
4205561	1980	3917090-1	CT
3917090	1975	3917090-1	CT
3918313	1975	3917090-1	CT
4444327	1984	3917096-1	CA
3933119	1976	3917096-1	CA
4883384	1989	3917096-1	CA
3971623	1976	3917096-1	CA
5002424	1991	3917096-1	CA
3984175	1976	3917096-1	CA
5053182	1991	3917096-1	CA
5061114	1991	3917096-1	CA
5098217	1992	3917096-1	CA
5240719	1993	3917096-1	CA
5308186	1994	3917096-1	CA
5502593	1996	3917096-1	CA
4049148	1977	3917096-1	CA
5564854	1996	3917096-1	CA
4090629	1978	3917096-1	CA
4159779	1979	3917096-1	CA
6428238	2002	3917096-1	CA
4319690	1982	3917096-1	CA
3917096	1975	3917096-1	CA
3946124	1976	3917125-1	CA
3982049	1976	3917125-1	CA
3995093	1976	3917125-1	CA
4093781	1978	3917125-1	CA
4189521	1980	3917125-1	CA
3917125	1975	3917125-1	CA
4189521	1980	3917125-2	CA
3917125	1975	3917125-2	CA
4102268	1978	3917142-1	CA
3917142	1975	3917142-1	CA
4101052	1978	3917154-1	WA
3917154	1975	3917154-1	WA
4890921	1990	3917196-1	WA
4025193	1977	3917196-1	WA
4227807	1980	3917196-1	WA
4329059	1982	3917196-1	WA
3917196	1975	3917196-1	WA
4025193	1977	3917196-2	WA
4401886	1983	3917196-2	WA
3917196	1975	3917196-2	WA
4025193	1977	3917196-3	WA
4170773	1979	3917196-3	WA
3917196	1975	3917196-3	WA
4456033	1984	3917222-2	CA
4726900	1988	3917222-2	CA
4352373	1982	3917222-2	CA
4398563	1983	3917222-2	CA
3917222	1975	3917222-2	CA
4464090	1984	3917331-1	CA
4478446	1984	3917331-1	CA
4655657	1987	3917331-1	CA
3948549	1976	3917331-1	CA
4723881	1988	3917331-1	CA
4735536	1988	3917331-1	CA
4747738	1988	3917331-1	CA
4759671	1988	3917331-1	CA
4815908	1989	3917331-1	CA
4822227	1989	3917331-1	CA
4828442	1989	3917331-1	CA
4854795	1989	3917331-1	CA
4865500	1989	3917331-1	CA
4906153	1990	3917331-1	CA
4948316	1990	3917331-1	CA
3980327	1976	3917331-1	CA
5006025	1991	3917331-1	CA
5007762	1991	3917331-1	CA
5037259	1991	3917331-1	CA
5073075	1991	3917331-1	CA
5074730	1991	3917331-1	CA
5193956	1993	3917331-1	CA
5224806	1993	3917331-1	CA
5284408	1994	3917331-1	CA
5340255	1994	3917331-1	CA
5357776	1994	3917331-1	CA
5394594	1995	3917331-1	CA
5399053	1995	3917331-1	CA
5556125	1996	3917331-1	CA
5590900	1997	3917331-1	CA
5699944	1997	3917331-1	CA
5702214	1997	3917331-1	CA
5730540	1998	3917331-1	CA
5836564	1998	3917331-1	CA
5860576	1999	3917331-1	CA
5924831	1999	3917331-1	CA
5947509	1999	3917331-1	CA
5967723	1999	3917331-1	CA
4121444	1978	3917331-1	CA
6290445	2001	3917331-1	CA
6440001	2002	3917331-1	CA
6499925	2002	3917331-1	CA
4191236	1980	3917331-1	CA
6595734	2003	3917331-1	CA
6641343	2003	3917331-1	CA
6796529	2004	3917331-1	CA
4295674	1981	3917331-1	CA
4404714	1983	3917331-1	CA
3917331	1975	3917331-1	CA
3920282	1975	3917356-1	WA
4006941	1977	3917356-1	WA
7416059	2008	3917356-1	WA
4076331	1978	3917356-1	WA
5968106	1999	3917356-1	WA
4120540	1978	3917356-1	WA
6202960	2001	3917356-1	WA
7165816	2007	3917356-1	WA
6929333	2005	3917356-1	WA
7699408	2010	3917356-1	WA
4198102	1980	3917356-1	WA
6604708	2003	3917356-1	WA
6938857	2005	3917356-1	WA
6659233	2003	3917356-1	WA
7464796	2008	3917356-1	WA
8459590	2013	3917356-1	WA
4322809	1982	3917356-1	WA
8548652	2013	3917356-1	WA
7963620	2011	3917356-1	WA
8201666	2012	3917356-1	WA
4410952	1983	3917356-1	WA
3917356	1975	3917356-1	WA
7946394	2011	3917356-1	WA
8386094	2013	3917356-1	WA
7805233	2010	3917356-1	WA
7484599	2009	3917356-1	WA
8041490	2011	3917356-1	WA
3963943	1976	3917359-1	CA
3976954	1976	3917359-1	CA
4021080	1977	3917359-1	CA
3917359	1975	3917359-1	CA
4131793	1978	3917412-1	CA
4303212	1981	3917412-1	CA
3917412	1975	3917412-1	CA
3920791	1975	3917465-1	CA
3926575	1975	3917465-1	CA
4545891	1985	3917465-1	CA
3965125	1976	3917465-1	CA
5059307	1991	3917465-1	CA
5085764	1992	3917465-1	CA
4327070	1982	3917465-1	CA
3917465	1975	3917465-1	CA
4426281	1984	3917465-1	CA
4050915	1977	3917490-1	CA
4170695	1979	3917490-1	CA
4204153	1980	3917490-1	CA
3917490	1975	3917490-1	CA
4166045	1979	3917496-1	CA
4260437	1981	3917496-1	CA
3917496	1975	3917496-1	CA
4466810	1984	3917569-1	CA
4479810	1984	3917569-1	CA
4490156	1984	3917569-1	CA
3928000	1975	3917569-1	CA
3927998	1975	3917569-1	CA
3928001	1975	3917569-1	CA
4676805	1987	3917569-1	CA
4704137	1987	3917569-1	CA
4808198	1989	3917569-1	CA
4007019	1977	3917569-1	CA
4007018	1977	3917569-1	CA
4007017	1977	3917569-1	CA
4014786	1977	3917569-1	CA
4038186	1977	3917569-1	CA
4052176	1977	3917569-1	CA
5647876	1997	3917569-1	CA
5656042	1997	3917569-1	CA
5948971	1999	3917569-1	CA
6063147	2000	3917569-1	CA
4141696	1979	3917569-1	CA
4141695	1979	3917569-1	CA
4166802	1979	3917569-1	CA
6367315	2002	3917569-1	CA
6436157	2002	3917569-1	CA
6487895	2002	3917569-1	CA
4202167	1980	3917569-1	CA
4205962	1980	3917569-1	CA
4205963	1980	3917569-1	CA
4255278	1981	3917569-1	CA
4338099	1982	3917569-1	CA
4351647	1982	3917569-1	CA
4351645	1982	3917569-1	CA
4353712	1982	3917569-1	CA
4364744	1982	3917569-1	CA
4371379	1983	3917569-1	CA
4371378	1983	3917569-1	CA
4386941	1983	3917569-1	CA
4392869	1983	3917569-1	NY
4394137	1983	3917569-1	CA
4400180	1983	3917569-1	CA
4400179	1983	3917569-1	CA
4411817	1983	3917569-1	CA
3917569	1975	3917569-1	CA
3920579	1975	3917569-2	CA
3928001	1975	3917569-2	CA
3927998	1975	3917569-2	CA
3928000	1975	3917569-2	CA
4676805	1987	3917569-2	CA
3998609	1976	3917569-2	CA
4007019	1977	3917569-2	CA
4007018	1977	3917569-2	CA
4007017	1977	3917569-2	CA
4074981	1978	3917569-2	CA
4166802	1979	3917569-2	CA
4172842	1979	3917569-2	CA
4242234	1980	3917569-2	CA
4252685	1981	3917569-2	CA
4256654	1981	3917569-2	CA
3917569	1975	3917569-2	CA
4501844	1985	3917572-1	CT
4536533	1985	3917572-1	CT
4547547	1985	3917572-1	CT
4562228	1985	3917572-1	CT
4649180	1987	3917572-1	CT
4772649	1988	3917572-1	CT
4806589	1989	3917572-1	CT
4822827	1989	3917572-1	CT
4868277	1989	3917572-1	CT
5089571	1992	3917572-1	CT
4006122	1977	3917572-1	CT
5319039	1994	3917572-1	CT
5321099	1994	3917572-1	CT
5800872	1998	3917572-1	CT
5856420	1999	3917572-1	CT
4093604	1978	3917572-1	CT
4108843	1978	3917572-1	CT
4129715	1978	3917572-1	CT
6331582	2001	3917572-1	CT
4178432	1979	3917572-1	CT
6624222	2003	3917572-1	CT
6790891	2004	3917572-1	CT
4328331	1982	3917572-1	CT
4415693	1983	3917572-1	CT
3917572	1975	3917572-1	CT
4484994	1984	3917573-1	CT
4485222	1984	3917573-1	CT
4520167	1985	3917573-1	CT
4543276	1985	3917573-1	CT
4619999	1986	3917573-1	CT
4631320	1986	3917573-1	CT
4656308	1987	3917573-1	CT
4742118	1988	3917573-1	CT
4758632	1988	3917573-1	CT
4778869	1988	3917573-1	CT
3984382	1976	3917573-1	CT
5138055	1992	3917573-1	CT
5258514	1993	3917573-1	CT
4026855	1977	3917573-1	CT
4064191	1977	3917573-1	CT
4105708	1978	3917573-1	CT
4118437	1978	3917573-1	CT
4379911	1983	3917573-1	CT
4404332	1983	3917573-1	CT
3917573	1975	3917573-1	CT
3997708	1976	3917576-2	OK
4061638	1977	3917576-2	OK
4072807	1978	3917576-2	OK
3917576	1975	3917576-2	OK
4045420	1977	3917582-2	CA
4123431	1978	3917582-2	CA
3917582	1975	3917582-2	CA
3974161	1976	3917645-1	CT
4011324	1977	3917645-1	CT
4044134	1977	3917645-1	CT
4120962	1978	3917645-1	CT
4134981	1979	3917645-1	CT
4147872	1979	3917645-1	CT
4188495	1980	3917645-1	CT
4237133	1980	3917645-1	CT
4263438	1981	3917645-1	CT
4268523	1981	3917645-1	CT
4268692	1981	3917645-1	CT
4270005	1981	3917645-1	CT
4283569	1981	3917645-1	CT
4284829	1981	3917645-1	CT
4310669	1982	3917645-1	CT
4310668	1982	3917645-1	CT
4310529	1982	3917645-1	CT
4332942	1982	3917645-1	CT
4341906	1982	3917645-1	CT
4387229	1983	3917645-1	CT
3917645	1975	3917645-1	CT
4136019	1979	3917801-1	CA
4214710	1980	3917801-1	CA
4248708	1981	3917801-1	CA
4261846	1981	3917801-1	CA
3917801	1975	3917801-1	CA
5388390	1995	3917856-1	MN
4372982	1983	3917856-1	MN
3917856	1975	3917856-1	MN
4117932	1978	3917889-1	MN
4123491	1978	3917889-1	MN
4152479	1979	3917889-1	MN
4190692	1980	3917889-1	MN
3917889	1975	3917889-1	MN
4099828	1978	3917920-3	CT
3917920	1975	3917920-3	CT
4627018	1986	3917933-2	MN
4648065	1987	3917933-2	MN
4727510	1988	3917933-2	MN
4835672	1989	3917933-2	MN
4139148	1979	3917933-2	MN
4163147	1979	3917933-2	MN
4288860	1981	3917933-2	MN
3917933	1975	3917933-2	MN
4517510	1985	3917995-1	CT
4952880	1990	3917995-1	CT
5132629	1992	3917995-1	CT
5412374	1995	3917995-1	CT
4042778	1977	3917995-1	CT
4056771	1977	3917995-1	CT
5612624	1997	3917995-1	CT
6392521	2002	3917995-1	CT
6608488	2003	3917995-1	CT
6611148	2003	3917995-1	CT
4241304	1980	3917995-1	CT
4387665	1983	3917995-1	CT
3917995	1975	3917995-1	CT
3938029	1976	3917996-3	NV
3996519	1976	3917996-3	NV
4013955	1977	3917996-3	NV
4065765	1977	3917996-3	NV
3917996	1975	3917996-3	NV
3922084	1975	3918077-1	CA
3988062	1976	3918077-1	CA
3998544	1976	3918077-1	CA
4052128	1977	3918077-1	CA
4175855	1979	3918077-1	CA
4260234	1981	3918077-1	CA
4299458	1981	3918077-1	CA
3918077	1975	3918077-1	CA
3922084	1975	3918077-2	CA
3988062	1976	3918077-2	CA
3998544	1976	3918077-2	CA
4052128	1977	3918077-2	CA
4193685	1980	3918077-2	CA
3918077	1975	3918077-2	CA
4502648	1985	3918086-2	CA
4624405	1986	3918086-2	CA
4697759	1987	3918086-2	CA
4756490	1988	3918086-2	CA
4848698	1989	3918086-2	CA
4983496	1991	3918086-2	CA
4982911	1991	3918086-2	CA
4135058	1979	3918086-2	CA
4172569	1979	3918086-2	CA
4199794	1980	3918086-2	CA
4331993	1982	3918086-2	CA
4335857	1982	3918086-2	CA
4342809	1982	3918086-2	CA
4396465	1983	3918086-2	CA
3918086	1975	3918086-2	CA
3918110	1975	3918110-1	CA
4012269	1977	3918110-1	CA
3918110	1975	3918110-3	CA
4012269	1977	3918110-3	CA
4494783	1985	3918130-1	CA
4674930	1987	3918130-1	CA
4786225	1988	3918130-1	CA
4828299	1989	3918130-1	CA
3964364	1976	3918130-1	CA
4877274	1989	3918130-1	CA
4902051	1990	3918130-1	CA
4991885	1991	3918130-1	CA
5020835	1991	3918130-1	CA
3988808	1976	3918130-1	CA
5624221	1997	3918130-1	CA
4114509	1978	3918130-1	CA
4116479	1978	3918130-1	CA
4130307	1978	3918130-1	CA
4130260	1978	3918130-1	CA
4155575	1979	3918130-1	CA
6302633	2001	3918130-1	CA
6343815	2002	3918130-1	CA
4183564	1980	3918130-1	CA
4209194	1980	3918130-1	CA
4213642	1980	3918130-1	CA
4220364	1980	3918130-1	CA
4265474	1981	3918130-1	CA
4307905	1981	3918130-1	CA
3918130	1975	3918130-1	CA
3918161	1975	3918161-1	CA
3991473	1976	3918161-1	CA
4030239	1977	3918195-2	CA
4339889	1982	3918195-2	CA
3918195	1975	3918195-2	CA
3921286	1975	3918298-2	MN
4802367	1989	3918298-2	MN
3992978	1976	3918298-2	MN
3994540	1976	3918298-2	MN
4033566	1977	3918298-2	MN
5440935	1995	3918298-2	MN
5465615	1995	3918298-2	MN
6457369	2002	3918298-2	MN
4263809	1981	3918298-2	MN
3918298	1975	3918298-2	MN
4034460	1977	3918307-2	CA
3918307	1975	3918307-2	CA
4034460	1977	3918307-3	CA
6662652	2003	3918307-3	CA
3918307	1975	3918307-3	CA
4605175	1986	3918355-1	CT
4789106	1988	3918355-1	CT
4794853	1989	3918355-1	CT
4143589	1979	3918355-1	CT
3918355	1975	3918355-1	CT
3924640	1975	3918460-1	MN
4630611	1986	3918460-1	MN
3943937	1976	3918460-1	MN
4750494	1988	3918460-1	MN
4754753	1988	3918460-1	MN
3970479	1976	3918460-1	MN
4986831	1991	3918460-1	MN
5103821	1992	3918460-1	MN
5192311	1993	3918460-1	MN
4282886	1981	3918460-1	MN
4352360	1982	3918460-1	MN
3918460	1975	3918460-1	MN
4506680	1985	3918460-2	MN
4577642	1986	3918460-2	MN
4643201	1987	3918460-2	MN
3943937	1976	3918460-2	MN
4711251	1987	3918460-2	MN
4972848	1990	3918460-2	MN
5002067	1991	3918460-2	MN
5282844	1994	3918460-2	MN
5300107	1994	3918460-2	MN
5324312	1994	3918460-2	MN
5396902	1995	3918460-2	MN
4033357	1977	3918460-2	MN
5423881	1995	3918460-2	MN
5433734	1995	3918460-2	MN
5443492	1995	3918460-2	MN
5489294	1996	3918460-2	MN
5522875	1996	3918460-2	MN
5575814	1996	3918460-2	MN
5814089	1998	3918460-2	MN
6078840	2000	3918460-2	MN
6366819	2002	3918460-2	MN
6567705	2003	3918460-2	MN
6665563	2003	3918460-2	MN
6801805	2004	3918460-2	MN
4262678	1981	3918460-2	MN
4269198	1981	3918460-2	MN
4271847	1981	3918460-2	MN
4313448	1982	3918460-2	MN
4393883	1983	3918460-2	MN
3918460	1975	3918460-2	MN
3921648	1975	3918465-1	CT
4572221	1986	3918465-1	CT
4576188	1986	3918465-1	CT
4793246	1988	3918465-1	CT
3981314	1976	3918465-1	CT
5000201	1991	3918465-1	CT
5033487	1991	3918465-1	CT
5044035	1991	3918465-1	CT
5046516	1991	3918465-1	CT
5289760	1994	3918465-1	CT
5445061	1995	3918465-1	CT
5482060	1996	3918465-1	CT
5588161	1996	3918465-1	CT
5735918	1998	3918465-1	CT
4142094	1979	3918465-1	CT
4192328	1980	3918465-1	CT
4298787	1981	3918465-1	CT
4361427	1982	3918465-1	CT
3918465	1975	3918465-1	CT
4436156	1984	3918524-1	OK
3954142	1976	3918524-1	OK
5238068	1993	3918524-1	OK
3918524	1975	3918524-1	OK
3954142	1976	3918524-2	OK
3918524	1975	3918524-2	OK
4719778	1988	3918549-1	CA
4049076	1977	3918549-1	CA
4049075	1977	3918549-1	CA
4084658	1978	3918549-1	CA
3918549	1975	3918549-1	CA
4458187	1984	3918564-1	CA
4493411	1985	3918564-1	PA
4546869	1985	3918564-1	PA
3966034	1976	3918564-1	NJ
4106610	1978	3918564-1	NJ
4188961	1980	3918564-1	PA
4221227	1980	3918564-1	PA
4234070	1980	3918564-1	PA
4416365	1983	3918564-1	PA
3918564	1975	3918564-1	NJ
4450960	1984	3918756-1	MN
3923191	1975	3918756-1	MN
4493418	1985	3918756-1	MN
4520925	1985	3918756-1	MN
4557382	1985	3918756-1	MN
3961877	1976	3918756-1	MN
4009899	1977	3918756-1	MN
4043451	1977	3918756-1	MN
4061228	1977	3918756-1	MN
4248346	1981	3918756-1	MN
3918756	1975	3918756-1	MN
4128739	1978	3918785-1	CA
3918785	1975	3918785-1	CA
4475780	1984	3918788-1	CA
3985414	1976	3918788-1	CA
4401354	1983	3918788-1	CA
3918788	1975	3918788-1	CA
4475780	1984	3918788-2	CA
4533978	1985	3918788-2	CA
4586778	1986	3918788-2	CA
3985414	1976	3918788-2	CA
4150864	1979	3918788-2	CA
4223970	1980	3918788-2	CA
4401354	1983	3918788-2	CA
3918788	1975	3918788-2	CA
3918832	1975	3918832-2	CT
3985465	1976	3918832-2	CT
4384634	1983	3918832-2	CT
4478054	1984	3918838-1	CT
4076461	1978	3918838-1	CT
3918838	1975	3918838-1	CT
3918848	1975	3918848-1	CA
4102607	1978	3918848-1	CA
4438070	1984	3918907-1	CA
3926800	1975	3918907-1	CA
4518700	1985	3918907-1	CA
4534941	1985	3918907-1	CA
3941487	1976	3918907-1	CA
4926702	1990	3918907-1	CA
4294799	1981	3918907-1	CA
4372150	1983	3918907-1	CA
3918907	1975	3918907-1	CA
4460558	1984	3918914-1	OK
4579567	1986	3918914-1	OK
4039626	1977	3918914-1	OK
4075160	1978	3918914-1	OK
4075157	1978	3918914-1	OK
4075156	1978	3918914-1	OK
4191732	1980	3918914-1	OK
4207358	1980	3918914-1	OK
4265870	1981	3918914-1	OK
4289742	1981	3918914-1	OK
4296800	1981	3918914-1	OK
4316876	1982	3918914-1	OK
4348361	1982	3918914-1	OK
4372937	1983	3918914-1	OK
4404178	1983	3918914-1	OK
3918914	1975	3918914-1	OK
3919012	1975	3919012-2	CA
4946522	1990	3919012-2	CA
4193952	1980	3919012-2	CA
3919012	1975	3919012-3	CA
3928108	1975	3919012-3	CA
3994696	1976	3919012-3	CA
4076772	1978	3919012-3	CA
4124657	1978	3919012-3	CA
4134848	1979	3919012-3	CA
4156761	1979	3919012-3	CA
4193952	1980	3919012-3	CA
4215046	1980	3919012-3	CA
4374777	1983	3919012-3	VA
3919097	1975	3919097-1	WV
4457956	1984	3919097-1	WV
3959534	1976	3919097-1	WV
3963628	1976	3919097-1	WV
4134841	1979	3919097-1	WV
4151056	1979	3919097-1	WV
4153778	1979	3919097-1	WV
4264757	1981	3919097-1	WV
3919117	1975	3919117-1	IL
3920581	1975	3919117-1	IL
3926849	1975	3919117-1	IL
3956104	1976	3919117-1	IL
3972833	1976	3919117-1	IL
3972829	1976	3919117-1	IL
3986978	1976	3919117-1	IL
3986984	1976	3919117-1	IL
4028216	1977	3919117-1	IL
4083886	1978	3919117-1	IL
4107086	1978	3919117-1	IL
4113659	1978	3919117-1	IL
4129522	1978	3919117-1	IL
4210629	1980	3919117-1	CA
4216122	1980	3919117-1	CA
4226639	1980	3919117-1	CA
4250058	1981	3919117-1	CA
3919118	1975	3919118-1	CA
4087514	1978	3919118-1	CA
4155715	1979	3919118-1	CA
4260473	1981	3919118-1	CA
4298350	1981	3919118-1	CA
4301137	1981	3919118-1	CA
3919173	1975	3919173-1	MN
4038239	1977	3919173-1	MN
7169118	2007	3919173-2	MN
3919173	1975	3919173-2	MN
7993286	2011	3919173-2	MN
7153277	2006	3919173-2	MN
4038239	1977	3919173-2	MN
7951093	2011	3919173-2	MN
6620114	2003	3919173-2	MN
6918882	2005	3919173-2	MN
8414506	2013	3919173-2	MN
7747314	2010	3919173-2	MN
8022331	2011	3919173-2	MN
8128579	2012	3919173-2	MN
7237313	2007	3919173-2	MN
8137292	2012	3919173-2	MN
7074197	2006	3919173-2	MN
6911016	2005	3919173-2	MN
7841994	2010	3919173-2	MN
7618379	2009	3919173-2	MN
3919174	1975	3919174-1	WV
4463156	1984	3919174-1	OH
4045474	1977	3919174-1	WV
4075152	1978	3919174-1	WV
4102942	1978	3919174-1	WV
4276405	1981	3919174-1	WV
3919189	1975	3919189-1	CA
4647470	1987	3919189-1	CA
4070535	1978	3919189-1	CA
3919189	1975	3919189-2	CA
4070535	1978	3919189-2	CA
4105605	1978	3919189-2	OK
4263399	1981	3919189-2	OK
3919193	1975	3919193-2	CA
4056674	1977	3919193-2	CA
3919318	1975	3919318-3	CA
4464529	1984	3919318-3	CA
4585859	1986	3919318-3	CA
4591637	1986	3919318-3	CA
3940383	1976	3919318-3	CA
4705850	1987	3919318-3	CA
3952114	1976	3919318-3	CA
4826964	1989	3919318-3	TX
4086416	1978	3919318-3	CA
4301277	1981	3919318-3	CA
4314054	1982	3919318-3	CA
4353894	1982	3919318-3	CA
3919339	1975	3919339-1	CA
4046824	1977	3919339-1	CA
3919395	1975	3919395-1	CA
4029743	1977	3919395-1	CA
4088738	1978	3919395-1	CA
4154799	1979	3919395-1	CA
4309395	1982	3919395-1	CA
3919483	1975	3919483-1	CA
4547890	1985	3919483-1	CA
3986126	1976	3919483-1	CA
4042783	1977	3919483-1	CA
4103336	1978	3919483-1	CA
4025738	1977	3919505-2	CA
3919505	1975	3919505-2	CA
5155372	1992	3919527-5	MN
4430782	1984	3919527-5	MN
3919527	1975	3919527-5	MN
4727251	1988	3919551-1	CA
4755677	1988	3919551-1	CA
5509622	1996	3919551-1	CA
4296321	1981	3919551-1	CA
4356874	1982	3919551-1	CA
3919551	1975	3919551-1	CA
4690556	1987	3919697-1	OR
4129384	1978	3919697-1	WA
3919697	1975	3919697-1	WA
3950732	1976	3919701-1	CA
3997880	1976	3919701-1	CA
4040018	1977	3919701-1	CA
4078260	1978	3919701-1	CA
4090249	1978	3919701-1	CA
3919701	1975	3919701-1	CA
3927311	1975	3919701-3	CA
3950732	1976	3919701-3	CA
4766535	1988	3919701-3	CA
4794516	1988	3919701-3	CA
3997880	1976	3919701-3	CA
4011461	1977	3919701-3	CA
4040018	1977	3919701-3	CA
4078260	1978	3919701-3	CA
4090249	1978	3919701-3	CA
4110837	1978	3919701-3	CA
3919701	1975	3919701-3	CA
3919736	1975	3919736-1	CT
3928887	1975	3919736-1	CT
4073461	1978	3919736-1	CT
4120476	1978	3919736-1	CT
4227671	1980	3919736-1	CT
3919736	1975	3919736-2	CT
3928887	1975	3919736-2	CT
4120476	1978	3919736-2	CT
4227671	1980	3919736-2	CT
3919768	1975	3919768-1	CA
3936866	1976	3919768-1	CA
3919793	1975	3919793-2	CA
3930325	1976	3919793-2	CA
3942706	1976	3919793-2	CA
