0,1,2
4043354,4043683,0.011235955056200002
4467070,4433024,0.011235955056200002
4467070,4454964,0.011235955056200002
4467070,4441303,0.011235955056200002
4467070,4477147,0.011235955056200002
4467070,4481181,0.011235955056200002
4470764,4439901,0.011235955056200002
4470764,4493812,0.011235955056200002
4470764,4453727,0.011235955056200002
4470764,4493159,0.011235955056200002
4470764,4441808,0.011235955056200002
4167688,4193083,0.011235955056200002
4167688,4193088,0.011235955056200002
4167688,4162520,0.011235955056200002
4167688,4147156,0.011235955056200002
4167688,4187360,0.011235955056200002
4154748,4143002,0.011235955056200002
4154748,4126640,0.011235955056200002
4154748,4160622,0.011235955056200002
4154748,4137146,0.011235955056200002
4154748,4148840,0.011235955056200002
4381033,4365007,0.011235955056200002
4381033,4365008,0.011235955056200002
4381033,4365295,0.011235955056200002
4381033,4405098,0.011235955056200002
4381033,4405097,0.011235955056200002
4421208,4432986,0.011235955056200002
4421208,4444809,0.011235955056200002
4421208,4442188,0.011235955056200002
4421208,4446407,0.011235955056200002
4421208,4428695,0.011235955056200002
3960003,3986651,0.011235955056200002
3960003,3946216,0.011235955056200002
3960003,3946218,0.011235955056200002
3960003,3956742,0.011235955056200002
3960003,3987297,0.011235955056200002
4411231,4392374,0.011235955056200002
4411231,4422128,0.011235955056200002
4411231,4396906,0.011235955056200002
4411231,4392284,0.011235955056200002
4411231,4383688,0.011235955056200002
4377056,4381956,0.011235955056200002
4377056,4402433,0.011235955056200002
4377056,4390993,0.011235955056200002
4377056,4393711,0.011235955056200002
4377056,4384193,0.011235955056200002
4473145,4468282,0.011235955056200002
4473145,4480242,0.011235955056200002
4473145,4451918,0.011235955056200002
4473145,4451911,0.011235955056200002
4473145,4451917,0.011235955056200002
4474402,4484075,0.011235955056200002
4474402,4484912,0.011235955056200002
4474402,4487358,0.011235955056200002
4474402,4467448,0.011235955056200002
4474402,4475702,0.011235955056200002
3981114,4007623,0.011235955056200002
3981114,3983014,0.011235955056200002
3981114,4004144,0.011235955056200002
3981114,4005814,0.011235955056200002
3981114,3984548,0.011235955056200002
4473366,4450136,0.011235955056200002
4473366,4461077,0.011235955056200002
4473366,4461079,0.011235955056200002
4473366,4489656,0.011235955056200002
4473366,4464540,0.011235955056200002
3956353,3932293,0.011235955056200002
3956353,3935474,0.011235955056200002
3956353,3955891,0.011235955056200002
3956353,3957391,0.011235955056200002
3956353,3957393,0.011235955056200002
4095721,4065857,0.011235955056200002
4095721,4094213,0.011235955056200002
4095721,4101198,0.011235955056200002
4095721,4100824,0.011235955056200002
4095721,4094478,0.011235955056200002
4320852,4344902,0.011235955056200002
4320852,4297569,0.011235955056200002
4320852,4317611,0.011235955056200002
4320852,4349952,0.011235955056200002
4320852,4315373,0.011235955056200002
4156299,4129768,0.011235955056200002
4156299,4139666,0.011235955056200002
4156299,4128010,0.011235955056200002
4156299,4147635,0.011235955056200002
4156299,4173307,0.011235955056200002
4357327,4368136,0.011235955056200002
4357327,4373219,0.011235955056200002
4357327,4358891,0.011235955056200002
4357327,4351809,0.011235955056200002
4357327,4358511,0.011235955056200002
4357328,4374859,0.011235955056200002
4357328,4328132,0.011235955056200002
4357328,4352751,0.011235955056200002
4357328,4347109,0.011235955056200002
4357328,4353971,0.011235955056200002
3935686,3946209,0.011235955056200002
3935686,3971290,0.011235955056200002
3935686,3937423,0.011235955056200002
3935686,3951278,0.011235955056200002
3935686,3931488,0.011235955056200002
4430871,4431248,0.011235955056200002
4430871,4422565,0.011235955056200002
4430871,4400963,0.011235955056200002
4430871,4457305,0.011235955056200002
4430871,4439738,0.011235955056200002
4172950,4188471,0.011235955056200002
4172950,4164474,0.011235955056200002
4172950,4195409,0.011235955056200002
4172950,4198310,0.011235955056200002
4172950,4169894,0.011235955056200002
4098977,4094337,0.011235955056200002
4098977,4123212,0.011235955056200002
4098977,4099358,0.011235955056200002
4098977,4118009,0.011235955056200002
4098977,4107466,0.011235955056200002
3982794,3993213,0.011235955056200002
3982794,3963920,0.011235955056200002
3982794,3948295,0.011235955056200002
3982794,3999556,0.011235955056200002
3982794,3950611,0.011235955056200002
3945587,3936833,0.011235955056200002
3945587,3962072,0.011235955056200002
3945587,3950107,0.011235955056200002
3945587,3981594,0.011235955056200002
3945587,3946369,0.011235955056200002
3945586,3967459,0.011235955056200002
3945586,3942218,0.011235955056200002
3945586,3931708,0.011235955056200002
3945586,3937465,0.011235955056200002
3945586,3949883,0.011235955056200002
4418388,4410989,0.011235955056200002
4418388,4432475,0.011235955056200002
4418388,4442041,0.011235955056200002
4418388,4435123,0.011235955056200002
4418388,4441158,0.011235955056200002
4101794,4076458,0.011235955056200002
4101794,4106813,0.011235955056200002
4101794,4082614,0.011235955056200002
4101794,4123811,0.011235955056200002
4101794,4123810,0.011235955056200002
4108113,4138536,0.011235955056200002
4108113,4111335,0.011235955056200002
4108113,4091978,0.011235955056200002
4108113,4121308,0.011235955056200002
4108113,4085825,0.011235955056200002
4158679,4141371,0.011235955056200002
4158679,4179709,0.011235955056200002
4158679,4148744,0.011235955056200002
4158679,4176467,0.011235955056200002
4158679,4159803,0.011235955056200002
4158674,4166974,0.011235955056200002
4158674,4160687,0.011235955056200002
4158674,4134517,0.011235955056200002
4158674,4172723,0.011235955056200002
4158674,4147485,0.011235955056200002
4071337,4051735,0.011235955056200002
4071337,4055992,0.011235955056200002
4071337,4055995,0.011235955056200002
4071337,4055997,0.011235955056200002
4071337,4057844,0.011235955056200002
4418938,4415165,0.011235955056200002
4418938,4429430,0.011235955056200002
4418938,4442819,0.011235955056200002
4418938,4436125,0.011235955056200002
4418938,4439815,0.011235955056200002
4109578,4122487,0.011235955056200002
4109578,4090397,0.011235955056200002
4109578,4099874,0.011235955056200002
4109578,4130230,0.011235955056200002
4109578,4087822,0.011235955056200002
4127010,4142184,0.011235955056200002
4127010,4152298,0.011235955056200002
4127010,4154589,0.011235955056200002
4127010,4154583,0.011235955056200002
4127010,4153120,0.011235955056200002
3968587,3978343,0.011235955056200002
3968587,3951127,0.011235955056200002
3968587,3958447,0.011235955056200002
3968587,3991494,0.011235955056200002
3968587,3991497,0.011235955056200002
4069364,4071233,0.011235955056200002
4069364,4071231,0.011235955056200002
4069364,4042950,0.011235955056200002
4069364,4056419,0.011235955056200002
4069364,4088369,0.011235955056200002
4127015,4098960,0.011235955056200002
4127015,4101761,0.011235955056200002
4127015,4149358,0.011235955056200002
4127015,4105886,0.011235955056200002
4127015,4102501,0.011235955056200002
4136109,4103301,0.011235955056200002
4136109,4112632,0.011235955056200002
4136109,4152503,0.011235955056200002
4136109,4111055,0.011235955056200002
4136109,4139766,0.011235955056200002
3984200,3953653,0.011235955056200002
3984200,4003622,0.011235955056200002
3984200,3988237,0.011235955056200002
3984200,3976443,0.011235955056200002
3984200,3977404,0.011235955056200002
3978605,3978403,0.011235955056200002
3978605,3991881,0.011235955056200002
3978605,3991736,0.011235955056200002
3978605,3975245,0.011235955056200002
3978605,3987669,0.011235955056200002
4112588,4096427,0.011235955056200002
4112588,4095739,0.011235955056200002
4112588,4110731,0.011235955056200002
4112588,4118067,0.011235955056200002
4112588,4118060,0.011235955056200002
4064155,4039492,0.011235955056200002
4064155,4043979,0.011235955056200002
4064155,4081246,0.011235955056200002
4064155,4057523,0.011235955056200002
4064155,4056654,0.011235955056200002
4010841,4015262,0.011235955056200002
4010841,4015263,0.011235955056200002
4010841,3991775,0.011235955056200002
4010841,4037405,0.011235955056200002
4010841,3989210,0.011235955056200002
4291845,4285801,0.011235955056200002
4291845,4309706,0.011235955056200002
4291845,4295338,0.011235955056200002
4291845,4278076,0.011235955056200002
4291845,4285387,0.011235955056200002
4126367,4093213,0.011235955056200002
4126367,4093214,0.011235955056200002
4126367,4127827,0.011235955056200002
4126367,4116215,0.011235955056200002
4126367,4109619,0.011235955056200002
4089254,4081902,0.011235955056200002
4089254,4086626,0.011235955056200002
4089254,4084999,0.011235955056200002
4089254,4098960,0.011235955056200002
4089254,4101765,0.011235955056200002
4123068,4112363,0.011235955056200002
4123068,4148386,0.011235955056200002
4123068,4091734,0.011235955056200002
4123068,4146580,0.011235955056200002
4123068,4149809,0.011235955056200002
4489077,4472569,0.011235955056200002
4489077,4473255,0.011235955056200002
4489077,4490518,0.011235955056200002
4489077,4490559,0.011235955056200002
4489077,4463213,0.011235955056200002
4123061,4117725,0.011235955056200002
4123061,4096132,0.011235955056200002
4123061,4119934,0.011235955056200002
4123061,4144077,0.011235955056200002
4123061,4092252,0.011235955056200002
4186355,4196115,0.011235955056200002
4186355,4164028,0.011235955056200002
4186355,4164020,0.011235955056200002
4186355,4170956,0.011235955056200002
4186355,4190391,0.011235955056200002
3965699,3976443,0.011235955056200002
3965699,3976442,0.011235955056200002
3965699,3977406,0.011235955056200002
3965699,3930880,0.011235955056200002
3965699,3935937,0.011235955056200002
4466511,4493706,0.011235955056200002
4466511,4493702,0.011235955056200002
4466511,4497017,0.011235955056200002
4466511,4437332,0.011235955056200002
4466511,4447987,0.011235955056200002
4228613,4241579,0.011235955056200002
4228613,4236386,0.011235955056200002
4228613,4215087,0.011235955056200002
4228613,4228410,0.011235955056200002
4228613,4255753,0.011235955056200002
4153014,4173307,0.011235955056200002
4153014,4152863,0.011235955056200002
4153014,4166342,0.011235955056200002
4153014,4138739,0.011235955056200002
4153014,4138735,0.011235955056200002
4015859,4015673,0.011235955056200002
4015859,4021324,0.011235955056200002
4015859,4044121,0.011235955056200002
4015859,3992846,0.011235955056200002
4015859,4022400,0.011235955056200002
3981113,3980628,0.011235955056200002
3981113,3971373,0.011235955056200002
3981113,3994420,0.011235955056200002
3981113,3959557,0.011235955056200002
3981113,3979984,0.011235955056200002
4015503,3991775,0.011235955056200002
4015503,3995730,0.011235955056200002
4015503,3989210,0.011235955056200002
4015503,4012024,0.011235955056200002
4015503,4028147,0.011235955056200002
4411577,4397202,0.011235955056200002
4411577,4408953,0.011235955056200002
4411577,4408958,0.011235955056200002
4411577,4440542,0.011235955056200002
4411577,4434013,0.011235955056200002
4411574,4439816,0.011235955056200002
4411574,4421721,0.011235955056200002
4411574,4394421,0.011235955056200002
4411574,4396865,0.011235955056200002
4411574,4422625,0.011235955056200002
4454856,4459126,0.011235955056200002
4454856,4467444,0.011235955056200002
4454856,4441053,0.011235955056200002
4454856,4440066,0.011235955056200002
4454856,4445578,0.011235955056200002
4462454,4467640,0.011235955056200002
4462454,4428170,0.011235955056200002
4462454,4458148,0.011235955056200002
4462454,4454875,0.011235955056200002
4462454,4444268,0.011235955056200002
3965691,3956207,0.011235955056200002
3965691,3993133,0.011235955056200002
3965691,3979775,0.011235955056200002
3965691,3965356,0.011235955056200002
3965691,3986403,0.011235955056200002
4217771,4194679,0.011235955056200002
4217771,4194678,0.011235955056200002
4217771,4196529,0.011235955056200002
4217771,4190392,0.011235955056200002
4217771,4219924,0.011235955056200002
4408414,4425648,0.011235955056200002
4408414,4425645,0.011235955056200002
4408414,4404714,0.011235955056200002
4408414,4388858,0.011235955056200002
4408414,4433723,0.011235955056200002
4367957,4386355,0.011235955056200002
4367957,4361344,0.011235955056200002
4367957,4375841,0.011235955056200002
4367957,4375848,0.011235955056200002
4367957,4345122,0.011235955056200002
4155502,4158476,0.011235955056200002
4155502,4158471,0.011235955056200002
4155502,4134426,0.011235955056200002
4155502,4167204,0.011235955056200002
4155502,4167201,0.011235955056200002
4134414,4112203,0.011235955056200002
4134414,4112204,0.011235955056200002
4134414,4119334,0.011235955056200002
4134414,4134143,0.011235955056200002
4134414,4135813,0.011235955056200002
4211853,4216180,0.011235955056200002
4211853,4237901,0.011235955056200002
4211853,4187933,0.011235955056200002
4211853,4226294,0.011235955056200002
4211853,4187290,0.011235955056200002
4487303,4500916,0.011235955056200002
4487303,4480729,0.011235955056200002
4487303,4484035,0.011235955056200002
4487303,4466699,0.011235955056200002
4487303,4475089,0.011235955056200002
4164335,4152739,0.011235955056200002
4164335,4152734,0.011235955056200002
4164335,4172597,0.011235955056200002
4164335,4187927,0.011235955056200002
4164335,4187921,0.011235955056200002
4051009,4055075,0.011235955056200002
4051009,4019633,0.011235955056200002
4051009,4049075,0.011235955056200002
4051009,4043683,0.011235955056200002
4051009,4024631,0.011235955056200002
4261996,4244747,0.011235955056200002
4261996,4250221,0.011235955056200002
4261996,4256694,0.011235955056200002
4261996,4272417,0.011235955056200002
4261996,4268956,0.011235955056200002
4261997,4229800,0.011235955056200002
4261997,4247531,0.011235955056200002
4261997,4247530,0.011235955056200002
4261997,4241672,0.011235955056200002
4261997,4276944,0.011235955056200002
4260868,4280157,0.011235955056200002
4260868,4239526,0.011235955056200002
4260868,4234363,0.011235955056200002
4260868,4280732,0.011235955056200002
4260868,4278506,0.011235955056200002
4218166,4234144,0.011235955056200002
4218166,4210760,0.011235955056200002
4218166,4196775,0.011235955056200002
4218166,4245222,0.011235955056200002
4218166,4237889,0.011235955056200002
4210452,4216000,0.011235955056200002
4210452,4241229,0.011235955056200002
4210452,4224037,0.011235955056200002
4210452,4182820,0.011235955056200002
4210452,4198576,0.011235955056200002
4006362,4007898,0.011235955056200002
4006362,4007890,0.011235955056200002
4006362,3998408,0.011235955056200002
4006362,3998406,0.011235955056200002
4006362,3979255,0.011235955056200002
4261620,4253276,0.011235955056200002
4261620,4259220,0.011235955056200002
4261620,4278988,0.011235955056200002
4261620,4236315,0.011235955056200002
4261620,4267003,0.011235955056200002
4150840,4172269,0.011235955056200002
4150840,4149863,0.011235955056200002
4150840,4142954,0.011235955056200002
4150840,4125868,0.011235955056200002
4150840,4125869,0.011235955056200002
4150841,4128949,0.011235955056200002
4150841,4152233,0.011235955056200002
4150841,4158490,0.011235955056200002
4150841,4147890,0.011235955056200002
4150841,4139859,0.011235955056200002
4150843,4154385,0.011235955056200002
4150843,4121684,0.011235955056200002
4150843,4167157,0.011235955056200002
4150843,4121579,0.011235955056200002
4150843,4139906,0.011235955056200002
4065058,4080475,0.011235955056200002
4065058,4072154,0.011235955056200002
4065058,4085627,0.011235955056200002
4065058,4072843,0.011235955056200002
4065058,4050541,0.011235955056200002
3964587,3971125,0.011235955056200002
3964587,3941068,0.011235955056200002
3964587,3990912,0.011235955056200002
3964587,3987669,0.011235955056200002
3964587,3955074,0.011235955056200002
4111114,4131390,0.011235955056200002
4111114,4083408,0.011235955056200002
4111114,4094213,0.011235955056200002
4111114,4100824,0.011235955056200002
4111114,4094478,0.011235955056200002
4358928,4376277,0.011235955056200002
4358928,4376275,0.011235955056200002
4358928,4363635,0.011235955056200002
4358928,4375212,0.011235955056200002
4358928,4343590,0.011235955056200002
4274766,4273471,0.011235955056200002
4274766,4241235,0.011235955056200002
4274766,4286665,0.011235955056200002
4274766,4245529,0.011235955056200002
4274766,4290093,0.011235955056200002
4487047,4520514,0.011235955056200002
4487047,4463044,0.011235955056200002
4487047,4471659,0.011235955056200002
4487047,4470638,0.011235955056200002
4487047,4498778,0.011235955056200002
4275464,4268329,0.011235955056200002
4275464,4299447,0.011235955056200002
4275464,4263915,0.011235955056200002
4275464,4278511,0.011235955056200002
4275464,4252993,0.011235955056200002
4129277,4119120,0.011235955056200002
4129277,4098297,0.011235955056200002
4129277,4101788,0.011235955056200002
4129277,4149372,0.011235955056200002
4129277,4143451,0.011235955056200002
4065721,4040897,0.011235955056200002
4065721,4084391,0.011235955056200002
4065721,4062136,0.011235955056200002
4065721,4071857,0.011235955056200002
4065721,4037954,0.011235955056200002
4274767,4297243,0.011235955056200002
4274767,4280155,0.011235955056200002
4274767,4280150,0.011235955056200002
4274767,4304624,0.011235955056200002
4274767,4267767,0.011235955056200002
4164337,4173340,0.011235955056200002
4164337,4179683,0.011235955056200002
4164337,4171073,0.011235955056200002
4164337,4168457,0.011235955056200002
4164337,4185976,0.011235955056200002
4372261,4355398,0.011235955056200002
4372261,4345373,0.011235955056200002
4372261,4390799,0.011235955056200002
4372261,4391777,0.011235955056200002
4372261,4393510,0.011235955056200002
